ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64
Table Number,460990748,460469609,460427655,460420010,460339424,460111782,459969759,459935010,459917174,459717393,459341737,459349513,459300493,459000971,458894035,458716764,458650457,458631532,458595887,458386934,458186656,458082230,458069807,457749670,457434713,457287935,457272728,457064795,456915945,456908720,456881453,456808852,456729797,456727197,456672100,456630520,456395238,455963409,455847032,455499460,455330446,455303315,455166323,455143990,455042660,454586755,453839362,453630167,452704150,451217602,450758314,449727973,448202573,446514318,446155644,442007968,441488112,411382679,363390977,358827793,357001162,348838927,321888448,314877288
Move,['11'],['7'],['8'],['67'],['15'],['9'],['13'],['15'],['37'],['39'],['21'],['12'],['14'],['39'],['51'],['18'],['37'],['41'],['29'],['55'],['74'],['56'],['28'],['37'],['73'],['97'],['49'],['9'],['37'],['18'],['101'],['30'],['37'],['36'],['63'],['11'],['77'],['87'],['64'],['84'],['56'],['57'],['73'],['45'],['56'],['11'],['82'],['31'],['46'],['66'],['73'],['65'],['40'],['20'],['36'],['49'],['102'],['626'],['1339'],['1649'],['1799'],['1403'],['2905'],['3314']
Mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode
Speed,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,Français,English,Deutsch,English,Français,Français,English,English,English,Français,English,English,English,English,Français,English,Français,English,Deutsch,Français,Français,Français,English,Deutsch,Français,English,English,English,English,English,Français,English,English,English,English,Français,English,English,Deutsch,English,English,English,Français,Français,Français,English,English,English,English,English,English,English,English,Deutsch,English,English,English,English,English,Français,English,Français,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Habitat', 'Arbre', 'Singe', 'Tarsan']","['Crimson', 'Trefoil', 'Lucky', 'Lucky']","['bunter', 'K\\u00fcgelchen', 'M\\u00fchle', 'Sezchuan', 'Niesen']","['keratin', 'cuticle', 'Fingertips', 'Crucifixion']","['Venimeux', 'Venin', 'parfum', 'Parfum']","['Tonton', 'Camping', 'Abri', 'risque', 'Sardine', 'sardine']","['Weekend', 'seventh', 'Church', 'icecream', 'Icecream', 'church']","['jib', 'Navigation', 'Boat', 'Mast']","['Consuming', 'Brigade', 'engine', 'arson', 'flames', 'flame']","['protection', 'Assurance', 'Survie', 'Chaud', 'Plaid', 'Plaid']","['Flakes', 'Grinder', 'Spray', 'habanero']","['Leo', 'Mufasa', 'africa', 'cat', 'Witch', 'Wardrobe']","['Glide', 'roller', 'Rollerblade', 'Board']","['Darker', 'cigarette', 'Zippo', 'Faded', 'Match', 'Candle']","['tesla', 'courant', '\\u00e9nergie', 'Edison']","['Freshwater', 'Oyster', 'Clam', 'Necklace', 'Necklace', 'Necklace']","['Nuit', 'nyctalope', 'Nocturne', 'Sympa', 'Super', 'Facteur']","['High', 'Education', 'Teacher', 'elementary', 'Economics', 'economics']","['Schwarzer', 'Kar', 'Black', 'Wochenende']","['Biberon', 'Boisson', 'Mamelles', 'maternel', '\\u00c9cr\\u00e9m\\u00e9', 'Chaud']","['pleurer', 'tissu', 'pliable', 'Sopalin', 'Morve', 'Kleenex']","['Brasier', 'Catastrophe', '\\u00c9teint', 'feu', 'Pompier', 'pompier']","['moo', 'Dairy', 'Skim', 'Squeeze']","['Asthma', 'Schlager', 'ersticken', 'HeleneFischer', 'HeleneFischer', 'Ersticken']","['eau', 'foule', 'douche', 'Savon', 'Mousse', 'moussant']","['Time', 'Timex', 'Fitbit', 'Observe', 'chronograph']","['Grind', 'grinding', 'stone', 'Puppy', 'Powder']","['Horns', 'Jersey', 'Beelzebub', 'lived', 'Dirt', 'Mephistopheles']","['pulling', 'string', 'Discord', 'forum', 'needle', 'needle']","['monocle', 'eyewear', 'tumblers', 'spectacles', 'spectacles', 'spectacles']","['Viande', 'Steak', 'Bourguignon', 'Ure', 'Vache', 'Vache']","['Oyster', 'Wisdom', 'Krabs', 'Daughter', ""Diver's"", 'treasure']","['A-line', 'Glam', 'code', 'maxi', 'Prom', 'prom']","['Filming', ""Photographer's"", 'Nikon', 'shoot']","['Plow', 'Stardew', 'homestead', 'Mcdonald', 'Animal', 'Livestock']","['Couleuvre', 'Reptile', 'Naguini', 'Aspic', 'aspic']","['Rocketeer', 'Armstrong', 'Helmet', 'Gagarin', 'NASA', 'Tereshkova']","['Roll', 'Sickle', 'Turkey', 'Wrench', 'curved', 'semicircle']","['Zigarette', 'Weih', 'Bombe', 'signale']","['yearly', 'annual', 'hospital', 'age', 'Candle', 'candles']","['Swatter', 'Plane', 'teetse', 'gnat', 'Soar', 'Pegasus']","['Rabbit', 'DBD', 'Train', 'Euro', 'Vision', 'Vision']","['Manche', 'Montparnasse', 'Echec', 'Raiponce', 'Echecs', 'Echecs']","['Caverne', 'Lascaut']","['Condiment', 'Amora', 'Mayonnaise', 'jaune', 'savora', 'Dijon']","['Sliver', 'sickle', 'Moon', 'Pilsbury', 'Shape']","['Relics', 'building', 'Artifacts']","['Louvre', 'Dinosaur', 'Historical', 'Exhibits']","['Cash', 'skoal', 'Pipe', 'Spittoon', 'nicotine', 'Nicotine']","['oink', 'Wilbur', 'trotter', 'Guinea', 'Peppa', 'pork']","['accoutrement', 'armament', 'lethal', 'knife', 'Anything', 'Staff']","['oven', 'custard', 'Chart', 'Baked', 'dough']","['\\u30d5\\u30a1\\u30f3\\u30bf', '\\u3080\\u3089\\u3055\\u304d', '\\u305f\\u306a', '\\u304d\\u3075', '\\u3075\\u3055', '\\u30a8\\u30e9\\u30e0\\u30c0\\u30ea\\u30fc']","['Fabelwesen', 'schwimmen', 'Sebastian', 'MuschelBH', 'Flosse', 'Flosse']","['Electrical', 'Tesla', 'Life', 'AAA']","['Photo', 'Flash', 'captures', 'Memories']","['support', 'Drag', 'Drop', 'Weight', 'Hyperlink', 'milk']","['Clinton', 'gates', 'Dolla', 'Ted', 'Pay']","['Lilliputian', 'Sneezy', 'Midget', 'Dopey', 'Star']","['V8', 'GTI', 'sous', 'capot']","['Up', 'prison', 'pad', 'down', 'Smith', 'smith']","['Porte', 'Abba', '\\u00c9change', 'Deutschemark', 'Pi\\u00e9cettes', 'Funny']","['Etna', 'Magma', 'Ruapehu', 'Rangitoto', 'Vesuvius', 'Vesuvius']","['\\u30df\\u30b9\\u30c6\\u30ea\\u30fc', 'radian', '3.14...', '\\u3069\\u3046\\u3058\\u3093\\u304b\\u3064\\u3069\\u3046', '\\u30c9\\u30eb\\u30a4\\u30c9']"
Mystery Word,Jungle,Clover,Pfeffer,Nail,Scorpion,Tente,Sunday,Sail,Fire,Couverture,Pepper,Lion,Skate,Lighter,\u00c9lectricit\u00e9,Pearl,Chouette,School,Freitag,Lait,Mouchoir,Incendie,Milk,Atemlos,Bain,Watch,Mill,Devil,Thread,Glasses,B\u0153uf,Pearl,Dress,Camera,Farm,Serpent,Astronaut,Crescent,Rauch,Birthday,Fly,Tunnel,Tour,Grotte,Moutarde,Crescent,Museum,Museum,Tobacco,Pig,Weapon,Pie,Grape,Meerjungfrau,Battery,Camera,Anchor,Bill,Dwarf,Moteur,Lock,Monnaie,Volcano,Circle
Guess,Jungle,Cross,Pfeffer,nail,Serpent,Tente,Saturday,sail,gasoline,Couverture,Pepper,lion,Skate,lighter,\u00e9lectricit\u00e9,mussel,chouette,school,Freitag,Lait,Mouchoir,Incendie,Milk,Atemlos,Bain,Watch,Mill,Devil,,glasses,Boeuf,Pearl,Fancy,Camera,Farm,Serpent,astronaut,,Rauch,Birthday,Fly,tunnel,tour,Grotte,Moutarde,Crescent,,museum,tobacco,pig,Weapon,Pie,,Meerjungfrau,Battery,camera,,bill,Dwarf,Moteur,Jumpsuit,Money,volcano,Circle
