ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78
Table Number,489393325,489194416,488879114,489017392,488826031,488975321,488805223,488876913,488263521,488443426,488460368,488443714,488521575,488523085,488319897,488301369,488214126,488192857,487940879,487275447,487645326,487547477,487501220,487334270,486994743,486780884,486775251,486366786,485539344,485972793,485976343,485815557,485960603,485387226,484606827,485267928,484852488,483967058,484682575,484435490,483931525,482955686,482658995,481747388,480162112,479677325,479232973,478694363,478154857,475857014,473319518,473890082,468164131,466086694,466081205,466083684,466084384,465621249,465731184,465664137,465664095,465664206,465664286,465668656,465435499,463714023,455837502,444471586,431028877,402108912,396307534,357001162,348302073,343894377,336562502,322726720,313533300,312552889
Move,['14'],['15'],['15'],['18'],['11'],['5'],['26'],['24'],['37'],['21'],['68'],['14'],['26'],['28'],['18'],['36'],['27'],['56'],['30'],['12'],['36'],['55'],['57'],['36'],['24'],['28'],['54'],['83'],['28'],['61'],['92'],['108'],['77'],['84'],['21'],['67'],['86'],['21'],['96'],['55'],['64'],['56'],['76'],['55'],['19'],['82'],['1212'],['498'],['41'],['10'],['36'],['9'],['55'],['42'],['48'],['49'],['46'],['70'],['38'],['40'],['44'],['38'],['43'],['40'],['366'],['57'],['733'],['57'],['805'],['1272'],['457'],['1849'],['2530'],['2450'],['1642'],['1182'],['3744'],['2187']
Mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,Français,English,English,Français,English,English,English,English,English,Deutsch,English,Français,Français,English,Français,Deutsch,English,English,English,Deutsch,English,Français,English,Deutsch,English,English,English,English,Français,Français,English,English,Français,Deutsch,English,English,Français,English,English,English,Français,English,English,English,English,English,English,Français,English,Deutsch,English,English,English,English,English,English,Français,English,English,English,English,English,English,Deutsch,Français,Français,English,English,English,English,English,Français,English,Français,English,English,English
End,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Tug', 'Hitch', 'RV', 'Airstream']","['LEGUME', 'LAPIN', 'nez', 'bonhomme-de-neige']","['Blue', 'Cherub', 'Castiel', 'Celestial']","['Evolution', 'Business', 'banana', 'Baboon', 'zoo', 'Rafiki']","['Roche', 'Pr\\u00e9nom', 'Rome', 'palmade', 'chifoumi', 'G\\u00e9nie']","['Moresby', 'fortified', 'Wine', 'wine']","['Gastric', 'Tattoo', 'Saltines', 'Shirt', 'roll']","['Gum', 'squeak', 'Soap', 'Pop', 'Spherical']","['Thor', 'AC-DC', 'ACDC', 'ACDC']","['Cloud', 'portobello', 'Toadstool', 'Toadstool']","['Ostfriesland', 'K\\u00fcste', 'routiert', 'Arkona', 'Klippe', 'Nena']","['Hockey', 'Cheap', 'Stingray', 'rink']","['C\\u00e2ble', 'Filin', 'Ficelle', 'Sauter']","['Tour', 'Contour', 'Photo', 'Photo']","['Babe', 'Rooster', 'Tiny', 'Avian', 'egg', 'yellow']","['ninja', 'lent', 'fable', 'li\\u00e8vre', 'G\\u00e9niale', 'Donatello']","['Gartenwerkzeug', 'Herbst', 'Handwerkzeug', 'Laub-', 'Gartenarbeit', 'Gartenarbeit']","['circle', 'Black', 'Golf', 'black', 'Black', 'Golf']","['Underage', 'moll', 'Child', 'young', 'Child', 'younger']","['Dragging', 'Stationary', 'Sinks', 'Holds', 'Popeye', 'Bicep']","['Musik', 'Tanzen', 'Donau', 'Dreiviertel', 'Wiener', 'Strauss']","['instruct', 'railway', 'locomotive', 'Bullet', 'Steam', 'Carriage']","['DGSE', '007', 'mouchard', 'Taupe', 'Bond', 'Bond']","['Ruler', 'Coronation', 'jack', 'queen', 'Chess', 'Stephen']","['Ger\\u00e4t', 'Aufnahme', 'Video...', 'Aufnahmeger\\u00e4t', 'Aufnahmeger\\u00e4t']","['Piston', 'arm', 'Cover', 'coat', 'shirt', 'Beer']","['Harley', 'Davidson', 'engine', 'horsepower', 'Powered', 'bike']","['cluck', 'bird', 'Squawk', 'coward', 'McNuggets', 'Nugget']","['batman', 'lighthouse', 'lighthouse', 'Lighthouse']","['colis', 'd\\u00e9m\\u00e9nagement', 'Jaune', 'Recyclable', 'Emballage', 'Emballage']","['Doroth\\u00e9e', '\\u00c9quipe', 'Cinq', 'Cinq', 'Golf', 'Golf']","['Arsenic', 'hemlock', 'Iocaine', 'laced', 'Murder', 'toxin']","['Blow', 'Bugle', 'toot', 'trumpet', 'trumpet', 'toot']","['Lycee', 'Ma\\u00eetre', 'Violet', 'Classe', 'Tournesol', 'Tournesol']","['Wasser', 'Eimer', 'Wasservorrat', 'Tief']","['Basket', 'Bocce', 'Inflated', 'Foot']","['\\u307f\\u305d\\u306b', '\\u3053\\u3046\\u3061\\u3083', '\\u3068\\u308a\\u308f\\u3051\\u308b\\u3072\\u3068', '\\u30eb\\u30fc\\u30e0', '\\u306d\\u3063\\u3068\\u308f\\u30fc\\u304f']","['Pantoufles', 'Sous-v\\u00eatements', 'Pied', 'V\\u00eatements']","['pizza', 'half', '15', '15minutes']","['Beer', 'Tree', 'Anchor', 'Beginning', 'cause', 'ginseng']","['entombed', 'Wrapped', 'egypt', 'Monster', 'Egypt', 'Monster']","['Carrousel', 'Equitation', 'Tournez', 'Foraine']","['Bottle', 'French', 'Bubbly', 'Celebrations', 'Toast', 'Moet']","['Sylvester', 'Felix', 'pet', 'headbutt', 'meow', 'Meow']","['Smoke', 'House', 'Earth', 'wind', 'Works', 'Pookie']","['Mouth', 'Policeman', 'block', 'Defend', 'Protect', 'Security']","['Panic', 'Stone', 'Chess', 'Move']","['Legume', 'Allergy', 'Butter', 'Sauce']","['Plougastel', 'Confiture', 'fruits', 'rouge']","['Newton', 'lab', 'biology', 'biology']","['staubig', 'Pulver']","['fancy', 'gown', 'Flowing', 'Princess', 'Evening', 'Party']","['Wind', 'Regen', 'Weer', 'Bliksem']","[""e'rbody"", 'tipsy', 'caveman', 'cudgel']","['dime', 'nickel', 'counter', 'insurgency']","['Drinking', 'Locale', 'limbo', 'stick']","['-sour', 'Band', 'no', '-unturned']","['G\\u00e9om\\u00e9trie', 'sup\\u00e9rieur', 'Boss', 'Couture', 'Couture']","['happy', 'annually', 'another', 'year']","['Container', 'holder', 'Mail', 'mail']","['Mean', 'Girls', 'kardashian', 'face']","['YuGiOh', 'Heart', 'hallmark', 'scam']","['Dish', 'Liquid', 'sudsy', 'clean']","['grind', 'grain', 'walk', 'aimlessly']","['Face', 'Chips', 'Gl\\u00fccksspiel', 'Karten']","['moyen-age', 'Hylien', 'Chevalier', 'chevalier']","['Saint-Jacques', 'Poussin']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['Pinocchio', 'Rudolf', 'Smell', 'Scent', 'cirano', 'dante']","['Boxing', 'Uppercut', 'sucker', 'hit', 'Judy', 'knockout']","['Semolina', 'polished', 'carbohydrate', 'African', 'Wheat', 'wheat']","['Device', 'bunny', 'corn', 'eustachian', 'Listening', 'listen']","['Fermeture', 'Casier', 'Enigme', 'Escape', 'Serrure', 'Chaine']","['Romantic', 'Slapstick', 'yukyuk', 'laugh']","['Compagnie', 'Animal', 'Aristo.', 'F\\u00e9lin', 'Garfield', 'Pott\\u00e9']","['Sewing', 'Join', 'Clothes', 'Clothing', 'Edge', 'Edge']","['Newborn', 'Hatch', 'Corea', 'slang', 'baby', 'chirps']","['Betelgeuse', 'Celebrity', 'Twinkle', 'Supernova', 'Hollywood']"
Mystery Word,Trailer,Carotte,Angel,Monkey,Pierre,Port,Sleeve,Bubble,Thunder,Mushroom,Leuchtturm,Skate,Corde,Cadre,Chick,Tortue,Harke,Hole,Minor,Anchor,Walzer,Train,Espion,King,Rekorder,Sleeve,Motor,Chicken,Beacon,Carton,Club,Poison,Horn,Professeur,Brunnen,Ball,Server,Chaussette,Quarter,Root,Mummy,Man\u00e8ge,Champagne,Cat,Fire,Guard,Castle,Peanut,Fraise,Science,Puder,Dress,Storm,Club,Coin,Bar,Stone,Patron,Birthday,Envelope,Plastic,Card,Soap,Mill,Poker,Bouclier,Coquille,Vegetable,Nose,Punch,Couscous,Ear,Cadenas,Comedy,Chat,Seam,Chick,Star
Guess,Trailer,Carotte,angel,Monkey,pierre,Port,Sleeve,bubble,Lightning,mushroom,Nordsee,Ice,Chaine,d\u00e9tour,Chick,tortue,S\u00e4ge,,Minor,Anchor,Opernball,Train,Agent,King,,Sleeve,Motor,Chick,superhero,Carton,Club,poison,wind,professeur,,ball,Server,Chaussettes,mix,,Mummy,Man\u00e8ge,Champagne,Cat,iron,guard,Castle,peanut,Cr\u00eapes,Science,Russ,,Onweer,Club,Coin,Bar,Stone,Coin,Birthday,Bag,Cosmetics,Card,Soap,Mill,Poker,Chevalier,P\u00e2ques,Vegetable,nose,punch,fufu,Ear,Cadenas,Comedy,Chat,Zip,chick,Star
