ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75
Table Number,488152355,488490959,488438398,488032258,487889271,487275447,487715360,487559215,487446545,487491591,487320164,487120916,486714156,487059129,486999494,486430446,486124151,485758263,485880478,485815557,485824861,485856419,485628314,485271970,485456904,484741001,485174836,483967058,484233694,484600474,484774766,484682575,484435490,484524962,484195799,483944277,484101197,483707849,483310386,482658995,481844555,481212678,480162112,480965835,479677325,478269717,475857014,474111019,473319518,473890082,468164131,466086694,466081205,466083684,466084384,465621249,465731184,465664137,465664095,465664206,465664286,465668656,465435499,463714023,444471586,443775902,426921218,396307534,387173467,357001162,337346134,322726720,317609821,314360735,312552889
Move,['9'],['5'],['5'],['12'],['28'],['6'],['31'],['47'],['18'],['48'],['9'],['44'],['23'],['32'],['18'],['81'],['36'],['45'],['45'],['63'],['24'],['68'],['64'],['63'],['83'],['94'],['51'],['21'],['101'],['73'],['48'],['96'],['55'],['59'],['16'],['47'],['50'],['84'],['43'],['67'],['49'],['30'],['19'],['99'],['82'],['88'],['10'],['55'],['36'],['9'],['55'],['42'],['48'],['49'],['46'],['70'],['38'],['40'],['44'],['38'],['43'],['40'],['366'],['57'],['57'],['1576'],['551'],['457'],['1353'],['1849'],['3903'],['1182'],['1701'],['3066'],['2171']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 8 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,English,Français,English,Français,English,Deutsch,Français,English,Français,English,Français,English,English,English,Français,English,English,English,English,English,Français,Français,Français,Français,English,English,Français,English,Deutsch,English,English,English,English,Français,Français,English,English,English,English,English,English,English,English,English,English,English,English,Deutsch,English,English,English,English,English,English,Français,English,English,English,English,English,English,Deutsch,Français,English,Français,English,English,English,English,English,English,Français,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Stalls', 'bull', 'Farmer\\u2019s', 'Floating', 'Buy', 'Pantry']","['Wasp', 'Yellow', 'Killer', 'Hive']","['Pacific', '\\u00c9tendue', 'mer', 'atlantique']","['university', 'snape', 'Dumbledorf', 'Moriarty', ""Gilligan's"", 'Island']","['Rubik', 'Film', 'm3', 'Parallepipede', 'D\\u00e9', 'D\\u00e9']","['Wild', 'Mowgli', 'Book', 'Sinclair', 'Juice', 'George']","['Amerika', 'Wirbel', 'Kuh', 'drehen', 'Naturereignis', 'Wasser']","['qui\\u00e9tude', 'utopie', 'onu', 'Colombe', 'Colombe', 'Colombe']","['Monster', 'Ness', 'Placid', 'Erie', 'Michigan', 'Michigan']","['Tryba', 'Regarder', 'Microsoft', 'Onglet', 'Velux', 'Velux']","['Preserved', 'Gauze', 'Preservation', 'zombielike', 'Ra', 'Wrapped']","['Energizer', 'li\\u00e8vre', 'Oreilles', 'P\\u00e2ques', 'Nain']","['voorbij', 'Verleden', 'Vroeger', 'Vroeger']","['Boots', 'Hair', 'Mink', 'Animal', 'hackles', 'coats']","['Beet', 'Ranch', 'Stable', 'Agriculture', 'agriculture', 'E-I-E-I-O']","['sherwood', 'Canop\\u00e9e', 'Clairi\\u00e8re', 'Tropicale', 'Broceliande', 'Rambouillet']","['Caterpillar', 'Monarch', 'Flutter', 'swallowtail', 'crysalis', 'Metamorphosis']","['Tiramisu', 'Sweets', 'Sundae', 'pie', 'pie', 'Pie']","['ring', 'Weight', 'Spot', 'Solar', 'House', 'House']","['tography', 'bijou', 'filmhouse', 'Screen', 'Paradiso', 'Paradiso']","['Cab', 'Uber', 'cab', 'uber']","['Contenant', 'Marini\\u00e8re', 'coquille', 'silicone', 'Gateau', 'G\\u00e2teau']","['urgentiste', 'Pimpon', 'Sapeur', '18', 'sapeur', '18']","['Cercle', 'Saturne', 'Frodon', 'Olympiques', 'cerceau', 'Alliance']","['Bretonne', 'Galette', 'soie', 'aplatie', 'Pancake', 'pancake']","['Salem', 'Cauldron', 'Broom', 'Hermione', 'cackle', 'Wicked']","['Iron', 'Driver', 'Night', 'Sandwhich', 'Dancing', 'Dance']","['Pantoufles', 'Sous-v\\u00eatements', 'Pied', 'V\\u00eatements']","['Incisor', 'Filling', 'Yaggababble', 'saber', 'root', 'dentin']","['Hundenahrung', 'Bellum', 'Buchstabieralphabet', 'Kleopatraliebhaber', 'Lorbeerkranz', 'AsterixUndObelix']","['String', 'Colby', 'Fromage', 'Grated']","['pizza', 'half', '15', '15minutes']","['Beer', 'Tree', 'Anchor', 'Beginning', 'cause', 'ginseng']","['Rocket', 'satellite', 'Phases', 'Crescent', 'Armstrong', 'Armstrong']","['Caraibes', 'Perroquet', 'Corsair', 'Tipiac', 'Corsaire']","['Taraud', 'mara', 'Dentiste', 'Baie', 'Rouge', 'rouge']","['Element', '79', 'five', 'rings', 'first', 'place']","['Martini', 'Molotov', 'dress', 'TomCruise', 'Shaker', 'Mixer']","['Card', 'Fob', 'Padlock', 'Door', 'Peele', 'Crucial']","['Popov', 'Jester', 'Bozo', 'Bozo', 'Pennywise', 'Pennywise']","['Orbit', 'Burn', 'Ray', 'Capri', 'Celestial']","['Coulture', 'Week', 'Pavelski', 'Couture', 'water', 'tiger']","['Smoke', 'House', 'Earth', 'wind', 'Works', 'Pookie']","['Mountain', 'Billy', 'animal', 'Biles', 'Messi', 'mustache']","['Mouth', 'Policeman', 'block', 'Defend', 'Protect', 'Security']","['Insect', 'Swatter', 'Fishing', 'Soar', 'Wings']","['Newton', 'lab', 'biology', 'biology']","['Spray', 'Condiment', 'Salt', 'And']","['staubig', 'Pulver']","['fancy', 'gown', 'Flowing', 'Princess', 'Evening', 'Party']","['Wind', 'Regen', 'Weer', 'Bliksem']","[""e'rbody"", 'tipsy', 'caveman', 'cudgel']","['dime', 'nickel', 'counter', 'insurgency']","['Drinking', 'Locale', 'limbo', 'stick']","['-sour', 'Band', 'no', '-unturned']","['G\\u00e9om\\u00e9trie', 'sup\\u00e9rieur', 'Boss', 'Couture', 'Couture']","['happy', 'annually', 'another', 'year']","['Container', 'holder', 'Mail', 'mail']","['Mean', 'Girls', 'kardashian', 'face']","['YuGiOh', 'Heart', 'hallmark', 'scam']","['Dish', 'Liquid', 'sudsy', 'clean']","['grind', 'grain', 'walk', 'aimlessly']","['Face', 'Chips', 'Gl\\u00fccksspiel', 'Karten']","['moyen-age', 'Hylien', 'Chevalier', 'chevalier']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['teignouse', 'breton', 'Aon', 'Alexandrie']","['tree', 'Oil', 'reading', 'Reader']","['Semolina', 'polished', 'carbohydrate', 'African', 'Wheat', 'wheat']","['Stripe', 'Cocaine', 'horizon', 'Dotted', 'Parallel', 'HoldThe']","['Device', 'bunny', 'corn', 'eustachian', 'Listening', 'listen']","['head', 'Hawkeye', 'jojo', 'fLETCHER', 'fletching']","['Sewing', 'Join', 'Clothes', 'Clothing', 'Edge', 'Edge']","['Guerre', 'paratonnerre', 'Thor', 'Coup', 'Zeus', 'Zeus']","['Ermintrude', 'Mammal', 'cattle', 'Milk', 'Milk', 'milk']","['Beanie', 'toque', 'Headdress', 'sombrero', 'Sombrero']"
Mystery Word,Market,Bee,Oc\u00e9an,Professor,Cube,Jungle,Tornado,Paix,Lake,Fen\u00eatre,Mummy,Lapin,History,Fur,Farm,For\u00eat,Butterfly,Dessert,Light,Cinema,Taxi,Moule,Pompier,Anneau,Cr\u00eape,Witch,Club,Chaussette,Tooth,Caesar,Cheese,Quarter,Root,Moon,Pirate,Fraise,Gold,Cocktail,Key,Clown,Sun,Shark,Fire,Goat,Guard,Fly,Science,Pepper,Puder,Dress,Storm,Club,Coin,Bar,Stone,Patron,Birthday,Envelope,Plastic,Card,Soap,Mill,Poker,Bouclier,Vegetable,Phare,Palm,Couscous,Line,Ear,Arrow,Seam,Foudre,Cow,Hat
Guess,market,Bee,Oc\u00e9an,Professor,Cube,Jungle,Tornado,Paix,Lake,Fen\u00eatre,Mummy,Lapin,History,fur,Horse,For\u00eat,butterfly,dessert,,cinema,,Moule,pompier,Anneau,Cr\u00eape,Witch,Club,Chaussettes,Tooth,Caesar,Cheese,mix,,moon,Pirate,,gold,Cocktail,Key,,Sun,Shark,iron,Goat,guard,Fly,Science,pepper,Russ,,Onweer,Club,Coin,Bar,Stone,Coin,Birthday,Bag,Cosmetics,Card,Soap,Mill,Poker,Chevalier,Vegetable,Phare,Sap,fufu,Line,Ear,Mask,Zip,Eclair,Cow,Hat
