ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57
Table Number,460990748,460469609,460420010,460339424,460111782,459969759,459935010,459917174,459717393,459349513,459042782,459000971,458894035,458716764,458650457,458595887,458386934,458186656,458082230,457749670,457434713,457368390,457287935,457272728,457064795,456915945,456908720,456808852,456727197,456672100,456395238,455847032,455499460,455330446,455303315,455143990,455042660,454586755,453839362,453630167,452704150,452661904,451217602,450758314,450600836,449727973,448202573,446514318,446155644,442007968,441488112,411382679,363390977,358827793,357001162,348838927,314877288
Move,['11'],['7'],['67'],['15'],['9'],['13'],['15'],['37'],['39'],['12'],['30'],['39'],['51'],['18'],['37'],['29'],['55'],['74'],['56'],['37'],['73'],['82'],['97'],['49'],['9'],['37'],['18'],['30'],['36'],['63'],['77'],['64'],['84'],['56'],['57'],['45'],['56'],['11'],['82'],['31'],['46'],['66'],['66'],['73'],['78'],['65'],['40'],['20'],['36'],['49'],['102'],['626'],['1339'],['1649'],['1799'],['1403'],['3314']
Mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode
Speed,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,Français,English,English,Français,Français,English,English,English,Français,English,Français,English,Français,English,Français,Deutsch,Français,Français,Français,Deutsch,Français,English,English,English,English,English,English,English,English,English,English,Deutsch,English,English,English,Français,Français,English,English,English,English,English,English,English,English,English,English,Deutsch,English,English,English,English,English,Français,English,Français,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Habitat', 'Arbre', 'Singe', 'Tarsan']","['Crimson', 'Trefoil', 'Lucky', 'Lucky']","['keratin', 'cuticle', 'Fingertips', 'Crucifixion']","['Venimeux', 'Venin', 'parfum', 'Parfum']","['Tonton', 'Camping', 'Abri', 'risque', 'Sardine', 'sardine']","['Weekend', 'seventh', 'Church', 'icecream', 'Icecream', 'church']","['jib', 'Navigation', 'Boat', 'Mast']","['Consuming', 'Brigade', 'engine', 'arson', 'flames', 'flame']","['protection', 'Assurance', 'Survie', 'Chaud', 'Plaid', 'Plaid']","['Leo', 'Mufasa', 'africa', 'cat', 'Witch', 'Wardrobe']","['Villes', 'Champs', 'pingre', 'souris', 'Animal', 'Peste']","['Darker', 'cigarette', 'Zippo', 'Faded', 'Match', 'Candle']","['tesla', 'courant', '\\u00e9nergie', 'Edison']","['Freshwater', 'Oyster', 'Clam', 'Necklace', 'Necklace', 'Necklace']","['Nuit', 'nyctalope', 'Nocturne', 'Sympa', 'Super', 'Facteur']","['Schwarzer', 'Kar', 'Black', 'Wochenende']","['Biberon', 'Boisson', 'Mamelles', 'maternel', '\\u00c9cr\\u00e9m\\u00e9', 'Chaud']","['pleurer', 'tissu', 'pliable', 'Sopalin', 'Morve', 'Kleenex']","['Brasier', 'Catastrophe', '\\u00c9teint', 'feu', 'Pompier', 'pompier']","['Asthma', 'Schlager', 'ersticken', 'HeleneFischer', 'HeleneFischer', 'Ersticken']","['eau', 'foule', 'douche', 'Savon', 'Mousse', 'moussant']","['fluffy', 'fabric', 'Cashmere', 'Sweater', 'Fleece', 'fleece']","['Time', 'Timex', 'Fitbit', 'Observe', 'chronograph']","['Grind', 'grinding', 'stone', 'Puppy', 'Powder']","['Horns', 'Jersey', 'Beelzebub', 'lived', 'Dirt', 'Mephistopheles']","['pulling', 'string', 'Discord', 'forum', 'needle', 'needle']","['monocle', 'eyewear', 'tumblers', 'spectacles', 'spectacles', 'spectacles']","['Oyster', 'Wisdom', 'Krabs', 'Daughter', ""Diver's"", 'treasure']","['Filming', ""Photographer's"", 'Nikon', 'shoot']","['Plow', 'Stardew', 'homestead', 'Mcdonald', 'Animal', 'Livestock']","['Rocketeer', 'Armstrong', 'Helmet', 'Gagarin', 'NASA', 'Tereshkova']","['Zigarette', 'Weih', 'Bombe', 'signale']","['yearly', 'annual', 'hospital', 'age', 'Candle', 'candles']","['Swatter', 'Plane', 'teetse', 'gnat', 'Soar', 'Pegasus']","['Rabbit', 'DBD', 'Train', 'Euro', 'Vision', 'Vision']","['Caverne', 'Lascaut']","['Condiment', 'Amora', 'Mayonnaise', 'jaune', 'savora', 'Dijon']","['Sliver', 'sickle', 'Moon', 'Pilsbury', 'Shape']","['Relics', 'building', 'Artifacts']","['Louvre', 'Dinosaur', 'Historical', 'Exhibits']","['Cash', 'skoal', 'Pipe', 'Spittoon', 'nicotine', 'Nicotine']","['Little', 'Rich', 'Slimey', 'Expensive', 'Eggs']","['oink', 'Wilbur', 'trotter', 'Guinea', 'Peppa', 'pork']","['accoutrement', 'armament', 'lethal', 'knife', 'Anything', 'Staff']","['crust', 'pumpernickel', 'flat', 'Wonder']","['oven', 'custard', 'Chart', 'Baked', 'dough']","['\\u30d5\\u30a1\\u30f3\\u30bf', '\\u3080\\u3089\\u3055\\u304d', '\\u305f\\u306a', '\\u304d\\u3075', '\\u3075\\u3055', '\\u30a8\\u30e9\\u30e0\\u30c0\\u30ea\\u30fc']","['Fabelwesen', 'schwimmen', 'Sebastian', 'MuschelBH', 'Flosse', 'Flosse']","['Electrical', 'Tesla', 'Life', 'AAA']","['Photo', 'Flash', 'captures', 'Memories']","['support', 'Drag', 'Drop', 'Weight', 'Hyperlink', 'milk']","['Clinton', 'gates', 'Dolla', 'Ted', 'Pay']","['Lilliputian', 'Sneezy', 'Midget', 'Dopey', 'Star']","['V8', 'GTI', 'sous', 'capot']","['Up', 'prison', 'pad', 'down', 'Smith', 'smith']","['Porte', 'Abba', '\\u00c9change', 'Deutschemark', 'Pi\\u00e9cettes', 'Funny']","['\\u30df\\u30b9\\u30c6\\u30ea\\u30fc', 'radian', '3.14...', '\\u3069\\u3046\\u3058\\u3093\\u304b\\u3064\\u3069\\u3046', '\\u30c9\\u30eb\\u30a4\\u30c9']"
Mystery Word,Jungle,Clover,Nail,Scorpion,Tente,Sunday,Sail,Fire,Couverture,Lion,Rat,Lighter,\u00c9lectricit\u00e9,Pearl,Chouette,Freitag,Lait,Mouchoir,Incendie,Atemlos,Bain,Wool,Watch,Mill,Devil,Thread,Glasses,Pearl,Camera,Farm,Astronaut,Rauch,Birthday,Fly,Tunnel,Grotte,Moutarde,Crescent,Museum,Museum,Tobacco,Caviar,Pig,Weapon,Bread,Pie,Grape,Meerjungfrau,Battery,Camera,Anchor,Bill,Dwarf,Moteur,Lock,Monnaie,Circle
Guess,Jungle,Cross,nail,Serpent,Tente,Saturday,sail,gasoline,Couverture,lion,rat,lighter,\u00e9lectricit\u00e9,mussel,chouette,Freitag,Lait,Mouchoir,Incendie,Atemlos,Bain,wool,Watch,Mill,Devil,,glasses,Pearl,Camera,Farm,astronaut,Rauch,Birthday,Fly,tunnel,Grotte,Moutarde,Crescent,,museum,tobacco,Caviar,pig,Weapon,bread,Pie,,Meerjungfrau,Battery,camera,,bill,Dwarf,Moteur,Jumpsuit,Money,Circle
