ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52
Table Number,562737570,562611596,562328713,562232594,562164035,561752076,561944791,561471436,560946607,561337934,561187034,561119824,560950545,560915111,560726303,560678411,560618845,560486445,560529715,559645171,559495932,559586570,559608546,558424370,558983329,557504133,558442042,558188337,558081825,558178570,557890730,557384837,556691236,556270645,556105558,555376965,555066907,554163028,554160523,551020732,546837128,543879156,540361426,539412516,537713044,537913892,517095134,509348231,508130373,481212678,478416865,319065151
Move,['50'],['6'],['9'],['25'],['26'],['9'],['11'],['38'],['10'],['13'],['9'],['9'],['47'],['47'],['43'],['13'],['63'],['125'],['75'],['81'],['28'],['33'],['41'],['82'],['10'],['24'],['46'],['42'],['39'],['53'],['28'],['113'],['78'],['37'],['93'],['37'],['62'],['51'],['65'],['36'],['214'],['192'],['565'],['116'],['68'],['1805'],['639'],['1336'],['1569'],['334'],['1438'],['576']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode
Speed,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,English,English,English,Français,Français,English,Deutsch,English,Français,English,English,English,English,Français,English,English,English,English,English,English,English,Français,English,English,English,Français,Français,English,English,English,English,Français,Français,Français,Français,English,English,English,Français,Français,Français,English,English,English,English,Français,English,English,English,Français,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['locomotive', 'rail', 'Ticket', 'Preparing', 'Choochoo']","['White', 'Air', 'Detector', 'Fire', 'Signal', 'Steam']","['Man', 'Sugar', 'Halloween', 'Cane', 'Cane', 'cane']","['jousting', 'Arthurian', 'Hasselhoff', 'Templar', 'Chess']","['Mesure', 'Centim\\u00e8tres', 'Loi', 'Centim\\u00e8tres', 'Loi']","['\\u00e9pineux', 'Whistleblower', 'epicea', 'm\\u00e9leze', '\\u00c9pine', 'beau']","['Stiller', 'T-Rex', 'Docent', 'Gallery']","['Boskop', 'Ringe', 'Iphone', 'Paradeiser', 'Schorle', 'Elstar']","['retirement', 'money', '\\u30c0\\u30fc\\u30a6\\u30a3\\u30f3\\u30ba\\u30b8\\u30e3\\u30fc\\u30cb\\u30fc', 'posting', 'Brown']","['Montre', 'Chas', 'Acuponcture', 'Coudre', 'Fils', 'Fil']","['Coloretto', 'camouflage', 'multicolor', 'reptiles', 'karma', 'karma']","['Mallard', 'Feed', 'Dagobert', 'Peking', 'Waterbird', 'water']","['Dark', 'bat', 'Spelunk', 'bat', 'Spelunking', 'bat']","['Philip', '4\\u201933', 'Lalique', 'figures', 'fancy', 'cup']","['Peuplier', 'ONF', 'Tronc', 'Ch\\u00eane', 'Foret', 'Foret']","['IQ', 'mind', 'smart', 'organ', 'organ', 'organ']","['kissing', 'Enunciate', 'Pronunciation', 'Piercing', 'Lick', 'pink']","['Courgette', 'Parsnip', 'Cripple', 'Carrot']","['Valhalla', 'Vacation', 'Milton', 'Eva', 'Eden', 'ecstasy']","['Nunchucks', 'Sword', 'Stealthy', 'Stealthy']","['Binoculars', 'Expedition', 'Vacation', 'Grassland']","['Cheesecake', 'Tiramisu', 'Karakum', 'Arid', 'Dry', 'Hot']","['gelatine', 'halloween', 'gourmandise', 'sucr\\u00e9']","['Pancake', 'Maple', 'Caramel', 'golden', 'Golden', 'golden']","['Alv\\u00e1s', '\\u00c1lom', 'K\\u00e9s\\u0151n', 'Vacsi']","['Beer', 'Shiny', 'Olympic', 'honor', 'honorable']","['Poisson', 'Grain', 'quinoa', 'f\\u00e9culent']","['Carr\\u00e9', 'Nettoyer', 'Bob', 'Bob']","['black', 'Fungus', 'Cheese', 'shape', 'fungi', 'fungi']","['hidden', 'Island', 'Chest', 'Find', 'X', 'X']","['Degrees', 'Appliance', 'Bun', 'Bake']","['Smoke', 'Plumbing', 'dream', 'Bag', 'drain', 'tube']","['Guerre', 'Allumette', 'Artifice', 'Camp', 'Signalisation', 'Incendie']","['Militaire', 'Aviateur', 'Sauvetage', 'A\\u00e9rien', 'Saut', 'Saut']","['Tarte', 'R\\u00e2teau', 'creuser', 'Manche', 'Tombe', 'Pioche']","['Pommade', 'Beurre', 'Ecureuil', 'Casse', 'Marron', 'Amande']","['Railway', 'Facility', 'FM', 'channel', 'Caltrain', 'Sunnyvale']","['college', 'Buscopan', 'OTC', 'Rx']","['clove', 'Saut\\u00e9', 'bread', '-bread']","['Abeille', 'Tartines', 'Apiculteur', 'Apiculteur']","['Froid', 'Antarctique', 'Manchot', 'Manchot']","['Delphinid\\u00e9', 'Aquatique', 'echo', 'Mer', 'Flipper', 'Animal']","['Cap', 'Tupperware', 'Top', 'Top']","['Tug', 'War', 'string', 'skipping']","['Animal', 'Humps', 'Hump', 'Daaaaaaay', 'hump', 'dayyyy']","['Roger', 'Rabbit', 'I', 'Rate', 'Samsung', 'tv']","['Saison', 'Soleil', 'printemps', 'Apr\\u00e8s']","['trojan', 'seabiscuit', 'Saddle', '1978']","['Pipe', 'cut', 'Esophagus', 'trachea', 'Pharynx', 'Larynx']","['Dollar', 'Clinton', 'Murray', 'Paxton', 'Nye', 'Gates']","['Prisme', 'D\\u00e9', 'Figure', 'G\\u00e9om\\u00e9trique', 'Rubique', 'Boeuf']","['Lechugo', 'Cogombro', 'fruit', 'salad']"
Mystery Word,Train,Smoke,Candy,Knight,R\u00e8gle,Sapin,Museum,Apfel,Envelope,Aiguille,Chameleon,Duck,Cave,Glass,Arbre,Brain,Tongue,Vegetable,Paradise,Ninja,Safari,Desert,Bonbon,Syrup,Evening,Medal,Couscous,\u00c9ponge,Mold,Treasure,Oven,Pipe,Feu,Parachute,Pelle,Noisette,Station,Medicine,Garlic,Miel,Pingouin,Dauphin,Lid,Rope,Camel,Frame,\u00c9t\u00e9,Horse,Throat,Bill,Cube,Tomato
Guess,train,oxygen,sweets,Knight,Pied,Sapin,Museum,Apfel,ElderlyPerson,\u00c9guille,chameleon,Duck,,Glass,Arbre,Brain,Tongue,Vegetable,Heaven,Weapon,Safari,Dessert,bonbon,Syrup,Night,Trophy,bl\u00e9,\u00c9ponge,Mold,treasure,oven,dirt,Feu,parachute,Pelle,Noisette,Station,Medicine,,miel,polaire,Dauphin,Lid,Rope,pig,Frame,\u00c9t\u00e9,Horse,Throat,Bill,Cube,Tomato
