ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64
Table Number,465123370,464980828,464922397,464855305,464731998,464556867,464528531,464519577,464501269,464357388,464319488,464181527,464127590,464084175,464040283,464033097,463950531,463935918,463741555,463655597,463249084,462571609,462572935,462452055,462351499,461993852,461862402,461507101,461429339,461344896,461169772,461091037,460559309,460369474,459837226,459717393,459470730,459279309,458993207,458716764,458503392,457761732,457752555,457064795,456908720,456808852,455303315,454586755,454120357,453839362,449955800,449145581,446155644,445628197,442523856,441488112,423771261,417255169,402108912,381826421,363390977,358827793,344838144,323499397
Move,['6'],['10'],['16'],['9'],['18'],['20'],['18'],['20'],['9'],['22'],['6'],['27'],['23'],['18'],['13'],['27'],['51'],['15'],['27'],['36'],['46'],['45'],['55'],['46'],['82'],['55'],['53'],['40'],['37'],['38'],['64'],['43'],['67'],['65'],['57'],['113'],['30'],['39'],['85'],['19'],['93'],['66'],['32'],['18'],['43'],['66'],['82'],['11'],['94'],['82'],['191'],['72'],['36'],['50'],['84'],['102'],['1357'],['1048'],['880'],['629'],['1405'],['1675'],['1486'],['4733']
Mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode
Speed,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,Deutsch,Français,English,English,English,Français,English,English,English,English,English,English,English,Français,Français,English,English,English,English,English,Français,English,English,English,Français,English,English,English,English,English,Français,English,English,English,Deutsch,Français,English,Français,English,English,English,English,Français,English,English,English,English,English,English,English,English,English,English,Deutsch,English,English,Deutsch,English,English,English,English,Français,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['B\\u00f6sewicht', 'Freikarte', 'Clown', 'DC', 'Batman', 'Batman']","['Savon', 'Z\\u00e9ro', 'Savon', 'Z\\u00e9ro']","['Chip', 'Gigabytes', 'Memoria', 'Memoria', '8GB']","['dissapear', 'Rabbit', 'Illusion', 'illusionist', 'Copperfield', 'Copperfield']","['emergency', 'service', 'Kitten', 'savior', 'Truck', 'Marshall']","['Polytechnique', 'Lyc\\u00e9e', 'Apprentissage', 'Ferry', 'Pr\\u00e9au', '\\u00c9ducation']","['alloy', 'megadeath', 'Steel', 'iron', 'heavy', 'Heavy']","['Honk', 'siren', 'Unicorn', 'Claxon', 'ram', 'Ram']","['Restaurant', 'Options', 'Dinner', 'lunch', 'list', 'List']","['Car', 'Ride', 'Vehicle', 'Airport']","['bread', 'Cloves', 'clove', 'vampire', 'clove', 'Vampire']","['fish', 'misunderstood', 'nado', 'Jaws', 'tank', 'Barracuda']","['Birthday', 'Christmas', 'Current', 'currently']","['plage', 'Parapluie', 'Ombrelle', 'Terrasse', 'Protection', 'Protection']","['Entr\\u00e9e', 'Caisse', 'S\\u00e9same', 'Pass', 'billet', 'flowbird']","['Scales', 'tuna', 'Gills', 'Pezzogna', 'Trout', 'Betta']","['Hammerhead', 'Week', 'Attack', 'megalodon', 'Baby', 'Jaws']","['Rats', 'Matt', 'small', 'carpet']","['Pringles', 'Teacup', 'memory', 'Fried', 'dale', 'Doritos']","['Fatal', 'Charm', 'drawn', 'coaster', 'Magnetic', 'Aquarium']","['parasite', 'march\\u00e9', 'insecte', 'Chien', 'Oreille', 'Poux']","['goomba', 'duxelles', 'omelet', 'Amongus', 'trip', 'cloud']","['cloth', 'Wizards', 'Raglan', 'Long', 'Tube', 'Arm']","['fin', 'attack', 'Mako', 'Bull', 'jaws', 'Jaws']","['Fable', 'Jet', 'Eau', 'Jouvence', 'Femme', 'Femme']","['grasp', 'Nippers', 'Nippers', 'Tool', 'Tool', 'nippers']","['metal', 'Thread', 'sew', 'Sew']","['Captain', 'Harlock', 'Evil', 'Sailor', 'Ship', 'Hijack']","['Greek', 'Stone', 'gorgon', 'bitch']","['loud', 'fried', 'hen', 'man', 'cockcdoodle-do', 'Cockadoodle']","['Jarod', 'M6', 'Iguane', 'Arc-en-ciel', 'Couleur', 'Changement']","['Blood', 'Drinker', 'Diaries', 'Pitt', 'Undead', 'Fangs']","['store', 'super', 'Bazaar', 'purchase', ""Farmer's"", 'Flea']","['conclave', 'Francisco', 'catholic', 'Pius', 'Vatican', 'Vatican']","['Stallone', 'Silvester', 'Actionheld', 'Actionfilm']","['Cirque', 'Dr\\u00f4le', 'Ca', 'Triste', 'Bozo', 'Bozo']","['Fiets', 'Painting', 'Bezel', 'Houten', 'Foto', 'Foto']","['groupe', 'Son', 'Bono', 'Copains', 'raidit', 'Gaze']","['tool', 'jack', 'MC', 'sledge']","['Freshwater', 'Oyster', 'Clam', 'Necklace', 'Necklace', 'Necklace']","['dark', 'Nestle', ""See's"", 'Wonka', 'Cacao', 'Cacao']","['just', 'Bill', 'Gratification', 'Cash', 'hint', 'hint']","['Pirouette', 'Grill\\u00e9e', '\\u00c9l\\u00e9phant', 'Ap\\u00e9ro', 'Ap\\u00e9ro']","['Plug', 'wall', 'Tanger', 'sevierville', 'grounded', 'Grounded']","['throwing', 'hand-held', 'pull', 'pin', 'bomb', 'bomb']","['Stroganoff', 'Magic', 'Shitake', 'Fungi', 'Enoki', 'Chanterelle']","['round', 'shape', 'Magic', 'Life', 'Ring', 'Ring']","['Sliver', 'sickle', 'Moon', 'Pilsbury', 'Shape']","['Pikachu', 'powerline', 'Power', 'Static', 'Zap', 'zap']","['Relics', 'building', 'Artifacts']","['balls', 'liver', 'swiming', 'Snooker', 'lake', 'Chilling']","['castle', 'master', 'Underneath', 'keep']","['Electrical', 'Tesla', 'Life', 'AAA']","['Musik', 'Kassette', 'Aufnahmeger\\u00e4t', 'video', 'Aufnahme', 'Aufnahme']","['Post', 'alphabet', 'Mail', 'mail']","['support', 'Drag', 'Drop', 'Weight', 'Hyperlink', 'milk']","['Bullauge', 'Beobachten', 'Zeit', 'bank', 'Betriebssystem']","['seabiscuit', 'Jockey', 'Shadowfax', 'Power', 'Equestrian', 'Shoes']","['Jumeira', 'Icean', 'seaweed', 'Waik\\u012bk\\u012b', 'Miami', 'Surf']","['dester', 'Desert', 'illusion', 'illusion']","['Bock', 'Grolsch', 'Butter', 'Michelob', 'Busch']","['Organe', 'Auditif', 'pointues', 'elfes']","['putter', 'association', 'Discotheque', 'Golf']","['Terras', 'Shade', 'shade', 'shade', 'Shade', 'Shade']"
Mystery Word,Joker,Bulle,Ram,Magician,Firefighter,\u00c9cole,Metal,Horn,Menu,Taxi,Garlic,Shark,Present,Parasol,Ticket,Fish,Shark,Rug,Chip,Attraction,Puce,Mushroom,Sleeve,Shark,Fontaine,Pliers,Needle,Pirate,Medusa,Rooster,Cam\u00e9l\u00e9on,Vampire,Market,Pope,Rambo,Clown,Frame,Bande,Hammer,Pearl,Chocolate,Tip,Cacahu\u00e8te,Outlet,Grenade,Mushroom,Circle,Crescent,Electricity,Museum,Pool,Dungeon,Battery,Rekorder,Letter,Anchor,Fenster,Horse,Beach,Mirage,Beer,Oreille,Club,Parasol
Guess,Joker,,Computer,magician,Firefighter,Ecole,metal,Horn,Menu,Transportation,Baking,shark,celebration,Parasol,badge,fish,Shark,rug,Chips,Attraction,Puce,Mushroom,Sleeve,Shark,Fontaine,,Screw,Pirate,Medusa,chicken,cam\u00e9l\u00e9on,vampire,Market,Pope,rambo,Clown,Frame,,Hammer,mussel,chocolate,Tip,Cacahu\u00e8te,Outlet,bowling,mushroom,circle,Crescent,Electricity,,Pool,dungeon,Battery,Rekorder,letter,,Fenster,Horse,Beach,pudding,Beer,Oreilles,club,Ground
