ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55
Table Number,459935640,459870654,459690704,459628715,459532429,459236908,459200060,459051026,458938717,458856141,458716764,458595887,458503392,458363727,458150207,457899899,457876955,457731333,457706938,457371583,456843669,456725524,456479972,455944000,455938067,455460040,455303315,455143990,455042660,454586755,454507210,454190406,453839362,453157825,452674296,452306141,451217602,450449579,449955800,449716212,448202573,446514318,446155644,445297184,443300228,441488112,358827793,357001162,343894377,331907183,330741642,328236739,322726720,317609821,314877288
Move,['5'],['8'],['5'],['20'],['27'],['18'],['5'],['27'],['8'],['27'],['18'],['19'],['28'],['36'],['19'],['47'],['51'],['38'],['99'],['101'],['91'],['100'],['63'],['52'],['109'],['44'],['56'],['45'],['56'],['11'],['37'],['54'],['82'],['72'],['58'],['112'],['66'],['52'],['113'],['27'],['40'],['20'],['36'],['15'],['55'],['102'],['1644'],['1799'],['2043'],['884'],['2587'],['3050'],['1063'],['1480'],['3314']
Mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode
Speed,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 8 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,Français,Français,Français,English,English,English,English,English,English,English,English,Deutsch,English,English,English,Français,English,English,English,English,English,English,English,Deutsch,English,Français,English,Français,Français,English,English,English,English,English,English,English,English,English,English,English,English,Deutsch,English,Deutsch,English,English,Français,English,English,English,Français,English,English,Français,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Gants', 'Coups', 'Anglaise', 'Tiozzo']","['Sissi', 'Reine', 'Diana', 'Diana', 'Diana']","['Enfants', '\\u00c9l\\u00e8ve', 'Maternelle', 'Maternelle']","['seasoning', 'Posh', 'Girls', 'ice', 'sporty', 'Marjoram']","['Jab', 'boxing', 'line', 'card', 'drunk', 'Box']","['Parliament', 'Atkins', 'Paleo', 'Coke', 'restriction', 'nutrition']","['Chucker', 'Pointy', 'Poking', 'Weapon']","['thyme', 'Pepper', 'Girl', 'Sporty', 'girls', 'Girls']","['Field', 'Jerry', 'trap', 'Trap', 'trap']","['Brown', 'Candy', 'Sugar', 'Cocoa']","['Freshwater', 'Oyster', 'Clam', 'Necklace', 'Necklace', 'Necklace']","['Bauch', 'Schnur', 'BAuch', 'Schnur']","['Canned', 'Starkist', 'ahi', 'charlie', 'Fish', 'fish']","['Dome', 'Cats', 'rumbling', 'Cloud', 'Lightning', 'Lightning']","['snooze', 'Morning', 'Clock', 'monoxide', 'Siren', 'siren']","['Prison', 'D\\u00e9grisement', 'Grise', 'Procaryote', 'Mitose', 'mitose']","['skein', 'shearing', 'Merino', 'Cashmere']","['Baht', 'Dollar', 'Pounds', 'Crypto', 'exchange', 'Money']","['Hibernate', 'Wonderland', 'Danger', 'Endless', 'season', 'Season']","['McQueen', 'vw', 'Ford', 'breaks', 'Vehicle', 'Drive']","['Grawp', 'Andr\\u00e9', 'Beanstalk', 'Green', 'Beanstock', 'Green']","['London', 'dentistry', 'Hanging', 'Terabithia', 'Terabithia', 'Terabithia']","['roger', 'thumper', 'Benjamin', 'Easter', 'Bunny', 'bunny']","['Hanuta', 'Strauch', 'Nougat', 'M\\u00f6belholz']","['ardor', 'Bach', 'crucifixion', 'drive', 'Christ', 'Christ']","['escalade', 'Electrique', 'Courant', 'Judo']","['Rabbit', 'DBD', 'Train', 'Euro', 'Vision', 'Vision']","['Caverne', 'Lascaut']","['Condiment', 'Amora', 'Mayonnaise', 'jaune', 'savora', 'Dijon']","['Sliver', 'sickle', 'Moon', 'Pilsbury', 'Shape']","['Nazeggen', 'Veelkleurig', 'Kooi', 'Praten']","['rigging', 'Lasso', 'shooting', 'hang', 'hanging', 'Tether']","['Relics', 'building', 'Artifacts']","['Akachi', 'infantry', 'Card', 'Battery', 'Uses', 'Mystic']","['3D', 'Granite', 'Of', 'Liberty', 'Bust', 'Chiseled']","['Pecan', 'Shepherds', 'mincemeat', 'Slice', 'Deserve', 'chart']","['oink', 'Wilbur', 'trotter', 'Guinea', 'Peppa', 'pork']","['dice', 'Euro', 'Box', 'rail']","['Mouth', 'Cut', 'Streprils', 'Body', 'negro', 'pharyngitis']","['Defense', 'esquire', 'Woo', 'General', 'Ace', 'Legal']","['\\u30d5\\u30a1\\u30f3\\u30bf', '\\u3080\\u3089\\u3055\\u304d', '\\u305f\\u306a', '\\u304d\\u3075', '\\u3075\\u3055', '\\u30a8\\u30e9\\u30e0\\u30c0\\u30ea\\u30fc']","['Fabelwesen', 'schwimmen', 'Sebastian', 'MuschelBH', 'Flosse', 'Flosse']","['Electrical', 'Tesla', 'Life', 'AAA']","['Fels', 'klein', 'Autonome', 'werfen']","['Seinfeld', 'Frasier', 'stooges', 'laughtrack', 'Whose', 'Line']","['support', 'Drag', 'Drop', 'Weight', 'Hyperlink', 'milk']","['habit', 'mari\\u00e9e', 'Alezan', 'Fourreau']","['Up', 'prison', 'pad', 'down', 'Smith', 'smith']","['Pig', 'Oil', 'Mushroom', 'Mushroom']","['Tractor', 'Ranch', 'Crops', 'McDonald', 'Barn', 'Agriculture']","['Vegetarien', 'Public', 'Conclu', 'Fruitier']","['mojito', 'BACARD\\u00cd', 'Cane', 'Daiquiri', 'pirates']","['Material', 'Straw', 'Fake', 'Recyclable', 'Pipe', 'Bag']","['Party', 'game', 'daiquiri', 'Margarita', 'molotov', 'Sauce']","['\\u30df\\u30b9\\u30c6\\u30ea\\u30fc', 'radian', '3.14...', '\\u3069\\u3046\\u3058\\u3093\\u304b\\u3064\\u3069\\u3046', '\\u30c9\\u30eb\\u30a4\\u30c9']"
Mystery Word,Boxe,Princesse,\u00c9cole,Spice,Punch,Diet,Spear,Spice,Mouse,Chocolate,Pearl,Nabel,Tuna,Thunder,Alarm,Cellule,Wool,Currency,Winter,Car,Giant,Bridge,Rabbit,Haselnuss,Passion,Prise,Tunnel,Grotte,Moutarde,Crescent,Parrot,Rope,Museum,Charge,Statue,Pie,Pig,Cube,Throat,Attorney,Grape,Meerjungfrau,Battery,Stein,Comedy,Anchor,Robe,Lock,Truffle,Farm,March\u00e9,Rum,Plastic,Cocktail,Circle
Guess,Boxe,Imp\u00e9ratrice,\u00c9cole,Spice,punch,Diet,Dagger,Spice,Rig,chocolate,mussel,,Tuna,Thunder,Alarm,Cellule,Wool,Currency,Winter,Car,Giant,,Rabbit,Haselnuss,passion,Prise,tunnel,Grotte,Moutarde,Crescent,Papegaai,Rope,,Charge,statue,pie,pig,Game,throatache,attorney,,Meerjungfrau,Battery,Stein,Comedy,,Robe,Jumpsuit,Byproduct,Farm,March\u00e9,caribbean,Paper,Cocktail,Circle
