ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59
Table Number,529290784,529699316,529402801,529245447,529432372,528890571,528890370,528859057,528930435,528744596,528591151,527754035,528415366,528001631,527469878,527920054,528022855,527850814,527522813,527185612,527080808,527046211,527029597,526358735,525733903,525765501,525738113,525120736,523965429,523770916,523793465,523602163,523603195,523390049,523508263,522983864,522581498,522043003,521679955,521576994,520391399,519082979,517973951,517095134,517039024,515518017,513316968,511757036,508761165,508116165,494728196,489266717,480162112,466081205,464921867,426921218,422619886,417255169,381826421
Move,['7'],['7'],['9'],['6'],['17'],['27'],['30'],['18'],['80'],['73'],['6'],['8'],['16'],['29'],['25'],['30'],['31'],['19'],['27'],['75'],['67'],['78'],['5'],['75'],['35'],['50'],['58'],['89'],['58'],['68'],['85'],['43'],['83'],['35'],['54'],['42'],['49'],['5'],['41'],['11'],['21'],['94'],['17'],['185'],['35'],['31'],['88'],['49'],['249'],['75'],['189'],['37'],['45'],['312'],['302'],['938'],['752'],['2246'],['964']
Mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode
Speed,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 4 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,Français,English,English,Français,English,English,English,English,English,English,English,English,Français,English,English,Français,Français,English,English,English,English,English,English,English,Français,English,Français,Français,English,English,English,Français,Français,English,Français,English,English,English,Français,English,English,Français,English,Français,English,Français,English,English,Français,English,English,English,English,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Bougie', 'f\\u00eate', 'Naissance', 'Naissance']","['clovece', 'toto', 'Doskova', '\\u0161ach']","['pipes', 'dark', 'tailor', 'Pungent', 'rats', 'Mend']","['crancre', 'oreilles', 'bonnet', 'braiement', 'Baudet', 'Mulet']","['investigator', 'police', 'Poirot', 'Vice']","['reptile', 'shirt', 'animal', 'swamp', 'cold-blood']","['Waldorf', 'Monopoly', 'Hilton', 'Bed', 'transylvania', 'Holiday']","['Nation', 'nixon', 'Mister', 'Macron', 'Carter', 'Trump']","['chodidlo', 'kost', 'Lodi\\u010dky', 'Vysok\\u00e9', 'Noha', 'Dupot']","['Cir', 'cle', '2pair', 'paid']","['fancy', 'wedding', 'Twirl', 'Sparkly', 'Dragqueen', 'garb']","['R2-D2', 'WALLE', 'Cylon', 'Artificial', 'AI']","['Fouett\\u00e9e', 'Hydratante', 'Hydratante']","['Tent', 'Stripes', 'clowns', 'Top', 'acrobats', 'ringmaster']","['Venue', 'Movie', 'Drama', 'shakespeare', 'Broadway']","['Cruche', 'Outre', 'Niaise', 'Barbara']","['Notting', 'Hill', '\\u00e9clair', 'tonnerre']","['cut', 'Gem', 'C', 'Mine', 'blood', 'Loupe']","['coke', 'eating', 'Nutrition', 'nutrition']","['Island', 'pirate', 'Findings', 'trove', 'chest', 'Booty']","['Dijon', 'Hotdog', 'Condiment', 'Yellow', 'spicy', 'Seed']","['Models', 'Cold', 'Pyrexia', 'High', 'Sweating', 'Sweating']","['spare', 'reaps', 'weapon', 'fish']","['pygmy', 'Mutton', 'Curry', 'cheese', 'kid', 'moron']","['aube', 'Martin', 'martin', 'Martin']","['Detective', 'Brief', 'Deal', 'Trial', 'Legal', 'Folder']","['H\\u00e9bergement', 'Chambre', 'Vacances', 'Vacances']","['Ombrelle', 'Poppins', 'cherbourg', 'Cherbourg', 'Poppins']","['Light', 'Wick', 'Wax', 'yankee', 'Fire']","['spine', 'Tome', 'library', 'Worm', 'end']","['Paste', 'off', 'Hair', 'bristle', 'groom', 'paint']","['Groupama', 'pr\\u00e9nom', 'Clafoutis', 'Paire', 'griotte', 'rouge']","['Bourgeon', 'abeilles', 'hibiscus', 'rose', 'Bouquet', 'lys']","['Ofthrones', 'Video', 'Bandido', 'Yahtzee']","['incendie', 'foret', 'Pompier', 'Fesses', 'Artifice', 'Fumer']","['AI', 'Human', 'C-3PO', 'humanoid', 'Gundam', 'R2D2']","['blowhole', 'Miami', 'Flipper', 'Marino', 'Marino']","['Tail', 'Ride', 'Eeor', 'Grandad']","['Club', 'Tee', 'Tee', 'Green', 'Green']","['Rail', 'watch', 'Protect', 'protect']","['Choochoo', 'track', 'Transport', 'Rails', 'Shinkansen', 'rer']","['Sel', 'Sauce', '\\u00c9pice', 'gris', 'Seichuan', 'Setchouan']","['sea', 'Flat', 'ship', 'magain', 'Yacht']","['Diad\\u00e8me', 'Dent', 'Reine', 'Chapeau']","['graduation', 'Bundt', 'Wedding', 'Antoinette']","['Bebe', 'Diminutive', 'Cire', 'Barbie', 'jouet', 'Jouet']","['Psychic', 'Lestat', 'fangs', 'Bat', 'Diaries']","['Dough', 'Dozen', 'Butcher', 'Candlestick', 'Street', '221']","['Prison', 'Paix', 'But', 'Prot\\u00e8ge']","['Nutmeg', 'Cinnamon', 'Cinnamon']","['Door', 'Private', 'Public', 'Chain', 'unlock', 'Unlock']","['crossword', 'Printed', 'Headline', 'Journalist']","['Shamu', 'Orca', 'moby', 'dick', 'Fishy', 'Baluga']","['twigs', 'bed', 'Google', 'Thermometer']","['Marlboro', 'stick', 'Nasty', 'Habit']","['Wizards', 'Weapon', 'Magic', 'Stick']","['Long', 'Triple', 'Boing', 'woohoo']","['McEnroe', 'Love', 'Deuce', 'Racket', 'Federer', 'Federer']","['collar', 'beads', 'choker', 'choker']"
Mystery Word,Anniversaire,Game,Sewer,\u00c2ne,Detective,Crocodile,Hotel,President,Heel,Circle,Dress,Robot,Cr\u00e8me,Circus,Theater,Gourde,Foudre,Diamond,Diet,Treasure,Mustard,Fever,Spear,Goat,Matin,Case,H\u00f4tel,Parapluie,Candle,Book,Brush,Cerise,Fleur,Game,Feu,Robot,Dolphin,Donkey,Golf,Guard,Train,Poivre,Sail,Couronne,Cake,Poup\u00e9e,Vampire,Baker,Gardien,Spice,Key,Newspaper,Whale,Nest,Cigarette,Wand,Jump,Tennis,Necklace
Guess,anniversaire,Hra,sewer,\u00c2ne,Detective,Crocodile,Hotel,president,Shoes,circle,Gown,Robot,Cr\u00e8me,carnival,Theatre,Na\u00eff,foudre,Diamond,Food,treasure,Mustard,fever,fishing,,cr\u00e9puscule,Evidence,hotel,Parapluie,candle,book,,Cerise,Fleur,Game,feu,Robot,dolphin,Donkey,Golf,,train,Poivre,sail,Couronne,cake,Poup\u00e9e,vampire,Baker,Gardien,Spice,clinic,Newspaper,whale,Home,Smoke,wand,Juice,Tennis,Shirt
