ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58
Table Number,597446997,596899209,597341078,597379103,597364425,597013076,597241166,597149314,596300652,596752478,596511330,595693626,595755303,595688088,595615536,594773153,595127317,594817512,594746407,594552566,593950086,593978641,592822653,593557348,593130630,592935423,592646178,592766990,592616952,592108923,590878816,590706170,590380413,589848410,589841119,589780936,587616272,585953739,585996255,581508232,581767722,577852826,577180892,576762350,575798268,571815545,570591778,567969300,563368518,557334313,555552287,546728758,536949914,527775627,484123113,387173467,381826421,374138794
Move,['8'],['12'],['9'],['14'],['6'],['8'],['13'],['18'],['22'],['25'],['5'],['51'],['52'],['10'],['66'],['38'],['66'],['28'],['16'],['30'],['50'],['44'],['43'],['44'],['99'],['53'],['36'],['100'],['59'],['66'],['40'],['58'],['18'],['49'],['49'],['47'],['31'],['50'],['162'],['70'],['9'],['50'],['91'],['26'],['65'],['90'],['889'],['359'],['187'],['908'],['274'],['650'],['202'],['1134'],['1705'],['2818'],['1129'],['2472']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode
Speed,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only
Language,English,English,English,Français,English,English,English,English,English,Français,English,English,Français,Français,English,English,English,English,English,English,English,English,Français,Deutsch,English,Français,English,English,English,English,Deutsch,Deutsch,English,English,English,Français,English,Deutsch,Français,English,English,Français,Français,English,English,English,Deutsch,English,Français,English,English,English,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Needle', 'Spool', 'String', 'Bobbin', 'Pass']","['Scales', 'Canned', 'Fish', 'Canned', 'Canned', 'Fish']","['goodbye', 'breaker', 'Hi', 'surfing', 'Hello', 'hello']","['Breuvage', 'chocolat', 'boisson', 'Hideux']","['Noise', 'Pattern', 'movement', 'pulses', 'stadium', 'gesture']","['Ground', 'pelt', 'corn', 'capsicum', 'Capsicum']","['Wax', 'On', 'Kid', 'Kick', 'Martial', 'Art']","['Sheath', 'Push', 'Letter', 'stamp', 'Stamp', 'stamp']","['timespan', 'punctuation', 'blood', 'comma']","['Surveillance', 'Cam\\u00e9scope', 'Film', 'Film']","['Soft', 'supporting', 'Buttery', 'Mints']","['Ros\\u00e8', 'Malbec', 'Grapes', 'Sparkling']","['Graham', 'Or\\u00e9o', 'petit', 'beurre']","['gariguettes', 'fruit', 'Rouge', 'Confiture']","['end', 'tampon', 'time', 'Dot', 'Punctuation', 'Punctuation']","['gobi', 'sandstorms', 'Sahara', 'Dunes', 'Mohobi', 'Sand']","['bondage', 'knot', 'Cravat', 'Suit', 'even', 'Even']","['Lincoln', 'Goatee', 'mustache', 'Shave', 'neck', 'Neck']","['fondue', 'Dark', 'Indulgent', 'Hershey', 'Kiss']","['Minotaur', 'Maze', 'Minotaur', 'maze']","['Canoe', 'Inland', 'H2O', 'Placid', 'Water', 'water']","['ripstop', 'accommodations', 'Pitch', 'a', 'Pants', 'Boner']","['excalibur', 'Sabre', 'Mousquetaire', 'mousquetaires']","['Federn', 'Miraculix', 'Fl\\u00fcgelhelm', 'Comicserie', 'Bildergeschichte', 'Gallien']","['Cosmonaught', 'Moon', 'Gagarin', 'Rover', 'Gravity', 'Hadfield']","['Canal', 'T\\u00e9l\\u00e9vision', 'Maillon', 'Ancre']","['Maze', 'center', 'Bowie', 'Film', 'Minotaur', 'Minotaur']","['Cord', 'Piercing', 'knotted', 'Umbilicus', 'gaze', 'Armada']","['muscat', 'fruit', 'green', 'red', 'Raisins', 'Vineyard']","['IQ', 'Processor', 'lobotomy', 'CPU', 'Pinky', 'Pinky']","['Kohlwei\\u00dfling', 'Falter', 'raupe', 'Schwalbenschwanz', 'Schwalbenschwanz']","['Herz', 'schwengel', 'Feuerwehrschlauchablasser', 'Ballonpuster', 'Fahrradausr\\u00fcstung']","['Jack', 'Sparrow', 'Feathersword', 'Captain', 'Eyepatch', 'Parrot']","['Apple', 'Fruit', 'Orange', 'Squeeze', 'Squeezed', 'Squeezed']","['Statue', 'pooper', 'Fly', 'Shit']","['Magasin', 'Cher', 'Citi', 'Rompoyn']","['open', 'lock', 'Hole', 'Car', 'unique', 'jingle']","['Praxis', 'Krank', 'Arzt', 'Krankenhaus', 'Dolitlle', 'Fisch']","['Minion', 'Chantier', 'cendr\\u00e9e', 'pied']","['Colmeia', 'Voc\\u00ea', 'Mel', 'Mel']","['Winner', 'award', 'bronze', 'Olympics', 'Olympic', 'olympic']","['Cochon', 'Th\\u00e9', 'Abri', 'Maison', 'Bateaux', 'Bateau']","['tuichi', 'George', 'Liane', 'Mowgli']","['kleenex', 'Therapist', 'Soft', 'Mucus', 'Skin', 'Apchi']","['Floss', 'Tales', 'Pixie', 'Godmother']","['Prick', 'Wasp', 'bee', 'Mosquito']","['Mehrere', 'Schnur', 'Musikgruppe', 'zusammenh\\u00e4lt']","['cookies', 'Color', 'Moisturizer', 'dairy', 'Tartar']","['biblio', 'grimoire', '16', 'onces']","['And', 'Spool', 'Needle', 'Needle', 'bobbin', 'Bobbin']","['Fruit', 'Yellow', 'Minion', 'monkey', 'Boat', 'boat']","['Loving', 'Spring', 'Vacation', 'Scott', 'Olaf', 'Season']","['Hoist', 'Tower', 'Bird', 'tall', 'Construction', 'construction']","['pie', 'Boston', 'whip', 'jizz', 'jizz']","['discount', 'shopping', 'Mall', 'Gilroy', 'gilroy', 'mall']","['fishnet', 'Hydrant', 'Not.a.snake', 'Water', 'firesquad', 'pipe']","['night', 'bulb', 'feather', 'Day']","['dracula', 'blood', 'teeth', 'bite']"
Mystery Word,Thread,Sardine,Wave,Lait,Wave,Pepper,Karate,Envelope,Period,Cam\u00e9ra,Pillow,Wine,Biscuit,Fraise,Period,Desert,Tie,Beard,Chocolate,Labyrinth,Lake,Tent,\u00c9p\u00e9e,Asterix,Astronaut,Cha\u00eene,Labyrinth,Navel,Grape,Brain,Schmetterling,Pumpe,Pirate,Juice,Pigeon,Carrefour,Key,Doktor,Grue,Bee,Medal,Port,Jungle,Tissue,Fairy,Sting,Band,Cream,Livre,Thread,Banana,Summer,Crane,Cream,Outlet,Hose,Light,Vampire
Guess,Thread,Snake,Wave,Lait,Wave,flour,Karate,Knife,grammar,Cam\u00e9ra,pillow,Wine,gateau,Fraise,Period,Desert,Tie,beard,chocolate,shark,water,tent,\u00c9p\u00e9e,Asterix,Astronaut,Chaine,Labyrinth,Navel,wine,Brain,Schmetterling,Pumpe,Pirate,Juice,pigeon,Carrefou,key,Doktor,grue,,medal,cabane,Jungle,Tissue,fairy,Sting,Band,cream,Livre,needle,Banana,Summer,Crane,cream,sales,Hose,light,vampire
