ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66
Table Number,485573351,485387226,485439810,484606827,485318094,485019261,485185231,484141066,485097561,485049330,484814911,484774766,484679550,484682575,484435490,484351909,484340535,484158608,484101197,483703728,483611237,483498088,482313791,483310386,483171105,482593659,482955686,482508976,482542862,482311702,482466409,482460792,482419952,481823302,481882013,481556552,480162112,480959759,480899997,480731766,480040461,479596024,479553934,475857014,474111019,473319518,473890082,468125819,466086694,466081205,466083684,466084384,465621249,465731184,465664137,465664095,465664206,465664286,465668656,465435499,463714023,451463411,443775902,358827793,346689693,314360735
Move,['6'],['9'],['5'],['5'],['49'],['6'],['7'],['9'],['12'],['18'],['9'],['11'],['37'],['96'],['55'],['32'],['48'],['36'],['30'],['36'],['57'],['63'],['10'],['19'],['53'],['21'],['16'],['101'],['36'],['76'],['73'],['39'],['91'],['56'],['52'],['66'],['13'],['81'],['73'],['57'],['105'],['91'],['78'],['10'],['38'],['36'],['9'],['73'],['42'],['48'],['49'],['46'],['70'],['38'],['40'],['44'],['38'],['43'],['40'],['366'],['57'],['40'],['1486'],['1974'],['2730'],['3047']
Mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,Français,Français,English,Deutsch,English,English,English,English,English,Deutsch,Français,English,English,English,English,Français,English,English,English,English,Français,English,Français,English,English,English,Français,English,English,Français,Français,English,English,English,English,Français,English,English,Français,English,English,English,Français,English,English,Deutsch,English,English,English,English,English,English,Français,English,English,English,English,English,English,Deutsch,Français,English,Français,Français,Français,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite
Clues,"['Insecte', 'Puceron', 'Voiture', 'Animal', 'Choupette', 'Points']","['Rossignol', 'Go\\u00e9land', 'Colibri', 'Moineau', 'Ailes', 'Volatile']","['Moth', 'Insect', 'Caterpillar', 'To']","['Aberglaube', 'Dreizehnter', 'Wochentag', 'Robinson']","['Pub', 'Rwanda', 'California', 'Holiday', 'Accommodation', 'Accommodation']","['Galia', 'Round', 'Cantaloupe', 'Water', 'Cantaloupe', 'Water']","['Dig', 'Lift', 'Hook', 'construction']","['Living', 'abode', 'Clay', 'home', 'home', 'Home']","['tool', 'thor', 'Mallet', 'Forge', 'Stormbreaker', 'Mjolnir']","['Crowe', 'Maximus', 'Colosseum', 'Schwert', 'K\\u00e4mpfer', 'K\\u00e4mpfer']","['arobase', 'Windows', 'Apple', '\\u00c9cran', 'Clavier', 'Clavier']","['Nightmare', 'Nice', 'Fantasy', 'Hope']","['Police', 'Coos', 'Annoying', 'Mouette', 'squab', 'Squab']","['pizza', 'half', '15', '15minutes']","['Beer', 'Tree', 'Anchor', 'Beginning', 'cause', 'ginseng']","['Marin', 'Himalaya', 'Poivre', 'Himalaya', 'poivre']","['Wedding', 'Ceremony', 'Nuptials', 'Relationship', 'Legal', 'partnership']","['Piccadilly', 'Ringmaster', 'Clown', 'F1']","['mafia', 'honcho', 'CEO', 'President', 'Undercover', 'Baby']","['collapse', 'Underground', 'spelunk', 'stalactites', 'grotto', 'Troll']","['Ketchup', 'Tuches', 'Allumettes', 'batonnets', 'Belgique', 'Belgique']","['Horror', 'Record', 'camera', 'Movie', 'Kodak', 'Cling']","['D\\u00e9sert', '\\u00e9pines', 'Plante', 'plante']","['Daddy', 'Brendan', 'Parent', 'Caregiver', 'Nursing', 'Tomb']","['Elephant', 'Spread', 'snoopy', 'Salted']","[""St.Vincent's"", ""St.Mary's"", 'Surgery', 'Sickhouse']","['Blanc', 'Dents', 'Aileron', 'Aileron']","['leadership', 'snow', 'plank', 'Game', 'cork', 'Chairman']","['Ororo', 'Mutant', 'Cloud', 'Lightning', 'Hurricane', 'Gewehr']","['Ge\\u00f4le', 'osmose', 'Corps', 'Prison', 'souche', 'Colonne']","['Europ\\u00e9ennes', 'Suffrage', 'Vote', 'Municipales', 'Vote', 'Municipales']","['itchy', 'fairy', 'Pest', 'Dengue', 'Dengue', 'Dengue']","['effigy', 'sculpture', 'Liberty', 'Stone', 'Bronze', 'Redeemer']","['sniff', 'Bloodhound', 'mucus', 'sneeze', 'Nostrils', 'Bleed']","['cylinder', 'smoke', 'Brier', 'Tube', 'Super', 'Mario']","['Songe', 'paradoxal', 'Onirique', 'Bleu', 'bleu']","['Articles', 'Headlines', 'Print', 'Times', 'Constitution', 'Ajc']","['Theatre', 'Opera', 'Popcorn', '3D', 'film', 'films']","['Explosion', 'Bouteille', 'Prout', 'liqu\\u00e9fi\\u00e9']","['Lactose', 'Dairy', 'Udder', 'lactaid', 'moo', 'Udders']","['Umbilicus', 'Portsmouth', 'belly', 'Gazing', 'Gazing']","['Donald', 'Lincoln', 'Roosevelt', 'Rushmore', 'Biden', 'Washington']","['Fruit', 'bleuet', 'geni\\u00e8vre', 'Anges', 'Casseau', 'Hudson']","['Newton', 'lab', 'biology', 'biology']","['Church', 'Doom', 'Worship', 'Building']","['staubig', 'Pulver']","['fancy', 'gown', 'Flowing', 'Princess', 'Evening', 'Party']","['Tropical', 'Guam', 'Tahiti', 'Atoll', 'Indonesia', 'Mackinac']","[""e'rbody"", 'tipsy', 'caveman', 'cudgel']","['dime', 'nickel', 'counter', 'insurgency']","['Drinking', 'Locale', 'limbo', 'stick']","['-sour', 'Band', 'no', '-unturned']","['G\\u00e9om\\u00e9trie', 'sup\\u00e9rieur', 'Boss', 'Couture', 'Couture']","['happy', 'annually', 'another', 'year']","['Container', 'holder', 'Mail', 'mail']","['Mean', 'Girls', 'kardashian', 'face']","['YuGiOh', 'Heart', 'hallmark', 'scam']","['Dish', 'Liquid', 'sudsy', 'clean']","['grind', 'grain', 'walk', 'aimlessly']","['Face', 'Chips', 'Gl\\u00fccksspiel', 'Karten']","['moyen-age', 'Hylien', 'Chevalier', 'chevalier']","['\\u304b\\u3048\\u308b', '\\u304b\\u3048\\u308b']","['Amazonie', 'Bor\\u00e9ale', 'sologne', 'broceliande']","['tulipe', 'lys', 'Choux', 'Paquerette']","['priorit\\u00e9', 'moindre', 'rumble', 'sombrefer']","['Cancer', 'Stick', 'Tobacco', 'smoking', 'Lighter', 'lighter']"
Mystery Word,Coccinelle,Oiseau,Butterfly,Freitag,Hotel,Melon,Crane,House,Hammer,Gladiator,Ordinateur,Dream,Pigeon,Quarter,Root,Sel,Marriage,Circus,Boss,Cave,Frites,Film,Cactus,Mummy,Peanut,Hospital,Requin,Board,Storm,Cellule,\u00c9lection,Mosquito,Statue,Nose,Pipe,R\u00eave,Newspaper,Cinema,Gaz,Milk,Navel,President,Baie,Science,Temple,Puder,Dress,Island,Club,Coin,Bar,Stone,Patron,Birthday,Envelope,Plastic,Card,Soap,Mill,Poker,Bouclier,Ninja,For\u00eat,Fleur,Mineur,Cigarette
Guess,Coccinelle,oiseau,pupa,Freitag,Hotel,Melon,Crane,,Hammer,Gladiator,Ordinateur,Dream,,mix,,sel,Marriage,circus,Boss,Tunnel,Frite,Film,Cactus,Mummy,Peanuts,Hospital,,board,storm,cylindre,\u00c9lections,Mosquito,Statue,Nose,pipe,R\u00eave,Newspaper,cinema,gaz,Cow,Belly,President,Baie,Science,Cathedral,Russ,,island,Club,Coin,Bar,Stone,Coin,Birthday,Bag,Cosmetics,Card,Soap,Mill,Poker,Chevalier,,For\u00eat,Fleur,Mineur,Cigarette
