ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79,Scrapnumber80,Scrapnumber81,Scrapnumber82,Scrapnumber83
Table Number,471387587,471239068,471101158,471021839,470879205,470813149,470766270,470582883,470568445,470368250,470357896,470355683,470206440,470139278,470063205,470011409,469544211,469304454,469203044,469151915,469154900,468935763,468833647,468830226,468681757,468687660,468467820,468452127,468250337,468207316,468164131,468125819,467993701,467974821,467242825,466961807,466757321,466237768,466154882,466086694,466084294,466086884,466083684,466084384,466003911,465925449,465731184,465664137,465661217,465668656,465665616,465664206,465619295,465574819,465435499,465345587,465319636,465108118,464668875,464501269,463825799,463714023,461611363,459279309,458716764,457064795,454586755,453839362,451463411,449145581,446155644,445297184,421549329,405054016,396307534,357001162,344838144,341401520,336562502,330741642,323499397,322628136,313533300
Move,['24'],['55'],['19'],['19'],['18'],['9'],['24'],['20'],['18'],['69'],['14'],['20'],['28'],['32'],['44'],['42'],['71'],['54'],['46'],['79'],['36'],['46'],['94'],['81'],['6'],['30'],['82'],['46'],['35'],['65'],['5'],['9'],['50'],['45'],['57'],['55'],['60'],['54'],['64'],['11'],['11'],['11'],['17'],['16'],['64'],['67'],['7'],['7'],['7'],['7'],['7'],['7'],['32'],['90'],['156'],['83'],['92'],['33'],['99'],['86'],['56'],['43'],['83'],['39'],['19'],['36'],['11'],['82'],['40'],['73'],['37'],['32'],['95'],['1299'],['411'],['1824'],['1486'],['2505'],['1504'],['2759'],['4925'],['4275'],['3411']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode
Speed,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,English,English,English,English,Français,English,English,English,Deutsch,Deutsch,English,English,Français,Deutsch,English,Français,English,English,English,Français,English,Français,English,Deutsch,Deutsch,English,English,Français,English,English,English,Deutsch,Français,English,English,Français,English,Français,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Deutsch,Deutsch,English,English,English,English,English,English,Français,Français,Français,English,English,English,English,English,English,English,Deutsch,English,English,English,English,English,English,Français,Français,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Racing', 'Poker', 'Game', 'Cassino', 'Casino', 'Casino']","['Clamshells', 'Copenhagen', 'Little', 'Siren', 'Siren', 'Siren']","['Beefeater', 'Defense', 'Color', 'patrols', 'Coast', 'protector']","['China', 'herbivore', 'Ling', 'Chinese', 'Bamboo', 'bamboo']","['gratuity', 'Server', 'Hint', 'Fee', 'Advice', 'Advice']","['Jardin', 'Basse', 'Rase', 'multiplications', 'Ronde', 'ronde']","['sitting', 'Potato', 'potato', 'Lounge', 'lounge']","['Festa', 'Espectacle', 'Teatre', 'Actuaci\\u00f3', 'Must', 'Go']","['Sabrina', 'Costume', 'Hazel', 'Wizard', 'blair', 'hansel']","['Berg', 'Hund', 'Winzig', 'Sportplatz', 'Haus', 'Haus']","['Gartenkamm', 'Laubsammler', 'Laub', 'ziehen']","['squash', 'Pie', 'spice', 'Halloween', 'Halloween', 'Halloween']","['bristol', 'onsen', 'house', 'hot', 'tub', 'tub']","['Bd', 'Parole', 'Papier', 'Champagne', 'Phylact\\u00e8re', 'Pape']","['Schote', 'Habanero', 'carne', 'Scoville-Skala']","['Coldplay', 'Heaven', 'Kauai', 'idyll']","['Roue', 'P\\u00e9rim\\u00e8tre', 'Pi', 'Miel', 'Cercle', 'Diam\\u00e8tre']","['Royalty', 'Headgear', 'monarch', 'hat', 'regal', 'beret']","['Month', 'Landing', 'Crescent', 'reflects', 'walk', '1969']","['Dice', 'SHAPE', '3D', 'Square', 'Six-faces', 'Dodecahedron']","['Tube', 'Cylindrique', 'Plombier', 'Arrosage', 'Arrosage', 'Arrosage']","['Cockney', 'pronunciation', 'Scottish', 'Pronouncing', 'Language', 'Foreign']","['Chouchou', 'Lance-pierres', 'tendeur', 'Extensible', '\\u00e9tirable', '\\u00c9tirable']","['Appointment', 'surgeon', 'Me', 'Proctologist', 'Mexplains', 'plague']","['Augen', 'Sehschw\\u00e4che', 'Gl\\u00e4ser', 'Accessoire', 'Potter', 'Rahmen']","['Gesang', 'Prosodie', 'Noten', 'Noten', 'Lied', 'Lied']","['Scarecrow', 'Suction', 'Suck', 'Hay', 'Haystack']","['Ren', 'donker', 'Neanderthaler', 'Echo']","['Fleur', 'Rouleau', 'Arabe', 'Avril']","['Volume', 'phone', 'House', 'Bose', 'Bluetooth', 'Louder']","['Vallen', 'Frans', 'Gaten', 'Melk']","['changing', 'autumn', 'spice', 'Winter', 'Playoff', 'Summer']","['W\\u00fcrfel', 'Diabetes', 'Niedlich', 'Salz', 'ungesund', 'ungesund']","['R\\u00e9serve', 'contenant', 'airup', 'Eau', 'Idiote', 'Barbara']","['Solstice', 'Cold', 'Season', 'Season', 'season']","['Jurassic', 'Pterodactyl', 'Stegosaurus', 'Ankleosaurus', 'Say', 'Goodnight']","['R\\u00e9cital', 'Olympia', 'Louanges', 'Mozart']","['Skateboard', 'eddyeagle', 'Vonn', 'Snow', 'Yogurt', 'Yoghurt']","['R\\u00e9publique', 'Pompidou', 'dirigeant', 'Macron', 'Camembert', 'Camembert']","['Theatre', 'Film', 'Fancy', 'Movie']","['arm', 'adornment', 'Wrist', 'Accessory']","['Umbrella', 'Mushroom', 'Kirby', 'Ability']","['Quinoa', 'Adjacent', 'round', 'grain']","['-Quest', 'Farfaraway', 'samsung', 'phone']","['Africa', 'petrichor', 'Drops', 'Wilson', 'drizzle', 'downpour']","['Clue', 'Scale', 'lock', 'lock']","['Adjustable', 'Grabbers', 'needlenose', 'torture']","['Cacao', 'Sweet', 'Charlieandthe', 'dark']","['Wonka', 'Hershey', 'finished', 'cocoa']","['Blitz', 'fancy', 'Dancing', 'dancing']","['JerrySpringer', 'emotional', 'Luggage', 'luggage']","['Jams', 'Tunes', 'Soundof', '-Man']","['Shot', 'Reading', '3D', 'BIFOCAL', 'Drinking', 'Drinking']","['Sch\\u00fctzenfest', 'Jahrmarkt', 'Kirmes', 'Kirmes']","['Sternzeichen', 'Luise', 'Sternbild', 'Stier']","['Cranberries', 'vampire', 'rob', 'Undead', 'Walkingdead', 'Headshot']","['royal', 'patrol', 'Body', 'Security', 'Coast', 'Coast']","['Roy', 'Siegfried', 'Tophat', 'Wand', 'performer', 'illusions']","['tagalongs', 'homemade', 'Keebler', 'Thumbprint', 'Oreo', 'Oreo']","['Return', 'Stamp', 'enrobe', 'pillow', 'Mail', 'Enclosed']","['Rat', 'passemger', 'Bird', 'Dove', 'Bird', 'dove']","['Chaudron', 'Buffy', 'mal\\u00e9fique', 'halloween']","['Coupante', 'Lame', 'Pipe', 'viande', 'fendre', 'Guerre']","['groupe', 'Son', 'Bono', 'Copains', 'raidit', 'Gaze']","['Freshwater', 'Oyster', 'Clam', 'Necklace', 'Necklace', 'Necklace']","['gumiho', 'Vixen', 'Scully', 'Inari', 'Mulder', 'experiment']","['Sliver', 'sickle', 'Moon', 'Pilsbury', 'Shape']","['Relics', 'building', 'Artifacts']","['\\u304b\\u3048\\u308b', '\\u304b\\u3048\\u308b']","['castle', 'master', 'Underneath', 'keep']","['Electrical', 'Tesla', 'Life', 'AAA']","['Cowboy', 'Filmgenre', 'eastwood', 'indianer']","['male', 'Annoying', 'Morning', 'chicken', 'Chicken', 'Chicken']","['Melville', 'Twitter', 'Baleen', 'Aquatic']","['Royal', 'Ramses', 'Egyptian', 'Ruler', 'ruler', 'Egypt']","['Farming', 'Vehicle', 'farmer', 'wagob', 'Con', 'Ex']","['putter', 'association', 'Discotheque', 'Golf']","['Starting', 'And', 'Set', 'the', 'Act', 'Act']","['Liquide', 'Gel\\u00e9', 'Sorbet', 'Fraise', 'IGLOO', 'ESQUIMAU']","['Fromage', 'Mammif\\u00e8re', 'Bouc', 'Bouc']","['McDonalds', 'poutine', 'belgian', 'Curly', 'Curly', 'Fried']","['Rainier', 'Fuji', 'Olympus', 'Alps', 'king']","['Bowser', 'fuzzy', 'freestone', 'Princess', 'Princess', 'Princess']"
Mystery Word,Bet,Mermaid,Guard,Panda,Tip,Table,Couch,Show,Witch,H\u00fctte,Harke,Pumpkin,Bath,Bulle,Chili,Paradise,Rayon,Crown,Moon,Cube,Tuyau,Accent,\u00c9lastique,Doctor,Brille,Melodie,Straw,Cave,Printemps,Speaker,Cheese,Season,Zucker,Gourde,Winter,Dinosaur,Concert,Ski,Pr\u00e9sident,Cinema,Bracelet,Parasol,Couscous,Galaxy,Rain,Key,Pliers,Chocolate,Chocolate,Ballroom,Baggage,Music,Glasses,Rummel,Widder,Zombie,Guard,Magician,Cookie,Envelope,Pigeon,Sorci\u00e8re,Hache,Bande,Pearl,Fox,Crescent,Museum,Ninja,Dungeon,Battery,Western,Rooster,Whale,Pharaoh,Tractor,Club,Scene,Glace,Ch\u00e8vre,Fries,Mountain,Peach
Guess,gamble,Mermaid,navy,panda,tip,Pelouse,Chair,Show,witch,Zecke,Rechen,pumpkin,Sauna,Bulles,Chili,paradise,rayon,crown,moon,CUBE,Joint,Accent,\u00c9lastique,Doctor,Brille,Rap,,Grot,printemps,Speaker,Cheese,season,Spritze,Gourde,winter,Dinosaur,Piano,Skiing,,Cinema,braclet,Float,couscous,galaxy,rain,Weight,Pliers,Chocolate,Chocolate,Ball,Reality,Music,Glasses,Karussell,Widder,Zombie,guard,Magician,Cookies,Letter,Ship,Sorci\u00e8re,Tranche,,mussel,Fox,Crescent,,,dungeon,Battery,Western,DJ,Whale,Alexander,Tractor,club,Line,Glace,Souris,Fries,Mountain,
