ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72
Table Number,479944313,479553091,479108774,479379297,479166730,479070679,478858572,478814704,478712941,478263794,478438759,478355524,477794751,478382955,478334079,478302013,478375772,477916961,477477285,477731316,477674563,477403324,477125054,476399588,476711585,476909943,476564427,476450279,476468847,476429607,476211733,476313701,475748509,475763612,475514781,474625360,473604955,474293798,473845441,474013322,473773078,473319518,473890082,472710079,472698771,471450962,471123855,471505439,468503119,468164131,468905512,468937387,466086884,466084294,465621249,465661217,465665616,463714023,462438853,461078968,461036696,457064795,451463411,431028877,426921218,405054016,396307534,381826421,374138794,322726720,319065151,313533300
Move,['58'],['6'],['9'],['14'],['15'],['25'],['27'],['78'],['13'],['28'],['12'],['35'],['9'],['55'],['36'],['27'],['42'],['55'],['36'],['21'],['35'],['34'],['54'],['74'],['57'],['42'],['26'],['55'],['90'],['43'],['50'],['70'],['31'],['21'],['101'],['57'],['50'],['74'],['56'],['51'],['119'],['36'],['9'],['73'],['72'],['78'],['86'],['51'],['67'],['28'],['98'],['36'],['42'],['38'],['70'],['37'],['39'],['57'],['470'],['44'],['58'],['36'],['40'],['662'],['496'],['1456'],['437'],['701'],['1326'],['1158'],['378'],['3597']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode
Speed,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Fast Turn-based • 24 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,Français,English,English,English,English,English,English,Français,English,Deutsch,Deutsch,English,Français,English,Français,English,English,English,Français,English,English,English,English,English,English,English,Français,Français,English,English,English,English,Français,English,Deutsch,English,English,English,Deutsch,English,Deutsch,English,Français,English,Deutsch,English,Français,English,English,English,English,English,English,Français,English,English,Français,Français,Deutsch,English,English,English,English,English,English,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['amigo', 'sepia', 'mexican', 'hat']","['Nemo', 'Oc\\u00e9an', 'Espadon', 'Coelacanthe', 'Branchies', '\\u00c9cailles']","['Soda', 'youth', 'trevi', 'trevi', 'Trevi', 'youth']","['Volkswagen', 'Framed', 'nibbler', 'Cottontail']","['Sniffer', 'chocolate', 'Pig', 'Underground']","['cause', 'beer', 'Plant', 'Joe']","['Anduin', 'Horde', 'Sky', 'VarianWrynn', 'warcraft', 'star']","['Blue', 'Uber', 'Driver', 'transportation', 'yellow', 'fake']","['Pasque', 'Presque-', 'Paradisiaque', 'Seul', 'Tr\\u00e9sor', 'Terre']","['Emo', 'Segment', 'It', 'Background', 'Act', 'End']","['Kaltschale', 'Kasten', 'Brot', 'K\\u00f6lsch', 'Hopfen', 'Hopfen']","['unterirdisch', 'Stadtentw\\u00e4sserung', 'Abwasser', 'Abwasser']","['John', ""See's"", 'Calorific', 'Hershey', 'cain', 'Cane']","['WWW', 'Ma\\u00eetre', 'Tableau', 'Araign\\u00e9e', 'cir\\u00e9e', 'cir\\u00e9e']","['2130', '84', 'scallop', 'Splendor-Duel', 'Gemstones', 'sphere']","['ALLIGATOR', 'dundee', 'Haribo', 'Lacoste', 'Lacoste', 'Lacoste']","['Stockwood', 'Clown', 'Juggling', 'Ringmaster', 'Orange']","['BODLEIAN', 'Collection', 'Alexandria', 'Bookshelves', 'dewey', 'Stacks']","['Nutmeg', 'Curry', 'cardamom', 'Dune', 'Girls', 'Girls']","['cheetha', 'chimpanz\\u00e9', 'Imite', 'Macaque']","['Pie', 'Toppings', 'Round', 'Calzone']","['throwing', 'stabbing', 'polearm', 'long']","['Grave', 'intersect', 'Holy', 'symbol', 'Annoyed', 'saltire']","['Redfish', 'Snare', 'Head', 'timpani', 'Timpani']","['teapot', 'tubberware', 'Top', 'Screw', 'Cover', 'blink']","['round', 'gum', 'blow', 'pop']","['Beer', 'Tree', 'Plant', 'Drink']","['Logis', 'carabosse', 'lation', 'Baguette', 'Clochette', 'Clochette']","['Intemp\\u00e9rie', 'mousson', 'M\\u00e9t\\u00e9ores', 'Goutte', 'Gouttes']","['HAL', 'dell', 'desktop', 'Desktop']","['bicycle', 'Motorcycle', 'Wearable', 'Headgear']","['sauce', 'Sausages']","['gravity', 'Park', 'magnetism', 'Magnetic']","['Huitre', 'Erreur', 'Enveloppe', 'Oeuf']","['electromagnet', 'Reel', 'Press', 'Roll', 'Spring', 'spring']","['Hacken', 'Achillessehnenansatz', '...nsporn', 'Hacke', 'Hacke']","['Caldera', 'Molten', 'Ash', 'Iceland', 'Igneous']","['brush', 'curly', 'Follicle', 'spray', 'Head', 'Lice']","['woodland', 'Dark', 'Grove', 'Trees', 'Trees', 'Trees']","['Nager', 'Ratatouille', 'Farin', 'Tier']","['Bungie', 'Trambulin', 'Up', 'Kangaroo', 'rope', 'VanHalen']","['staubig', 'Pulver']","['fancy', 'gown', 'Flowing', 'Princess', 'Evening', 'Party']","['smoothie', 'extracteur', 'Acerola', 'Presser', 'Mixture', '\\u00e9lectricit\\u00e9']","['Wine', 'stemware', 'spectacles', 'Bifocals', 'Reading', 'Readers']","['.....zucker', 'Babypo', 'Zuckerform', 'Gesichtsstreu', 'Minik\\u00f6rnchen', 'staub\\u00e4hnlich']","['Joyce', 'lemonade', 'guava', '5-letters', 'Fruit', 'liquid']","['Plat', 'Gateau', 'Crustac\\u00e9s', 'Frites']","['Rook', 'checkers', 'checkerboard', 'bishop', 'Kasparov', 'Castle']","['Dumbo', 'Kai-moek', 'Circus', 'Slurf']","['Hell', 'Mouse', 'Rabbit', 'bum', 'Glory']","['Beef', 'Cutter', 'Slaughterer', 'bouch\\u00e8re']","['Cooperative', 'Tricktaker', 'Tricky', 'Seas']","['Birthday', 'Dessert', 'Going', 'Thedistance']","['G\\u00e9om\\u00e9trie', 'sup\\u00e9rieur', 'Boss', 'Couture', 'Couture']","['Vadis', 'Tycoon', 'We', 'Bought']","['Not', 'Offense', 'Ofthe', 'Darkarts']","['moyen-age', 'Hylien', 'Chevalier', 'chevalier']","['Mac\\u00e9o', 'D\\u00e9chu', 'Cupidon', 'C\\u00e9leste', 'D\\u00e9mon', 'Gabriel']","['Gesang', 'Verst\\u00e4rker', 'Stimmenverst\\u00e4rker', 'Headset']","['Candle', 'Pentecost', 'spark', 'flicker', 'torch', 'Torch']","['gumiho', 'Vixen', 'Scully', 'Inari', 'Mulder', 'experiment']","['\\u304b\\u3048\\u308b', '\\u304b\\u3048\\u308b']","['Bathroom', 'interval', 'ratio', 'Measuring', 'Weight', 'Weight']","['Boom', 'clouds', 'Lightning', 'lightning']","['River', 'Vault', 'Scrooge', 'checking']","['Camera', 'Wall', 'border', 'contain', 'Picture', 'Picture']","['Aldwych', 'Performance', 'New', 'Show']","['snout', 'proboscis', 'snout', 'proboscis']","['Unkillable', 'Bug', 'Twinky', 'Hard', 'Pest', 'Pest']","['trefoil', 'Yotsuba', '931260585', 'plant']","['Swedish', 'Boyardee', 'Alton', 'Bear', 'Sous', 'Sous']"
Mystery Word,Sombrero,Poisson,Fountain,Rabbit,Truffle,Root,Alliance,Taxi,\u00cele,Scene,Bier,Kanalisation,Candy,Toile,Pearl,Crocodile,Circus,Library,Spice,Singe,Pizza,Spear,Cross,Drum,Lid,Bubble,Root,F\u00e9e,Pluie,Computer,Helmet,Barbecue,Attraction,Coquille,Coil,Ferse,Volcano,Hair,Forest,Ratte,Jump,Puder,Dress,Jus,Glasses,Puder,Juice,Moule,Chess,Elephant,Hole,Butcher,Sail,Cake,Patron,Zoo,Defense,Bouclier,Ange,Mikrofon,Flame,Fox,Ninja,Scale,Thunder,Bank,Frame,Theater,Nose,Cockroach,Clover,Chef
Guess,sombrero,poisson,pop,rabbit,Truffle,Root,blizzard,Taxi,\u00cele,Curtain,Bier,Kanalisation,chocolate,Toile,Pearl,crocodile,circus,library,Spice,,Pizza,Knife,Cross,base,Cap,Sucker,Roootbeer,F\u00e9e,Pluie,computer,Helmet,BBQ,,Coquille,Film,Ferse,Valcano,hair,Forest,Ratte,Jump,Russ,,jus,Glasses,Puder,Water,Moule,Chess,Elephant,hole,Butcher,Crew,Cake,Coin,Zoo,Defense,Chevalier,Ange,Mikrofon,Fire,Fox,,,Thunder,Bank,frame,Theatre,Playground,Cockroach,clover,Chef
