ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55
Table Number,589467460,589038539,588710658,588474997,587616272,588006775,588191479,587882766,587756766,587559282,587558282,587423450,587553829,586176876,586689237,586525720,586254172,586278455,586108843,586053336,585790692,585819367,585819657,585558542,584834352,585441660,584539660,582723668,581764072,582281912,581767722,581560970,581192154,577852826,576920182,577180892,576873341,576762350,576413622,571815545,571195661,570591778,570734438,567406997,562577325,560134917,555552287,543879156,539412516,534335856,528822756,517095134,508130373,422619886,317609821
Move,['16'],['6'],['22'],['36'],['6'],['42'],['20'],['36'],['16'],['36'],['40'],['63'],['32'],['68'],['46'],['55'],['54'],['26'],['37'],['74'],['84'],['10'],['10'],['51'],['61'],['91'],['43'],['92'],['27'],['42'],['9'],['50'],['107'],['50'],['10'],['91'],['48'],['26'],['19'],['89'],['37'],['644'],['38'],['372'],['456'],['416'],['185'],['267'],['261'],['1757'],['426'],['876'],['2199'],['988'],['2531']
Mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode
Speed,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,English,Deutsch,English,English,English,English,English,English,Français,English,English,English,English,Deutsch,Deutsch,English,English,English,English,English,English,English,English,English,English,Français,Français,Français,English,English,English,English,Français,Français,English,Français,English,English,Deutsch,English,Deutsch,Deutsch,English,Français,English,English,English,Français,English,English,English,Français,English,English,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Bomb', 'Bong', 'bag', 'tube', 'Philosopher']","['Star', 'Wars', 'Sidekick', 'Fellig', 'Haarig', 'Wookiee']","['Scampi', 'Cocktail', 'Allergy', 'Tony\\u2019s']","['Legolas', 'archery', 'Genuflect', 'servitude', 'rain', 'Curtsey']","['Down', 'and', 'playground', 'move', 'Slip', 'Slip']","['Options', 'Dinner', 'Choose', 'Tasting']","['PVC.', 'corncob', 'Plumbing', 'tobacco', 'Plumbing', 'tobacco']","['ignition', 'candle', 'Weight', 'Zippo', 'Zippo', 'Zippo']","['colle', 'eta', 'Petit', 'Petit']","['Squeaker', 'Norvegicus', 'Animal', 'Vermin', 'Animal', 'Vermin']","['Yarn', 'Tesla', 'ring', 'Cobra', 'bobbin', 'Ns']","['Frog', 'Ritter', 'dark', 'Godiva', 'milk', 'milk']","['Thursday', 'Saturday', 'Salary', 'Freedom', 'Day', 'Last']","['McDonald', 'Farm', 'Stall', 'Landwirtschaft', 'Vieh', 'Viehbetrieb']","['Presly', 'RocknRoll', 'King', 'Rock']","['Butt', 'One', 'Golf', 'Courtney', 'black', 'Black']","['Ray-ban', 'Spectacles', 'Astigmatism', 'stained', 'frame', 'Wine']","['Tobog\\u00e1n', 'Exposici\\u00f3n', 'Parque', 'patineta', 'Playground']","['kale', 'Meatless', 'cabbage', 'zucchini', 'celery', 'carrot']","['Prism', 'six-sided', 'Companion', 'Rubiks', 'Borg', 'Borg']","['Energy', 'Assault', 'Anode', 'Drain', 'Duracell']","['light', 'space', 'stone', 'building']","['dinner', 'sunset', 'afternoon', 'night']","['whole', 'catan', 'bread', 'mill', 'Ingredient', 'Harvest']","['Blue', 'Starry', 'Airspace', 'Above', 'Landers', 'High']","['Ivoire', 'Avocats', 'Bouclier', 'Protection', 'attaque', 'Attaque']","['nouveau', 'n\\u00e9', 'Enceinte', 'Pleurs', 'ex', 'foetus']","['Charlie', 'mythe', '\\u00c9quid\\u00e9', 'Cheval', 'Jument', 'p\\u00e9gaze']","['climb', 'chutes', 'Kuina', 'boardgame', 'step', 'Step']","['Royale', 'betting', 'Poker', 'Gambler', 'LasVegas', 'Vegas']","['Winner', 'award', 'bronze', 'Olympics', 'Olympic', 'olympic']","['Can', 'Fish', 'pizza', 'Smelly', 'topping', 'Topping']","['Pilule', 'Pharmacie', 'Soin', 'Doliprane', 'rem\\u00e8de', 'Traitement']","['Cochon', 'Th\\u00e9', 'Abri', 'Maison', 'Bateaux', 'Bateau']","['Mug', 'goblet', 'Saucer', 'coffee', 'Jockstrap']","['tuichi', 'George', 'Liane', 'Mowgli']","['Ocean', 'Tentacles', 'Squid', 'Like', 'Sea', 'Octonauts']","['kleenex', 'Therapist', 'Soft', 'Mucus', 'Skin', 'Apchi']","['Land', 'Nizza', 'Nachbar', 'Wei\\u00dfbrot', 'Hahn', 'Libert\\u00e9']","['Prick', 'Wasp', 'bee', 'Mosquito']","['Bl\\u00fcte', 'Strauch', 'Titanic', 'Dornen', 'Dornen', 'Dornen']","['Block', 'Rattenf\\u00e4nger', 'Pfeife', 'Zauber']","['Fouton', 'Leather', 'Potato', 'Pull-Out', 'Sofa', 'Sofa']","['De-fer', 'Broder', 'Ariane', 'Conducteur']","['\\u3056\\u3044\\u305c\\u3093\\u3054\\u308d\\u3046', '\\u307b\\u304b\\u3052', '\\u30e2\\u30ea\\u30a2\\u30fc\\u30c6\\u30a3', '\\u3057\\u3076\\u3084\\u304b\\u305a\\u3053']","['Fin', 'Thresher', 'Tiger', 'Nado']","['Person', 'Occupation', 'court', 'Law', 'Law', 'Law']","['coron', 'grisou', 'Mines', 'Charbon', 'Majeur', 'Majeur']","['Bird', 'Superman', 'airCRAFT', 'fly']","['Shrek', 'Mary', 'stinky', 'slow', 'burro', 'ride']","['Movie', 'Building', 'Silent', 'Galaxy']","['Film', 'Objectif', 'Infrarouge', 'Audiovisuel']","['flooring', 'Azul', 'CERAMIC', 'carcassonne', 'Ceramic', 'Carcassonne']","['California', 'Hilton', 'California', 'Hilton']","['deBrest', 'Zeus', 'faraday', 'Petit', 'Thor', 'Thor']"
Mystery Word,Pipe,Chewbacca,Shrimp,Bow,Slide,Menu,Pipe,Lighter,Nid,Rat,Coil,Chocolate,Friday,Bauernhof,Elvis,Hole,Glasses,Slide,Vegetable,Cube,Battery,Sun,Evening,Wheat,Sky,D\u00e9fense,B\u00e9b\u00e9,Licorne,Ladder,Casino,Medal,Sardine,M\u00e9dicament,Port,Cup,Jungle,Octopus,Tissue,Frankreich,Sting,Rose,Fl\u00f6te,Couch,Fil,Professor,Shark,Attorney,Mineur,Plane,Donkey,Cinema,Cam\u00e9ra,Tile,Hotel,Tonnerre
Guess,pipe,Chewbacca,Shrimp,Bow,dirty,menu,,lighter,,rat,Coil,Chocolate,retirement,Bauernhof,Elvis,hole,Glasses,slide,vegan,Cube,Battery,star,evening,Grain,Sky,Defense,b\u00e9b\u00e9,licorne,stairs,casino,medal,Sardine,M\u00e9dicament,cabane,,Jungle,Octopus,Tissue,Frankreich,Sting,Rose,Gift,Couch,Chemin,Professor,Shark,Lawyer,Nord,Plane,Donkey,Theatre,Cam\u00e9ra,Tile,Fail,Tonnerre
