ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52
Table Number,567206132,567137024,567106751,566848916,565933443,566326483,566234928,565520261,565964997,565230503,565608305,565348711,565211228,564913682,564498784,563782439,563814683,564003282,563864569,563841938,563422650,563168538,562871961,562717810,562462155,562524435,562425190,562133986,561063949,560201505,559495932,559052537,558785511,558172660,558150368,557532448,556715277,555376965,552904963,551312356,546837128,541324044,534335856,528042758,522327882,521199099,517125895,511221983,422619886,396307534,338553253,336562502
Move,['8'],['13'],['9'],['22'],['14'],['18'],['22'],['10'],['39'],['57'],['51'],['62'],['46'],['37'],['64'],['58'],['24'],['55'],['85'],['66'],['64'],['67'],['56'],['50'],['62'],['17'],['45'],['11'],['107'],['76'],['63'],['117'],['48'],['72'],['47'],['101'],['48'],['37'],['85'],['247'],['247'],['612'],['997'],['59'],['610'],['697'],['412'],['1622'],['905'],['745'],['2207'],['2208']
Mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode
Speed,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only
Language,English,English,English,English,English,English,English,Français,English,English,English,English,Français,English,English,English,English,English,English,English,English,English,Français,Français,English,Français,English,English,English,English,English,English,English,Deutsch,Français,Français,English,Français,English,Français,Français,English,English,Deutsch,Français,Français,English,English,English,English,English,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['R2-D2', 'I', 'Metropolis', 'Asimov', 'Automaton']","['hunt', 'Nonsense', 'Snickers', '3-letters', 'Commander', 'commander.D']","['Evidence', 'bazooka', 'Firearm', 'Gun', 'missile', 'Missile']","['Equine', 'HOrse', 'Mythical', 'mythical']","['Mornington', 'croissant', 'Moon', 'shape']","['bare', 'Hope', 'War', 'Body', 'treasure', 'treasure']","['Cutlery', 'Division', 'tines', 'Tines']","['Economies', 'D\\u00e9p\\u00f4t', 'Argent', 'Compte']","['Solid', 'Cube', 'Vanilla', 'Vanilla']","['cockney', 'Drawl', 'wall', 'Table']","['Creep', 'Bourne', '007', 'International', 'Agent']","['Easter', 'Address', 'yes', 'Chicken', 'Pius', 'XIII']","['Attelage', 'Remorque', 'poid', 'lourd']","['Ink', 'Squid', 'Eight', 'eight', 'Cephalopod', 'Cephalopoda']","['Cocktail', 'folded', 'Cloth', 'sanitary', 'sanitary', 'Cloth']","['Dory', 'Nemo', 'Water', 'Chips', 'salmon', 'salmon']","['Caraway', 'Sunflower', 'Pumpkin', 'Planted', 'Sesame', 'Sesame']","['rag', 'Playing', 'girls', 'Ken', 'ken', 'Ken']","['Newports', 'Vapelike', 'Legal', 'Cancer', 'butt', 'Smoke']","['hole', 'arm', 'Bottomless', 'Seed', 'Peach', 'center']","['Litterbox', 'Hat', 'Burglar', 'Meow']","['Deuce', 'duo', 'Dos', 'Couple', 'Matching', 'matching']","['D\\u00e9mon', 'Asexu\\u00e9', 'Ezeqeel', 'Nardi', 'Gabriel', 'Gabriel']","['protection', 'Cherbourg', 'p\\u00e9pin', 'P\\u00e9pin']","['Cake', 'flute', 'Teflon', 'Risotto', 'Spiegelei', 'Fett']","['Flaque', 'Ond\\u00e9e', 'Mouill\\u00e9', 'Perturbations', 'nuage']","['Porky', 'Petunia', 'Blanket', 'Poke']","['Milky', 'Way', 'far', 'away']","['display', 'ming', 'vessel', 'hydria', 'decorative', 'Flower']","['food', 'Veal', 'Steak', 'meat', 'Angus']","['Bulb', 'Bloomin', 'Shrek', 'Layers']","['Parakeet', 'Avian', 'tucan', 'Chicken', 'Cardinal', 'Flying']","['salon', 'Manicure', 'Hammer', 'File', 'board', 'affix']","['Dur', 'T\\u00f6ne', 'Tonfolge', 'T\\u00f6ne', 'Tonfolge']","['dessin\\u00e9e', 'voleurs', 'basile', 'pote']","['pirouette', '\\u00c9l\\u00e9phant', 'Kraft', 'Peanut', '\\u00c9cureuil']","['Deluge', 'Rain-like', 'water', 'Segregated', 'coins']","['Pommade', 'Beurre', 'Ecureuil', 'Casse', 'Marron', 'Amande']","['Scrunchie', 'Stretch', 'Scrunchie', 'stretchy']","['Eau', 'D\\u00e9sert', 'Is', 'Good', 'Is', 'Good']","['Fumer', 'Tabac', 'botch', 'Fumoir']","['Long-chair', 'longue', 'longsofa', 'sofa', 'sofa']","['Missile', 'Asparagus', 'Weapon', 'Trowing', 'javelin', 'Javelin']","['Pinky', 'Denken', 'Sch\\u00e4del', 'Gr\\u00fctze']","['Co\\u00fbt', 'Ticket', 'spectacle', 'Spectacle', 'Spectacle', 'Spectacle']","['Burnes', 'jumelles']","['Scentsy', 'Wick', 'Lumiere', 'Menorah', 'Votive', 'Yankee']","['field', 'Doctor', 'Pharmacist', 'antibiotics', 'Quinn']","['Female', 'beetles', 'Girl', 'Insect']","['Funkytown', 'Dreamlover', 'Karaoke', 'Words', 'sing', 'musical']","['Nylons', 'Fishnet', 'Spray', 'Leggings', 'down']","['Queue', 'Copenhague', 'Dame', 'Sous-marine', 'Ariel', 'Ariel']"
Mystery Word,Robot,Bar,Weapon,Unicorn,Crescent,Chest,Fork,Banque,Ice,Accent,Spy,Pope,Camion,Octopus,Napkin,Fish,Seed,Doll,Cigarette,Pit,Cat,Pair,Ange,Parapluie,Pan,Pluie,Pig,Galaxy,Vase,Beef,Onion,Bird,Nail,Melodie,Bande,Cacahu\u00e8te,Fountain,Noisette,Elastic,Oasis,Cigarette,Couch,Spear,Gehirn,Billet,Paire,Candle,Medicine,Ladybug,Song,Hose,Sir\u00e8ne
Guess,Robot,Bar,weapon,Stable,Crescent,,Slice,banque,Ice,Accent,Spy,Pope,Camion,octopus,Napkin,Fish,Seed,doll,Cigarette,Pit,Cat,Two,Ange,Parapluie,pan,pluie,pig,galaxy,Vase,cattle,Onion,bird,Nail,Moll,Bande,Cacahu\u00e8te,,Noisette,,Oasis,cigarette,couch,spear,Gehirn,Man\u00e8ge,Lunettes,Candle,Medicine,Ladybug,Lyric,stockings,Sir\u00e8ne
