ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68
Table Number,546532602,546366683,545855451,544852671,545020340,544817999,544892385,544660891,544679536,544337775,543853294,544069573,544014972,543966666,543721624,543879156,543841182,543729743,543700295,543213952,542970112,543102787,542741721,542540219,542091290,542341519,541638788,540614316,541493139,541494095,541085521,541200331,541130763,539816519,540361426,539918319,539937223,539921623,539660042,538396799,538590796,537264972,536949914,535806655,535437353,535380893,533993182,534528798,533093056,531294042,530603148,530819309,528822756,528244412,526405578,516738278,489194416,481212678,480055062,466793699,431028987,423771261,417255169,381777020,374138794,319065151,317609821,313533300
Move,['9'],['28'],['18'],['18'],['41'],['47'],['81'],['66'],['37'],['55'],['26'],['33'],['21'],['61'],['52'],['57'],['67'],['45'],['65'],['19'],['66'],['74'],['102'],['76'],['8'],['84'],['104'],['101'],['64'],['50'],['61'],['89'],['54'],['91'],['146'],['71'],['39'],['62'],['104'],['104'],['56'],['37'],['80'],['113'],['56'],['11'],['45'],['25'],['31'],['14'],['45'],['49'],['127'],['44'],['153'],['972'],['781'],['278'],['711'],['511'],['1444'],['3406'],['2577'],['1688'],['2038'],['530'],['2195'],['4592']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode,Normal mode
Speed,Turn-based • 3 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,English,English,English,Français,English,Français,English,Français,Français,English,English,English,English,English,Français,Français,English,Français,English,English,Deutsch,Français,English,English,English,English,Deutsch,English,English,English,English,English,Français,English,English,Deutsch,English,Français,English,English,English,English,Français,English,Français,English,Deutsch,English,Français,Français,English,English,English,Français,English,Français,English,Deutsch,English,English,Deutsch,English,English,English,English,Français,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['comb', 'Grooming', 'Hair', 'Paint', 'paint', 'Paint']","['head', 'Love', 'Delta', 'Print', 'Alphabet', 'mail']","['1812', 'Buccaneers', 'Pirate', 'circus', 'Explosion', 'weapon']","['focaccia', 'unleavened', 'dough', 'Basket', 'Crust', 'crust']","['Marron', 'Dure']","['Proof', 'ammunition', 'projectile', 'Train', 'Point', 'shoot']","['Acn\\u00e9', ""D'or"", 'Guerre', 'furoncle', 'Furoncle']","['Absorbent', 'Wring', 'squarepants', 'Dishes', 'Square', 'Daddy']","['Clavier', 'souris', 'Outil', 'Informatique']","['boucle', 'Sauron', 'goloum', 'Alliance', 'Alliance', 'alliance']","['Primitive', 'Dance', 'Affiliate', '4H']","['neuron', 'bike', 'Engine', 'Radiator', 'rev', 'cycle']","['Buurman', 'Thuis', 'Vloer', 'Vloer']","['cartridge', 'roll', 'Plastic', 'Membrane', 'Kodak', 'Kodak']","['Scheme', 'Pharoah', 'Giza', 'Giza']","['Identiques', 'Vision', 'S\\u0153urs', 'Vue', 'Soeurs', 'Soeurs']","['Bulles', 'Fl\\u00fbtes', 'Mousseux', 'Riche', 'Ardennes', 'Ardennes']","['Imhotep', 'embalm', 'scary', 'ointments']","['Monnaie', 'Billet', '\\u00c9cu', 'Chambre']","['Test', 'Tire', 'You', 'Round', 'Pipe', 'Pipe']","['temperature', 'higher', 'Hot', 'Sick', 'Dream', 'Disco']","['...sportart', 'Fuss...', 'Volley...', 'Kugelf\\u00f6rmig']","['SanFrancisco', 'Avignon', 'Gard', 'Construction', 'Tancarville', 'Tancarville']","['medieval', 'prison', 'Darkest', 'Dweller']","['theatre', 'Hollywood', 'Paradiso', 'Paradiso']","['Stealthy', 'Katana', 'Turtles', 'Sneaky', 'silent', 'Turtle']","['General', 'manufactory', 'Windforce', 'factory', 'Grind', 'Building']","['Tatzenstein', 'Carcassonne', 'Alibaba', 'Decrypto', 'Platz', 'Kinder']","['cake', 'metal', 'Utensil', 'Silverware', 'eating', 'meat']","['water', 'shoe', 'Inflate', 'Heartbeat', 'suction', 'suction']","['penn', 'teller', 'Stage', 'Wizard', 'llusionist', 'houdini']","['twister', 'Lashing', 'Forked', 'forked']","['Burgundy', 'Tether', 'Stuck', 'Newscaster', 'Newscaster', 'Stuck']","['Pou', 'informatique', 'Animal', 'Processeur', 'Chien', 'siphonapt\\u00e8re']","['Strike', 'Spare', 'Turkey', 'Turkey']","['Trapped', 'Verdwalen', 'Doolhof', 'Pan\\u2019s', 'Maze', 'Maze']","['Troubadix', 'Film', 'Obelix', 'Comic', 'Idefix', 'Idefix']","['Palm', 'Gallaghers', 'Desert', 'Grotto', 'Wonderwall', 'Wonderwall']","['Cass\\u00e9e', 'Sourd', 'lapin', 'Tympan', 'Tympan', 'Lapin']","['styling', 'Untangle', 'fire', 'Lint', 'kindling']","['Place', 'Beauty', 'Slipper', 'tangoarena', 'Waltz', 'walzarea']","['money', 'heist', 'TCF', 'wings', 'savings', 'funding']","['Tara', 'Cauldron', 'wand', 'Magician', 'broom', 'Broom']","['Escrime', 'rapi\\u00e8re', 'Poignard', 'Escalibur', 'Durandal', 'Damocl\\u00e8s']","['mikki', 'Gaming', 'Rat', 'Jerry', 'Zodiac', 'mickey']","['Collier', 'Doom', 'Bijou', 'Brillant', 'Hu\\u00eetre']","['Hemlock', 'Toxin', 'sick', 'Oak']","['Religion', 'Sanctuary', 'Indiana', 'Kerkelijk', 'prey']","['Sea', 'Sail', 'Salty', 'Indian', 'Arctic', 'Tides']","['Restaurant', 'Maigre', 'Service', 'Choix', 'Carte', 'Carte']","['\\u00c9lectronique', 'Perles', 'Or', 'Poignet']","['It', 'Bozo', 'Funny', 'Smaldini', 'circus', 'makeup']","['Royal', 'Point', 'Coast', 'Dog']","['tuxedo', 'garfield', 'Nip', 'meow', 'meow', 'Meow']","['Gardien', 'Mac\\u00e9o', 'Dieu', 'Aur\\u00e9ole']","['Hand', 'Jewel']","['albacore', 'Mayo', 'poisson', 'Poisson']","['Flowery', 'Neck', 'Fragrance', 'Exclamation', 'Lady', 'Spray']","['Schauspielhaus', 'Semperoper', 'B\\u00fchnenst\\u00fccke', 'Schauspielerbretter', 'Zuschauer', 'B\\u00fchne']","['Food', 'Combo', 'Eat', 'corn', 'Linner', 'Feast']","['Chocolate', 'Pub', 'Drinks', 'stool']","['Olympia', 'Laufen', 'Ironman', 'Sport', 'Radfahren']","['Pattern', 'Forecast', 'wunderground', 'Channel', 'Stormy', 'Storm']","['Phantom', 'Slimer', 'Pepper', 'Spectre']","['just', 'sundae', 'sweet', 'pudding']","['Rosebud', 'C', 'stick', 'support']","['Massacre', 'Carnage', 'Halal', 'Moutonnerie', 'Sanzo', 'Sanzot']","['Matriarchal', 'Dumbo', 'Babar', 'Gray', 'Skinnamarink', 'pachyderm']"
Mystery Word,Brush,Letter,Cannon,Bread,Noix,Bullet,Bouton,Sponge,Ordinateur,Anneau,Club,Motor,Tile,Film,Pyramid,Jumelles,Champagne,Mummy,Pi\u00e8ce,Tube,Fever,Ball,Pont,Dungeon,Cinema,Ninja,Mill,Spiel,Fork,Pump,Magician,Tongue,Anchor,Puce,Bowling,Labyrinth,Asterix,Oasis,Oreille,Brush,Ballroom,Bank,Witch,\u00c9p\u00e9e,Mouse,Perle,Poison,Tempel,Ocean,Menu,Bracelet,Clown,Guard,Cat,Ange,Bracelet,Thon,Perfume,Theater,Meal,Bar,Triathlon,Weather,Ghost,Dessert,Cane,Boucherie,Elephant
Guess,barber,Letter,Cannon,Bread,,bullet,Bouton,Sponge,p\u00e9riph\u00e9riques,Anneau,Square,Motor,Home,Bandage,Pyramid,jumelles,champagne,Mummy,Pi\u00e8ce,Circle,Fever,Ball,Pont,,Studio,Ninja,Mill,Spiel,Kitchen,Pump,magician,Tornado,Anchor,Puce,Bowling,labyrinth,Asterix,Oasis,Muet,brush,Ballroom,Bank,Witch,\u00e9p\u00e9e,mouse,Perle,Poison,,Ocean,Menu,bracelet,clown,Corgi,cat,,Ring,Thon,Perfume,Theater,Thanksgiving,Bar,Triathlon,weather,Ghost,rice,Cane,Abattoir,Elephant
