ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58
Table Number,463425731,463420531,463407381,463361213,463080062,463027594,462932474,462908870,462847589,462816417,462651743,462282879,462269549,462227043,461904906,461862402,461483497,461131092,461120814,461042734,460971733,460421720,459714052,459645657,459349513,459311164,459307884,459279309,459200060,458993678,458716764,458102665,458068629,458018463,457752555,457749670,457075501,457037078,457036000,456769561,456729797,456479972,456222316,454586755,454507210,454190406,453839362,453329629,450455144,449145581,446155644,441488112,431028987,357001162,356959263,344838144,322726720,321888448
Move,['9'],['9'],['51'],['43'],['18'],['28'],['14'],['31'],['25'],['28'],['78'],['52'],['73'],['47'],['51'],['37'],['47'],['64'],['56'],['37'],['87'],['27'],['28'],['45'],['24'],['36'],['66'],['39'],['37'],['50'],['19'],['68'],['50'],['83'],['24'],['64'],['34'],['28'],['37'],['96'],['66'],['100'],['120'],['11'],['49'],['110'],['82'],['91'],['80'],['72'],['36'],['102'],['480'],['1799'],['1232'],['1485'],['1084'],['2953']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+
Language,English,English,Français,English,English,English,Deutsch,English,English,English,English,English,English,English,English,English,English,Français,Français,English,English,Deutsch,Deutsch,Deutsch,English,Deutsch,English,Français,English,English,English,English,English,English,Français,Deutsch,English,English,English,Français,English,English,English,English,English,English,English,English,Deutsch,English,English,English,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['crisps', 'cops', 'ASML', 'micro', 'mafftato', 'Pringle']","['bubbles', 'shower', 'wash', 'Bomb', 'mirror', 'Avon']","['Bulbe', 'Blanc', 'Gousse', 'Gousse']","['imaginary', 'horn', 'horse', 'dream']","['Cream', 'Skating', 'hard', 'skate', 'Cube', 'cube']","['Tanya', 'VIP', 'traktor', 'Jockey', 'ranch', 'Agricola']","['Ohrwurm', 'Klangreihe', 'Tonfolge', 'h\\u00f6ren']","['Whipped', 'Milk', 'twinkie', 'filling', 'coffee', 'ice']","['Papel', 'Piedra', 'cortar', 'jardiner\\u00eda', 'Peluquera', 'Podar']","['Jim', 'Superman', 'Scotty', 'H', 'Laser', 'Laser']","['artist', 'epidermis', 'glyphs', 'parlor', 'ink', 'ink']","['weight', 'fixture', 'bulb', 'lamp']","['shutter', 'lighting', 'MEgapixel', 'Record', 'picture', 'Lens']","['Granular', 'Brown', 'Sweet', 'Cane']","['Lava', 'Light', 'Illumination', 'Shade']","['Flying', 'Device', 'aicraft', 'apache']","['Insulate', 'Metapod', 'casing', 'butterfly', 'Metamorphosis', 'Metamorphosis']","['carte', 'Diamant', 'Hermite', 'isol\\u00e9']","['Italie', 'groupe', 'Rital', 'Blanchiment']","['robbery', 'savings', 'holdup', 'Heist', 'Lehman', 'deposit']","['frying', 'Prawn', 'arthropod', 'tails', 'Seafood', 'food']","['Artistendrehung', 'Spax', 'Ngel', 'Gewinde', 'Befestigung', 'Befestigung']","['Rosen', 'Fl\\u00fcssig', 'Chypre', 'Buchtitel', 'herznote', 'S\\u00fc\\u00dfkind']","['Flugzeug', 'Springen', 'Flugzeug', 'Springen']","['man', 'law', 'Lawyer', 'Solicitor', 'Occupation', 'District']","['F\\u00fc\\u00dfe', 'Regisseur', 'blutig', 'Arschuhr', 'Regiseur', 'Fu\\u00dffetisch']","['Ball', 'round', 'attack', 'trebuchet', 'artillery', 'artillery']","['groupe', 'Son', 'Bono', 'Copains', 'raidit', 'Gaze']","['Ground', 'Gap', 'Cherry', 'Seed']","['Derby', 'cone', 'Tree', 'tree']","['Freshwater', 'Oyster', 'Clam', 'Necklace', 'Necklace', 'Necklace']","['plaything', 'baby', 'House', 'Ken', 'Ken']","['Attack', 'bowl', 'One', 'Judy', 'Judy']","['candle', 'Match', 'burn', 'Oxygen', 'flickering', 'Flickering']","['Sahara', 'Sable', 'Oasis', 'D\\u00e9peupl\\u00e9', 'Dunes']","['Bauernhof', 'Tropfen', 'Korb', 'Huhn', 'Gockel', 'Gockel']","['Therianthrope', 'FISH', 'cryptid', 'Trident', 'dinglehopper']","['Bridal', 'tub', 'Meteor', 'golden', 'Rinse', 'Clean']","['ville', 'Ranch', 'chicken', 'Homestead', 'Animal', 'Animals']","['Matraque', 'Violence', 'Munitions', 'Poing', 'Arc', 'Hallebarde']","['Cinema', 'Negative', 'camera', 'bacterial', 'Reel', 'reel']","['speleology', 'man', 'Spelunking', 'stalagmite', 'stalactite', 'Bats']","['Tibia', 'Femur', 'Dog', 'Skull', 'Dinosaurfossil', 'T-']","['Sliver', 'sickle', 'Moon', 'Pilsbury', 'Shape']","['Verlichting', 'Avond', 'Licht', 'Warm']","['Pencil', 'lip', 'Pringles', 'Facial', 'groucho', 'porno']","['Relics', 'building', 'Artifacts']","['Mahal', 'royal', 'Kensington', 'Royalty', ""Cinderella's"", 'lord']","['Jacobs', 'Tasse', 'Plantage']","['castle', 'master', 'Underneath', 'keep']","['Electrical', 'Tesla', 'Life', 'AAA']","['support', 'Drag', 'Drop', 'Weight', 'Hyperlink', 'milk']","['intonation', 'Voice', 'Foreign', 'foreign']","['Up', 'prison', 'pad', 'down', 'Smith', 'smith']","['.', 'nome', 'Megacity', 'Paris', 'Police', 'RAIL']","['putter', 'association', 'Discotheque', 'Golf']","['Clay', 'Silicone', 'Black', 'Fungi', 'Damp', 'Damp']","['Depp', 'Character', 'Somalian', 'Seafarer', 'Parrot', 'Plank']"
Mystery Word,Chip,Bath,Ail,Unicorn,Ice,Farm,Melodie,Cream,Shears,Beam,Tattoo,Light,Camera,Sugar,Lamp,Helicopter,Cocoon,Solitaire,Mafia,Bank,Shrimp,Schraube,Parfum,Fallschirm,Attorney,Tarantino,Cannon,Bande,Pit,Pine,Pearl,Doll,Punch,Flame,D\u00e9sert,Hahn,Mermaid,Shower,Farm,Arme,Film,Cave,Bone,Crescent,Lamp,Mustache,Museum,Palace,Kaffee,Dungeon,Battery,Anchor,Accent,Lock,Metro,Club,Mold,Pirate
Guess,Chips,Bath,Lys,Unicorn,Ice,Farm,Melodie,cream,Tijeras,Dc,tattoo,Light,camera,Chocolate,Lamp,Helicopter,Cocoon,tr\u00e9sor,Mafia,Bank,Shrimp,Schraube,Parf\u00fcm,,attorney,Tarantino,Cannon,,Pit,Icecream,mussel,Doll,Punch,fire,D\u00e9sert,Ei,mermaid,shower,Prarie,arme,film,cave,Bone,Crescent,Candle,mustache,,castle,Kaffee,dungeon,Battery,,Sing,Jumpsuit,metropolitan,club,Mould,Pirate
