ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79,Scrapnumber80,Scrapnumber81,Scrapnumber82,Scrapnumber83,Scrapnumber84,Scrapnumber85
Table Number,498712546,498542875,498862375,497614150,498439609,498436600,498361122,498166671,498108109,497853690,497902335,497830850,497903290,497721422,497436913,497046566,497293911,496884758,497091178,496881858,496938426,496883057,496712341,496350156,496060966,496511396,496416430,496296277,496058086,495942525,495885528,494934289,495847278,495617876,495349332,495228715,495135298,495170271,494733829,495004577,494801385,494412075,494674952,494473652,493769667,492863434,493490598,493137606,493675456,493611700,493453582,493334781,492908765,491092635,490834543,491305856,490280100,489547867,485539344,484682575,484435490,484195799,479677325,465730124,465730355,465730615,465732005,465733714,465664095,465664286,465669875,465665695,465435499,464921867,444471586,420552674,402108912,396307534,381777020,374138794,356959263,341401520,322726720,319065151,317609821
Move,['9'],['9'],['64'],['17'],['12'],['6'],['71'],['46'],['18'],['28'],['25'],['46'],['32'],['35'],['39'],['26'],['41'],['56'],['19'],['50'],['24'],['16'],['44'],['58'],['27'],['65'],['46'],['57'],['67'],['18'],['47'],['100'],['54'],['78'],['43'],['76'],['56'],['64'],['73'],['104'],['62'],['57'],['72'],['74'],['36'],['68'],['38'],['49'],['7'],['184'],['64'],['86'],['86'],['37'],['84'],['39'],['37'],['33'],['65'],['98'],['55'],['39'],['82'],['48'],['43'],['43'],['43'],['48'],['44'],['43'],['42'],['43'],['366'],['51'],['57'],['669'],['1398'],['489'],['1290'],['1477'],['1537'],['2936'],['1214'],['420'],['1785']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode
Speed,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,Deutsch,Français,English,Deutsch,English,Français,English,Deutsch,Français,English,Français,Deutsch,English,English,Français,English,English,Deutsch,English,Deutsch,Français,Français,English,English,English,English,Français,Français,English,Français,English,Français,English,English,English,Français,English,English,English,Français,Français,English,English,English,English,Français,English,English,English,English,Deutsch,English,English,Deutsch,English,Français,Français,Deutsch,English,English,English,Français,English,English,English,English,English,English,English,English,English,English,Deutsch,English,English,English,English,English,English,English,English,English,English,English,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Splinter', 'Hameln', 'Hameln', 'Hameln', 'Kanal', 'Kanalisation']","['Pass\\u00e9', 'Dates', 'Contes', 'Livre', 'R\\u00e9cit', 'r\\u00e9cit']","['Woods', 'Feet', 'Tony', 'Tony']","['Projektil', 'Rocher', 'Billard', 'Bowling', 'Bowling']","['Woodland', 'Flying', 'Magic', 'Godmother', 'Liquid', 'Tinkerbell']","['Travaux', 'Escabeau', 'Richter', 'Barreau', 'Richter', 'Barreau']","['999', '\\u3051\\u3044\\u305f\\u3044', '\\u30b5\\u30e0\\u30b9\\u30f3', '\\u3046\\u3061\\u3085\\u3046', '\\u30b9\\u30de\\u30db', '\\u30b9\\u30de\\u30db']","['Puppen', '-Doppel-', 'Wohn', '-Geb\\u00e4ude']","['Br\\u00e9silien', 'Electronique', 'Poignet', 'Bijoux', 'Poignet', 'Bijoux']","['Dip', 'Fleck', 'Frito', 'Micro']","['Nicolas', 'Pen', 'Prison', 'Fauve']","['Sprengk\\u00f6rper', 'Kampfmittelobst', 'Kerne', 'Eden']","['Bird', 'Machinary', 'Heron', 'Hoist']","['Measurement', 'World', 'Sippy', 'Coffee']","['Chauve-souris', 'dents', 'Sang', 'Revenant', 'Ail', 'Ail']","['stinky', 'floral', 'smell', 'Grenouille', 'Female', 'Cologne']","['Obgyn', 'Cardiologist', 'Medicine', 'Hospital']","['Extremsport', 'laufen', 'Ironman', 'Fahrrad', 'Schwimmen', 'schwimmen']","['Rock', 'Spherical', 'Round', 'Honeydew', 'Honeydew', 'Honeydew']","['Buch', 'Vereinigung', 'Havanna', 'Swinger', 'Tanzen', 'DJ']","['Eau', 'Ciel', 'Bruine', 'Forte', 'temps', 'humide']","['Pigeon', 'Moineau', 'Plumes', 'Nid']","['Sap', 'Waffle', 'Treacle', 'Maple']","['Storm', 'station', 'Humidity', 'Forecast', 'Forecast']","['\\u3048\\u304d\\u3061\\u3085\\u3046', '\\u30bf\\u30e9\\u30f3\\u30c1\\u30e5\\u30e9', 'web', '\\u306f\\u3061\\u307b\\u3093\\u3042\\u3057', '\\u30b2\\u30f3\\u30a8\\u30a4\\u30ea\\u30e7\\u30c0\\u30f3', '\\u30bd\\u30ea\\u30c6\\u30a3\\u30a2']","['stub', 'fair', 'Entrance', 'admission', 'Admission', 'Admission']","['Tricot', 'Capitaine', 'mousqueton', 'pirate', 'Esse', 'Aiguille']","['Enfant', 'Shetland', 'Petit', 'b\\u00e9b\\u00e9', '\\u00c9quid\\u00e9', '\\u00e9quid\\u00e9']","['COME', 'command', 'foot', 'Fido', 'Louboutin', 'Louboutin']","['Poudre', 'Origan', 'Safran', 'Curi', 'Assaisonnement', 'Recette']","['Grind', 'grinder', 'mill', 'Salt', 'Cayenne', 'Saltand']","['gorgone', 'piqure', 'urticante', 'filament', 'Gluant', 'mythologie']","['Catamount', 'Mountainlion', 'Milf', 'Panther', 'Cat', 'Mature']","['Jeep', 'lions', 'Moon', 'woburn']","['Glass', 'Toe', 'Hint', 'Money']","['Paon', 'Pelage', 'Encrier', 'Indien', '\\u00c9crire', 'Oiseau']","['Friday', 'Saturday', 'Church', 'Night', 'Football', 'Football']","['Leon', 'checkmate', 'Crown', 'Monarchy', 'regal', 'penguin']","['oral', 'Registered', 'Alfred', 'gingivectomy', 'teeth', 'Tooth']","['Feu', 'M\\u00e9tier', 'Policier', '\\u00c9teindre', 'Secours', 'Secours']","['Kronenbourg', 'LEffe', 'Oktoberfest', '1664', 'Cercueil', 'Cane']","['Official', 'Officer', 'Ceremony', 'Napittaa', 'Soldier', 'Sotilas']","['Vermin', 'Earwig', 'pest', 'insect', 'pest', 'insect']","['Lizzo', 'Skin', 'Glass', 'music', 'Bansuri']","['Tug', 'Sail', 'Titanic', 'Fishing']","['Mario', 'Terrestre', 'Etoiles', 'interstellaire']","['Siklik', 'H\\u00f3', 'Sport', 'Sport']","['Ruminant', 'Arabia', 'Toe', 'Spit', 'Perl', 'Bedouin']","['Thermostat', 'Enforcement', 'Sun', 'Wave']","['Makrel', 'Abbore', 'Ising', 'Sild']","['Fisch', 'Dosenfisch', 'Alosidae', 'Dose']","['Knot', 'Windsor', 'shoelaces', 'Shoelaces']","['Corps', 'Dove', 'Contentment', 'banner', 'Prize', 'Out']","['Kaulitzband', 'Japanstadt', 'Ghoul', 'Monsterarena']","['Poop', 'Poo', 'Beetle', 'Excrement', 'excrement']","['Fanons', 'Bleue', 'Pinocchio', 'Jonas', 'Soutien-gorge', 'Poisson']","['RTL', 'd\\u00e9part', 'Sacoche', 'Bagage', 'Bagage', 'Bagage']","['...Ganele', 'Frau', '23', 'Grammy', 'Sengerin', 'S\\u00e4ngerin']","['salt', 'habanero', 'condiment', 'spicy']","['pizza', 'half', '15', '15minutes']","['Beer', 'Tree', 'Anchor', 'Beginning', 'cause', 'ginseng']","['Jaune', 'Colis', 'D\\u00e9m\\u00e9nagement', 'd\\u00e9m\\u00e9nagement', 'D\\u00e9m\\u00e9nagement']","['Mouth', 'Policeman', 'block', 'Defend', 'Protect', 'Security']","['Bird', 'KungFu', 'karate', 'kick']","['Titanic', 'ship', 'Killer', 'killer']","['Furry', 'bear', 'Two-toned', 'two-tone']","['Cashew', 'Brazil', 'squirrel', 'treat']","['Crimson', 'and', 'lucky', 'irish']","['Mean', 'Girls', 'kardashian', 'face']","['Dish', 'Liquid', 'sudsy', 'clean']","['Miniature', 'Prep', 'my', 'job']","['Great', 'desire', 'fruit', 'love']","['Face', 'Chips', 'Gl\\u00fccksspiel', 'Karten']","['Engagement', 'gold', 'circus', 'perimeter']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['hue', 'rare', 'Nut', 'Eye', 'witch', 'spread']","['Vivica', 'Samantha', 'Xfiles', 'McFly', 'silver', 'nine-tailed']","['Baby', 'Horse', 'Express', 'Ride', 'tiny', 'equine']","['Shoestring', 'Animal', ""McDonald's"", 'Potato']","['blades', 'chopper', 'Huey', 'Lynx']","['in-point', 'Trunk', 'file', 'Basket', 'court', 'Pencil']","['Pandas', 'Flamingos', 'Animal', 'Collection', 'Aviary', 'Aquarium']","['Full', 'Square', 'Door', 'Terraced', 'Home', 'Home']","['3D', 'square', 'rubik', '^3']","['Blur', 'wonderwall', 'Tropical', 'Puit', 'Isgood', 'isgood']"
Mystery Word,Ratte,Histoire,Tiger,Kugel,Fairy,\u00c9chelle,Galaxy,Haus,Bracelet,Chip,Cage,Granatapfel,Crane,Cup,Vampire,Perfume,Doctor,Triathlon,Melon,Club,Pluie,Oiseau,Syrup,Weather,Spider,Ticket,Crochet,Poney,Heel,\u00c9pice,Pepper,M\u00e9duse,Cougar,Safari,Tip,Plume,Sunday,King,Dentist,Pompier,Bi\u00e8re,Uniform,Cockroach,Flute,Boat,Galaxie,Ski,Camel,Heat,Fish,Sardine,Tie,Peace,Tokio,Dung,Baleine,Valise,Adele,Pepper,Quarter,Root,Carton,Guard,Crane,Iceberg,Panda,Nut,Clover,Plastic,Soap,Painting,Passion,Poker,Ring,Vegetable,Hazel,Fox,Pony,Fries,Helicopter,Case,Zoo,House,Cube,Oasis
Guess,,histoire,Tiger,Kugel,Fairy,echelle,Galaxy,Haus,Cigarette,Chip,Cage,Granatapfel,Crane,Cup,Vampire,Perfume,Doctor,Triathlon,,,Pluie,oiseau,syrup,Weather,spider,Ticket,Crochet,Agneau,,Epice,Pepper,m\u00e9duse,Cougar,Safari,Pochacco,Plume,Weekend,King,dentisit,Pompier,Bi\u00e8re,uniform,pest,,Boat,Galaxie,Sled,camel,,Fish,Aal,Tie,,Tokyo,Dung,Baleine,valise,,sals,,,Poste,guard,Crane,Lifeboat,Grizzly,Nut,Clover,Cosmetics,Soap,Paint,Passion,Poker,Ring,Vegetable,,fox,pony,Fries,helicopter,Case,Zoo,House,Cube,oasis
