ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57
Table Number,520355540,519571122,520165258,519615674,519888851,519617486,519429643,519556051,519308606,519043557,518556113,518678931,518505563,518672314,518587758,518482810,518411830,517958438,518044594,517956738,517125895,517973951,516807797,517039024,516089261,515518017,515843922,515531482,515484973,515102837,515070585,514339808,513706526,512810444,511071992,510269410,509897088,509348231,508762408,508116165,507514787,504783443,505196983,504721368,503370597,498936864,495208466,493769667,489194416,484123113,478910455,465728930,431028877,423771261,366888891,348302073,343894377
Move,['16'],['9'],['9'],['25'],['6'],['12'],['27'],['12'],['38'],['45'],['38'],['46'],['22'],['61'],['33'],['78'],['53'],['50'],['32'],['62'],['30'],['17'],['28'],['35'],['46'],['30'],['82'],['5'],['72'],['73'],['55'],['43'],['75'],['48'],['68'],['33'],['73'],['327'],['165'],['75'],['18'],['31'],['83'],['67'],['82'],['48'],['75'],['57'],['518'],['531'],['260'],['540'],['1209'],['2858'],['1317'],['2982'],['2811']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+
Language,Deutsch,English,English,English,Français,English,Français,Deutsch,English,English,English,English,English,English,Deutsch,English,Deutsch,English,English,English,English,English,English,English,English,Français,English,English,English,English,English,Deutsch,English,English,English,English,English,English,English,English,English,English,English,Français,Français,Français,English,English,Français,English,English,English,English,Deutsch,English,Français,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['LeoMussZumFriseur', 'Gold', 'Colourbrain', 'Hel']","['needle', 'temporary', 'Arm', 'Hyena', 'Skin', 'skin']","['Squirrel', 'forest', 'nuts', 'Fir', 'Needle', 'needle']","['Away', 'Ship', 'Weight', 'break', 'stop']","['Glide', 'Fond', 'Glisse', 'Neige', 'blanc', 'Mask']","['chips', 'ketchup', 'Waffle', 'Curly', 'Potato', 'Strips']","['Neptune', 'Eleven', 'Sous', 'pacifique', 'Mer', 'Mer']","['Camembert', 'Normandie', 'Tricolore', 'Staat', 'Baguette', 'Land']","['see', 'hour', 'Timely', 'Bracelet', 'Rolex', 'Omega']","['Artillery', 'AK-47', 'Forged', 'Firearm', 'Armament', 'armory']","['tempo', 'White', 'virjoy', 'Lung', 'wipe', 'temperament']","['Beets', 'Eggplant', 'Carrot', 'stodge', 'plant', 'plant']","['Tortilla', 'Salsa', 'Flake', 'Dorito']","['Chocolate', 'Waterfall', 'Trevi', 'trevi']","['Brin', 'gmail', 'Suchmaschine', 'Suchmaschine', 'Suchmaschine']","['mario', 'cylinder', 'test', 'Drink', 'you', 'you']","['leere', 'gruyere', 'Ness', 'Monster', 'scottish', 'lake']","['blood', 'Forever', 'sparkly', 'Ring', 'Ring']","['Scented', 'Petals', 'Romantic', 'Thorns', 'love', 'flower']","['alarm', 'Cigarette', 'Vapor', 'inhalation', 'Tobaco']","['Ship', 'Leader', 'Officer', 'Navy', 'Picard', 'Janeway']","['sea', 'Flat', 'ship', 'magain', 'Yacht']","['Fists', 'Jab', 'beverage', 'Hawaiian', 'Judy', 'Sucker']","['graduation', 'Bundt', 'Wedding', 'Antoinette']","['wrapper', 'Cotton', ""See's"", 'Lollipop', 'Sweet', 'Sweet']","['Bebe', 'Diminutive', 'Cire', 'Barbie', 'jouet', 'Jouet']","['Ken', 'Bratz', 'toy', 'Toy', 'Toy']","['Kyoya', 'Finn', 'kuro', 'eyes']","['Fasten', 'nose', 'Press', 'Shirt']","['fishing', 'Shakes', 'Javelin', 'Roman', 'Weapon']","['Garfield', 'tabby', 'Feline', 'Calico', 'nya', 'whiskers']","['M\\u00fcffelknolle', 'Scharf', 'Presse', 'Zehe']","['Explosion', 'transparent', 'lab', 'ZOJIRUSHI', 'Container', 'experiment']","['Lashing', 'Cunnilingus', 'red', 'mouth', 'Tastebuds', 'Tied']","['Quarter', 'toss', 'silver', 'Dime', 'dime']","['Camoflauge', 'Outdoor', 'Person', 'food', 'Tracking', 'tracking']","['\\u30c9\\u30ea\\u30c3\\u30d7', '\\u307e\\u3081', '\\u3059\\u305f\\u30fc\\u3070\\u3063\\u304f\\u3059', '\\u306b\\u304c\\u3044']","['bits', ""Paddy's"", 'Leaf', 'four-leaf']","['Wave', 'Wireless', 'GaGa', 'Fm']","['Nutmeg', 'Cinnamon', 'Cinnamon']","['Bluetooth', 'listen', 'JBL', 'seminar', 'amp', 'microphone']","['Cooker', 'Fan', 'Hot', 'Cooking']","['Flight', 'Commander', 'captain', 'license', 'Honda']","['Montb\\u0117liarde', 'Meuh', 'Ruminante', 'G\\u00e9nisse', 'Qui-rit', 'Taureau']","['int\\u00e9r\\u00eats', 'pompiers', 'Graduation', 'Richter', 'Schofield']","['Armure', 'Ecu', 'Protection', 'Protection']","['Nickle', 'Slot', 'Loose', '1$']","['Arachnid', 'Widow', 'Charlotte', 'Charlotte']","['Arakis', 'Ressource', 'curcuma', 'piment']","['Snoopy', 'wood', 'MSFT', 'AMZN', 'nasdaq', 'shares']","['sexy', 'animal', 'dog', 'sneaky', 'sneaky', 'dog']","['Margherita', 'Pepperoni', 'TMNT']","['hot', 'dog', 'Snag', 'Banger', 'pork', 'bbq']","['L\\u00f6wen', '-eier', 'korn', 'dazugeben', 'dazugeben']","['fire', 'Miami', 'Thermal', 'geothermal', 'Winter', 'oven']","['Explosif', 'Nucl\\u00e9aire', 'Lopez', 'Latina', 'Atomique', 'Hiroshima']","['drugs', 'doctor', 'Ibuprofen', 'Draxxin']"
Mystery Word,Blond,Tattoo,Pine,Anchor,Ski,Fries,Oc\u00e9an,Frankreich,Watch,Weapon,Tissue,Vegetable,Chip,Fountain,Google,Tube,Loch,Diamond,Rose,Smoke,Captain,Sail,Punch,Cake,Candy,Poup\u00e9e,Doll,Glasses,Button,Spear,Cat,Knoblauch,Flask,Tongue,Coin,Hunter,Coffee,Clover,Radio,Spice,Speaker,Oven,Pilot,Vache,\u00c9chelle,Bouclier,Coin,Spider,\u00c9pice,Stock,Fox,Pizza,Sausage,Senf,Heat,Bombe,Medicine
Guess,Gelb,Tattoo,Acorn,Anchor,Ski,Fries,Oc\u00e9an,Frankreich,Watch,Gun,tissue,root,Chip,Fountain,,Tube,Loch,vampire,Rose,Smoking,Captain,sail,Punch,cake,Candy,Poup\u00e9e,Doll,glasses,Button,Spear,Cat,Knoblauch,glass,Tongue,coin,,coffee,Clover,Radio,Spice,speaker,fry,Pilot,Vache,Echelle,Bouclier,coin,Spider,Epice,Stock,foxy,Pizza,sausage,Senf,heat,Bombe,Medication
