ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67
Table Number,539843725,539746804,539702874,539794979,539751525,539647151,539578792,539409372,539103153,539125934,538960014,539028633,537853744,538590796,538825471,538043192,538710929,538692739,538525193,538397371,537139068,538203218,537746143,537725271,537527137,536841597,536298509,537211346,537181363,537176647,536782973,536688608,536499669,536490552,536104746,536093541,536050302,535089794,535924543,535806655,535331581,535380893,535293267,534528798,533395511,533450537,533093056,532275661,531294042,530819309,528822756,528624330,528244412,526405578,526272417,523793465,521791242,521679955,508130373,506189713,493972187,481212678,466793699,431028877,431028987,422619886,319065151
Move,['18'],['9'],['49'],['5'],['12'],['16'],['21'],['67'],['27'],['6'],['21'],['19'],['27'],['7'],['19'],['50'],['89'],['37'],['31'],['62'],['36'],['54'],['60'],['63'],['44'],['55'],['43'],['90'],['54'],['76'],['73'],['46'],['54'],['32'],['51'],['92'],['16'],['105'],['70'],['56'],['62'],['11'],['72'],['25'],['54'],['74'],['30'],['58'],['13'],['49'],['79'],['52'],['44'],['153'],['24'],['85'],['38'],['83'],['955'],['817'],['511'],['253'],['473'],['1378'],['1444'],['795'],['515']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode
Speed,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,English,English,Français,Français,English,English,English,English,Français,English,English,English,Deutsch,English,English,English,English,English,Français,Français,English,English,English,Français,English,English,English,Français,English,English,English,English,English,Deutsch,English,English,English,Deutsch,English,Français,English,Français,English,Deutsch,English,English,English,English,Français,English,English,English,English,Français,Français,English,English,Français,English,English,English,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Bolt', 'Raiden', 'Thunder', 'Thunder', 'McQueen', 'McQueen']","['Princess', 'Wedding', 'Code', 'prom', 'Woman', 'fashion']","['Enjambe', 'relier', 'Viaduc', 'Viaduc']","['lyrique', 'rat', 'Garnier', 'gateau']","['candy', 'Stick', 'crippled', 'help', 'sugar', 'Sugar']","['stool', 'Synonym', 'dive', 'Pub', 'Dive', 'Pub']","['strings', 'cello', 'reed', 'bow']","['Manila', 'Prestamped', 'Enclosed', 'Seal', 'Addressed']","['Anniversaire', 'Papier', 'offre', 'pr\\u00e9sent', 'No\\u00ebl', 'Carte']","['Film', 'not', 'Movie', 'house', 'Theater', 'theater']","['Lightning', 'McQueen', 'Transportation', 'Roadway']","['illuminator', 'floor', 'Lava', 'head', 'Genie', 'Genie']","['Drehleiter', 'Brand', 'Sam', '112', 'Tat\\u00fctata', 'Wache']","['semolina', 'wheat', 'Grain', 'Round', 'Tabouleh', 'Morocco']","['Offense', 'Antonym', 'attorney', 'mechanism', 'Goalkeeper', 'Protect']","['\\u304b\\u3057\\u3053\\u3044', '\\u3042\\u305f\\u307e', '\\u3055\\u3093\\u307c\\u3046', 'CPU', '\\u305e\\u3046\\u304d', '\\u3059\\u3044\\u305d\\u304f']","['\\u30bd\\u30eb\\u30c6\\u30a3\\u30fc\\u30c9\\u30c3\\u30b0', '\\u30d4\\u30fc\\u30c1\\u30d5\\u30a3\\u30ba', '\\u30b8\\u30f3\\u30d0\\u30c3\\u30af', '\\u30ae\\u30e0\\u30ec\\u30c3\\u30c8', '\\u30de\\u30ea\\u30d6\\u30b3\\u30fc\\u30af', '\\u30b8\\u30f3\\u30c8\\u30cb\\u30c3\\u30af']","['Wick', 'Elton', 'beeswax', 'scented', 'torch', 'soy']","['filante', 'Filante']","['\\u00e9l\\u00e9phant', 'interne', 'Cass\\u00e9e', 'Tympan', 'Trump', 'Trump']","['Police', ""Bee's"", 'bee', 'Bee']","['coke', 'Gin', 'raisin', 'appleton', 'Malibu', 'molasses']","['Comb', 'Poultry', 'Chikenman', 'Hen', 'male', 'Male']","['course', 'textile', 'sol', 'sol']","['Giant', 'Corner', 'golem', 'rolling']","['cocktail', 'Popcorn', 'Seafood', 'Pink', 'Prawn', 'Prawn']","['Postcard', 'Notary', 'lick', 'Postage']","['\\u00e9pargne', 'Carton', 'Voiture', 'r\\u00e9sonance', 'Bagnole', 'Bagnole']","['Surf', 'Mexican', 'Goodbye', 'Gesture', 'Tsunami', 'Tide']","['Arc', 'Superhero', 'Light', 'DC', 'Lightning', 'danger']","['Cushion', 'Headrest', 'cover', 'foam', 'Nighttime', 'Cranium']","['spherical', 'volley', 'beach', 'bouncy', 'Meat', 'Golf']","['Receptacle', 'Cup', 'Coffee', 'ceramic', 'Tea', 'tea']","['Teppich', 'Wunderlampe', 'Dieb', '1001']","['chimney', 'incense', 'Gray', 'Fire', 'Vapor', 'Flame']","['Hoisting', 'Bird', 'huge', 'Whooping', 'Fraser', 'Docks']","['Cobra', 'Rattle', 'biggest', 'stuffed']","['Rautek', 'Klinke', 'Trageschlaufe', 'Messer', 'W\\u00fcrge', 'Lenker']","['Grill', 'outside', 'charcoal', 'tongs', 'Sauce', 'sauce']","['merlan', 'Visagiste', 'Tif', 'Dessange', 'Dessange', 'Tifs']","['Battering', 'Sheep', 'gigabyte', 'computer', 'dodge', 'animal']","['Collier', 'Doom', 'Bijou', 'Brillant', 'Hu\\u00eetre']","['Hook', 'Angling', 'Lure', 'Reel', 'Bait', 'Bait']","['Religion', 'Sanctuary', 'Indiana', 'Kerkelijk', 'prey']","['Hydrology', 'Jam', 'Water', 'Fuelstation']","['Tylenol', 'doctor', 'Pfizer', 'Pharmacy']","['Sea', 'Sail', 'Salty', 'Indian', 'Arctic', 'Tides']","['Lance', 'javelin', 'asparagus', 'Sharp', 'Brittany']","['Restaurant', 'Maigre', 'Service', 'Choix', 'Carte', 'Carte']","['It', 'Bozo', 'Funny', 'Smaldini', 'circus', 'makeup']","['Penicillin', 'Aspergillosis', 'White', 'Fuzz']","['toothpaste', 'container', 'pipe', 'soft', 'you', 'inner']","['tuxedo', 'garfield', 'Nip', 'meow', 'meow', 'Meow']","['Gardien', 'Mac\\u00e9o', 'Dieu', 'Aur\\u00e9ole']","['Concert', 'Notes', 'note', 'm\\u00e9lodie']","['Paste', 'off', 'Hair', 'bristle', 'groom', 'paint']","['wool', 'mehhhh', 'Count', 'grass', 'soft', 'Animal']","['Spatial', 'Sanguin', 'Sanguin', 'Sanguin', 'sanguin']","['Jail', 'Mitosis', 'Blood', 'Sickle', 'Block', 'spreadsheet']","['grayish', 'nutella', 'witch', 'Witch', 'Witch', 'Witch']","['wall', 'Carpentry', 'earring', 'Stallion', 'horse', 'reproductive']","['Front', 'Hand', 'unbranched', 'Sunday', 'tree', 'Tree']","['Clock', 'Gust', 'Crank', 'Breeze', 'Breeze', 'breeze']","['change', '\\u00a3', 'Yen', 'Peso', 'Money', 'Euro']","['Chocolate', 'Pub', 'Drinks', 'stool']","['circus', 'Performer', 'Red', 'Nose']","['light', 'onion', 'Edison', 'Copy']"
Mystery Word,Lightning,Dress,Pont,Op\u00e9ra,Cane,Bar,Violin,Envelope,Cadeau,Cinema,Car,Lamp,Feuerwehr,Couscous,Defense,Brain,Cocktail,Candle,\u00c9toile,Oreille,Sting,Rum,Rooster,Tapis,Stone,Shrimp,Stamp,Caisse,Wave,Flash,Pillow,Ball,Mug,Aladdin,Smoke,Crane,Snake,Griff,Barbecue,Coiffeur,Ram,Perle,Fishing,Tempel,Pump,Medicine,Ocean,Spear,Menu,Clown,Mold,Tube,Cat,Ange,Musique,Brush,Sheep,Vaisseau,Cell,Hazel,Stud,Palm,Wind,Currency,Bar,Clown,Bulb
Guess,lightning,Dress,Pont,Opera,Cane,,Violin,Envelope,lafete,Theater,Car,Coals,Feuerwehr,seed,defense,Brain,Cocktail,Candle,Impossible,Oreille,Stripe,Sugar,rooster,tapis,Tyre,Shrimp,Stamp,Caisse,Wave,Flash,pillow,Ball,mug,alladyn,Smoke,Crane,snake,Griff,Barbecue,Coiffeur,Ram,Perle,Fishing,,wash,Medicine,Ocean,Spear,Menu,clown,Fungi,toothbrush,cat,,Musique,,sheep,Astronaute,cell,Hazelnut,Stud,Palm,Revolve,currency,Bar,Clown,Bulb
