ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63
Table Number,521939464,521938924,521245472,521788218,521403272,520391399,521273166,521102703,521319118,520944281,521117308,521138895,520775494,520601637,520524660,520568246,519986347,520009290,519975639,519010519,519296694,519294356,518930481,518678931,518505563,518074513,518044594,517833055,517973951,517856835,517641446,517208272,517411458,516938061,517039024,516145769,515856103,516034788,515518017,515417691,515340878,514496319,514438929,513156747,512197315,510920367,511070791,510269410,509897088,508116165,506713688,504783443,504721368,500334503,495208466,494728196,473773078,470247957,466793699,374138794,337346134,336562502,319065151
Move,['6'],['6'],['8'],['10'],['15'],['21'],['25'],['9'],['21'],['19'],['12'],['36'],['18'],['17'],['12'],['74'],['28'],['36'],['17'],['48'],['78'],['44'],['49'],['56'],['37'],['57'],['57'],['26'],['17'],['56'],['101'],['94'],['45'],['56'],['35'],['30'],['85'],['50'],['31'],['22'],['93'],['63'],['45'],['46'],['72'],['50'],['46'],['33'],['73'],['75'],['43'],['31'],['67'],['189'],['75'],['170'],['785'],['1443'],['409'],['1728'],['4573'],['1931'],['452']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only
Language,English,Français,Deutsch,Français,Deutsch,English,Français,English,English,Deutsch,English,English,English,Deutsch,English,English,English,English,Français,Deutsch,English,English,Deutsch,English,English,English,English,English,English,English,English,Français,Deutsch,English,English,English,English,Français,Français,English,English,English,Français,Français,Français,English,English,English,English,English,Deutsch,English,Français,Deutsch,English,English,English,English,English,English,English,Français,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Play', 'Act', 'Music', 'Vista', 'Crime', 'Crime']","['corde', 'soie', '\\u00e9lectrique', 'ariane', 'dentaire', 'c\\u00e2ble']","['Klagemauer', 'Mossad', 'Gurion', 'Jerusalem', 'Juden']","['Desperados', 'Guinness', '1664', 'chimay']","['Hafer', 'Emmer', 'Mehl', 'Flocken']","['Choochoo', 'track', 'Transport', 'Rails', 'Shinkansen', 'rer']","['Animal', 'Rus\\u00e9', 'Coyote', 'Roux']","['FaceHair', 'Aaarrr', 'moustache', 'Dragon', 'Facial', 'hair']","['Starter', 'Food', 'bites', 'small', 'Bread', 'Salad']","['Abteilungsleiter', 'H\\u00e4uptling', 'Oberhaupt', 'Alpha', 'Koch', 'Vorgesetzter']","['Wedding', 'Marriage', 'Doorbell', 'Finger', 'Finger', 'Doorbell']","['workday', 'Tgif', 'Day', '13th', 'Freaky', 'Freaky']","['smelly', 'aquatic', 'canned', 'Packed', 'tinned', 'tinned']","['Piano', 'Instrument', 'Tasteninstrument', 'orgel', 'Musikinstrument']","['British', 'Gravy', 'circular', 'baked', 'Cookie', 'Cookie']","['mosquito', 'painful', 'fencing', 'hedgehog', 'Sea-urchin', 'sea-urchin']","['Brontosaurus', 'Stegosaurus', 'triceratop', 'T-Rex', 'Pterodactyl', 'Pterodactyl']","[""Franklin's"", 'kite', 'Maxwell', 'Coulomb', 'zap', 'source']","['Gazon', 'Essence']","['Donau', 'Rhein', 'Gew\\u00e4sser', 'Elbe', 'Main', 'Lauf']","['Black', 'One', 'Gaping', 'gaping']","['Foot', 'Sporty', 'Spherical', 'Crystal', 'Basket', 'Basket']","['Wiggum', 'notfall', '110', 'Arrest', 'Sirene', 'Ordnungsh\\u00fcter']","['shear', 'animal', 'Counting', 'Wool', 'wool', 'Wool']","['Queue', 'Rail', 'Dotted', 'Straight']","['Covid', 'Conceals', 'luchador', 'Eyeholes']","['lightning', 'energy', 'Power', 'Tesla', 'Watts', 'Voltage']","['nonwinter', 'June21st', 'Warmest', 'Season', 'Hot', 'Months']","['sea', 'Flat', 'ship', 'magain', 'Yacht']","['Spot', 'saboteur', '007', 'Vs', 'Covert', 'GoldenEye']","['washing', 'Sewing', 'Micro', 'Rage', 'automated', 'Automation']","['Religion', 'Bouddhiste', 'Renomm\\u00e9', 'Apollon', 'Sanctuaire', 'Sacr\\u00e9']","['Capital', 'Stadt', 'Gro\\u00df', 'Anime', 'Japan', 'Japan']","['Rum', 'Vino', 'Test', 'Beer', 'Drink', 'Vodka']","['graduation', 'Bundt', 'Wedding', 'Antoinette']","['continuous', 'shape', 'sphere', 'radius', 'cyclical', 'circumfrence']","['drill', 'bicuspid', 'crown', 'Denture', 'dentures', 'Cavity']","['Cheveux', 'Gazon', 'Ciseau', '\\u00c9lectrique', 'Gardena', 'Roulant']","['Bebe', 'Diminutive', 'Cire', 'Barbie', 'jouet', 'Jouet']","['bongo', 'Timpani', 'snare', 'Snare']","['throw', 'Explode', 'Hand-held', 'Handheld', 'Thrown', 'exposive']","['pinking', 'sheep', 'Snips', 'Scissors']","['Pleurer', 'Couper', 'Larme', 'Legume', 'Pleures', 'Pelures']","['Pointe', 'Lame', 'Couture', 'Couture']","['Boulodrome', 'Fanny', 'Tirer', 'cochonnet', 'Pointer', 'pointer']","['whole', 'seed', 'go', 'against', 'Wheat', 'Maize']","['Sea', 'Army', 'cara', 'orange']","['Camoflauge', 'Outdoor', 'Person', 'food', 'Tracking', 'tracking']","['\\u30c9\\u30ea\\u30c3\\u30d7', '\\u307e\\u3081', '\\u3059\\u305f\\u30fc\\u3070\\u3063\\u304f\\u3059', '\\u306b\\u304c\\u3044']","['Nutmeg', 'Cinnamon', 'Cinnamon']","['Robinson', 'BLACK', 'Kar', 'Crusoe', 'crusoe', 'Kar']","['Cooker', 'Fan', 'Hot', 'Cooking']","['Montb\\u0117liarde', 'Meuh', 'Ruminante', 'G\\u00e9nisse', 'Qui-rit', 'Taureau']","['Strick', 'tampen', 'Bungee', 'tau', 'Tau']","['Nickle', 'Slot', 'Loose', '1$']","['TV', 'Anime', 'arithmetic', 'geometric', 'marvel', 'many']","['graveyard', 'Stop', 'Below', 'Mosh', 'hole', 'hole']","['Cow', 'maid', 'OAK', 'Lactose', 'White', 'Skim']","['Scapegoat', 'Bangs', 'Picture', 'Outline', 'Edge', 'Incriminate']","['open', 'pour', 'Blur', 'Mirage']","['I.hate.everything.about.you', 'Sing', 'Thong', 'fish.in.the.sea', 'Hymn']","['Morbihan', 'Canne', 'Tiger', 'Woods', 'Bogey', 'Club']","['Last', 'Finished', 'Z', 'bye']"
Mystery Word,Scene,Fil,Israel,Bi\u00e8re,Getreide,Train,Renard,Beard,Appetizer,Chef,Ring,Friday,Sardine,Klavier,Biscuit,Sting,Dinosaur,Electricity,Tondeuse,Fluss,Hole,Ball,Polizei,Sheep,Line,Mask,Electricity,Summer,Sail,Spy,Machine,Temple,Tokio,Alcohol,Cake,Circle,Tooth,Tondeuse,Poup\u00e9e,Drum,Grenade,Shears,Oignon,Aiguille,P\u00e9tanque,Grain,Navel,Hunter,Coffee,Spice,Freitag,Oven,Vache,Seil,Coin,Series,Pit,Milk,Frame,Oasis,Song,Golf,End
Guess,scene,Fil,Israel,bierres,Getreide,train,Renard,Beard,Appetizer,Chef,Ceremony,friday,,Klavier,biscuit,Spike,Dinosaur,electricity,herbe,Fluss,,Ball,police,sheep,line,Mask,Electricity,Summer,sail,Spy,machine,Temple,Tokio,Alcol,cake,circle,teeth,tondeuse,Poup\u00e9e,drums,Grenade,cut,Oinion,Ep\u00e9e,p\u00e9tanque,Corn,red,,coffee,Spice,Schiff,fry,Vache,Seil,coin,characteristic,pit,milk,Frame,oasis,SONG,Golf,End
