ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77
Table Number,499154314,498659251,498445142,498337657,498136926,498108109,497853690,497930718,497721422,497436913,497150159,497046566,497398022,497293911,497257045,496884758,496927186,496231650,496668490,496462046,496712341,496060966,496511396,496418420,496469143,496416430,496296277,496190594,496188758,496058086,495942525,495885528,495510159,495617876,495608380,495349332,494889589,494412075,494674952,494719520,493769667,493924887,492863434,493675456,493334781,492908765,492677863,491092635,491305856,490280100,489469138,489547867,485539344,484682575,484435490,484195799,479677325,465730124,465730355,465730615,465732005,465733714,465664095,465664286,465669875,465665695,464921867,444471586,417255169,381777020,374138794,363390977,356959263,337346134,322726720,319065151,317609821
Move,['6'],['51'],['27'],['26'],['9'],['18'],['28'],['36'],['35'],['39'],['29'],['26'],['91'],['41'],['30'],['56'],['65'],['21'],['83'],['39'],['44'],['27'],['65'],['31'],['57'],['46'],['57'],['91'],['21'],['67'],['18'],['47'],['59'],['78'],['83'],['43'],['73'],['57'],['72'],['74'],['36'],['92'],['68'],['7'],['86'],['86'],['62'],['37'],['39'],['37'],['147'],['33'],['65'],['98'],['55'],['39'],['82'],['48'],['43'],['43'],['43'],['48'],['44'],['43'],['42'],['43'],['51'],['57'],['1741'],['1290'],['1477'],['1714'],['1537'],['4208'],['1214'],['420'],['1785']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode
Speed,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,English,Français,English,Français,Français,English,English,English,Français,English,English,English,English,English,Deutsch,Français,Français,English,Français,English,English,English,English,Français,Français,Français,English,Français,English,Français,English,English,English,Français,English,English,English,English,English,English,English,Français,English,English,English,Français,Deutsch,Français,Français,Français,Deutsch,English,English,English,Français,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['inside', 'shoe', 'monkey', 'hole', 'smelly', 'cottons']","['Mayweather', 'Cuboid', 'seven', 'present', 'Squats']","['Irlande', 'fris\\u00e9', 'Saute', 'Bouc', 'Panurge', 'Panurge']","['Martial', 'Japanese', 'Daniel', 'Wax', 'Kid', 'Fight']","['Abri', 'Piquets', 'Oncle', 'B\\u00e2che', 'Roulotte', 'Roulotte']","['Br\\u00e9silien', 'Electronique', 'Poignet', 'Bijoux', 'Poignet', 'Bijoux']","['Dip', 'Fleck', 'Frito', 'Micro']","['Bike', 'Vault', 'fasten', 'secure', 'mechanism', 'door']","['Measurement', 'World', 'Sippy', 'Coffee']","['Chauve-souris', 'dents', 'Sang', 'Revenant', 'Ail', 'Ail']","['Japanese', 'Tenchu', 'Quiet', 'Mutant', 'sneaky', 'Sneaky']","['stinky', 'floral', 'smell', 'Grenouille', 'Female', 'Cologne']","['Trombone', 'Chute', 'Electric', 'Push', 'Alpine', 'Baseball']","['Obgyn', 'Cardiologist', 'Medicine', 'Hospital']","['Sliced', 'Potatoes', 'McCain', 'Chips', 'Side', 'Dish']","['Extremsport', 'laufen', 'Ironman', 'Fahrrad', 'Schwimmen', 'schwimmen']","['Solitaire', 'Mine', 'Anvers', 'Facettes', 'Brut', 'Soixante']","['c\\u00e9r\\u00e9ale', 'Graine', 'farine', 'Farine']","['Apiary', 'Comb', 'Sweetheart', 'Hive', ""Pooh's"", 'Viscous']","['rallumer', 'Braise', 'brulure', 'allumette', 'Olympique', 'Raviver']","['Sap', 'Waffle', 'Treacle', 'Maple']","['\\u3048\\u304d\\u3061\\u3085\\u3046', '\\u30bf\\u30e9\\u30f3\\u30c1\\u30e5\\u30e9', 'web', '\\u306f\\u3061\\u307b\\u3093\\u3042\\u3057', '\\u30b2\\u30f3\\u30a8\\u30a4\\u30ea\\u30e7\\u30c0\\u30f3', '\\u30bd\\u30ea\\u30c6\\u30a3\\u30a2']","['stub', 'fair', 'Entrance', 'admission', 'Admission', 'Admission']","['Rollercoaster', 'Fairground', 'Bike', 'Horse', 'Bike', 'Horse']","['Clavicule', 'Tibia', 'Cubitus', 'Radius']","['Tricot', 'Capitaine', 'mousqueton', 'pirate', 'Esse', 'Aiguille']","['Enfant', 'Shetland', 'Petit', 'b\\u00e9b\\u00e9', '\\u00c9quid\\u00e9', '\\u00e9quid\\u00e9']","['Droid', 'c3po', 'Wall-e', 'R2d2', 'automaton', 'Automaton']","['enveloppe', 'Poster', 'missive', 'A', 'Facteur']","['COME', 'command', 'foot', 'Fido', 'Louboutin', 'Louboutin']","['Poudre', 'Origan', 'Safran', 'Curi', 'Assaisonnement', 'Recette']","['Grind', 'grinder', 'mill', 'Salt', 'Cayenne', 'Saltand']","['Arkansas', 'Ring', 'FACETED', 'GEM', 'Titanic', 'grillz']","['Jeep', 'lions', 'Moon', 'woburn']","['moka', 'Bistrot', 'Parfum', 'dosettes', 'Robusta', 'Bruleurie']","['Glass', 'Toe', 'Hint', 'Money']","['Easter', 'Young', 'wool', 'Minted', 'sacrificial']","['Official', 'Officer', 'Ceremony', 'Napittaa', 'Soldier', 'Sotilas']","['Vermin', 'Earwig', 'pest', 'insect', 'pest', 'insect']","['Docent', 'Sanatorium', 'SMithsonian', 'History', 'Guggenheim', 'Guggenheim']","['Tug', 'Sail', 'Titanic', 'Fishing']","['Tiger', 'Simba', 'King', 'Predator', 'Tamer', 'Proud']","['Mario', 'Terrestre', 'Etoiles', 'interstellaire']","['Thermostat', 'Enforcement', 'Sun', 'Wave']","['Knot', 'Windsor', 'shoelaces', 'Shoelaces']","['Corps', 'Dove', 'Contentment', 'banner', 'Prize', 'Out']","['Vaccin', 'Moustique', 'Infirmi\\u00e8re', 'Perforation', 'Aiguille', 'Aiguille']","['Kaulitzband', 'Japanstadt', 'Ghoul', 'Monsterarena']","['Fanons', 'Bleue', 'Pinocchio', 'Jonas', 'Soutien-gorge', 'Poisson']","['RTL', 'd\\u00e9part', 'Sacoche', 'Bagage', 'Bagage', 'Bagage']","['jacques', 'Noix', 'protection', 'Calim\\u00e9ro', 'St-Jacques', 'Saint-Jacques']","['...Ganele', 'Frau', '23', 'Grammy', 'Sengerin', 'S\\u00e4ngerin']","['salt', 'habanero', 'condiment', 'spicy']","['pizza', 'half', '15', '15minutes']","['Beer', 'Tree', 'Anchor', 'Beginning', 'cause', 'ginseng']","['Jaune', 'Colis', 'D\\u00e9m\\u00e9nagement', 'd\\u00e9m\\u00e9nagement', 'D\\u00e9m\\u00e9nagement']","['Mouth', 'Policeman', 'block', 'Defend', 'Protect', 'Security']","['Bird', 'KungFu', 'karate', 'kick']","['Titanic', 'ship', 'Killer', 'killer']","['Furry', 'bear', 'Two-toned', 'two-tone']","['Cashew', 'Brazil', 'squirrel', 'treat']","['Crimson', 'and', 'lucky', 'irish']","['Mean', 'Girls', 'kardashian', 'face']","['Dish', 'Liquid', 'sudsy', 'clean']","['Miniature', 'Prep', 'my', 'job']","['Great', 'desire', 'fruit', 'love']","['Engagement', 'gold', 'circus', 'perimeter']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['Geometric', 'Scheme', 'Geometry', 'Khufu', 'Tomb', 'Egypt']","['Shoestring', 'Animal', ""McDonald's"", 'Potato']","['blades', 'chopper', 'Huey', 'Lynx']","['Edison', 'UV', 'Incandescent', 'Night', 'Wave']","['in-point', 'Trunk', 'file', 'Basket', 'court', 'Pencil']","['Franklin', 'genbu', 'turtle', 'galapagos', 'Galapagos']","['Full', 'Square', 'Door', 'Terraced', 'Home', 'Home']","['3D', 'square', 'rubik', '^3']","['Blur', 'wonderwall', 'Tropical', 'Puit', 'Isgood', 'isgood']"
Mystery Word,Sock,Box,Mouton,Karate,Tente,Bracelet,Chip,Lock,Cup,Vampire,Ninja,Perfume,Slide,Doctor,Fries,Triathlon,Diamant,Bl\u00e9,Honey,Flamme,Syrup,Spider,Ticket,Ride,Os,Crochet,Poney,Robot,Lettre,Heel,\u00c9pice,Pepper,Diamond,Safari,Caf\u00e9,Tip,Lamb,Uniform,Cockroach,Museum,Boat,Lion,Galaxie,Heat,Tie,Peace,Piq\u00fbre,Tokio,Baleine,Valise,Coquille,Adele,Pepper,Quarter,Root,Carton,Guard,Crane,Iceberg,Panda,Nut,Clover,Plastic,Soap,Painting,Passion,Ring,Vegetable,Pyramid,Fries,Helicopter,Light,Case,Tortoise,House,Cube,Oasis
Guess,Socks,Box,Mouton,Karate,Tente,Cigarette,Chip,Close,Cup,Vampire,Ninja,Perfume,Slide,Doctor,fries,Triathlon,Diamant,Pain,Honey,Flamme,syrup,spider,Ticket,Ride,Jambe,Crochet,Agneau,Robot,Lettre,,Epice,Pepper,diamond,Safari,Caf\u00e9,Pochacco,Lamb,uniform,pest,Museum,Boat,lion,Galaxie,,Tie,,Piqure,Tokyo,Baleine,valise,Casque,,sals,,,Poste,guard,Crane,Lifeboat,Grizzly,Nut,Clover,Cosmetics,Soap,Paint,Passion,Ring,Vegetable,Pyramid,Fries,helicopter,Light,Case,Tortoise,House,Cube,oasis
