ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52
Table Number,512566523,512633377,512094068,511898063,511287549,511070791,511241613,510522677,510564854,510605123,510414292,510302310,510212466,509994524,509979754,509545345,509928461,509624361,509693967,509135610,509261737,508968080,508999573,508908555,508740938,508761165,508116165,507789430,507334076,507221262,507052086,505741993,506435502,505623552,505196983,504721368,504876059,502033632,500892294,497475123,493769667,493662581,489469138,488379380,480055062,443775902,422619886,420552674,405054016,343894377,338553253,319065151
Move,['9'],['12'],['27'],['41'],['41'],['10'],['51'],['16'],['68'],['31'],['57'],['47'],['92'],['46'],['38'],['59'],['60'],['49'],['30'],['71'],['92'],['36'],['12'],['50'],['36'],['83'],['66'],['62'],['73'],['26'],['81'],['65'],['76'],['66'],['82'],['67'],['24'],['107'],['101'],['383'],['57'],['49'],['390'],['79'],['404'],['2373'],['687'],['763'],['2207'],['2728'],['1921'],['441']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode
Speed,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only
Language,Français,English,Deutsch,English,English,English,English,English,Deutsch,Français,English,English,English,Français,Deutsch,Deutsch,English,English,Deutsch,English,English,English,English,Deutsch,English,Français,English,English,English,Français,English,English,English,English,English,Français,English,English,English,English,English,English,Français,Français,Deutsch,Français,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['beaut\\u00e9', 'boum', 'Vin', 'Wow', 'Poudre', 'Bertha']","['water', 'snow', 'Winter', 'Hill', 'Mountain', 'Lift']","['Deckel', 'Frisur', 'Herdplatte', 'K\\u00fcchenartikel', 'Edelstahl', 'Kochgef\\u00e4\\u00df']","['Shrine', 'Jewish', 'Worship', 'Guardian']","['factory', 'Tubing', 'sherlock', 'Half', 'half']","['monarch', 'winged', 'cocoon', 'caterpillar']","['lustre', 'earring', 'Jewel', 'osyters', 'Spherical', 'Birthstone']","['Range', 'Jumbo', 'Denali', 'Thunder', 'goat']","['Land', 'Valparaiso', 'Pinochet', 'S\\u00fcdamerika', 'Santiago', 'Santiago']","['Gavarnie', 'Bazard', 'Piste', 'Jongleurs', 'Chapiteau', 'Clown']","['little', 'equine', '\\u00c2ne', '\\u00c9talon', 'neigh', 'small']","['archfiend', 'Shyamylan', 'satan', 'hell', 'evil', 'Beelzebub']","['Pack', 'Dog', 'Hound', 'Spider', 'beo-', 'Wood']","['Glace', 'G\\u00e2teau', 'Sucr\\u00e9', 'Repas']","['Floh...', 'Wiener', 'Ball', 'F\\u00fcnfundsiebzigprozentschwof']","['Hochland', 'Alpen', 'T\\u00e4ler', 'Schweiz']","['Mutton', 'Wolf', 'Flock', 'Wool', 'shaun', 'Shaun']","['Face', 'Alarm', 'perpetual', 'hourglass', 'Grandfather', 'Cuckoo']","['Blut', 'Stoker', 'Transsilvanien', 'Knoblauch', 'Sarg', 'Fangz\\u00e4hne']","['Tarantula', 'arachnid', 'Widow', 'Widow']","['Metamorphosis', 'knife', 'Insect', 'Monarch', 'Chrysalid', 'Chrysalis']","['Me', 'dayo', 'minions', 'Belafonte', 'curved', 'yellow']","['Mormon', 'Burn', 'skedaddle', 'reserve', 'Cook', 'Yellow']","['schwarzbraun', 'Haselnuss', 'Enzian', 'S\\u00e4nger', 'Sonnenbrille', 'Sonnenbrille']","['Saturday', 'Night', 'Hot', 'Infection', 'rush', 'pyrexia']","['Chenipan', 'chrysalide', 'Urticante', 'red\\u00e9marre']","['Megan', 'Sourgrapes', 'news', 'Coyote']","['lower', 'Storage', 'Brief', 'enclosure', 'Sherlock', 'Attach\\u00e9']","['restaurant', 'Dinner', 'Corn', 'Happy', 'plan', 'Eating']","['Coca\\u00efne', 'canon', 'Cafe', 'Laver']","['pace', 'bob', 'Slobbery', 'Shell', 'Shell']","['Chantrel', 'porcini', 'Fungi', 'cap', 'Chanterelle', 'chanterelle']","['Stone', 'Liberty', 'Commemorating']","['cat', 'stripes', 'striped', 'lion', 'Tigger', 'tigger']","['Flight', 'Commander', 'captain', 'license', 'Honda']","['Montb\\u0117liarde', 'Meuh', 'Ruminante', 'G\\u00e9nisse', 'Qui-rit', 'Taureau']","['flowing', 'water', 'Amazon', 'Mississippi', 'Rapids', 'Pocahontas']","['Wrap', 'Spiderling', 'Sticky', 'Metamorphosis', 'Movie']","['Santa', 'butter', 'snickerdoodle', 'Biscuit', 'Oreo', 'Oreo']","['point', ""Queen's"", 'dog', 'protect', 'PROTECTION', 'Protector']","['Arachnid', 'Widow', 'Charlotte', 'Charlotte']","['Computer', 'LCD', 'Fly', 'Genetic', 'Oled', 'Spf50']","['Chaussures', 'Achile', 'Achille', 'achille', 'Achille', 'Achille']","['Porcelaine', 'baigneur', 'Corolle', 'vaudou', 'Matriochka']","['Sprossentreppe', 'Wandhochkommger\\u00e4t', 'Vielzusagenhabender', 'sprossenbesitzend', 'Sprossen', 'Holmen']","['film', 'hitler', 'd\\u00e9gringolade', 'Rome']","['Magic', 'Stick', 'hat', 'Hand']","['bikini', 'beach', 'burkini', 'clothing', 'fastskin', 'outfit']","['Keg', 'Protein', 'talcum', 'baby']","['Backyard', 'Book', 'Tinkerbell', 'Godmother']","['Hogwarts', 'Moat', 'Neuschwanstein', 'palace', 'Fortress']","['segona', 'mundial', 'Succession', '1714']"
Mystery Word,Canon,Ski,Topf,Temple,Pipe,Butterfly,Pearl,Mountain,Chile,Cirque,Pony,Devil,Wolf,Dessert,Walzer,Berge,Sheep,Clock,Dracula,Spider,Butterfly,Banana,Book,Heino,Fever,Chenille,Fox,Case,Meal,Poudre,Snail,Mushroom,Statue,Tiger,Pilot,Vache,River,Cocoon,Cookie,Guard,Spider,Screen,Talon,Poup\u00e9e,Leiter,Chute,Wand,Swimsuit,Powder,Fairy,Castle,War
Guess,Canon,Ice,Topf,Temple,rubber,butterfly,Pearl,mountain,Chile,Cirque,Pony,Devil,Wolf,Dessert,Walzer,Gebirge,Sheep,Clock,vampir,Spider,Butterfly,Banana,Book,Heino,fever,Chenille,immigrant,Case,birthday,Poudre,ice,Mushroom,,Tiger,Pilot,Vache,river,cocoon,Cookies,Guard,Spider,Screen,Talon,Poup\u00e9e,Handlauf,chute,Wand,Swimsuit,powder,Fairy,Castle,war
