ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58
Table Number,529290784,529699316,529402801,529245447,528740443,528890370,528930435,528744596,528595451,528591151,528596751,527754035,528415366,528056949,527469878,527920054,527850814,527747818,527080808,527046211,527029597,526594990,525807648,526358735,525733903,525738113,525120736,523630319,523793465,523602163,523603195,523390049,523508263,522983864,522581498,522043003,521679955,521576994,520391399,519082979,517973951,517095134,517039024,515518017,513316968,508761165,507812897,508116165,496712411,489266717,480162112,431028877,431028987,426921218,422619886,420552674,402108912,381826421
Move,['7'],['7'],['9'],['6'],['39'],['30'],['80'],['73'],['6'],['6'],['6'],['8'],['16'],['27'],['25'],['30'],['19'],['37'],['67'],['72'],['5'],['47'],['31'],['75'],['35'],['58'],['89'],['93'],['85'],['43'],['83'],['35'],['54'],['42'],['49'],['5'],['41'],['11'],['21'],['94'],['17'],['185'],['35'],['31'],['88'],['249'],['91'],['75'],['477'],['37'],['45'],['1303'],['1372'],['938'],['752'],['861'],['1678'],['964']
Mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode
Speed,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 4 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only
Language,Français,English,English,Français,English,English,English,English,English,English,English,English,Français,English,English,Français,English,English,English,English,English,English,English,English,Français,Français,Français,English,English,Français,Français,English,Français,English,English,English,Français,English,English,Français,English,Français,English,Français,English,Français,English,English,English,English,English,English,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Bougie', 'f\\u00eate', 'Naissance', 'Naissance']","['clovece', 'toto', 'Doskova', '\\u0161ach']","['pipes', 'dark', 'tailor', 'Pungent', 'rats', 'Mend']","['crancre', 'oreilles', 'bonnet', 'braiement', 'Baudet', 'Mulet']","['Vixen', 'Puma', 'Feline', 'Mountain', 'Rawr', 'Town']","['Waldorf', 'Monopoly', 'Hilton', 'Bed', 'transylvania', 'Holiday']","['chodidlo', 'kost', 'Lodi\\u010dky', 'Vysok\\u00e9', 'Noha', 'Dupot']","['Cir', 'cle', '2pair', 'paid']","['now', 'current', 'tense', 'happening', 'birthday', 'gifts']","['fancy', 'wedding', 'Twirl', 'Sparkly', 'Dragqueen', 'garb']","['Isosceles', 'Pythagoras', 'Three', 'Geometry', '180', 'degrees']","['R2-D2', 'WALLE', 'Cylon', 'Artificial', 'AI']","['Fouett\\u00e9e', 'Hydratante', 'Hydratante']","['rod', 'Line', 'Bait', 'Lure', 'Lure', 'Bait']","['Venue', 'Movie', 'Drama', 'shakespeare', 'Broadway']","['Cruche', 'Outre', 'Niaise', 'Barbara']","['cut', 'Gem', 'C', 'Mine', 'blood', 'Loupe']","['undergrown', 'Sneezy', 'Red', 'Moria', 'Seven', 'hobbit']","['Dijon', 'Hotdog', 'Condiment', 'Yellow', 'spicy', 'Seed']","['Rodent', 'Jerry', 'You', 'Dirty', 'Informer', 'Sewer']","['spare', 'reaps', 'weapon', 'fish']","['Venomous', 'Nevada', 'Invertebrate', 'Desert', 'Sting', 'November']","['finale', 'over', 'beginning', 'opposite', 'finish', 'book']","['pygmy', 'Mutton', 'Curry', 'cheese', 'kid', 'moron']","['aube', 'Martin', 'martin', 'Martin']","['H\\u00e9bergement', 'Chambre', 'Vacances', 'Vacances']","['Ombrelle', 'Poppins', 'cherbourg', 'Cherbourg', 'Poppins']","['frightening', 'thunderstorm', 'electrostatics', 'Zeus', 'Zigzag', 'Thor']","['Paste', 'off', 'Hair', 'bristle', 'groom', 'paint']","['Groupama', 'pr\\u00e9nom', 'Clafoutis', 'Paire', 'griotte', 'rouge']","['Bourgeon', 'abeilles', 'hibiscus', 'rose', 'Bouquet', 'lys']","['Ofthrones', 'Video', 'Bandido', 'Yahtzee']","['incendie', 'foret', 'Pompier', 'Fesses', 'Artifice', 'Fumer']","['AI', 'Human', 'C-3PO', 'humanoid', 'Gundam', 'R2D2']","['blowhole', 'Miami', 'Flipper', 'Marino', 'Marino']","['Tail', 'Ride', 'Eeor', 'Grandad']","['Club', 'Tee', 'Tee', 'Green', 'Green']","['Rail', 'watch', 'Protect', 'protect']","['Choochoo', 'track', 'Transport', 'Rails', 'Shinkansen', 'rer']","['Sel', 'Sauce', '\\u00c9pice', 'gris', 'Seichuan', 'Setchouan']","['sea', 'Flat', 'ship', 'magain', 'Yacht']","['Diad\\u00e8me', 'Dent', 'Reine', 'Chapeau']","['graduation', 'Bundt', 'Wedding', 'Antoinette']","['Bebe', 'Diminutive', 'Cire', 'Barbie', 'jouet', 'Jouet']","['Psychic', 'Lestat', 'fangs', 'Bat', 'Diaries']","['Prison', 'Paix', 'But', 'Prot\\u00e8ge']","['head', 'safety', 'Hard', 'bike', 'Protection', 'Protection']","['Nutmeg', 'Cinnamon', 'Cinnamon']","['zippo', 'bic', 'Fluid', 'Helium', 'Heavier', 'whiter']","['crossword', 'Printed', 'Headline', 'Journalist']","['Shamu', 'Orca', 'moby', 'dick', 'Fishy', 'Baluga']","['shackles', 'connect', 'prison', 'slave', 'Link', 'Necklace']","['Club', 'tail', 'Shetland', 'Shetland']","['Wizards', 'Weapon', 'Magic', 'Stick']","['Long', 'Triple', 'Boing', 'woohoo']","['device', 'earphone', 'soundbar', 'talker', 'talker', 'talker']","['University', 'PhD', 'McGonagall', 'Emmet', 'college', 'college']","['collar', 'beads', 'choker', 'choker']"
Mystery Word,Anniversaire,Game,Sewer,\u00c2ne,Cougar,Hotel,Heel,Circle,Present,Dress,Triangle,Robot,Cr\u00e8me,Fishing,Theater,Gourde,Diamond,Dwarf,Mustard,Rat,Spear,Scorpion,End,Goat,Matin,H\u00f4tel,Parapluie,Lightning,Brush,Cerise,Fleur,Game,Feu,Robot,Dolphin,Donkey,Golf,Guard,Train,Poivre,Sail,Couronne,Cake,Poup\u00e9e,Vampire,Gardien,Helmet,Spice,Lighter,Newspaper,Whale,Chain,Pony,Wand,Jump,Speaker,Professor,Necklace
Guess,anniversaire,Hra,sewer,\u00c2ne,lion,Hotel,Shoes,circle,present,Gown,Math,Robot,Cr\u00e8me,Fishing,Theatre,Na\u00eff,Diamond,Dwarf,Mustard,Rat,fishing,scorpion,Ending,,cr\u00e9puscule,hotel,Parapluie,lightning,,Cerise,Fleur,Game,feu,Robot,dolphin,Donkey,Golf,,train,Poivre,sail,Couronne,cake,Poup\u00e9e,vampire,Gardien,Helmet,Spice,lighter,Newspaper,whale,chain,,wand,Juice,Speaker,Professor,Shirt
