ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55
Table Number,591908513,591846555,591439679,590824725,590226956,590062238,589664090,588997196,589854547,589841119,589780936,589566436,588554150,588839701,588710658,587711332,588625629,588062969,588342799,588484947,588191479,587756766,586514631,586525720,585953739,585558542,583762506,581067387,581767722,581442718,578083576,577852826,576920182,577180892,576762350,571815545,570734438,569169544,567969300,555624853,551312356,550187728,546837128,543879156,542849457,527775627,516738278,493972187,481212678,466081205,464921867,417255169,381826421,336562502,317609821
Move,['15'],['19'],['47'],['9'],['34'],['42'],['43'],['88'],['27'],['22'],['47'],['28'],['18'],['65'],['65'],['37'],['67'],['29'],['69'],['36'],['49'],['52'],['84'],['92'],['32'],['64'],['49'],['112'],['9'],['163'],['76'],['50'],['10'],['91'],['26'],['90'],['38'],['217'],['303'],['76'],['609'],['450'],['498'],['267'],['1297'],['1032'],['1727'],['861'],['401'],['786'],['788'],['3177'],['1108'],['2407'],['2540']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,Français,English,Français,English,English,Français,Deutsch,Deutsch,Français,English,Français,Français,English,English,English,English,English,Français,Français,Deutsch,English,Français,English,English,Deutsch,English,English,English,English,English,English,Français,English,Français,English,English,English,English,English,English,Français,Français,Français,Français,English,English,English,English,English,English,English,English,English,Français,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Table', 'Queue', 'Bleu', 'Francais']","['tubo', 'Jabon', 'espuma', 'Champ\\u00fa', 'Ducha', 'Ducha']","['Bonnet', 'Shrek', 'Cr\\u00e8che', '\\u00c9quid\\u00e9', 'T\\u00eatu', 'T\\u00eatu']","['Rook', 'Carlsen', 'king', 'boxing', 'Board', 'board']","['Math', 'Procedure', 'Mission', 'Surgery', 'Surgery', 'Surgery']","['Mouillage', 'Vaisseau', 'jeter', 'marin', 'Arr\\u00eater', 'Port']","['Trump', 'Macron', 'Wulff', 'Lincoln', 'Lincoln']","['rasieren', 'haarlos', 'Tonsur', 'haarlos', 'Tonsur', 'Haarausfall']","['Grippe', 'Covid', 'Maladie', 'Gastro']","['African', 'trip', 'Tata', 'Chocolate']","['Magasin', 'Cher', 'Citi', 'Rompoyn']","['Combo', 'Azay-le-Rideau', 'Cartes', 'Versailles']","['Ninja', 'Ninjaturtle', 'Turtles', 'Manhole', 'Rats', 'Killercroc']","['Rembrandt', 'Monet', 'Cave', 'Art', 'watercolor', 'Vermeer']","['Masturbate', 'Curtain', 'Bath', 'Golden']","['Klaun', '\\u010cerven\\u00fd', 'Chlpy', 'Sople', 'pinokio', 'dlh\\u00fd']","['Yule', 'Brrr', 'Twelveth', 'month', 'Month', 'Month']","['Troph\\u00e9e', 'Coiffe', 'Graal', 'champagne', 'champagne', 'Champagne']","['Festif', 'Fl\\u00fbte', 'Luxe', 'Bulle', 'Nouvelan']","['Lava', 'tanzaufdem', 'Island', 'Island']","['band', 'Stick', 'magic.', 'Staff', 'wooden', 'Wizard']","['Paires', 'sosies', 'Identiques', 'identiques']","['nappy', 'Diaper', 'Teeth', 'Newborn', 'Preemie', 'blue']","['Puppet', 'clothing', 'Foot', 'Sleeve', 'santa', 'Feet']","['neunundneunzig', 'getr\\u00e4umt', 'Deutsch', 'Jury', '99', 'Luftballons']","['Pour', 'Flavoring', 'Waffle', 'Dressing', 'Pancakes', 'Pancake']","['Owls', 'synagogue', 'Shaolin', 'worship', 'Shirley']","['Klezmer', 'concertmaster', '5th', 'Igudesman', 'fiddle', 'fiddle']","['Winner', 'award', 'bronze', 'Olympics', 'Olympic', 'olympic']","['007', 'Espionage', 'Bond', 'Mole']","['Cumulonimbus', 'Condensation', 'puffy', 'rain', 'fluffy', 'Fluffy']","['Cochon', 'Th\\u00e9', 'Abri', 'Maison', 'Bateaux', 'Bateau']","['Mug', 'goblet', 'Saucer', 'coffee', 'Jockstrap']","['tuichi', 'George', 'Liane', 'Mowgli']","['kleenex', 'Therapist', 'Soft', 'Mucus', 'Skin', 'Apchi']","['Prick', 'Wasp', 'bee', 'Mosquito']","['Fouton', 'Leather', 'Potato', 'Pull-Out', 'Sofa', 'Sofa']","['Grocery', 'Bean', 'Grow', 'Professor']","['Crease', 'island', 'Olive', 'Sugar', 'Tropical']","['Squares', 'hot', 'white', 'brown', 'fountain', 'Strawberry']","['Paradis', 'Marelle', 'Sommet', 'Soleil', 'Nuage', 'Nuage']","['Roscoff', 'Legume', 'Pleurer', 'Burger', 'Rouge', 'Rouge']","['Baleine', 'Marteau', 'poisson', 'jaws']","['coron', 'grisou', 'Mines', 'Charbon', 'Majeur', 'Majeur']","['Machine', 'Hula', 'Skyscrapers', 'Construction', 'Bird', 'Bird']","['We.share.this.cell', 'Pinky', 'AlexIsGonnaSay.Smooth', 'rot', 'Single.cell']","['Vasa', 'Building']","['Magritte', 'Sewer', 'Popeye', 'Smoke', 'Tube', 'tube']","['Sheep', 'Socks', 'lamb', 'fiber', 'Lanolin', 'Steel']","['Bread', 'Grain', 'From', 'Chaff']","['Egg', 'Resident', 'Baby', 'Hen']","['Netting', 'Sucker', 'Bite', 'Blood', 'Malaria', 'Malaria']","['Monopoly', 'venison', 'pheasant', 'Board']","['Baignoire', 'Laver', 'bain', 'salle', 'Lavage', 'Matin']","['Kraken', 'Octopode', 'Ursula', 'Cephalopode', 'animal', 'Poulpe']"
Mystery Word,Billard,Gel,\u00c2ne,Chess,Operation,Ancre,Pr\u00e4sident,Glatze,Virus,Safari,Carrefour,Ch\u00e2teau,Sewer,Painting,Shower,Nose,December,Coupe,Champagne,Vulkan,Wand,Jumelles,Baby,Sock,Nena,Syrup,Temple,Violin,Medal,Spy,Cloud,Port,Cup,Jungle,Tissue,Sting,Couch,Sprout,Palm,Chocolate,Ciel,Oignon,Requin,Mineur,Crane,Brain,Museum,Pipe,Wool,Wheat,Chick,Mosquito,Game,Douche,Pieuvre
Guess,billard,Gel,\u00c2ne,Chess,impossible,ancre,Pr\u00e4sident,Glatze,Virus,safari,Carrefou,Chateau,Mutant,Painting,Shower,Nose,december,Coupe,champagne,Vulkan,Wand,Jumeaux,Baby,Sock,Nena,maple,temple,Violin,medal,Spy,Cloud,cabane,,Jungle,Tissue,Sting,Couch,Sprout,,chocolate,Ciel,oignon,Requin,Nord,Crane,Brain,Museum,Boat,Wool,Wheat,Chick,Mosquito,Game,Toilette,pieuvre
