ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54
Table Number,515176359,514707951,514643573,514329376,514565841,514381694,514339808,514056553,513973547,513932460,513796379,513617556,513603313,513316968,513478581,513416918,513106138,513078720,512810444,512757859,512227419,511757036,511154351,510920367,511194442,510539771,510466742,510218293,510269410,509980948,509624361,508273744,508602575,508619100,507812897,508161670,508116165,507088910,507832390,507064247,507052086,505741993,504783443,505196983,505313146,504721368,504876059,498936864,494478774,493769667,488379380,363390977,343894377,317609821
Move,['6'],['7'],['18'],['14'],['28'],['41'],['27'],['44'],['30'],['18'],['54'],['72'],['12'],['16'],['36'],['37'],['36'],['55'],['12'],['43'],['66'],['18'],['91'],['25'],['44'],['53'],['58'],['67'],['33'],['92'],['73'],['75'],['110'],['58'],['27'],['42'],['66'],['72'],['27'],['99'],['103'],['65'],['31'],['83'],['92'],['67'],['24'],['42'],['766'],['57'],['79'],['1873'],['2747'],['1936']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode
Speed,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,English,Français,Français,English,Français,Français,Deutsch,English,English,English,English,Deutsch,Français,English,English,English,English,English,English,English,English,English,Français,English,English,English,Français,Français,English,English,English,Deutsch,English,English,English,Français,English,English,English,English,English,English,English,English,English,Français,English,Français,English,English,Français,English,English,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Infinite,Infinite
Clues,"['map', 'legend', 'Unlocking', 'Implement', 'Padlock', 'Open']","['\\u00c9lys\\u00e9e', 'Royaume', 'Royal', 'R\\u00e9sidence']","['Serrure', 'Verrou', 'sol', 'Vo\\u00fbte', 'Allen', 'Passe-partout']","['Dust', 'cake', 'disolvable', 'Granular']","['ouvrier', 'Nord', 'charbon', 'Charbon']","['Caf\\u00e9', 'Bizarre', 'Plante', 'Fleur']","['Konterfeiheft', 'Meta', 'blauwei\\u00df', 'Millennialplattform']","['talking', 'colourful', 'Animal', 'Pirate', 'Pirate', 'Animal']","['Forest', 'acid', 'pouring', 'umbrella', 'Shower', 'showers']","['Tune', 'Concert', 'Band', 'plays', 'jamboree', 'polka']","['salt', 'Jalapena', 'spice', 'grinder', 'ground', 'Ground']","['Alpinsport', 'Berge', 'Sicherungsleine', 'Muskelkraft']","['Nourriture', 'Chimpanz\\u00e9', 'Fruit', 'Mario', 'Aliments', 'Babouin']","['Earring', 'dean', 'Swine', 'Bead', 'Wisdom']","['band', 'stretch', 'Link', 'tape', 'Stretchable', 'stretchable']","['hole', 'tinker', 'Wall', 'Handsome']","['Bun', '375', 'Double', 'Convection', 'furnace', 'cake']","['Breakfast', 'chipolata', 'Vienna', 'wiener', 'Links', 'Hotdog']","['Jessica', 'hutch', 'Peter', 'Bunny', 'Tophat', 'Magician']","['Wool', 'Clippers', 'Hedge', 'Sharp']","[""FairyJuice's"", 'avatar', 'finger', 'sock', ""ventriloquest's"", 'prop']","['Head', 'Bathe', 'Waterfall', 'Indoors', 'april', 'baby']","['gainsbourg', 'russe', 'poumon', 'nicotine', 'Fum\\u00e9e', 'Fum\\u00e9e']","['Unleaded', 'Premium', 'propellant', 'acetylene', 'station', 'fumes']","['Stardust', 'Belagio', 'Vegs', 'Vegas']","['palmeras', 'avion', 'Oasis', 'ilusion', 'Alucinaci\\u00f3n', 'Alucinaci\\u00f3n']","['Arc', 'Ville', 'Plusieurs', 'Ciel', 'sur', 'ciel']","['Eclair', 'Statique', 'Pikachu', '\\u00c9l\\u00e9ment', 'Watt', 'Energie']","['Camoflauge', 'Outdoor', 'Person', 'food', 'Tracking', 'tracking']","['jacobs', 'Stool', 'Tights', 'Chutes', 'Step', 'Ball']","['Book', 'Dog', 'rear', 'dead', 'The', 'Finale']","['Japan', 'Tezuka', 'Bildergeschichten', 'Comic', 'Mila']","['umbrella', 'sunshade', 'Shade', 'shade', 'Lacy', 'Lace']","['Howard\\u2019s', 'Lands', 'rear', 'rear']","['zsclub', 'Zosan', 'Connection', 'discord', 'discord', 'Discord']","['manta', 'Fesses', 'Fente', 'poisson', 'Mantha', 'Poisson']","['Megan', 'Sourgrapes', 'news', 'Coyote']","['Rolling', 'Pictures', 'celluloid', 'analogue', 'hollywood', 'acting']","['cease', 'backside', 'Epilogue', 'Acknowledgments']","['Blow', 'Unicorn', 'French', 'french', 'Unicorn', 'French']","['Clean', 'Dishes', 'bob', 'bob', 'Bob']","['Chantrel', 'porcini', 'Fungi', 'cap', 'Chanterelle', 'chanterelle']","['Cooker', 'Fan', 'Hot', 'Cooking']","['Flight', 'Commander', 'captain', 'license', 'Honda']","['episode', 'volumes', 'sequence', 'Netflix', 'Mini', 'Narnia']","['Montb\\u0117liarde', 'Meuh', 'Ruminante', 'G\\u00e9nisse', 'Qui-rit', 'Taureau']","['flowing', 'water', 'Amazon', 'Mississippi', 'Rapids', 'Pocahontas']","['Chasseur', 'poisson', 'Martin', 'martin']","['Fountain', 'tulips', 'season', 'Cleaning', 'Slinky']","['Arachnid', 'Widow', 'Charlotte', 'Charlotte']","['Porcelaine', 'baigneur', 'Corolle', 'vaudou', 'Matriochka']","['Mimicker', 'Gecko', 'Colors', 'Shapeshifter', 'Lizard']","['Fish', 'Eggs', 'Fish', 'Eggs']","['casper', 'drap', 'Poltergeist', 'Op\\u00e9ra', 'Op\\u00e9ra', 'OP\\u00e9ra']"
Mystery Word,Key,Palais,Cl\u00e9,Powder,Mineur,Grain,Facebook,Parrot,Rain,Music,Pepper,Klettern,Banane,Pearl,Elastic,Stud,Oven,Sausage,Rabbit,Shears,Puppet,Shower,Cigarette,Gas,Casino,Mirage,Corde,\u00c9lectricit\u00e9,Hunter,Ladder,End,Manga,Parasol,End,Server,Raie,Fox,Film,End,Horn,Sponge,Mushroom,Oven,Pilot,Series,Vache,River,P\u00eacheur,Spring,Spider,Poup\u00e9e,Chameleon,Caviar,Fant\u00f4me
Guess,Key,Palais,Cl\u00e9,powder,Lutins,Graine,Facebook,Parrot,Rain,Music,Pepper,Klettern,Banane,pearl,rubber,,Oven,,Rabbit,Shears,puppet,Shower,cigarette,Gasoline,casino,Desert,Monument,\u00c9lectricit\u00e9,,ladder,End,Manga,Canopy,end,Crew,Raie,immigrant,Cinema,End,Wind,Washer,Mushroom,fry,Pilot,Series,Vache,river,Pecheur,Spring,Spider,Poup\u00e9e,salamander,Butt,Fant\u00f4me
