ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68
Table Number,464514959,464450775,464429204,464362385,464200781,464181527,464138744,464040283,464019909,463974258,463727546,463560368,463377479,463190359,463080062,463059537,462933673,462900913,462615354,462437977,462272607,461863604,461818753,461774721,461656053,461359677,461120814,460920121,460836511,460820116,460811997,460412871,460163577,460052824,459311164,459279309,459236908,458993207,458774327,458716764,458631532,458478243,458296038,458150207,458063347,458069807,458018463,455303315,454896238,454586755,453839362,450455144,449955800,449145581,446155644,444471586,443775902,443300228,442523856,441488112,431028987,381777020,357001162,344838144,337346134,337138645,323499397,322628136
Move,['20'],['9'],['7'],['16'],['10'],['18'],['13'],['6'],['30'],['36'],['31'],['58'],['40'],['36'],['36'],['6'],['55'],['7'],['46'],['37'],['74'],['37'],['54'],['99'],['102'],['46'],['91'],['83'],['24'],['22'],['84'],['91'],['63'],['102'],['42'],['39'],['65'],['85'],['64'],['19'],['88'],['56'],['63'],['77'],['50'],['84'],['93'],['82'],['104'],['11'],['82'],['86'],['191'],['72'],['36'],['41'],['897'],['74'],['84'],['102'],['488'],['989'],['1799'],['1486'],['3459'],['798'],['4724'],['4183']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode
Speed,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,Français,English,English,English,English,English,Français,English,English,English,English,English,English,English,Français,English,Français,Français,Français,English,English,English,English,Français,Français,Français,Français,English,Français,English,English,English,Français,Deutsch,Français,English,English,Deutsch,English,English,English,English,English,English,English,English,English,English,English,English,Deutsch,English,English,English,English,Français,English,English,English,English,English,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['open', 'unlock', 'Master', 'Skeleton', 'door', 'door']","['Patte', 'Bunny', 'Moutarde', 'Panpan', 'Cr\\u00e9tin', 'Cr\\u00e9tin']","['whiskey', 'Erlenmeyer', 'Portable', 'Bottle']","['Sauce', 'Fry', 'Peter', 'Peter']","['Chain', 'Clasp', 'pearl', 'jewelry']","['Backyard', 'allotment', 'secret', 'Covent', 'Babylon', ""octopus'""]","['puce', 'flea', 'Tasty', 'Snack', 'Poker', 'Frito']","['Pied', 'Chaud', 'Pilou', 'Blanche', 'chemin\\u00e9e', 'No\\u00ebl']","['form', 'Mildew', 'Fury', 'damp', 'Cough', 'Silicone']","['ta-da', 'Blaine', 'conjurer', 'illusionist', 'prestidigitator', 'Copperfield']","['Book', 'Amazon', 'George', 'Baloo', 'Mowgli', 'Mowgli']","['Chief', 'Biden', 'head', 'government']","['Swing', 'Happygilmore', 'Ping', 'Birdie']","['Gregorian', 'Aztec', 'Vinny', 'Firefighter', 'Personalized', 'Months']","['Apple', 'Woods', 'freshener', 'seed', 'Cone', 'evergreen']","['MaineCoon', 'minou', 'F\\u00e9lix', 'miaulement', 'Pott\\u00e9', 'Goutti\\u00e8re']","['Flint', 'moon', 'Spark', 'Heavier', 'Butane', 'Butane']","['crabe', 'Caisse', 'Percussion', 'baguettes']","['M\\u00e2t', 'Bateau', 'Hijab', 'Planche', 'vapeur', 'Vapeur']","['Humour', 'Dr\\u00f4le', 'Film', 'Film']","['tooth', 'comb', 'Leaves', 'Paint', 'sweep', 'hair']","['talker', 'Sonos', 'loud', 'Lectern', 'subwoofer', 'Subwoofer']","['base', 'underlying', 'plant', 'nutrition', 'Cause', 'ANBU']","['mattress', 'Boing', 'Xidit', 'Slinky', 'Rolls', 'Summer']","['Pompier', 'S\\u00e9bastien', 'Coppenhague', 'Envouteuse', 'Ariel', 'Ambulance']","['flou', '\\u00c9cume', 'Surf', 'ocean', 'Oc\\u00e9an', 'Surf']","['biberon', 'couches', 'Naissance', 'Layette']","['Suzette', 'galette', 'farine', 'Aplati', 'Blini', 'Chandler']","['slots', 'Tables', 'Royale', 'Roulette', 'royale', 'Roulette']","['Outil', 'Anctil', 'Feuilles', 'Feuille']","['Mummy', 'Gettysburg', 'Artifacts', 'Ticket', 'Exhibition', 'History']","['saw', 'ulna', 'Ivory', 'broth', 'Metatarsal', 'Tibia']","['Green', 'Bartlett', 'Bulbous', 'Fruit', 'Apple', 'Bosc']","['allocution', 'CAC', 'Bourbon', 'Testicule', 'Testicule', 'Testicule']","['Amt', 'Reagan', 'nixon', 'clinton', 'Erdogan', 'Orban']","['groupe', 'Son', 'Bono', 'Copains', 'raidit', 'Gaze']","['Soccer', 'Dodge', 'Foos', 'Dance', 'volley', 'volley']","['tool', 'jack', 'MC', 'sledge']","['\\u00d6sterreich', 'Amadeus', 'Sprechgesang', 'Greifvogel', 'Mutter-der-mann-mit-dem-koks', 'Komissar']","['Freshwater', 'Oyster', 'Clam', 'Necklace', 'Necklace', 'Necklace']","['soup', 'candle', 'carve', 'Smashing', 'Melon', 'Halloween']","['cattle', 'fields', 'Agriculture', 'Land', 'Sheep', 'Crops']","['forest', 'jungle', 'deer', 'catcher', 'Irwin', 'Crocodile']","['surface', 'coffee', 'Desk', 'chairs', 'Chair']","['Fungi', 'porcini', 'Toadstool', 'Toadstool']","['Course', 'Caddyshack', 'Clubs', 'Tee']","['espionage', 'double', 'Infiltrator', 'Peek', 'Secret', 'Secret']","['round', 'shape', 'Magic', 'Life', 'Ring', 'Ring']","['squeezed', 'Cranberry', 'Fruit', 'Jamba', 'Orange', 'Orange']","['Sliver', 'sickle', 'Moon', 'Pilsbury', 'Shape']","['Relics', 'building', 'Artifacts']","['Fisch', 'Verschlucken', 'verschlucken']","['balls', 'liver', 'swiming', 'Snooker', 'lake', 'Chilling']","['castle', 'master', 'Underneath', 'keep']","['Electrical', 'Tesla', 'Life', 'AAA']","['worst', 'bug', 'Pest', 'Beetle']","['Verre', 'Vue', 'Binocle', 'Vision']","['gang', 'Pirates', 'Board', 'walk', 'Walk', 'Walk']","['Post', 'alphabet', 'Mail', 'mail']","['support', 'Drag', 'Drop', 'Weight', 'Hyperlink', 'milk']","['beachwear', 'Cossie', 'Lifeguard', 'Bikini']","['Issue', 'Trunks', 'Speedo', 'Speedo']","['Up', 'prison', 'pad', 'down', 'Smith', 'smith']","['putter', 'association', 'Discotheque', 'Golf']","['boullion', 'inventory', 'gamestop', 'investment', 'chicken']","['Moby', 'Dick', 'Film', 'Gruby', 'Pinokio', 'Po\\u0142kn\\u0105\\u0142']","['Canap\\u00e9', 'Crudit\\u00e9s', 'charcuterie', 'soup', 'Tapas', 'olives']","['fabric', 'Sailcloth', 'Oil', 'paint', 'Surface']"
Mystery Word,Key,Lapin,Flask,Pan,Necklace,Garden,Chip,Chaussette,Mold,Magician,Jungle,President,Golf,Calendar,Pine,Chat,Lighter,Tambour,Voile,Com\u00e9die,Brush,Speaker,Root,Spring,Sir\u00e8ne,Vague,B\u00e9b\u00e9,Cr\u00eape,Casino,R\u00e2teau,Museum,Bone,Pear,Bourse,Pr\u00e4sident,Bande,Ball,Hammer,Falco,Pearl,Pumpkin,Farm,Hunter,Table,Mushroom,Golf,Spy,Circle,Juice,Crescent,Museum,Gr\u00e4te,Pool,Dungeon,Battery,Cockroach,Lunettes,Plank,Letter,Anchor,Swimsuit,Swimsuit,Lock,Club,Stock,Whale,Appetizer,Canvas
Guess,Key,Lapin,Glass,Saute,Necklace,Garden,Chip,Chausette,Mould,magician,Jungle,President,Golf,Calendar,pine,Chat,Rock,tambour,Voile,com\u00e9die,Brush,Speaker,carbohydrate,spring,Sir\u00e8ne,Vague,B\u00e9b\u00e9,cr\u00eapes,Casino,Rateau,museum,Tusk,pear,Cotation,Pr\u00e4sident,,football,Hammer,Falco,mussel,Pumpkin,Farm,Hunter,table,Mushroom,Golf,Spy,circle,Juice,Crescent,,Gold,Pool,dungeon,Battery,Roach,Lunette,Plank,letter,,Swim,Swim,Jumpsuit,club,Stock,,Appetizer,canvas
