ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59
Table Number,509284498,509050246,509022902,508721495,509014184,508565028,508478814,508505181,508319545,508151957,508181465,508145393,508116165,507982780,507088910,507830160,507294423,506579686,507344519,507298592,506942519,506415747,506959833,506929767,506743895,506554291,505931729,506014207,505231728,505178592,504670748,505424012,505203278,505356470,505172808,505083872,504797672,504721368,504705518,504418328,502794447,503393842,503273217,502911543,502153915,501283844,497577135,493769667,493675456,488379380,484682575,481212678,478910455,464921867,405054016,381777020,374138794,319065151,312552889
Move,['5'],['7'],['9'],['9'],['67'],['12'],['20'],['31'],['32'],['5'],['28'],['27'],['65'],['20'],['18'],['12'],['20'],['59'],['73'],['18'],['55'],['85'],['72'],['65'],['74'],['51'],['41'],['46'],['56'],['25'],['33'],['49'],['73'],['27'],['53'],['62'],['75'],['67'],['84'],['100'],['67'],['65'],['22'],['84'],['73'],['103'],['61'],['57'],['7'],['79'],['98'],['130'],['198'],['82'],['2113'],['1360'],['1584'],['435'],['2277']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Friendly mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,Français,English,English,English,English,English,English,Français,Français,English,English,English,English,English,English,English,English,English,English,English,English,Deutsch,English,English,English,English,Français,English,English,English,English,Français,English,Français,Français,English,Deutsch,Français,Français,Français,English,English,Français,Français,English,English,Français,English,English,Français,English,English,English,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['voltage', 'watt', 'Thomas', 'Edison']","['\\u30d5\\u30a1\\u30f3\\u30c7\\u30a3\\u30f3\\u30b0', '\\u30e2\\u30af\\u30e2\\u30af', '\\u30d1\\u30bd\\u30b3\\u30f3', '\\u30ab\\u30a4']","['Pendant', 'D\\u00e9collet\\u00e9', 'Pearls', 'Jewelry', 'Choker', 'Choker']","['Troll', 'Cards', 'Redzinski', 'Brooklyn', 'Over', 'Suspension']","['Dance', 'Covid', 'Dengue', 'Symptom', 'Symptom']","['Q', 'Top', 'End', 'Landfill', 'Cue', 'Dump']","['Dior', 'Cologne', 'Elegant', 'aroma', 'Scent', 'Scent']","['anneaux', 'aliance', 'Annulaire', 'Fian\\u00e7ailles']","['Dinosaure', 'Feu', 'Smaug', 'Drogon']","['Kaars', 'Sigaret', 'Voorwerp', 'Licht']","['nightcrawler', 'gear', 'wiggles', 'Hole', 'crawling', 'wriggle']","['Segment', 'Film', 'clip', 'moment']","['Megan', 'Sourgrapes', 'news', 'Coyote']","['Nose', 'Vegetable', 'Top', 'Stick', 'Incentive', 'Orange']","['Dune', 'Girls', 'Burnedbutthole', 'Chilli', 'cooking', 'flavour']","['Help', 'medical', 'ER', 'ED', 'Evacuation', 'evacuation']","['Woodwind', 'Pan', 'Flageolet', 'Stemware', 'Piccolo', 'Piccolo']","['Disney', 'DECORUM', 'Sleep', 'SigmundFreud']","['Sept', '29', 'recent', ""sister's"", '50th', '50th']","['Gatherer', 'Spear', 'Predator', 'Kraven', 'Safari', 'rifle']","['Thug', 'Italian', 'Crime', 'Gang', 'Mob', 'Murder']","['Filmreihe', 'kampfsportler', 'Mountains', 'Stallone', 'Rocciciani']","['Xarope', 'topo', 'Chuchu', 'Chuchu']","['alarm', 'Timer', 'Digital', 'Face', 'Grandfather', 'cuckoo']","['ball', 'Combustion', 'Hot', 'Fighter', 'Kindling']","['Matboard', 'Wood', 'A', 'sturdy']","['Mise', 'Enjeu', 'Belgique', 'Bosnie']","['blue', 'Pod', 'Beluga', 'blowhole', 'orca', 'Orca']","['Italian', 'dough', 'Pie', 'anchovies', ""Domino's"", ""Domino's""]","['Ruby', 'Diamond', 'ring', 'juwelery']","['IHaveNoIdea', 'HEHEHEEHHEHe', 'Flashing', 'Locator']","['Allume', 'Rameau', 'Bras', 'Feuille']","['Angela', 'Newborn', 'joey', 'infant', 'Pram', 'Bib']","['Parking', 'Metro', 'billet', 'amoureux']","['Italienne', 'Sicilienne', 'Palerme', 'Parrain']","['Snape', 'McGonagall', 'Nutty', 'Instructor', 'Cambridge', 'docent']","['Schuft', 'Tagliatelle', 'Schwimm', 'Holz', 'Holz']","['Montb\\u0117liarde', 'Meuh', 'Ruminante', 'G\\u00e9nisse', 'Qui-rit', 'Taureau']","['bateau', 'Albator', 'poitrine', 'Crochet', 'Booty', 'Copyright']","['Cousteron', 'Provolone', 'Laitage', 'Laiterie', 'Comte', 'Souris']","['Saber', 'incisor', 'Enamel', 'Dental', 'Cavity']","['63', 'frosty', 'month', 'Month', '12th', '12th']","['Fardeau', 'Obstacle', 'canon', 'munition']","['nuit', 'Illusion', 'Psychique', 'Cauchemar', 'songe', 'songe']","['Nuttie', 'Witch', ""squirel's"", 'Nutella', 'Toffifee']","['autodefensa', 'Dengue', 'S\\u00edntoma', 'Disco', 'Termometro', 'Sabado']","['Perruche', 'couleur', 'Gabon', 'Ara', 'arras', 'Ara']","['Arachnid', 'Widow', 'Charlotte', 'Charlotte']","['Thermostat', 'Enforcement', 'Sun', 'Wave']","['Porcelaine', 'baigneur', 'Corolle', 'vaudou', 'Matriochka']","['pizza', 'half', '15', '15minutes']","['baseball', 'Yellow', 'Snack', 'seeds', 'Seeds', 'Seed']","['salad', 'toast', 'noodle', 'surprise', 'fish', 'sandwich']","['Gobi', 'Sahara', 'dry', 'sandy']","['Lethal', 'Armaments', 'sword', 'Sword']","['Sunscreen', 'Sunshade', 'Umbrella', 'Shade']","['pie', 'orange', 'Cinderella', 'Carriage']","['Sinatra', 'La', 'Hugo', 'Hurley']","['Watercolor', 'Finger', ""Rembrandt's"", 'Miniatures', 'Decorating']"
Mystery Word,\u00c9lectricit\u00e9,Cloud,Necklace,Bridge,Fever,Tip,Perfume,Bague,Dragon,Lighter,Worm,Scene,Fox,Carrot,Spice,Emergency,Flute,Dream,Birthday,Hunter,Mafia,Rocky,Cherry,Clock,Fire,Frame,Pari,Whale,Pizza,Jewel,Beacon,Branche,Baby,Ticket,Mafia,Professor,Nudel,Vache,Pirate,Fromage,Tooth,December,Boulet,R\u00eave,Hazel,Fever,Perroquet,Spider,Heat,Poup\u00e9e,Quarter,Sunflower,Tuna,Desert,Weapon,Parasol,Pumpkin,Boss,Painting
Guess,\u00c9lectricit\u00e9,cloud,Necklace,Bridge,fever,Tip,Perfume,Bague,Dragon,Aansteker,Worm,Scene,immigrant,Carrot,Spice,Hospital,flute,Dream,birthday,Hunter,Hitman,Boxen,Montanha,clock,Fire,Frame,Pari,Whale,pizza,gem,Indicator,feu,Baby,Ticket,Mafia,Professor,fieses_Boot,Vache,pirate,fromage,tooth,snowman,D\u00e9fense,R\u00eave,Hazel,Fiebre,Perroquet,Spider,,Poup\u00e9e,,Nachos,tuna,Desert,Ammo,Canopy,pumpkin,Voice,Painting
