ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68
Table Number,552686215,552857733,552872373,552834694,552717527,552712717,552711037,552375360,552498133,552275330,552105133,552009559,551875372,551182405,551312356,551020732,551199940,551259677,550920354,550290878,550670611,549597066,550254144,550178877,550076293,549440230,549689329,549576103,549497532,549185052,549292649,548944404,548940114,548826832,548780298,548719769,547537580,547212485,547040575,546791245,546376369,545970556,546021719,545799180,544734104,544337775,543266686,540361426,539937223,535380893,533993182,534528798,533093056,528822756,520583929,511221983,484123113,478910455,478416865,470247957,466081205,464921867,431028877,431028987,422619886,381826421,374138794,356959263
Move,['5'],['12'],['14'],['5'],['9'],['9'],['9'],['16'],['12'],['32'],['41'],['25'],['36'],['21'],['50'],['10'],['28'],['46'],['45'],['45'],['45'],['92'],['52'],['48'],['42'],['100'],['82'],['85'],['108'],['73'],['61'],['82'],['71'],['60'],['109'],['41'],['50'],['26'],['56'],['73'],['34'],['109'],['86'],['226'],['83'],['57'],['52'],['320'],['40'],['11'],['45'],['25'],['31'],['191'],['108'],['1464'],['1154'],['324'],['1336'],['2169'],['598'],['604'],['1460'],['1444'],['842'],['1022'],['2097'],['2061']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode
Speed,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+
Language,English,English,Français,Français,English,English,English,English,English,English,English,English,English,English,Français,Français,English,English,English,Français,English,English,English,English,English,English,English,English,Français,English,English,English,English,English,English,Deutsch,English,English,English,English,English,English,Français,English,English,Français,English,English,Deutsch,Français,English,Deutsch,English,English,English,English,English,English,Français,English,English,English,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Infinite,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Starboard', 'Align', 'Left', 'O.K']","['Hookah', 'Drain', 'straight', 'line', 'Cleaner', 'Warp']","['Salle', 'Moussant', 'Savon', 'Douche']","['De', 'Vip\\u00e8re', 'Anglaise', 'Espagnole']","['Punching', 'CONTAINER', 'Shipping', 'square', 'top', 'router']","['bed', 'Bedtime', 'Napping', 'Sleepless', 'Head', 'slip']","['Stripes', 'Tony', 'Woods', 'Sabertooth', 'Bengal', 'Bengal']","['Cigarettes', 'Powder', 'Marlboro', 'Pipe', 'chew']","['elmo', 'Ernie', 'sock', 'hand', 'kermit', 'Kermit']","['Kamut', 'elevator', 'corn', 'quinoa', 'Flour']","['picture', 'Roger', 'matte', 'Mount', 'Mounting']","['Cloudless', 'Air', 'horizon', 'Blue', 'Blue', 'blue']","['security', 'B#', 'Unlock', 'Lock']","['SnowWhite', 'Small', 'little', 'people']","['Zup', 'Lune', 'Cit\\u00e9', 'Portion', 'Arrondissement', 'Maison']","['Tir', 'Bois', 'Chemin\\u00e9e', 'Chemin\\u00e9e']","['Prestige', 'Sorcerer', 'Houdini', 'Black', 'Copperfield', 'Copperfield']","['Eagle', 'Tweety', 'cardinal', 'Nest', 'Wingspan', 'chirp']","['Silvered', 'Magic', 'pocket', 'Reflection', 'Reflection', 'reflection']","['ferroviaire', 'Tchou-tchou', 'Station', 'Wagon', 'Rail', 'Vapeur']","['Milking', 'Holstein', 'interrupting', 'Highland', 'bell', 'Moo']","['maple...', 'Pile', 'Foliage', 'Blower', 'Tea', 'browse']","['Medical', 'Injection', 'Poke', 'Vaccination', 'Sewing', 'Sewing']","['snuggle', 'Linus', 'warmth', 'Cover', 'warming', 'cover']","['ewe', 'Ram', 'Wool', 'Shepard', 'Sleep']","['Poppins', 'Shield', 'Academy', 'Folding', 'Rihanna']","['Supernova', 'Sparkling', 'Cork', 'celebratory', 'Chute', 'drink']","['Elvis', 'Majesty', 'Solomon', 'Lebron', 'Luther', 'Monarch']","['Fidelio', 'Carmen', 'Soap', 'Gateau', 'Garnier', 'Garnier']","['Stamped', 'Postal', 'Flat', 'stamp', 'lick', 'lick']","['Cyberpunk', 'Metal', 'Melody', 'Song']","['Coors', 'Cheers', 'Duff', 'Ale', 'Duff', 'ale']","['Chart', 'Cloth', 'coffee', 'Kitchen', 'Times', 'Sturdy']","['Babies', 'Fancy', 'Roe', 'Eggs', 'Roe', 'Eggs']","['water', 'vine', 'fruit', 'sweet', 'Honeydew', 'honeydew']","['Durchsage', 'Verst\\u00e4rker', 'Konzert', 'Musikanlage', 'Boxen']","['brim', 'Stovetop', 'Toque', 'fedora', 'fedora']","['Boat', 'in', 'Wind', 'wind']","['Muscle', 'Depressor', 'taste', 'Language', 'Buds', 'buds']","['Hunk', 'Earrings', 'AJ', 'Matthew', 'Wall', 'Finder']","['me', 'Lindbergh', 'Captain', 'Hours', 'airplane', 'driver']","['Stiller', 'Docent', 'Gugenheim', 'Louvre', 'Hermitage', 'repository']","['Lucarne', 'Carreau', 'Volets', 'vitr\\u00e9e', 'Vitrail']","['Ryu', 'Olympic', 'japanese', 'Blackbelt', 'Blackbelt']","['Mirage', 'Slot', 'Gambling', 'Royale', 'roulette']","['boucle', 'Sauron', 'goloum', 'Alliance', 'Alliance', 'alliance']","['Poker', 'Connected', 'Connect', 'SuspensionBridgeEffect']","['erlenmeyer', 'Conical', 'Drank', 'Container']","['Troubadix', 'Film', 'Obelix', 'Comic', 'Idefix', 'Idefix']","['Collier', 'Doom', 'Bijou', 'Brillant', 'Hu\\u00eetre']","['Hemlock', 'Toxin', 'sick', 'Oak']","['Religion', 'Sanctuary', 'Indiana', 'Kerkelijk', 'prey']","['Sea', 'Sail', 'Salty', 'Indian', 'Arctic', 'Tides']","['Benjamin', 'Panic', 'Lives', 'Factory']","['Ka', 'kriechen', 'Boa', 'Lang', 'Giftig']","['curds', 'Gruy\\u00e8re', 'Big', 'Feta', 'Camembert']","['Hit', 'Nail', 'Rapper', 'MC', 'ball-peen', 'tool']","['cool', 'bowser', 'cobbler', 'color', 'fruit', 'fruit']","['\\u00c9li', 'Bras', 'Tribal', 'Peau', 'Encre', 'Encre']","['Nappy', 'Doll', 'Neonate', 'crying', 'Bieber', 'Bieber']","['Vault', 'Location', 'Chase', 'PNC']","['Parfait', 'Shrek', 'Layers', 'Layers']","['spinning', 'wind', 'jet', 'disaster', 'Twister', 'Natural']","['Chocolate', 'Pub', 'Drinks', 'stool']","['Kids', 'The', 'List', 'Dishes']","['show', 'Water', 'Mud', 'Slip']","['jewellery', 'Pendant', 'choker', 'Choker']","[""K'day-mate"", 'chivalry', 'Jouster', 'squire', 'Armour', 'Rider']"
Mystery Word,Right,Pipe,Bain,Langue,Box,Pillow,Tiger,Tobacco,Puppet,Grain,Frame,Sky,Key,Dwarf,Quartier,Feu,Magician,Bird,Mirror,Train,Cow,Leaf,Needle,Blanket,Sheep,Umbrella,Champagne,King,Op\u00e9ra,Envelope,Music,Beer,Table,Caviar,Melon,Lautsprecher,Hat,Sail,Tongue,Stud,Pilot,Museum,Fen\u00eatre,Karate,Casino,Anneau,Bridge,Flask,Asterix,Perle,Poison,Tempel,Ocean,Button,Snake,Cheese,Hammer,Peach,Tatouage,Baby,Bank,Onion,Tornado,Bar,Menu,Slide,Necklace,Knight
Guess,Line,Pipe,Bain,Langue,Box,dream,Tiger,Tobacco,Puppet,rise,frame,Sky,note,Dwarf,Quartier,Arc,Magic,Bird,Flask,train,Cow,Leaf,,,sheep,Umbrella,champagne,King,Op\u00e9ra,envelope,beat,Beer,Table,,Watermelon,Mikrofon,Hat,sail,Tongue,Stud,Pilot,Museum,,Karate,Casino,Anneau,bridge,Flask,Asterix,Perle,Poison,,Ocean,Button,Schlange,Cheese,Hammer,peach,Tatoo,baby,Bank,Green,hurricane,Bar,Chores,slide,necklace,Knight
