ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50
Table Number,506080714,505912951,505769983,506103580,505801837,505793410,505770708,505412970,505424012,505372125,505313146,505218318,505087962,504756449,504615502,504248061,504155640,504155244,503612876,503780993,503635713,503394382,503149424,502830102,502198421,501902196,500334503,500762018,500347738,499973778,499939612,499400159,498542875,498240290,496231650,493769667,493675456,492358188,491305856,490280100,488379380,484682575,480638723,479081624,476678071,402108912,381826421,374138794,324381970,312552889
Move,['12'],['7'],['8'],['42'],['7'],['25'],['24'],['34'],['17'],['27'],['18'],['27'],['28'],['19'],['20'],['67'],['36'],['26'],['50'],['47'],['65'],['23'],['76'],['52'],['58'],['37'],['40'],['36'],['91'],['72'],['36'],['65'],['118'],['36'],['56'],['57'],['7'],['92'],['39'],['37'],['79'],['98'],['36'],['91'],['57'],['1485'],['879'],['1554'],['1814'],['2269']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only
Language,English,Français,Deutsch,English,Français,Français,Deutsch,English,Français,Français,English,English,English,English,Français,English,English,Français,English,Français,English,Français,English,English,English,English,Deutsch,English,English,Français,English,English,Français,English,Français,English,English,English,Français,Français,Français,English,English,English,English,English,English,English,Français,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['tool', 'cutting', 'pincers', 'nippers', 'tongs', 'tongs']","['Bourrique', 'Baudet', 'Bonnet', 'Peau']","['Teil', 'Teil', 'Theater...', 'Theater....']","['Honor', 'Bronze', 'Ribbon', 'Olympic', 'Olympic']","['Prisonnier', 'Canon', 'Isabelle', 'Fant\\u00f4me']","['Caisse', 'Marteau', 'Tournevis', 'Tournevis']","['Klappe', 'Schnauze', 'Z\\u00e4hne', 'Zunge', 'Lippen', 'K\\u00fcssen']","['Ride', 'Tail', 'Fluttershy', 'Horse', 'Horse']","['Lobe', 'Piercing', 'Ou\\u00efe', '\\u00c9coute']","['\\u00c9pis', 'C\\u00e9r\\u00e9ale', 'Champ', 'Argent']","['cakemaker', 'chef', 'Butcher', 'Bread', 'Pastries', 'pastries']","['yellow', 'circle', 'bright', 'day']","['offensive', 'Pistolet', 'Spear', 'Melee', 'lethal', 'gun']","['brick', 'making', 'shape', 'form', 'Humidity', 'Black']","['eau', 'punaises', 'Meuble', 'Chambre', 'Dormir', 'Matelas']","['Listen', 'auditory', 'VanGogh', 'Tinnitus', 'Wax']","['Pok\\u00e9mon', 'Paper', 'birthday', 'Credit', 'Joker', 'game']","['balai', 'cheveux', 'peigne', 'balaie']","['suit', 'neck', 'Same', 'bow', 'bow', 'Bow']","['747', 'airbus', 'Falcon', 'A380']","['George', 'Wyvern', 'fire', 'wyrmspan', 'cave', 'Deqnerys']","['Dur', 'pr\\u00e9nom', 'Roche', 'roche']","['Cobbler', 'Mario', 'Princess', 'Georgia', 'Fruit', 'fruit']","['Stitch', 'Ripper', 'Sew', 'ball']","['Horse', 'Drive', 'Ticket', 'to', 'Joy', 'Roxette']","['Traditional', 'Super', 'Black', 'Fresh']","['Hogan', 'Muskelpaket', 'Marvel', 'Stark', 'gr\\u00fcn']","['Skydive', 'cricket', 'leap', 'Leap']","['fruit', 'Cantaloupe', 'Honeydew', 'Honeydew']","['Vent', 'Embarcation', '\\u00e9toffe', 'musulman', 'Bateau', 'Cadet']","['shimmy', 'tap', 'Waltz', 'ballet']","['Gator', 'Clock', 'Dundee', 'Saltwater', 'Saltwater']","['Bronx', 'Batterie', 'fanfare', 'Parade', 'Percussion', 'Percussion']","['Rock', 'gem', 'Pebble', 'Weed', 'Emma', 'Emma']","['Uber', 'Voiture', 'Jo', 'Jo']","['Arachnid', 'Widow', 'Charlotte', 'Charlotte']","['Thermostat', 'Enforcement', 'Sun', 'Wave']","['Handles', 'silverware', 'Knife', 'You', 'prongs', 'Prongs']","['Fanons', 'Bleue', 'Pinocchio', 'Jonas', 'Soutien-gorge', 'Poisson']","['RTL', 'd\\u00e9part', 'Sacoche', 'Bagage', 'Bagage', 'Bagage']","['Porcelaine', 'baigneur', 'Corolle', 'vaudou', 'Matriochka']","['pizza', 'half', '15', '15minutes']","['Lucky', 'Marinette', 'spotted', 'beetle']","['steak', 'Udders', 'ufo', 'Moo', 'moo', 'Moo']","['absinthe', 'Godmother', 'wand', 'nymph', 'Tinkerbell', 'tale']","['convenience', 'matrimony', 'Union', 'Vows', 'Predivorce', 'Church']","['jet', 'paper', 'concorde', 'Wood']","['correspondence', 'Opener', 'Alphabet', 'Alphabet']","['orge', 'casser', 'glucose', 'Paspartame', 'accro', 'cr\\u00eape']","['Stop', 'villain', 'Achilles', 'Balm', 'obey']"
Mystery Word,Pliers,\u00c2ne,St\u00fcck,Medal,Boulet,Outil,Mund,Pony,Oreille,Bl\u00e9,Baker,Sun,Weapon,Mold,Lit,Ear,Card,Brosse,Tie,Avion,Dragon,Pierre,Peach,Seam,Ride,Market,Hulk,Jump,Melon,Voile,Dance,Crocodile,Tambour,Stone,Taxi,Spider,Heat,Fork,Baleine,Valise,Poup\u00e9e,Quarter,Ladybug,Cow,Fairy,Marriage,Plane,Letter,Sucre,Heel
Guess,Shears,Ane,Twitter,Medal,Donjon,Outil,Mund,pony,oreille,Bl\u00e9,baker,Sun,Weapon,Clay,Lit,Ear,card,Brosse,Tie,Avion,dragon,Pierre,Peach,cloth,Ride,Authentic,Hulk,Jump,melon,Voile,dance,crocodile,Cymbale,Stone,Taxi,Spider,,cutlery,Baleine,valise,Poup\u00e9e,,Ladybug,Cow,fairy,Marriage,plane,letter,sucre,Heel
