ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53
Table Number,561683762,560821183,561394368,561417593,561063949,560283584,560087124,560618845,560684815,560486445,560201505,560319663,559982312,559745939,559660754,559186700,559111285,558785511,559002459,558251247,558442042,558351398,558178570,557890730,557483599,557578622,557196012,557384837,556162506,557044902,556691236,555685422,555420350,555376965,555049154,554454907,552904963,551312356,544337775,539412516,534335856,517125895,517095134,516738278,484123113,480055062,478910455,466081205,464921867,417255169,366888891,363390977,324381970
Move,['6'],['11'],['9'],['5'],['9'],['20'],['18'],['36'],['24'],['50'],['27'],['57'],['18'],['16'],['38'],['74'],['36'],['20'],['99'],['22'],['36'],['64'],['53'],['28'],['53'],['58'],['30'],['86'],['39'],['59'],['60'],['46'],['107'],['37'],['96'],['64'],['50'],['167'],['57'],['111'],['804'],['386'],['623'],['1161'],['1282'],['829'],['348'],['658'],['664'],['2834'],['1489'],['2442'],['2085']
Mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode
Speed,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+
Language,Français,Français,English,Français,English,Deutsch,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Français,English,English,English,Français,English,Français,English,Français,English,Français,Français,English,Français,English,English,English,Français,Français,English,English,English,Français,English,English,Deutsch,English,English,English,English,English,English,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['messe', 'Turbo', 'Seigneur', 'Brunch', 'repos', 'soleil']","['P\\u00f4le', 'Alcaline', 'Batterie', 'Amas', 'face', 'Face']","['Devo', 'Indiana', 'lash', 'cream', 'Cowboy', 'Dominatrix']","['pr\\u00e9sent', 'No\\u00ebl', 'Pr\\u00e9sent', 'Noel']","['Bird', 'Colourful', 'Tropical', 'Dead', 'macaw', 'shoulder']","['Schnee', 'Tennis', 'Volley...', 'Opern...']","['Silent', 'Slealthy', 'Warrior', 'Invisible', 'Shiruken', 'Shuriken']","['Library', 'Spine', 'blurb', 'Encyclopedia', 'pages', 'Confirmed']","['Blinded', 'Research', 'Cosmology', 'Witchcraft', 'Beaker']","['Photos', 'Tripod', 'Fujifilm', 'Flash']","['Claritin', 'tylenol', 'Prescribed', 'Pharmacist', 'Caduceus']","['Dark', 'Jouster', 'Lancelot', 'Lancelot']","['Course', 'Cookies', 'Sweet', 'Tiramisu', 'Pudding', 'Pudding']","['Weaving', 'Case', 'Easter', 'Laundry']","['Aperitif', 'Allergy', 'Roasted', 'Brittle', 'Goober', 'goober']","['location', 'ward', 'Doctors', 'Surgery', 'Medical', 'Medical']","['Pearl-Krabs', 'The-Legendary-Fisherman', 'oldman', 'Pinocchio', 'Guishan-Island', 'Mammal']","['Blossom', 'Bing', 'pit', 'Maraschino', 'cola', 'Cola']","['Cessna', 'Astral', 'Jet', 'Airbus', 'Wright']","['Klein', 'Eten', 'tarwe', 'Haver']","['roul\\u00e9', 'ovo\\u00efde', 'masqu\\u00e9', 'costum\\u00e9']","['quadrant', 'Four', '25', 'Twenty-five']","['hidden', 'Island', 'Chest', 'Find', 'X', 'X']","['Degrees', 'Appliance', 'Bun', 'Bake']","['Surveillant', 'Cach\\u00e9', 'Russe', 'Infiltration']","['Enclosures', 'arknova', 'daytrip', 'collection', 'excursion', 'Cages']","['Op\\u00e9ration', 'snooker', 'Bille', 'Carambole', 'Triangle', 'B\\u00e2ton']","['Heated', 'Lamp', 'molten', 'molten', 'Hot', 'Hot']","['Grenouille', 'Balai', 'm\\u00e9chante', 'magie']","['Lanolin', 'Fleece', 'Sheep', 'Socks']","['Nas', 'tablier', 'pourboire', 'bar', 'Restaurant', 'restaurant']","['Envers', 'Toriyama', 'Ouvrage', 'Comics', 'hokusa\\u00ef', 'Japon']","['Anti-recycle', 'Surgery', 'Material', 'Material']","['Pommade', 'Beurre', 'Ecureuil', 'Casse', 'Marron', 'Amande']","['genre', 'Roll', 'The', 'Boulder', 'Dwayne', 'Dwayne']","['Dice', 'Hexahedron', 'Minecraft', 'Rubiks']","[""'70s"", 'case', 'Musical', 'Talent']","['Masqu\\u00e9', 'Oh\\u00e9oh\\u00e9', 'Pompier', 'Musette', 'Compagnie', 'Creole']","['boucle', 'Sauron', 'goloum', 'Alliance', 'Alliance', 'alliance']","['Otto', 'Yalla', 'gamble', 'house']","['Tornado', 'Stormy', 'Meteorology', 'vane', 'storm', 'Channel']","['Cairo', 'King', 'Egypt', 'Ruler', 'Ramses', 'Nile']","['Tonnerre', 'Eclair', 'Tonnerre', 'Eclair']","['After', 'Larvae']","['fungus', 'food', 'enoki', 'morel', 'Shitake', 'toadstool']","['Tat\\u00fctata', 'L\\u00f6schschlauch', 'Grisu', 'einhundertundzw\\u00f6lf', 'Blaulicht', 'Wasser']","['vehicle', 'guts', 'vroom', 'BIKE', 'cycle', 'cycle']","['beach', 'Sahara', 'Anakin', 'Hates']","['carrier', 'fowl', 'Flying', 'Rat']","['clay', 'messenger', 'Pie', 'Homing', 'Pidgeotto', 'City']","['Face', 'Razor', 'shaver', 'Santa', 'papa', 'Papa']","['invoice', 'Clinton', 'Belichick', 'Beak', 'Cowher']","['astero\\u00efde', 's\\u00e9curit\\u00e9', 'Cercle', 'Ventre', 'judo', 'taille']"
Mystery Word,Dimanche,Pile,Whip,Cadeau,Parrot,Ball,Ninja,Book,Science,Camera,Medicine,Knight,Dessert,Basket,Peanut,Hospital,Whale,Cherry,Plane,Grain,Bal,Quarter,Treasure,Oven,Espion,Zoo,Billard,Lava,Sorci\u00e8re,Wool,Serveur,Manga,Plastic,Noisette,Rock,Cube,Show,Bal,Anneau,Casino,Weather,Pharaoh,Orage,Cocoon,Mushroom,Feuerwehr,Motor,Sand,Pigeon,Pigeon,Beard,Bill,Ceinture
Guess,Dimanche,Pile,Whip,,Parrot,Ball,Ninja,Book,science,Camera,Medicine,Joker,dessert,Basket,peanut,hospital,whale,Cherry,Plane,Koekje,,Quarter,treasure,oven,Espion,Zoo,Billard,,Sorciere,wool,Serveur,Manga,Reduce,Noisette,rock,Cubes,show,Bal,Anneau,Casino,Weather,Pharaoh,oups,Pupa,mushroom,Feuerwehr,engine,Sand,Pigeon,Pigeon,beard,Bill,ceinture
