ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74
Table Number,477916961,477918741,477477285,477731316,477629086,477586802,477126497,477362659,477140126,476724742,476719755,476682352,476721565,476414752,475857014,476313701,476317611,476227469,476117116,475916704,476087328,475748509,475958414,476048170,475889788,475330261,475242307,475376871,475235402,475249119,474625360,474653341,474331197,474045761,474354037,474192688,473954600,474013322,473319518,473890082,473355507,473394445,472960433,472698771,472534582,472263103,471605757,471403469,470762680,470484755,470247957,470129046,468164131,466086694,465621249,465731184,465664137,465664206,465668656,463714023,459279309,457064795,457752555,455837502,451463411,449145581,387173467,381826421,358827793,348302073,344838144,343894377,341401520,336562502
Move,['9'],['11'],['9'],['5'],['9'],['51'],['36'],['5'],['24'],['9'],['29'],['83'],['36'],['57'],['5'],['28'],['45'],['37'],['38'],['43'],['74'],['16'],['16'],['41'],['50'],['12'],['101'],['37'],['25'],['47'],['32'],['94'],['12'],['41'],['43'],['75'],['74'],['40'],['36'],['9'],['110'],['61'],['117'],['48'],['38'],['88'],['56'],['101'],['91'],['63'],['288'],['93'],['22'],['26'],['70'],['22'],['22'],['22'],['24'],['57'],['40'],['36'],['88'],['473'],['40'],['73'],['1215'],['701'],['1914'],['2388'],['1486'],['2289'],['2567'],['1555']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only
Language,English,English,English,Français,English,English,English,English,Français,English,English,English,Français,Français,English,English,English,Français,English,Français,English,English,English,Français,English,English,Deutsch,English,Français,English,Deutsch,English,English,English,Français,English,Français,Deutsch,Deutsch,English,English,Français,Français,English,English,English,English,English,English,English,English,English,English,English,Français,English,English,English,English,Français,Français,English,Français,Français,English,English,English,English,Français,Français,English,English,English,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['yellow', 'DeNiro', 'Grab', 'london', 'cab', 'cab']","[""Men's"", 'Bridge', 'goatee', 'dummy']","['Boat', 'Magnets', 'Combustion', 'Oil', 'mouth', 'cylinders']","['Suzette', 'Flamb\\u00e9e', 'MARDI', 'GRAS']","['Rooster', 'woman', 'Peep', 'Easter', 'Fluffy', 'Baby']","['Sugar', 'roti', 'Sweet', 'walking', 'walking', 'walking']","['Black', 'weekday', 'Thirteenth', '13th']","['Tank', 'Fill', 'heat', 'auto']","['Marchand', 'Jaune', 'Rouge', 'Couleur', 'Agrume', 'Agrume']","['\\u30ac\\u30f3\\u30e9\\u30f3\\u30b9', 'GonFreecss', 'GreedIsland', '\\u30b8\\u30d3\\u30a8', 'bow', '\\u30b9\\u30ca\\u30a4\\u30d1\\u30fc']","['Canap\\u00e9', 'Starter', 'side', 'Poppers', 'before', 'pre-meal']","['Bloom', 'Buttercup', 'Tulip', 'Plant', 'Petals']","['annulaire', 'Mariage', 'accord', 'Union', 'anneau', 'Noces']","['Chocolat', 'tubercule', 'Pif', 'Cochon', 'Museau', 'Museau']","['Cranium', 'Safety', 'protection', 'skull']","['Baby', 'Wood', 'Peace', 'Peace', 'Bird', 'bird']","['Sacher', 'Jaffa', 'batter', 'Carrot']","['Dauphin', 'Gros', 'Animal', 'Gigantesque']","['shell', 'Slow', 'Mucus', 'Meow', 'Slug', 'Slug']","['CHEVAUX', 'Pmu', 'Capitale', 'argent']","['embroiderer', 'subterranean', 'Drains', 'heteronym', 'wastewater', 'wastewater']","['kitchen', 'pest', 'Spray', 'Small']","['Conjuction', 'Railroad', 'Joined', 'Conjunction', 'Trains']","['Stupide', 'Bouteille', 'T\\u00e9nor', 'Concert']","['ticket', 'Theatre', 'movie', 'Movie']","['Jewish', 'David', 'twinkle', 'little', 'sun', 'estrella']","['Wahrnehmungst\\u00e4uschung', 'Oase', 'Gobi', 'Halluzination', 'W\\u00fcste', 'W\\u00fcste']","['Beach', 'Crab', 'playa', 'grain']","['Encre', 'Ind\\u00e9l\\u00e9bile', 'Per\\u00e7age', 'Piercing', 'Per\\u00e7age']","['Matress', 'cap', 'Girl', 'Sheath', 'Enclosure', 'Hide']","['Verlieren', 'Riskieren', 'Pferderennen', 'Einsatz', 'bwin']","['quay', 'Lichen', 'algae', 'Humidity', 'Damp', 'bryophyte']","['Nuclear', 'Infestation', 'Bug', 'Bug', 'infestation', 'bug']","['Hair', 'Dress', 'Fashion', 'Clothes']","['Alexandre', 'Charlemagne', 'Napol\\u00e9on', 'Napol\\u00e9on']","['Act', 'Breadmaker', 'Cookies', 'Profession', 'bread', 'bread']","['fine', 'Palais', 'ouverture', 'Sourire', 'l\\u00e8vre', 'L\\u00e8vres']","['Tonaufnahme', 'St\\u00e4nder', 'Lautst\\u00e4rke', 'Technik']","['staubig', 'Pulver']","['fancy', 'gown', 'Flowing', 'Princess', 'Evening', 'Party']","['soldier', 'coming', 'Solstice', 'Season', 'Season', 'Season']","['Hawa\\u00efenne', 'Reine', 'Napolitaine', 'Calzone', 'Calzone', 'Napolitaine']","['coucher', 'dormir', 'Lit', 'noire', 'H\\u00f4tel', 'Jaune']","['shojo', 'josei', 'Cartoon', 'Japanese', 'Novel', 'Anime']","['Chapter', 'Pages', 'novel', 'stories', 'Read', 'Reading']","['Pelosi', 'Talker', 'announcer', 'Amp', 'tweeter']","['block', 'buckler', 'Defensive', 'Armor']","['350', 'Bake', 'Camp', 'Bun', 'Mitt', 'toaster']","['Loop', ""jeweller's"", ""Tiffany's"", 'clavicula', 'choker', 'Choker']","['Girder', 'Cinema', 'Balance']","['Bludgeon', 'Spade', 'Gentleman\\u2019s', 'Wedge', 'RSL', 'Roxbury']","['Fashion', 'hairdresser', 'Haircut', 'hair', 'advicer', 'Harry']","['Circus', 'Paarden', 'Borstel', 'Schoonmaken']","['polymer', 'elastic', 'kardashian', 'face']","['G\\u00e9om\\u00e9trie', 'sup\\u00e9rieur', 'Boss', 'Couture', 'Couture']","['coup', 'overturn', '-around', 'sun']","['wipe', 'face', 'clean', 'lap']","['grind', 'crush', 'grain', 'grain']","['hands', 'hours', 'sucker', 'punch']","['moyen-age', 'Hylien', 'Chevalier', 'chevalier']","['groupe', 'Son', 'Bono', 'Copains', 'raidit', 'Gaze']","['gumiho', 'Vixen', 'Scully', 'Inari', 'Mulder', 'experiment']","['Glaive', 'Excalibur', 'Damocl\\u00e8s', 'Sabre', 'Arthur']","['r\\u00e9veil', 'Sonnerie', 'Dring', 'sir\\u00e8ne', 'Sir\\u00e8ne', 'sir\\u00e8ne']","['\\u304b\\u3048\\u308b', '\\u304b\\u3048\\u308b']","['castle', 'master', 'Underneath', 'keep']","['Roar', 'Bengal', 'Feline', 'Cat', 'Stripey', 'Woods']","['Aldwych', 'Performance', 'New', 'Show']","['BNF', 'Alexandrie', 'Emprunt', 'Bouquins']","['Pr\\u00e9sent', 'Emball\\u00e9', 'Offrande', 'Paquet', 'No\\u00ebl', 'Offrir']","['putter', 'association', 'Discotheque', 'Golf']","['Knot', 'Bow', 'Dad', 'Neck']","['Abandon', 'Snakes', 'Mojave', 'Sand', 'Sahara', 'Sahara']","['Chrysalide', 'Ensuite', 'Florence', 'Monarque', 'Chenille', 'chenille']"
Mystery Word,Taxi,Goat,Motor,Cr\u00eape,Chick,Cane,Friday,Gas,Orange,Hunter,Appetizer,Flower,Alliance,Truffe,Helmet,Pigeon,Cake,Baleine,Snail,Pari,Sewer,Cockroach,Junction,Gourde,Cinema,Star,Fata Morgana,Sand,Tatouage,Cover,Wette,Moss,Cockroach,Stylist,Empereur,Baker,Bouche,Mikrofon,Puder,Dress,Winter,Pizza,Chambre,Manga,Book,Speaker,Shield,Oven,Necklace,Beam,Club,Stylist,Whip,Plastic,Patron,Revolution,Napkin,Mill,Clock,Bouclier,Bande,Fox,\u00c9p\u00e9e,Alarme,Ninja,Dungeon,Tiger,Theater,Biblioth\u00e8que,Cadeau,Club,Tie,Desert,Papillon
Guess,,wig,Motor,,,,Month,Petroleum,,survivalgame,appetizer,Flower,alliance,nez,helmet,crib,president,baleine,Snail,Course,sewer,Cockroach,,Plastique,Movie,star,Fatamorgana,Sand,,Cover,Wette,Moss,Bomb,Style,Empereur,Baker,Bouche,Mikrophon,Russ,,,pizza,,Manga,Novel,Speaker,shield,oven,Necklace,beam,Club,Style,Muizen,Plastic,Coin,Revolution,Brush,Mash,Clock,Chevalier,,Fox,\u00c9p\u00e9e,Alarme,,dungeon,Tiger,Theatre,Livre,Cadeau,club,Tie,Desert,Papillon
