ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49
Table Number,575366215,575645342,575403846,574920115,574812888,574383150,574369566,574252949,574282556,573530837,573988469,573613679,572939644,572869084,573012793,572978724,573034091,572604061,571874445,572549138,571302579,571195661,571565940,570807962,570059062,570044287,569665701,569767976,569521605,569276510,567928849,567244889,566662988,566677150,562577325,562524435,562133986,559608546,558983329,557890730,555318049,546837128,542849457,516738278,489194416,466793699,465728930,420552674,336562502
Move,['6'],['43'],['6'],['27'],['27'],['73'],['10'],['36'],['56'],['32'],['52'],['26'],['54'],['26'],['90'],['48'],['55'],['50'],['19'],['67'],['6'],['37'],['56'],['57'],['85'],['77'],['24'],['109'],['41'],['59'],['62'],['60'],['38'],['75'],['227'],['17'],['11'],['144'],['26'],['72'],['115'],['356'],['979'],['1430'],['1218'],['567'],['686'],['1159'],['2256']
Mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Fast Turn-based • 8 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 3 moves per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,Français,English,English,English,English,English,English,English,English,English,English,English,Français,English,English,English,English,English,English,English,English,Deutsch,Français,English,English,English,English,Français,Deutsch,English,English,Français,English,Français,English,Français,English,Français,English,English,English,Français,English,English,Français,English,English,English,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Danse', 'Processionaire', 'qui', 'red\\u00e9marre', 'Papillon', 'Papillon']","['Wine', 'Eyewear', 'Vision', 'Lenses', 'Spectacles', 'Spectacles']","['rays', 'shine', 'Star', 'Red', 'Ra', 'Helios']","['Poison', 'plant', 'Fungi', 'fungus']","['Scape', 'blue', 'Slope', 'clouds', 'Clouds', 'Clouds']","['Code', 'Drink', 'Pub', 'Tender', 'Paddy', 'Saloon']","['Weekend', 'Rest', 'Church', 'Church']","['Stretchy', 'Rubber', 'Knicker', 'waistband']","['flicker', 'Illuminates', 'Hot', 'Moth', 'Candle', 'Candle']","['Mitt', 'Bake', 'appliance', 'hot', 'Broil', 'Broil']","['Ochtend', 'Dagblad', 'Journalist', 'Parool']","['pirate', 'core', 'Log', 'Wood']","['Baba', 'Punch', 'Alcool', 'Eau-de-vie']","['academy', 'beach', 'canopy', 'Rihanna', 'rihanna']","['Slaughter', 'Sacrifice', 'Fleece', 'Ewe', 'Chops']","['Grass', 'Rosemary', 'Weed', 'plant', 'Dill', 'Ginseng']","['storm', 'Thunderbolt', 'flash', 'Flash']","['Frankfurter', 'Meatroll', 'links', 'dachshound', 'Pork', 'Patty']","['protective', 'Turtle', 'Clam', 'sea', 'Conch', 'Conch']","['Bouquet', '...water', 'Thorn', 'blush', 'Nylund']","['Pillen', 'Doctor', 'Forma\\u00e7\\u00e3o', 'Sa\\u00fade', 'Drugs', 'Krank']","['Bl\\u00fcte', 'Strauch', 'Titanic', 'Dornen', 'Dornen', 'Dornen']","['couronne', 'Louis', 'Tr\\u00f4ne', 'Clovis']","['Competition', 'government', 'Plurality', 'campaign', 'Insurance', 'November']","['LED', 'Glass', 'Filter', '2D']","['Smallfry', 'Tiny', 'Seafood', 'Prawn', 'Seafood', 'prawn']","['Evil', 'fallen', 'Horned', 'horns', 'hell', 'hell']","['Laideron', 'Sang', 'Antillais', 'Mochasse', 'antillais', 'Moche']","['Blond', 'Albino', 'Hannelore', 'Enzian', 'Enzian']","['Profession', 'Bread', 'cookies', 'creator', 'Butcher', 'Street']","['Minty', 'inhale', 'gases', 'exchange', 'Deep', 'Lungs']","['Taper', 'Golf', 'golf', 'mickey', 'Golf', 'Mickey']","['Preview', 'Content', 'Sun', 'Flat', 'movie', 'door']","['satellipopettes', 'Bb8', 'culinaire', 'Astro', 'astro']","['\\u306e\\u3093\\u307b\\u3044\\u30d1\\u30fc\\u30af', 'Yoshi', 'ChooChooTrain', '\\u3051\\u3082\\u306e\\u30d5\\u30ec\\u30f3\\u30ba']","['Flaque', 'Ond\\u00e9e', 'Mouill\\u00e9', 'Perturbations', 'nuage']","['Milky', 'Way', 'far', 'away']","['plante', 'cuisine', 'pleur', 'pleurer']","['T\\u00e1rsasj\\u00e1t\\u00e9k', 'Carcassonne', 'F\\u00fcrd\\u0151szoba', 'Nemtudom']","['pride', 'Mufasa', 'Mane', 'Mane']","['Dig', 'Spade', 'Scoop', 'Spade', 'Spade', 'Scoop']","['Batterie', 'Face', 'Energizer', 'Linge']","['Jet', 'Travel', 'Boeing', 'Airbus', 'Simple', 'Clear']","['Vivaldi', 'Instrument']","['Moulin', 'Baie', 'PPDA', 'deuxieme']","['Lantern', 'Mimi', 'Encanto', 'Vigil', 'Wax', 'candelabra']","['Fridge', 'fish', 'Crowded']","['chris', 'tree', 'evergreen', 'Cones', 'needle', 'Needles']","['Choir', '\\u00c9boulement', 'Fin', 'Blague', 'Fracture', 'Apesanteur']"
Mystery Word,Chenille,Glasses,Sun,Mushroom,Sky,Bar,Sunday,Elastic,Flame,Oven,Newspaper,Plank,Rhum,Umbrella,Lamb,Herb,Lightning,Sausage,Shell,Rose,Medicine,Rose,Roi,Election,Screen,Shrimp,Devil,Boudin,Heino,Baker,Breath,Club,Screen,Robot,Zoo,Pluie,Galaxy,Oignon,Tile,Lion,Shovel,Pile,Plane,Violin,Poivre,Candle,Sardine,Pine,Chute
Guess,Chenille,Glasses,sun,Witch,descent,bar,Relax,,Flame,oven,Krant,Plank,Rhum,Umbrella,lamb,Flower,lightening,Dog,Shell,Rose,Medicine,Rose,roi,Election,Picture,Fingerling,devil,Boudin,Heino,Baker,Inhaler,Batterie,,robot,Zoo,pluie,galaxy,thym,Tile,Lion,hole,Pile,Plane,Guitar,Poivre,Candle,Sardines,Pine,Chute
