ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79
Table Number,497956953,498166671,497913532,498031206,498108109,498012057,497930718,497830850,497680789,497721422,497554315,497336647,497104006,497098868,496884066,496712411,496532374,496688279,496712341,496531476,496682579,496393525,496418420,495942525,495785333,495847278,495510159,495605195,495407558,495552382,495331551,495349332,495135298,494971016,494889589,494674952,494473652,494232956,494260387,493675456,493151089,493334781,493159831,491749709,491092635,491657169,491305856,490280100,489547867,488379380,485539344,484682575,484435490,484206945,482734999,479677325,471793759,465912719,465730124,465730355,465730615,465732005,465733714,465664095,465664286,465669875,465665695,465435499,464921867,444471586,405054016,381826421,381777020,348838927,336562502,322726720,319065151,317609821,314360735
Move,['9'],['31'],['10'],['19'],['6'],['68'],['12'],['21'],['11'],['21'],['18'],['15'],['27'],['9'],['13'],['43'],['67'],['57'],['36'],['35'],['72'],['81'],['18'],['18'],['64'],['48'],['40'],['21'],['103'],['38'],['74'],['43'],['44'],['64'],['56'],['71'],['66'],['56'],['54'],['7'],['78'],['86'],['26'],['81'],['37'],['79'],['39'],['37'],['33'],['37'],['65'],['98'],['55'],['96'],['43'],['82'],['74'],['72'],['48'],['43'],['43'],['43'],['48'],['44'],['43'],['42'],['43'],['366'],['51'],['57'],['1862'],['812'],['1282'],['1638'],['1722'],['1214'],['420'],['1775'],['3172']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,Deutsch,English,English,Français,English,English,Deutsch,English,English,English,Français,Français,English,English,English,Français,English,English,English,English,English,English,Français,Deutsch,English,English,English,Deutsch,English,English,English,English,English,English,English,English,Français,English,English,Deutsch,English,Deutsch,Français,Deutsch,English,Français,Français,Deutsch,Français,English,English,English,English,Deutsch,English,English,English,English,English,English,English,English,English,English,English,English,Deutsch,English,English,English,English,English,Français,Français,English,English,Français,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Issues', 'Carryon', 'Luggage', 'past', 'Wife', 'Trunks']","['Land', 'Louvre', 'Burgund', 'Normandie']","['Sock', 'Marionette', 'Kermit', 'hand']","['shade', 'lantern', 'Aladdins', 'Alladin', 'Flashlight', 'light']","['Voiture', 'Age', 'Pois', 'Elytres', 'Insecte', 'Insecte']","[""you're"", 'dead', 'blast', 'bomb', 'gong', 'noise']","['splunking', 'diving', 'damp', 'crevice', 'Flowstone', 'Stalactite']","['Asterix', 'Jagdsignal', 'Musikfolge', 'Amicelli']","['Block', 'Deflector', 'Protect', 'Protect']","['Automation', 'Wall-E', 'Electromechanics', 'Vacuum']","['hunt', 'trove', 'shrunken', 'Island', 'booty', 'Booty']","['p\\u00e9ron\\u00e9', 'moelle', 'Squelette', 'Cubitus']","['Allergie', 'macadamia', 'Cajou', 'Cajou', 'Cajou', 'Macadamia']","['hobby', 'Rollerball', 'Ollie', 'Figure', 'Rollerblading', 'Rollerblade']","['Hair', 'Tree', 'Support', 'Mycel', 'Vegetable', 'Vegetable']","['the', 'board', 'walk', 'Pirate', 'pirate', 'walk']","['perc\\u00e9', 'Champignon', '\\u00c9picerie', 'Basket', 'Osier', 'Osier']","['Apparition', 'Phantom', 'buster', 'Ectoplasm']","['Roll', 'Easter', 'Season', 'season']","['squid', 'like', 'Eight', 'Tentacles']","['cigarette', 'Cough', 'Wispy', 'Toke']","['Schatten', 'Marmelade', 'Cooking', 'Augen', 'druf']","['Magic', 'Shot', 'Mischief', 'Treat', 'Treat', 'Treat']","['Poudre', 'Origan', 'Safran', 'Curi', 'Assaisonnement', 'Recette']","['Gravur', 'Treuesymbol', 'Fangeisen', 'Gold', 'Trauschmuck', 'Hochzeitsschmuck']","['Doctor', 'Braces', 'Drill', 'Enamel', 'Teeth', 'Tooth']","['ovine', 'cardigan', 'ANGORA', 'MOHAIR', 'merino', 'eyes']","['Dates', 'Annual', 'Events', 'planner']","['PennyLane', 'musik', 'Submarine', 'Pilzk\\u00f6pfe', 'Liverpool', 'Liverpool']","['great', 'thinker', 'Kilmer', 'Real', 'smartest', '184']","['captain', 'Driver', 'Uchtdorf', 'Earhart', 'flying']","['Glass', 'Toe', 'Hint', 'Money']","['Shaped', 'Squatty', 'Prickly', 'Djou', 'Fruit', 'Fruit']","['camera', 'Micro', 'Talking', 'Pictures', 'cling', 'Cling']","['Mildew', 'Spor', 'toxic', 'penicillin', 'Penicillin']","['Vermin', 'Earwig', 'pest', 'insect', 'pest', 'insect']","['peep', 'Hen', 'Hottie', 'downlike', 'Babe']","['Coller', 'Alliage', 'M\\u00e9tal', 'Attirer', 'Metal', 'Attirance']","['Tree', 'Ravenclaw', 'Building', 'Mansion', 'abode', 'Abode']","['Thermostat', 'Enforcement', 'Sun', 'Wave']","['Peace', 'Taube', 'Westf\\u00e4lischer', 'ruhe', 'Bischen', 'bisschen']","['Knot', 'Windsor', 'shoelaces', 'Shoelaces']","['Ironman', 'Schwimmen', 'Ausdauersport', 'Mehrkampf']","['Ariane', '\\u00c9lectrique', 'bobine', 'p\\u00eache', 'Dentaire', 'fer']","['Kaulitzband', 'Japanstadt', 'Ghoul', 'Monsterarena']","['Fruit', 'Head', 'Juicy', 'Boobie']","['Fanons', 'Bleue', 'Pinocchio', 'Jonas', 'Soutien-gorge', 'Poisson']","['RTL', 'd\\u00e9part', 'Sacoche', 'Bagage', 'Bagage', 'Bagage']","['...Ganele', 'Frau', '23', 'Grammy', 'Sengerin', 'S\\u00e4ngerin']","['vitr\\u00e9e', 'genevrier', 'Canneberge', 'Myrtille', 'myrtille']","['salt', 'habanero', 'condiment', 'spicy']","['pizza', 'half', '15', '15minutes']","['Beer', 'Tree', 'Anchor', 'Beginning', 'cause', 'ginseng']","['vampire', 'Cooking', 'Italian', 'Bread', 'breath', 'Breath']","['Gleit', 'Styling', 'Haarschmiere', 'Haar-', 'Festigend']","['Mouth', 'Policeman', 'block', 'Defend', 'Protect', 'Security']","['Free', 'Bird', 'Nicolas', 'Bars', 'actor', 'avoidant']","['cap', 'water', 'Bath', 'Rainfall']","['Bird', 'KungFu', 'karate', 'kick']","['Titanic', 'ship', 'Killer', 'killer']","['Furry', 'bear', 'Two-toned', 'two-tone']","['Cashew', 'Brazil', 'squirrel', 'treat']","['Crimson', 'and', 'lucky', 'irish']","['Mean', 'Girls', 'kardashian', 'face']","['Dish', 'Liquid', 'sudsy', 'clean']","['Miniature', 'Prep', 'my', 'job']","['Great', 'desire', 'fruit', 'love']","['Face', 'Chips', 'Gl\\u00fccksspiel', 'Karten']","['Engagement', 'gold', 'circus', 'perimeter']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['Pie', 'Juice', 'Jack', 'Newton']","['Street', 'Matt', 'Ted', 'Dozen']","['Bakery', 'Section', 'Edge', 'Kick']","['Candia', 'R\\u00e9gi', 'Mammif\\u00e8re', 'Chocolat\\u00e9', 'Moche', 'Moche']","['Cacahu\\u00e8te', 'Chips', 'Alcool', 'Soir', 'Avant-diner', 'Cocktail']","['Full', 'Square', 'Door', 'Terraced', 'Home', 'Home']","['3D', 'square', 'rubik', '^3']","['Coin', 'Cadum', 'Cong\\u00e9lateur', 'biberon', 'bieber', 'Triples']","['Ice', 'Double', 'Whipped', 'Clotted', 'cookies', 'and']"
Mystery Word,Baggage,Frankreich,Puppet,Lamp,Coccinelle,Bang,Cave,Fanfare,Shield,Robot,Treasure,Os,Noix,Skate,Root,Plank,Panier,Ghost,Spring,Octopus,Smoke,Lid,Trick,\u00c9pice,Ehering,Dentist,Wool,Calendar,Beatles,Genius,Pilot,Tip,Pear,Film,Mold,Cockroach,Chick,Aimant,House,Heat,Frieden,Tie,Triathlon,Fil,Tokio,Melon,Baleine,Valise,Adele,Baie,Pepper,Quarter,Root,Garlic,Gel,Guard,Cage,Shower,Crane,Iceberg,Panda,Nut,Clover,Plastic,Soap,Painting,Passion,Poker,Ring,Vegetable,Apple,Baker,Corner,Lait,Ap\u00e9ritif,House,Cube,B\u00e9b\u00e9,Cream
Guess,vacation,Frankreich,Puppet,Lamp,Coccinelle,Bang,Cave,Halali,Defense,Robot,Treasure,Os,Bouton,Skating,Root,game,Panier,Ghost,chicken,Octopus,Smoke,Lid,Make,Epice,Ring,Dentist,Sheep,Calendar,Beatles,Genius,Pilot,Pochacco,Pear,Film,Mushroom,pest,Chick,Fer,Hogwarts,,Friede,Tie,Triathlon,Fil,Tokyo,orange,Baleine,valise,,baie,sals,,,Garlic,Gel,guard,cage,Shower,Crane,Lifeboat,Grizzly,Nut,Clover,Cosmetics,Soap,Paint,Passion,Poker,Ring,Vegetable,Apple,baker,Counter,Lait,Ap\u00e9ro,House,Cube,bebe,Cream
