ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73
Table Number,451595440,451437705,451102160,451011814,450978021,450916867,450855996,450476300,450455144,450449579,450404173,450311858,450276875,450272213,450216132,450053806,449943757,449853442,449780617,449750538,449578725,449496845,449428117,449381411,449167315,449157396,449127293,448800998,448792679,448763906,448409582,448202573,448123335,448119726,448065407,448018632,447854774,447438212,447127358,447063938,446893818,446640850,446585119,446545117,446514318,445363392,445278939,443958521,443524927,443365119,443085305,442988521,442941057,442252464,441488112,441032575,440978972,440932333,440225058,439020364,430526833,421549329,420552674,381826421,363390977,358827793,357001162,350584338,348838927,336562502,322628136,314877288,314360735
Move,9,34,6,30,18,22,18,16,9,15,38,38,48,54,24,38,27,73,10,43,47,63,66,99,67,54,57,37,36,46,21,40,55,77,81,39,37,78,55,38,40,42,32,46,20,100,82,74,68,31,45,38,67,119,102,15,7,67,107,111,18,70,291,558,1194,1525,1748,2853,1375,1364,3915,3314,2669
Clues,"['Autumn', 'Vivaldi', 'Hunting', '4', 'Allergies', 'Spring']","['siperia', 'stripes', 'carnivore', 'Esso', 'Rocky']","['Time', 'Face', 'Counter', 'wise', 'big', 'ben']","['Jubil\\u00e4um', 'schl\\u00fcpfen', 'j\\u00e4hrt', 'Ehrentag', 'j\\u00e4hrlich', 'J\\u00e4hrlich']","['Shrek', 'Dragon', 'Mule', 'Kong', 'Ass', 'Ass']","['cobra', 'viper', 'SLITHERING', 'REPTILE']","['Food', 'Eyesight', 'Eyes', 'Bunny', 'orange', 'crunchy']","['Souffleuse', 'Festspielhaus', 'Sitzreihe', 'Kasperle...', 'Staats...']","['Dinner', 'Land', 'Essen', 'L\\u00e4uten', 'Tageszeit', 'Tagesende']","['forbid', 'pub', 'Speakeasy', 'Dive']","['Brandteig', 'amerikanisch', 'Torus', ""Dunkin'""]","['mall', 'Receptacle', 'pipe', 'Wall', 'Wallplug', 'Wall']","['Rotating', 'Generator', 'sikh', 'hat', 'dam', 'power']","['salon', 'den', 'walled', 'interior', 'panic', 'mush']","['cABINET', 'Drugs', 'Nyquil', 'pill', 'Aspirin']","['cookie', 'cane', 'fructose', 'xylitol', 'Cube', 'Cube']","['Cavity', 'Land', 'cotton', 'gobstopper', 'Cane', 'cane']","['Nurejew', 'Grundpositionen', 'Arabesque', 'Eleve', 'Brett', 'Schwanensee']","['Spectacle', 'Personnages', 'Figurine', 'Articul\\u00e9e']","['poudre', 'blanche', 'bl\\u00e9', 'Epis', 'moulin', 'Moulin']","['Lettuce', 'Photosynthesis', 'Maple', 'Maple']","['voix', 'Verdon', 'Rouge', 'profonde', 'Cou', 'cou']","['Carat', 'Klondike', 'm\\u00e9daille', 'Au']","['Tente', 'Tableau', 'cir\\u00e9e', 'Cin\\u00e9', 'Araign\\u00e9e', 'Cyber']","['Bending', 'fist', 'ace', 'Charizard', 'Flame', 'Flame']","['Cleaner', 'water', 'Billiards', 'Snooker', 'Natatorium', 'floatie']","['eyebrows', 'Tool', 'Gripping', 'nipper', 'grip', 'Grip']","['candle', 'Old', 'fire', 'retardant', 'Flickering', 'Thrower']","['Royal', 'Headwear', 'Royalty', 'Headpiece', 'diadem', 'coronet']","['cover', 'costume', 'Robber', 'Carrey', 'catcher', 'KN95']","['Wheelchair', 'Churchill', 'candy', 'candy']","['\\u30d5\\u30a1\\u30f3\\u30bf', '\\u3080\\u3089\\u3055\\u304d', '\\u305f\\u306a', '\\u304d\\u3075', '\\u3075\\u3055', '\\u30a8\\u30e9\\u30e0\\u30c0\\u30ea\\u30fc']","['Tetrahedron', 'Astrological', 'giza', 'cone', 'Scheme', 'Triangle']","['D\\u00e9couper', 'piscine', 'paddle', 'Voile', 'Surf', 'Roulette']","['tonnerre', '\\u00c9clairs', 'tumulte', 'Foudre', 'Clementine', 'temp\\u00eate']","['yarn', 'needle', 'hem', 'sewed', 'Baseball', 'Dressmaking']","['Time', 'Alarm', 'Watch', 'Hands']","['Pisces', 'Nemo', 'Tuna', 'Haddock']","['Flower', 'Bunks', 'Headboard', 'Dream', 'knobs', 'Knobs']","['Aspergillus', 'outdated', 'Form', 'fungi', 'break', 'Break']","['Nasa', 'spacesuit', 'Spatial', 'Explorer']","['Laryngitis', 'Tonsilitis', 'Sore', 'Swallow']","['Dart', 'Hunter', 'Britney', 'Federline', 'indian', 'rock']","['R\\u00e9parer', 'coffre', 'Perceuse', 'Tournevis', 'tournevis', 'tournevis']","['Fabelwesen', 'schwimmen', 'Sebastian', 'MuschelBH', 'Flosse', 'Flosse']","['Island', 'chimpanzee', 'Simian', 'See', 'Gibbon', 'Rhesus']","[""McGivney's"", 'Hangar', ""Chili's"", 'Waiter', 'Diner']","['br\\u00fcten', 'Kuckuck', 'Vogel', 'Eier', 'Vogel', 'Eier']","['Beluga', 'Baleen', 'free', 'willy', 'Moby', 'Dick']","['Enamel', 'LOST', 'Molar', 'Bicuspid']","['S\\u00fcdpol', 'Happy', 'Feet', 'Kaiser', 'Vogel', 'Vogel']","['Tuur', 'Einstein', 'slim', 'Albert']","['Respect', 'tie', 'tie', 'NA']","['stake', 'fangs', 'Morbin\\u2019', 'masquerade', 'bat', 'mosquito']","['support', 'Drag', 'Drop', 'Weight', 'Hyperlink', 'milk']","['Measurement', 'measures', 'Weight', 'Heavy', 'Weighing', 'Weighing']","['Melted', 'Burn', 'Wax', 'Wax']","['Game', 'Boardgame', 'dice', 'Rook', 'Rook']","['cloth', 'Square', 'Bib', 'Wipe', 'towelette', 'Towelette']","['Rommel', 'Oasis', 'badlands', 'barren', 'sand', 'sand']","['0', 'X', 'browser', 'Browser']","['hemispheres', 'stem', 'Mind', 'Head', 'Cerebrum', 'Genius']","['match', 'torch', 'cigarette', 'igniter', 'levitater', 'heavier']","['cold', 'pick', 'rink', 'Rink']","['Lava', 'Caldera', 'Iceland', 'Vesuvius', 'Vesuvius']","['b-d', 'japons', 'Dessin', 'Nippon']","['Major', 'Opposite', 'small', 'underage', 'Under', 'Age']","['17', 'Agent', 'Nationale', 'Municipal']","['Contenant', 'Idiote', 'Nounouille', 'b\\u00e9casse', 'Cruche', 'Cruche']","['Fermeture', 'Haut', 'Automobiles', 'Bloqu\\u00e9es', 'Flacon', 'Flacon']","['Operating', 'Dining', 'availability', 'Chamber', 'emergency']","['\\u30df\\u30b9\\u30c6\\u30ea\\u30fc', 'radian', '3.14...', '\\u3069\\u3046\\u3058\\u3093\\u304b\\u3064\\u3069\\u3046', '\\u30c9\\u30eb\\u30a4\\u30c9']","['familiar', 'Magic', 'Broomstick', 'Cauldron', 'broomstick', 'Cauldron']"
Mystery Word,Season,Tiger,Clock,Geburtstag,Donkey,Snake,Carrot,Theater,Abend,Bar,Donut,Outlet,Turbine,Room,Medicine,Sugar,Candy,Ballett,Marionnette,Farine,Leaf,Gorge,Or,Toile,Fire,Pool,Pliers,Flame,Crown,Mask,Cane,Grape,Pyramid,Planche,Orage,Seam,Clock,Fish,Bed,Mold,Astronaut,Throat,Spear,Outil,Meerjungfrau,Monkey,Restaurant,Nest,Whale,Tooth,Pinguin,Genius,Bow,Vampire,Anchor,Scale,Candle,Chess,Napkin,Desert,Safari,Brain,Lighter,Ice,Volcano,Manga,Minor,Police,Gourde,Bouchon,Room,Circle,Witch
Guess,Season,tiger,clock,Geburtstag,Donkey,Snake,Carrot,Theater,Abend,Bar,Churros,Outlet,Turbine,room,medicine,Sugar,Farm,Ballett,Marionette,Farine,Plant,Gorge,Or,Toile,Fire,pool,Tweezers,Flame,Crown,Mask,victory,,Pyramid,Planche,Orage,embroidery,Clock,Fish,Bed,mold,astronaut,throat,spear,Outil,Meerjungfrau,monkey,Restaurant,,whale,Tooth,,Genie,artist,Vampire,,,,,,desert,,brain,Light,spell,Volcano,Manga,Minor,Police,Cruche,BOUCHON,Room,Circle,Cat
