ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49
Table Number,564548365,564443031,564325409,563782439,563964286,564032154,563841938,563596599,563164570,563118576,563422650,563432821,563422455,563343971,562893794,562221476,562717810,562577325,562737570,562524435,561543174,562381562,561750919,561922230,561759056,561648372,561343199,559165548,559052537,558983329,558559854,558274604,558172660,558084150,557196012,557225871,555376965,552511060,551739848,551312356,546837128,535201906,528022855,522327882,493972187,478416865,431028877,381777020,317609821
Move,['22'],['16'],['6'],['19'],['27'],['31'],['24'],['40'],['37'],['50'],['43'],['55'],['30'],['47'],['69'],['47'],['17'],['51'],['51'],['17'],['36'],['85'],['67'],['50'],['50'],['57'],['83'],['68'],['72'],['10'],['64'],['54'],['48'],['103'],['54'],['72'],['37'],['78'],['83'],['223'],['231'],['75'],['221'],['601'],['664'],['1456'],['1505'],['1774'],['2364']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 8 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Fast Turn-based • 8 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only
Language,Français,English,English,English,English,English,English,English,Deutsch,Deutsch,English,English,Deutsch,Français,Deutsch,Français,Français,English,English,Français,English,English,Deutsch,Deutsch,Français,English,English,English,English,English,English,Deutsch,Deutsch,English,Français,English,Français,English,English,Français,Français,English,Français,Français,English,Français,English,English,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Intelligence', 'T\\u00eate', 'Neurones', 'Cr\\u00e2ne']","['Hose', 'Dalmation', 'Emergency', 'Hydrant', 'Rescue']","['Volleyball', 'Bikinis', 'Bum', 'Sand', 'Body', 'Life']","['Body', 'cathedral', 'building', 'Acropolis', 'Hindu', 'Hinduism']","['Back', 'Fraction', '25%', 'fourth', 'century', 'Half']","['Dough', 'Flour', 'occupation', 'croissant']","['Tasty', 'Pretzels', 'Yellow', ""French's"", ""Colman's"", 'seed']","['Florida', 'Juice', 'Red', 'Yellow']","['Winnetou', 'Saloon', 'Wayne', 'Showdown', 'Film', 'Filmgenre']","['Londonerin', 'Hello', 'Abschiedsgru\\u00df', 'Konzert']","['Sugar', 'Snickerdoodle', 'Fortune', 'Dessert']","['globe', 'Avalanche', 'Winter', 'Flake', 'Jon', 'Jon']","['Tischspiel', 'Snooker', 'Queque', 'Queue']","['Huit', 'Tarentule', 'Gipsy', 'Veuve', 'phobie', 'velue']","['Tierhaare', 'Weich', 'Wolf', 'Schaf', 'K\\u00fcnstlich', 'Echt']","['prix', 'manger', 'argenterie', 'dents']","['Noah', 'Djokovick', 'Wimbledon', 'Agassi']","['maker', 'hippie', '\\u30d4\\u30f3\\u30d5', 'Nagasaki']","['locomotive', 'rail', 'Ticket', 'Preparing', 'Choochoo']","['Flaque', 'Ond\\u00e9e', 'Mouill\\u00e9', 'Perturbations', 'nuage']","['Red', 'Georgia', 'hell', 'Beezlebub', 'Beelzebub', 'Beelzebub']","['lightning', 'Rumble', 'Frightening', 'Thor']","['Luftwirbel', 'Zerst\\u00f6rung', 'Wetterereignis', 'schnell']","['S\\u00fcddeutsche', 'Bild', 'Journalist', 'Artikel', 'Tagesblatt', 'Gedruckt']","['Artifice', 'Asiatique', 'son', 'brusque']","['Package', 'cubo', 'Se7en', 'Cat']","['Mail', 'Tramp', 'Office', 'Treskilling', 'postage', 'postage']","['burning', 'infantry', ""pyromaniac's"", 'opposite', 'flame', 'waterer']","['Bounce', 'masquerade', 'Base', 'Catch', 'Bouncy', 'Sports']","['Alv\\u00e1s', '\\u00c1lom', 'K\\u00e9s\\u0151n', 'Vacsi']","['tandem', 'Road', 'raindrops', 'vechile', 'Pump']","['fliegen', 'Feuer', 'pingpong', 'freshenball']","['Franz', 'Herrschertitel', 'Wilhelm', 'morgens', 'Fu\\u00dfball']",['Usinger'],"['perruche', 'Rio', 'imitateur', 'R\\u00e9p\\u00e9tition', 'oiseau', 'Oiseau']","['stripes', 'cat', 'Cub', 'Sabertooth', 'Bengal', 'Tony']","['Pommade', 'Beurre', 'Ecureuil', 'Casse', 'Marron', 'Amande']","['Manicotti', 'Pool', 'Ramyeon', 'Rigatoni', 'Spaghetti', 'Spaghetti']","['Furniture', 'Sheets', 'Sleep', 'Sheets', 'Sleep']","['Tomber', '\\u00c9croulement', 'Tais', 'Toi', 'Avalenche', 'Gamelle']","['bague', 'Minecraft', 'Pr\\u00e9cieux', 'Pr\\u00e9cieux']","['reflection', 'wall', 'View', 'see', 'Self', 'yourself']","['onde', '\\u00e9lectromagn\\u00e9tique', 'dissipe', 'obscurit\\u00e9']","['botanique', 'Paris', 'l\\u00e9gumes', 'PLant', 'Potager', 'Versailles']","['Notice', 'undercover', 'observant', 'Bourne', 'CIA', 'secret']","['Tornade', 'Composition', 'Souffle', '\\u00c9olienne', 'Aliz\\u00e9', 'Bourrasque']","['gallagher', 'brothers', 'Mirage', 'Water', 'mirage', 'water']","['Package', 'Crate', 'Gift', 'Cube']","['Batman', 'oiseau', 'kinder', 'DeVito', 'Costard', 'Icecool']"
Mystery Word,Cerveau,Firefighter,Beach,Temple,Quarter,Baker,Mustard,Orange,Western,Adele,Cookie,Snow,Billard,Araign\u00e9e,Fell,Fourchette,Tennis,Peace,Train,Pluie,Devil,Thunder,Tornado,Zeitung,P\u00e9tard,Box,Stamp,Firefighter,Ball,Evening,Bicycle,Rakete,Kaiser,Sausage,Perroquet,Tiger,Noisette,Noodle,Bed,Chute,Diamant,Mirror,Lumi\u00e8re,Jardin,Spy,Vent,Oasis,Box,Pingouin
Guess,Cerveau,Firefighter,Beach,Temple,quarter,Baker,Mustard,Orange,Western,Adele,Cookie,Snow,Billard,Araign\u00e9e,Fell,,Tennis,Peace,train,pluie,Devil,Thunder,Tornado,Zeitung,P\u00e9tard,box,Stamp,Fireman,ball,Night,Bike,Rakete,Kaiser,sausage,perroquet,tiger,Noisette,Noodle,Couch,Chute,Diamant,mirror,Lumi\u00e8re,Jardin,Spy,Vent,twins,Box,Pingouin
