ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78
Table Number,492299365,492336626,492345449,492256722,492097225,492207414,492171629,491567848,491745664,491780475,491137866,491706632,490980815,491448352,491209348,490945092,491052585,490280100,490771660,490070257,490516485,490229920,490196833,490098881,489712176,489828316,489534385,489219154,489158294,488032029,488003526,488158401,488056689,487442469,487297911,487645326,487334270,486867778,486999494,486844060,486226243,486124151,485206219,485530531,484606827,484682575,484435490,483994780,481747388,480162112,480638723,479677325,478658601,478416865,475857014,473319518,471793759,465912719,466086694,466081205,466083684,466084384,465731184,465728930,465664137,465664095,465664206,465664286,465668656,465435499,445297184,444471586,381826421,374138794,363390977,336562502,321888448,319065151
Move,['9'],['5'],['5'],['8'],['7'],['5'],['17'],['14'],['18'],['18'],['27'],['9'],['27'],['18'],['5'],['8'],['25'],['37'],['38'],['58'],['27'],['64'],['36'],['25'],['50'],['55'],['46'],['60'],['60'],['37'],['96'],['63'],['93'],['103'],['72'],['62'],['54'],['60'],['77'],['85'],['51'],['92'],['64'],['72'],['26'],['96'],['55'],['48'],['73'],['19'],['16'],['82'],['63'],['242'],['10'],['36'],['74'],['51'],['42'],['48'],['49'],['46'],['38'],['478'],['40'],['44'],['38'],['43'],['40'],['366'],['47'],['57'],['775'],['1404'],['1673'],['1666'],['3397'],['404']
Mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode
Speed,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,Français,Français,English,English,Français,English,English,Deutsch,Deutsch,English,Deutsch,Français,Deutsch,English,English,English,Français,Français,Français,Deutsch,Français,English,English,English,English,Français,English,English,Français,Français,Français,Français,English,English,English,Deutsch,English,English,English,English,Deutsch,English,English,Deutsch,Deutsch,English,English,English,English,English,English,English,English,Français,English,Deutsch,English,English,English,English,English,English,English,English,English,English,English,English,English,Deutsch,Deutsch,English,English,English,English,Français,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Chipotle', 'Tabasco', 'scoville', 'Scoville', 'Espelette', 'Espelette']","['Gong', 'instrument', 'Percussions', 'percussions']","['Fugl', 'Propel', 'V\\u00e6k', 'Luften']","['Agriculture', 'Ant', 'barn', 'Tractor', 'Agricola']","['Titanic', 'Drakkar', 'Paquebot', 'Catamaran']","['Swallowtail', 'insect', 'lepidopteran', 'flutter']","['Aapuitde', 'Tattoo', 'Trui', 'Armen']","['Schwiegermutterstuhl', 'W\\u00fcste', 'Balkon', 'Opuntien']","['Alsmannfrisur', 'King', 'lebt', 'jailhouse', 'Graceland', 'Memphis']","['Ra', 'hot', 'Moon', 'Light', 'Daytime', 'Day']","['Monarchin', 'Elisabeth', 'Innuendo', 'BohemianRapsody', 'Victoria', 'Victoria']","['Bonheur', 'irlande', 'Luzerne', 'Chance', 'leprechaun', 'Feuilles']","['Neusiedler', 'Wasser', 'Starnberger', 'Teich', 'Gew\\u00e4sser', 'Binnengew\\u00e4sser']","['Band', 'instrument', 'Batterie', 'Snare', 'snare', 'Snare']","['King', 'Dynasty', 'Roman', 'Mayan']","['Harvest', 'Daffodil', 'Coiled', 'Boing', 'Boing']","['Cheshire', 'Moustache', 'Siamois', 'Vibrisses']","['RTL', 'd\\u00e9part', 'Sacoche', 'Bagage', 'Bagage', 'Bagage']","['peintre', 'pognon', 'argent', '\\u00e9cu', 'pi\\u00e8ces', 'jaunes']","['Sch\\u00fclerkleidung', 'Dienstanzug', 'Polizist', 'Polizei', 'Milit\\u00e4r', 'Schulkleidung']","['anti-ride', 'patissi\\u00e8re', 'Liquide', 'Blanche']","['banned', 'ISBN', 'kindle', 'Paperback', 'Read', 'epilogue']","['hanging', 'Noose', 'tie', 'String', 'Lasso', 'lasso']","['master', 'safe', 'security', 'Key', 'Security', 'key']","['mirage', 'cool', 'Refreshing', 'Drink', 'Desert', 'Desert']","['enseignant', 'Chaire', 'Universit\\u00e9', 'Raoult', 'Tournesol', 'Tournesol']","['Boise', 'Bosc', 'Double', 'shape', 'Avocado', 'Bradford']","['Whirlybird', 'Rotor', 'Hospital', 'Chopper', 'Chopper']","['Chantier', 'S\\u00e9curit\\u00e9', 'Moto', 'Oreilles', 'Protection', 'Protection']","['Amour', 'Zeus', '\\u00c9clair', '\\u00c9clair']","['\\u00c9pice', 'Mie', 'Baguette', 'Boulanger', 'complet', 'Campagne']","['Jocko', 'Primate', 'Abu', 'Rafiki', 'Plan\\u00e8te', 'film']","['NSFW', 'Drywall', 'Turn', 'Threaded', 'threaded', 'Screwdriver']","['Counter', 'monkey', 'Gymnastics', 'chocolate', 'Chocolate']","['Negroni', 'Dress', 'Molotov', 'Mixer', 'Screwdriver']","['Schmetterling', 'H\\u00fclle', 'Puppennest', 'Raupe', 'Metamorphose', 'Geh\\u00e4use']","['episodes', 'events', 'Tv', 'Sequence', 'Season', 'Baseball']","['Grudge', 'Mince', 'Steak', 'Cow', 'Heifer', 'Meat']","['Dippitydo', 'ultrasound', 'Wax', 'Goo', 'Aloe', 'lube']","['Faraday', 'Batting', 'Nicholas', 'prison', 'bird', 'wire']","['Gl\\u00e4ser', 'Ohren', 'Kontaktlinsen', 'Monokel', 'Nase', 'Nase']","['Sun', 'Movie', 'mesh', 'Visual', 'saver', 'Gadgets']","['Universe', 'Smartphone', 'Andromeda', 'Cosmos']","['Reaktor', 'Grafenrheinfeld', 'Fukushima', 'Nukleonen', 'Werk']","['Seide', 'Verwandlung', 'Schmetterling', 'Schmetterling']","['pizza', 'half', '15', '15minutes']","['Beer', 'Tree', 'Anchor', 'Beginning', 'cause', 'ginseng']","['Testv\\u00e9r', 'Ember', 'Gyerek', 'Kett\\u0151']","['sun', 'constellation', 'Movie', 'Astronomy', 'Polaris', 'Asterisk']","['Smoke', 'House', 'Earth', 'wind', 'Works', 'Pookie']","['blue', 'passcode', 'Hart', 'Smith']","['Mouth', 'Policeman', 'block', 'Defend', 'Protect', 'Security']","['Haystack', 'Pins', 'thread', 'Thread', 'vaccine', 'Vaccine']","['Mat', 'Tour', 'Fou', 'D\\u00e9ception', 'Pion', 'Pion']","['Newton', 'lab', 'biology', 'biology']","['staubig', 'Pulver']","['Free', 'Bird', 'Nicolas', 'Bars', 'actor', 'avoidant']","['Poker', 'Greeting', 'Hoyle', 'joker']","[""e'rbody"", 'tipsy', 'caveman', 'cudgel']","['dime', 'nickel', 'counter', 'insurgency']","['Drinking', 'Locale', 'limbo', 'stick']","['-sour', 'Band', 'no', '-unturned']","['happy', 'annually', 'another', 'year']","['Smell', 'Sniff', 'Goes', 'Sneeze', 'Muzzle']","['Container', 'holder', 'Mail', 'mail']","['Mean', 'Girls', 'kardashian', 'face']","['YuGiOh', 'Heart', 'hallmark', 'scam']","['Dish', 'Liquid', 'sudsy', 'clean']","['grind', 'grain', 'walk', 'aimlessly']","['Face', 'Chips', 'Gl\\u00fccksspiel', 'Karten']","['spicy', 'l\\u00e4nglich', 'rot', 'rot']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['sneezing', ""Johnson's"", 'baby', 'Washing']","['vocaliser', 'communicator', 'bluetooth', 'talker']","['Billiards', 'Combine', 'Swim', 'Applicant', 'Noodle']","['Total', 'ordinateur', 'Cathodique', 'Verre', 'TV', 'tv']","['Tighten', 'Safety', 'Harness', 'Rope', 'Waist', 'Waist']","['...tail', 'dwarf', 'my', 'little']"
Mystery Word,Piment,Tambour,Flight,Farm,Bateau,Butterfly,Sleeve,Kaktus,Elvis,Sun,Queen,Tr\u00e8fle,See,Drum,Emperor,Spring,Chat,Valise,Monnaie,Uniform,Cr\u00e8me,Book,Rope,Lock,Oasis,Professeur,Pear,Helicopter,Casque,Foudre,Pain,Singe,Screw,Bar,Cocktail,Kokon,Series,Beef,Gel,Cage,Brille,Screen,Galaxy,Kernkraft,Kokon,Quarter,Root,Twins,Star,Fire,Lock,Guard,Needle,\u00c9chec,Science,Puder,Cage,Card,Club,Coin,Bar,Stone,Birthday,Nose,Envelope,Plastic,Card,Soap,Mill,Poker,Chili,Vegetable,Powder,Speaker,Pool,\u00c9cran,Belt,Pony
Guess,Chili,Triangle,Flyve,Farm,Navire,Butterfly,sleeve,Kaktus,Elvis,Sun,Queen,Trefle,See,Drum,Empire,sunflower,Chat,valise,Monet,Uniform,Cr\u00e8me,Book,Knot,Lock,Oasis,Docteur,Pear,helicopter,Casque,cupidon,Pain,Singe,Sheets,,cocktail,Kokon,Series,Beef,gel,Cage,Brille,Solar,Android,Atom,Konkon,mix,,Twin,Star,iron,lock,guard,needle,\u00c9chec,Science,Russ,cage,CARD,Club,Coin,Bar,Stone,Birthday,Nose,Bag,Cosmetics,Card,Soap,Mill,Poker,Chilli,Vegetable,powder,speaker,Pool,Ecran,belt,Pony
