ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59
Table Number,519258234,518944203,518704120,518670650,518506051,518482810,518074513,518178951,517956738,517949622,517973951,517856835,517649676,517259470,517033221,517095134,517098518,517150197,517039024,516560601,515518017,515531482,515340878,515176359,515037990,514995931,514438929,514339808,513638397,513879745,513648042,512715448,513081149,513175456,512998864,512358388,512035573,511071992,510269410,509897088,508853595,508999573,508116165,507982780,504783443,505196983,504721368,496712411,495208466,494728196,493769667,489194416,473773078,470247957,465728930,423771261,374138794,324381970,317609821
Move,['5'],['6'],['12'],['6'],['29'],['29'],['14'],['21'],['27'],['63'],['16'],['20'],['29'],['44'],['47'],['31'],['58'],['47'],['35'],['30'],['30'],['5'],['75'],['49'],['70'],['52'],['26'],['38'],['27'],['24'],['77'],['32'],['54'],['102'],['51'],['44'],['101'],['60'],['33'],['73'],['61'],['36'],['75'],['69'],['31'],['83'],['67'],['319'],['75'],['164'],['57'],['512'],['748'],['1362'],['540'],['2815'],['1718'],['1864'],['1972']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode
Speed,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only
Language,English,English,Français,English,Deutsch,English,English,English,English,English,English,English,English,English,Français,Français,English,English,English,English,Français,English,English,English,English,Français,Français,Deutsch,English,English,English,English,English,Deutsch,English,English,Français,English,English,English,English,English,English,English,English,English,Français,English,English,English,English,Français,English,English,English,Deutsch,English,Français,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Rumpus', 'Dining', 'Unit', 'Location']","['walls', 'incarceration', ""Marty's"", 'work', 'Break', 'Criminals']","['Triste', 'Ciel', 'Inondations', 'S\\u00e9cheresse', 'Eau', 'Eau']","['Grandin', 'Artemis', 'Morman', 'Tabernacle', 'University', 'Philadelphia']","['Fischweib', 'Seemannsgarn', 'Meeresbewohnerin', 'H2o', 'Undine', 'Schwanzflosse']","['Metal', 'Mayday', 'slipknot', 'Song', 'Beatles', 'Music']","['Fence', 'necklace', 'Links', 'Links']","['Salads', 'mediterranean', 'atkins', 'Atkins']","['vertices', 'Football', 'kick', 'Street', 'stone']","['lion', 'feroce', 'Woods', 'panthera', 'Tabby', 'Large']","['sea', 'Flat', 'ship', 'magain', 'Yacht']","['Spiked', 'pow', 'Sucker', 'Hawaiian', 'Uppercut', 'Uppercut']","['Reservoir', 'Trevi', 'Trevi', 'water', 'Trevi', 'Water']","['Sleep', 'nsp', 'headrest', 'headrest']","['nexpresso', 'Automate', 'Fabrication', 'Ecrire', 'Coudre', 'Engin']","['pigeon', 'mesange', 'ailes', 'piaf']","['Arachnid', 'Charlotte', 'widow', 'Legs']","['backpack', 'ripcord', 'hang-glider', 'Silk', 'Skydive', 'Skydive']","['graduation', 'Bundt', 'Wedding', 'Antoinette']","['camera', 'Loose', 'Artillery', 'Artillery']","['Bebe', 'Diminutive', 'Cire', 'Barbie', 'jouet', 'Jouet']","['Kyoya', 'Finn', 'kuro', 'eyes']","['Machine', 'Dell', 'Macintosh', 'Processor', 'Intell', 'Mouse']","['Fall', 'Adele', 'Mr.', 'Blue', 'Heaven', 'Clouds']","['Laatste', 'Dood', 'Slot', 'Ver', 'Slot', 'Ver']","['Turtle', 'Takwendo', 'Warrior', 'Kamui']","['Cadeau', 'P\\u00e2te', 'Cheveux', 'D\\u2019or', 'Ceinture', 'Fris\\u00e9e']","['Pferd', 'M\\u00e4nnlich', 'Vierbeiner', 'M\\u00e4hne']","['Loop', 'Breakfast', 'sander', 'green', ""Orion's"", 'Orion']","['bird', 'skin', 'light', 'pluck', 'Birds', 'White']","['America', 'Master', 'Lead', 'Hook', 'Tennille', 'Haddock']","['Tahiti', 'Gilligan', 'beach', 'exotic']","['Playground', 'Water', 'Slip', 'Slip']","['Gotthart', 'Unterirdisch', 'blick', 'Elbunterquerung', 'Berg', 'Verkehrsr\\u00f6hre']","['barge', 'ewe', 'Dodge', 'Truck', 'Aries', 'horns']","['lenen', 'Stilte', 'krook', 'Alexandri\\u00eb', 'gebouw', 'Gebouw']","['Cr\\u00e8me', 'Denr\\u00e9e', 'Mignon', 'Fleur', 'Romanesco', 'Romanesco']","['pompeii', 'molten', 'Obsidian', 'magma', 'magma']","['Camoflauge', 'Outdoor', 'Person', 'food', 'Tracking', 'tracking']","['\\u30c9\\u30ea\\u30c3\\u30d7', '\\u307e\\u3081', '\\u3059\\u305f\\u30fc\\u3070\\u3063\\u304f\\u3059', '\\u306b\\u304c\\u3044']","['\\u30e9\\u30b8\\u30e3\\u30fc', '\\u30a6\\u30c3\\u30ba', '\\u306a\\u304b\\u3058\\u307e\\u3042\\u3064\\u3057', '\\u306f\\u3093\\u3057\\u3093', 'mahoubin']","['Bolo', 'Bar', 'Fighter', 'score', 'Even', 'Knot']","['Nutmeg', 'Cinnamon', 'Cinnamon']","['Butter', 'Legume', 'Reeces', 'Buttercups', 'Salted', 'Salted']","['Cooker', 'Fan', 'Hot', 'Cooking']","['Flight', 'Commander', 'captain', 'license', 'Honda']","['Montb\\u0117liarde', 'Meuh', 'Ruminante', 'G\\u00e9nisse', 'Qui-rit', 'Taureau']","['Athletics', 'Mascot', 'Mammoth', 'Hannibal', 'GOP', 'Tusks']","['Nickle', 'Slot', 'Loose', '1$']","['Plant', 'Purify', 'slippery', 'bog', 'green', 'green']","['Arachnid', 'Widow', 'Charlotte', 'Charlotte']","['chanteur', 'aube', 'brahma', 'cocorico']","['Sourdough', 'Crumble', 'grain', 'spelt', 'Circus', 'dough']","['phone', 'imprisoned', 'Mobile', 'Nucleus', 'mitosis', 'Mitochondria']","['Margherita', 'Pepperoni', 'TMNT']","['Schluppuck', 'Stachel', 'Ampulle', 'Present', 'Schlange']","['pub', 'High', 'fly', 'Fly']","['If', 'Let', 'Baffe', 'Cr\\u00eame', 'fraises', 'gifle']","['Noire', 'Lumi\\u00e8re', 'G\\u00e9nie', 'huile', 'Chevet', 'Chevet']"
Mystery Word,Room,Prison,Pluie,Temple,Meerjungfrau,Band,Chain,Diet,Corner,Tiger,Sail,Punch,Fountain,Pillow,Machine,Oiseau,Spider,Parachute,Cake,Cannon,Poup\u00e9e,Glasses,Computer,Sky,End,Ninja,Boucle,Hengst,Belt,Feather,Captain,Island,Slide,Tunnel,Ram,Library,Chou,Lava,Hunter,Coffee,Tiger,Tie,Spice,Peanut,Oven,Pilot,Vache,Elephant,Coin,Moss,Spider,Coq,Bread,Cell,Pizza,Gift,Bar,Tarte,Lampe
Guess,Room,prison,Pluie,temple,Nixe,boyscouts,Chain,Diet,Ball,Tiger,sail,Punch,Dogs,sheep,Machine,Oiseau,Spider,Parachute,cake,,Poup\u00e9e,glasses,Computer,sky,End,Ninja,Boucle,Hengst,Belt,Feather,Captain,Island,Slide,Tunnel,Ram,library,Chou,Lava,,coffee,TIGER,tie,Spice,Peanut,fry,Pilot,Vache,elephant,coin,moss,Spider,Poule,Bread,Cell,Pizza,Gift,bar,tarte,Lampe
