ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79,Scrapnumber80,Scrapnumber81,Scrapnumber82
Table Number,499237581,498884071,498403224,498659251,498525318,497614150,498445142,498136926,498123851,498066468,498118641,498031206,498108109,497793723,497853690,497930718,497680789,497686546,497150159,497566435,497046566,497398022,497293911,496884758,497098868,496882417,496970715,496927186,496743020,496712341,496511396,496595655,496418420,496416430,496188758,496058086,495708536,495510159,495617876,495608380,495349332,494668877,494886767,494412075,494674952,493769667,492863434,493675456,493334781,492677863,491092635,491305856,490280100,489469138,489547867,485539344,484682575,484435490,484195799,479677325,465730124,465730355,465730615,465732005,465733714,465664095,465664286,465669875,465665695,464921867,444471586,443775902,417255169,405054016,381777020,374138794,363390977,356959263,348838927,322726720,319065151,313533300
Move,['7'],['13'],['9'],['51'],['19'],['25'],['27'],['9'],['49'],['36'],['24'],['47'],['18'],['45'],['28'],['36'],['33'],['47'],['29'],['58'],['26'],['91'],['41'],['56'],['30'],['50'],['37'],['65'],['22'],['44'],['65'],['45'],['31'],['46'],['21'],['67'],['67'],['59'],['78'],['83'],['43'],['67'],['58'],['57'],['72'],['36'],['68'],['7'],['86'],['62'],['37'],['39'],['37'],['147'],['33'],['65'],['98'],['55'],['39'],['82'],['48'],['43'],['43'],['43'],['48'],['44'],['43'],['42'],['43'],['51'],['57'],['1852'],['1741'],['1867'],['1290'],['1477'],['1714'],['1537'],['1647'],['1214'],['420'],['3879']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,English,English,English,English,Deutsch,Français,Français,English,Français,English,English,Français,Deutsch,English,English,English,Français,English,English,English,English,English,Deutsch,English,English,Français,Français,English,English,English,English,English,Français,Français,English,English,English,English,Français,English,English,English,English,English,English,Français,English,English,Français,Deutsch,Français,Français,Français,Deutsch,English,English,English,Français,English,English,English,English,English,English,English,English,English,English,English,English,Français,English,English,English,English,English,English,Français,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['eyes', 'Karma', 'Camouflaged', 'Camoflage']","['Skeleton', 'Collector', 'Skull', 'Cross', 'Dog', 'Dinosaur']","['Scarab', 'Feces', 'beetle', 'Scat', 'Beetle', 'scat']","['Mayweather', 'Cuboid', 'seven', 'present', 'Squats']","['tempest', 'Lightnings', 'Weather', 'troopers', 'Brain', 'Cumulonimbus']","['K\\u00f6nig', 'Mufasa', 'Wildtier', 'Leo', 'Gehege']","['Irlande', 'fris\\u00e9', 'Saute', 'Bouc', 'Panurge', 'Panurge']","['Abri', 'Piquets', 'Oncle', 'B\\u00e2che', 'Roulotte', 'Roulotte']","['Eiffel', 'Pisa', 'Twin', 'Rapunzel', 'Control']","['Ange', 'montagne', 'Carbonique', 'Hiver', 'Poudreuse', 'Poudreuse']","['total', 'eclipse', 'Card', 'suit', ""Blondie's"", 'Glass']","['High', 'Altrex', 'stitch', 'firemen', 'climb', 'climb']","['Br\\u00e9silien', 'Electronique', 'Poignet', 'Bijoux', 'Poignet', 'Bijoux']","['Dickh\\u00e4uter', 'R\\u00fcssel', 'Benjamin', 'Dumbo', 'Bl\\u00fcmchen', 'Bl\\u00fcmchen']","['Dip', 'Fleck', 'Frito', 'Micro']","['Bike', 'Vault', 'fasten', 'secure', 'mechanism', 'door']","['Dirt', 'Hole', 'Coal', 'Steam']","['Equid\\u00e9', 'Fer', 'Troie', 'Tierc\\u00e9', 'Canasson', 'Jollyjumper']","['Japanese', 'Tenchu', 'Quiet', 'Mutant', 'sneaky', 'Sneaky']","[""I'll"", 'Gamble', 'Bryan', 'Gamble', 'Gamble', 'Brian']","['stinky', 'floral', 'smell', 'Grenouille', 'Female', 'Cologne']","['Trombone', 'Chute', 'Electric', 'Push', 'Alpine', 'Baseball']","['Obgyn', 'Cardiologist', 'Medicine', 'Hospital']","['Extremsport', 'laufen', 'Ironman', 'Fahrrad', 'Schwimmen', 'schwimmen']","['Syringe', 'Heroin', 'tricot', 'haystack', 'Haystack', 'Haystack']","['overseer', 'hirer', 'employee', 'director', 'Springsteen', 'Leadership']","['Organis\\u00e9e', 'Baader', 'Ruban', 'Pansement', 'Gaza', 'Boys']","['Solitaire', 'Mine', 'Anvers', 'Facettes', 'Brut', 'Soixante']","['alfalfa', 'brussel', 'Fresh', 'bean']","['Sap', 'Waffle', 'Treacle', 'Maple']","['stub', 'fair', 'Entrance', 'admission', 'Admission', 'Admission']","['Cigarettes', 'Dupont', 'Flame', 'Bic', 'Fluid', 'Fluid']","['Rollercoaster', 'Fairground', 'Bike', 'Horse', 'Bike', 'Horse']","['Tricot', 'Capitaine', 'mousqueton', 'pirate', 'Esse', 'Aiguille']","['enveloppe', 'Poster', 'missive', 'A', 'Facteur']","['COME', 'command', 'foot', 'Fido', 'Louboutin', 'Louboutin']","['entitlement', 'inalienable', 'ambiguous', 'Mr.', 'Price', 'true']","['Arkansas', 'Ring', 'FACETED', 'GEM', 'Titanic', 'grillz']","['Jeep', 'lions', 'Moon', 'woburn']","['moka', 'Bistrot', 'Parfum', 'dosettes', 'Robusta', 'Bruleurie']","['Glass', 'Toe', 'Hint', 'Money']","['Trevi', 'Buckingham', 'spout', 'StacysMom', 'Water', 'water']","['Palpatine', 'Leader', 'King', 'Kuzco']","['Official', 'Officer', 'Ceremony', 'Napittaa', 'Soldier', 'Sotilas']","['Vermin', 'Earwig', 'pest', 'insect', 'pest', 'insect']","['Tug', 'Sail', 'Titanic', 'Fishing']","['Mario', 'Terrestre', 'Etoiles', 'interstellaire']","['Thermostat', 'Enforcement', 'Sun', 'Wave']","['Knot', 'Windsor', 'shoelaces', 'Shoelaces']","['Vaccin', 'Moustique', 'Infirmi\\u00e8re', 'Perforation', 'Aiguille', 'Aiguille']","['Kaulitzband', 'Japanstadt', 'Ghoul', 'Monsterarena']","['Fanons', 'Bleue', 'Pinocchio', 'Jonas', 'Soutien-gorge', 'Poisson']","['RTL', 'd\\u00e9part', 'Sacoche', 'Bagage', 'Bagage', 'Bagage']","['jacques', 'Noix', 'protection', 'Calim\\u00e9ro', 'St-Jacques', 'Saint-Jacques']","['...Ganele', 'Frau', '23', 'Grammy', 'Sengerin', 'S\\u00e4ngerin']","['salt', 'habanero', 'condiment', 'spicy']","['pizza', 'half', '15', '15minutes']","['Beer', 'Tree', 'Anchor', 'Beginning', 'cause', 'ginseng']","['Jaune', 'Colis', 'D\\u00e9m\\u00e9nagement', 'd\\u00e9m\\u00e9nagement', 'D\\u00e9m\\u00e9nagement']","['Mouth', 'Policeman', 'block', 'Defend', 'Protect', 'Security']","['Bird', 'KungFu', 'karate', 'kick']","['Titanic', 'ship', 'Killer', 'killer']","['Furry', 'bear', 'Two-toned', 'two-tone']","['Cashew', 'Brazil', 'squirrel', 'treat']","['Crimson', 'and', 'lucky', 'irish']","['Mean', 'Girls', 'kardashian', 'face']","['Dish', 'Liquid', 'sudsy', 'clean']","['Miniature', 'Prep', 'my', 'job']","['Great', 'desire', 'fruit', 'love']","['Engagement', 'gold', 'circus', 'perimeter']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['Leclerc', 'Intersection', 'rencontre', 'diable']","['Geometric', 'Scheme', 'Geometry', 'Khufu', 'Tomb', 'Egypt']","['Present', 'T.V.', 'Tell', 'Sitcom']","['Shoestring', 'Animal', ""McDonald's"", 'Potato']","['blades', 'chopper', 'Huey', 'Lynx']","['Edison', 'UV', 'Incandescent', 'Night', 'Wave']","['in-point', 'Trunk', 'file', 'Basket', 'court', 'Pencil']","['Diavola', 'Deliziosa', 'Sicilienne', 'Calzone', 'Hawaienne', 'hawaenne']","['Full', 'Square', 'Door', 'Terraced', 'Home', 'Home']","['3D', 'square', 'rubik', '^3']","['Cinderella', 'Croquet', 'sphere', 'billiard', 'Dodge', 'drop']"
Mystery Word,Chameleon,Bone,Dung,Box,Storm,L\u00f6we,Mouton,Tente,Tower,Neige,Heart,Ladder,Bracelet,Elefant,Chip,Lock,Shovel,Cheval,Ninja,Bet,Perfume,Slide,Doctor,Triathlon,Needle,Boss,Bande,Diamant,Sprout,Syrup,Ticket,Lighter,Ride,Crochet,Lettre,Heel,Right,Diamond,Safari,Caf\u00e9,Tip,Fountain,Emperor,Uniform,Cockroach,Boat,Galaxie,Heat,Tie,Piq\u00fbre,Tokio,Baleine,Valise,Coquille,Adele,Pepper,Quarter,Root,Carton,Guard,Crane,Iceberg,Panda,Nut,Clover,Plastic,Soap,Painting,Passion,Ring,Vegetable,Carrefour,Pyramid,Show,Fries,Helicopter,Light,Case,Pizza,House,Cube,Ball
Guess,Chameleon,bone,Mummy,Box,Storm,L\u00f6we,Mouton,Tente,Tower,Neige,heart,Ladder,Cigarette,Elefant,Chip,Close,Mine,Cheval,Ninja,,Perfume,Slide,Doctor,Triathlon,drug,Boss,bande,Diamant,WAFFEL,syrup,Ticket,lighter,Ride,Crochet,Lettre,,right,diamond,Safari,Caf\u00e9,Pochacco,fountain,Emperor,uniform,pest,Boat,Galaxie,,Tie,Piqure,Tokyo,Baleine,valise,Casque,,sals,,,Poste,guard,Crane,Lifeboat,Grizzly,Nut,Clover,Cosmetics,Soap,Paint,Passion,Ring,Vegetable,Carrefour,Pyramid,Show,Fries,helicopter,Light,Case,Pizza,House,Cube,Ball
