ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68
Table Number,495614251,495125062,495170271,494941622,495014669,495004577,494780905,494974185,494886767,494881907,493936869,493849581,493709600,493137606,493539744,493151089,493334781,493141378,492868677,492543784,492447309,492231149,492177338,492013303,491749709,491114338,491448352,491305856,490945092,490930383,490751315,490280100,490546152,490196833,490240657,490039944,489879311,490098881,489961752,489863383,489708035,489036043,489194416,488042682,486994743,486179493,484123113,484682575,484435490,479677325,479232973,475857014,471793759,466081205,466083684,466084384,465731184,465733714,465664137,465664095,465664206,465664286,465668656,465435499,444471586,423771261,405054016,328236739
Move,['6'],['28'],['9'],['25'],['27'],['18'],['12'],['5'],['21'],['50'],['58'],['46'],['56'],['24'],['55'],['28'],['35'],['45'],['47'],['82'],['31'],['73'],['86'],['50'],['54'],['48'],['83'],['38'],['66'],['108'],['76'],['37'],['86'],['91'],['82'],['27'],['60'],['43'],['105'],['83'],['52'],['58'],['125'],['64'],['64'],['60'],['123'],['98'],['55'],['82'],['1867'],['10'],['74'],['48'],['49'],['46'],['38'],['48'],['40'],['44'],['38'],['43'],['40'],['366'],['57'],['2102'],['1770'],['3565']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+
Language,English,English,English,Deutsch,English,Français,English,English,English,Deutsch,Français,English,Français,English,English,Deutsch,English,English,English,English,English,Français,English,Français,Français,English,English,Français,English,Français,Français,Français,English,English,English,English,English,English,English,English,Français,English,Français,Français,Deutsch,Français,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Deutsch,English,Deutsch,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Infinite,Infinite,Standard,Standard,Infinite,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite
Clues,"['cover', 'spokes', 'Rihanna', 'Singing', 'Rain', 'Rain']","['Mattress', 'sex', 'Trundle', 'water', 'Duvet', 'bunk']","['field', 'Irish', 'Lucky', 'Hope', 'Four', 'luck']","['Internet', 'Freunde', 'like', 'posten', 'Zuckerberg', 'Messenger']","['Organ', 'Love', 'defibrillator', 'artichoke', 'Valve', 'coronary']","['Fermier', 'V\\u00e9hicule', 'Fergusson', 'Vehicule', 'Charrue', 'Champs']","['Malaysia', 'Vegetation', 'Baloo', 'Kaa', 'Boogie', 'Amazon']","['bake', 'stove', 'hot', 'cook']","['Prickly', 'Blossom', 'Desert', 'Desert']","['Langstrecken', '-Silvester', 'Kosmonaut', 'Feuerwerk']","['c\\u00e9tac\\u00e9', 'Galak', 'H\\u00e9ritier', 'Louis']","['Hot', 'March', 'Coil', 'Cleaning', 'Break', 'Time']","['M\\u00e9canique', 'SFR', 'Sanguine', 'Mandarine', 'Sanguine', 'Mandarine']","['camper', 'teaser', 'Behind', 'Caboose', 'Tractor', 'Movie']","['Mowgli', 'Tarzan', 'Rainforest', 'book', 'Survival', 'Tropical']","['Spaten', 'einputten', 'Golfballziel', 'Bohren', 'Ness', 'Vertiefung']","['Fantastic', 'Hole', 'mozilla', 'Megan']","['Sung', 'Smelly', 'Excrement', 'Poo', 'poo', 'excrement']","['hamper', 'Egg', 'Bag', 'Case', 'Weaving', 'Waste']","['Salon', 'Tablet', 'Shears', 'Cosmetologist', 'Beautician']","['Tagteam', 'Union', 'Together', 'Association', 'Group', 'Committee']","['Guerre', 'Artillerie', 'boulet', 'Boulet']","['Corvid', 'Cardinal', 'Magpie', 'Avian', 'Wings', 'animal']","['N\\u00e9anderthal', 'refuge', 'Cavit\\u00e9', 'Abri']","['Donjon', 'Komodo', 'Crocmou', 'Wyrmspan', 'Smaug', 'Smog']","['lawyer', 'District', 'Power', 'Case', 'Counsel']","['R2d2', 'Franky', 'machine', 'Terminator', 'Robbie', 'Wall-E']","['Fanons', 'Bleue', 'Pinocchio', 'Jonas', 'Soutien-gorge', 'Poisson']","['Unobtanium', 'Mickey', 'Steel', 'Heavy', 'Coins']","['sichuan', 'baie', 'Fort', '\\u00e9pice', 'Timut', 'Timuth']","['sous-terrain', 'Eurostar', 'manche', 'Conduit', 'Mont-Blanc', 'Couloir']","['RTL', 'd\\u00e9part', 'Sacoche', 'Bagage', 'Bagage', 'Bagage']","['green', 'pot', 'damp', 'Mildew', 'casting', 'Growth']","['Boat', 'Fly', 'Seafood', 'lure', 'Bassmaster', 'Boating']","['Lacoste', 'Rock', 'croc', 'Dundee', 'rock', 'Dundee']","['Manhole', 'septic', 'Drain', 'Stinky', 'TMNT', 'TMNT']","['fluo', 'Ronson', 'Zippo', 'Zippo']","['curry', 'food', 'pepper', 'Chilli', 'Cumin', 'Cumin']","['sinuses', 'sneeze', 'Cold', 'Kleenex', 'napkin', 'Napkin']","['Influenza', 'pathogen', 'illness', 'Respiratory', 'Outbreak', 'Antibody']","['Amour', 'Rouge', 'art\\u00e8re', 'organe']","['natural', 'satellite', '1969', 'Space']","['musique', 'spotify', 'LesCompagnonsDeLa', 'Zik']","['Sacoche', 'Soute', 'D\\u00e9faite', 'Balluchon', 'sac', 'voyage']","['Konditoreiprodukt', 'Backen', 'B\\u00e4ckerei', 'Apfel...', 'Geb\\u00e4ck']","['cadichon', 't\\u00eatu', 'Baudet', 'Oreilles', 'Bonnet', 'Bonnet']","['Cattle', 'droppings', 'Poop', 'Excrement', 'scat', 'cowpie']","['pizza', 'half', '15', '15minutes']","['Beer', 'Tree', 'Anchor', 'Beginning', 'cause', 'ginseng']","['Mouth', 'Policeman', 'block', 'Defend', 'Protect', 'Security']","['Facial', 'Cut', 'follicle', 'bald']","['Newton', 'lab', 'biology', 'biology']","['Free', 'Bird', 'Nicolas', 'Bars', 'actor', 'avoidant']","['dime', 'nickel', 'counter', 'insurgency']","['Drinking', 'Locale', 'limbo', 'stick']","['-sour', 'Band', 'no', '-unturned']","['happy', 'annually', 'another', 'year']","['Crimson', 'and', 'lucky', 'irish']","['Container', 'holder', 'Mail', 'mail']","['Mean', 'Girls', 'kardashian', 'face']","['YuGiOh', 'Heart', 'hallmark', 'scam']","['Dish', 'Liquid', 'sudsy', 'clean']","['grind', 'grain', 'walk', 'aimlessly']","['Face', 'Chips', 'Gl\\u00fccksspiel', 'Karten']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['kleines', 'Schnappen', 'Dundee', 'Schnappi', 'Schnappi']","['Clown', 'Trapeze', 'Barnum', 'Ringling']","['metro', 'Trains', 'Stop', 'Stop', 'trains']"
Mystery Word,Umbrella,Bed,Clover,Facebook,Heart,Tracteur,Jungle,Oven,Cactus,Rakete,Dauphin,Spring,Orange,Trailer,Jungle,Loch,Fox,Dung,Basket,Stylist,Alliance,Canon,Bird,Grotte,Dragon,Attorney,Robot,Baleine,Metal,Poivre,Tunnel,Valise,Mold,Fishing,Crocodile,Sewer,Lighter,Spice,Tissue,Virus,C\u0153ur,Moon,Chanson,Valise,Kuchen,\u00c2ne,Dung,Quarter,Root,Guard,Hair,Science,Cage,Coin,Bar,Stone,Birthday,Clover,Envelope,Plastic,Card,Soap,Mill,Poker,Vegetable,Krokodil,Circus,Station
Guess,Umbrella,Bed,clover,Facebook,Heart,tracteur,Jungle,Oven,Cactus,Rakete,Dauphin,Spring,Atelier,trailer,Jungle,loch,Fox,,Toss,Stylist,Team,canon,Bird,Grotte,Dragon,attorney,Robot,Baleine,Metal,poivre,Tunnel,valise,Soil,fishing,Crocodile,sewer,lighter,Spice,Nose,pandemic,C\u0153ur,moon,Chanson,Bagage,Kuchen,ane,manure,,,guard,Shave,Science,cage,Coin,Bar,Stone,Birthday,Clover,Bag,Cosmetics,Card,Soap,Mill,Poker,Vegetable,Krokodil,Circus,underground
