ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51
Table Number,506893754,506378449,506580010,506335856,505623552,505958639,505769929,505724592,505196983,505203278,505356470,505130723,505046095,504881748,504721368,504876059,504615502,504481977,504147099,504011203,503635713,503394382,503164125,503063996,502946233,502555488,502294455,501956544,500879536,500920253,500686195,499973778,500015426,499697763,495583488,493769667,493675456,491305856,490280100,488379380,484682575,478416865,466081205,443775902,426921218,423771261,374138794,338553253,337346134,313533300,312552889
Move,['6'],['6'],['8'],['18'],['12'],['45'],['25'],['37'],['33'],['37'],['27'],['37'],['26'],['77'],['66'],['12'],['26'],['45'],['68'],['36'],['74'],['27'],['37'],['36'],['49'],['42'],['92'],['84'],['23'],['94'],['72'],['78'],['56'],['81'],['83'],['57'],['7'],['39'],['37'],['79'],['98'],['435'],['80'],['2177'],['723'],['2423'],['1559'],['1888'],['4395'],['3988'],['2269']
Mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only
Language,English,English,English,English,English,Français,Français,English,English,English,Français,English,English,English,Français,English,Français,English,English,English,English,Français,English,Français,English,English,English,English,Deutsch,Français,Français,Français,English,Deutsch,Deutsch,English,English,Français,Français,Français,English,Français,English,Français,English,Deutsch,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Buds', 'Gleek', 'French', 'Kiss', 'Taste', 'Taste']","['Boom', 'Bruin', 'Aar', 'Oogkleur', 'Noot', 'Nut']","['\\u3057\\u3093\\u3058\\u3087\\u3046\\u3064\\u3088\\u3057', '\\u30e9\\u30b9', 'BIG', '\\u3053\\u30fc\\u3072\\u30fc', 'coffee']","['Cylinder', 'metal', 'Wrench', 'Dream', 'tube', 'water']","['Sheep', 'shaver', 'hairdresser', 'scissors', 'seamstress', 'tool']","['Ombilic', 'Cicatrice', 'B\\u00e9b\\u00e9', 'Narcisse', 'Centre', 'egocentrique']","['corons', 'majeur', 'Charbon', 'Extracteur']","['canape', 'Starter', 'starter', 'Starter']","['Cluster', 'Stars', 'quest', 'Milky', 'milky']","['Undercover', 'Leader', 'signer', 'superior', 'Springsteen', 'Manager']","['Parking', 'Metro', 'billet', 'amoureux']","['Square', 'Towelette', 'Starched', 'Cloth', 'Serviette', 'Serviette']",['Vineyard'],"['Dust', 'Tinkerbell', 'Peterpan', 'Pixie', 'Pixie']","['Montb\\u0117liarde', 'Meuh', 'Ruminante', 'G\\u00e9nisse', 'Qui-rit', 'Taureau']","['Computer', 'Factory', 'washing', 'gun', 'mean', 'micro']","['Vetement', 'Carriere', 'Arlette', 'Patron', 'Machine', 'Fil']","['Fruit', 'Juice', 'Bartlett', 'Tree']","['North', 'Five', 'Twinkle', 'Little', 'Northern', '...bright']","['search', 'Nose', 'fungus', 'Fungus', 'pig', 'pig']","['drive', 'Honda', 'Wheels', 'train', 'automobile', 'Sharing']","['avion', 'conducteur']","['money', 'Shekel', 'Yen', 'Yen']","['Baie', 'Baigner', 'Abandonn\\u00e9', 'Ch\\u00e2teau']","['Months', 'Yearly', 'Julian', 'Advent', 'wall', 'desk']","['Catheadon', 'Wisdom', 'Jer', 'Rowlet']","['Bath', 'Bob', 'holey', 'cellulose', 'Absorbent', 'SquarePants']","['golf', 'Mace', 'scouts', 'Bash', 'suit', 'Caveman']","['Batman', 'Blitz', 'Mob', 'Superheld']","['Siberie', 'F\\u00e9lin', 'Orange', 'Chacal', 'Diego', 'Bengale']","['patissier', 'Artisan', 'p\\u00e9trir', 'Pain', 'P\\u00e9trin', 'P\\u00e9trin']","['Poche', 'Cercle', 'Savonneux', 'Philact\\u00e8re', 'Air', 'Air']","['Rye', 'Silo', 'Chaff', 'Sand', 'Rice', 'Rice']","['Ahorn...', 'Dickfl\\u00fcssig', 'Grafschafter', 'Fruchtkonzentrat', 'Arzneiform', 'Zuckerwasser']","['Kanonenmunition', 'Eis', 'Pistole', 'Bowling', 'Bahn']","['Arachnid', 'Widow', 'Charlotte', 'Charlotte']","['Thermostat', 'Enforcement', 'Sun', 'Wave']","['Fanons', 'Bleue', 'Pinocchio', 'Jonas', 'Soutien-gorge', 'Poisson']","['RTL', 'd\\u00e9part', 'Sacoche', 'Bagage', 'Bagage', 'Bagage']","['Porcelaine', 'baigneur', 'Corolle', 'vaudou', 'Matriochka']","['pizza', 'half', '15', '15minutes']","['Montreal', 'Gazette', 'Tribune', 'Intime', 'Tribune', 'Intime']","['rip', 'cord', 'Paratrooper', 'Saver']","['Po\\u00eale', 'Passer', 'Just', 'Married']","['Bangle', 'Armband', 'Friendship', 'Jewellery']","['stark', 'kontrolle', 'Test', 'Radsport', 'SKANDAL']","['sneeze', 'catch', 'paper', 'A']","['Kangaroo', 'Kirk', 'America', 'Officer', 'Falcon']","['bomb', 'you.need.one', 'u.need.it', 'soak', 'drink.it']","['love', 'us-open', 'Sampras', 'Federer', 'court', 'Court']","['Stop', 'villain', 'Achilles', 'Balm', 'obey']"
Mystery Word,Tongue,Hazel,Boss,Pipe,Shears,Nombril,Mineur,Appetizer,Galaxy,Boss,Ticket,Napkin,Grape,Fairy,Vache,Machine,Couture,Pear,Star,Truffle,Car,Pilote,Currency,Plage,Calendar,Owl,Sponge,Club,Flash,Tigre,Boulanger,Bulle,Grain,Sirup,Kugel,Spider,Heat,Baleine,Valise,Poup\u00e9e,Quarter,Journal,Parachute,Casserole,Bracelet,Doping,Tissue,Captain,Bath,Tennis,Heel
Guess,Spit,Hazel,BOSS,Pipe,shears,Nombril,Mine,sit,Galaxy,Boss,Ticket,shirt,,fairy,Vache,Machine,Couture,Pear,Star,hound,car,,dollar,Lac,Calendar,Owl,sponge,,Flash,tigre,Boulanger,Bulle,wheat,Sirup,Kugel,Spider,,Baleine,valise,Poup\u00e9e,,Journal,Parachute,Casserole,bracelet,Doping,tissue,Captain,pipe,tennis,Heel
