ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71
Table Number,455593196,455435215,455385831,455330446,455175285,455082060,454942212,454896238,454799542,454774734,454698112,454635589,454552328,454540377,454507210,454312867,454085463,454079247,453839362,453705696,453630167,453329629,453261139,453260378,453244918,453157825,453055936,452980323,452780156,452543488,452435453,451595440,451128793,451102769,451028830,450758314,450739988,450709954,450600836,450476300,450259336,449727973,449724610,449496845,449184057,448792679,448202573,446585119,446545117,446514318,446200241,443958521,442941057,441488112,441032575,440978972,440676504,422619886,411382679,402108912,393621459,387173467,381777020,374138794,353362991,343894377,341401520,337346134,324381970,314877288,313533300
Move,['9'],['16'],['5'],['9'],['12'],['10'],['49'],['9'],['15'],['73'],['62'],['57'],['27'],['8'],['5'],['36'],['28'],['57'],['50'],['78'],['11'],['27'],['65'],['57'],['57'],['18'],['81'],['67'],['47'],['65'],['111'],['64'],['73'],['95'],['67'],['43'],['65'],['74'],['64'],['51'],['36'],['32'],['54'],['83'],['67'],['66'],['40'],['51'],['91'],['20'],['109'],['75'],['67'],['102'],['16'],['7'],['118'],['350'],['594'],['768'],['862'],['1003'],['910'],['1121'],['1496'],['1997'],['2284'],['3320'],['1597'],['3314'],['3146']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode
Speed,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only
Language,English,English,English,English,English,English,English,English,English,Français,Deutsch,Français,English,English,English,Deutsch,Deutsch,English,English,English,English,English,English,English,English,English,English,Français,English,English,English,English,English,English,English,English,English,Deutsch,English,Deutsch,English,English,Français,Français,English,English,English,English,Français,Deutsch,Français,Deutsch,English,English,English,English,English,English,English,English,Français,English,English,English,English,English,English,English,Français,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['osteoporosis', 'Calcium', 'marrow', 'Splint', 'rib', 'Femur']","['documentation', 'Class', 'Past', 'events', 'events']","['Masquerade', 'N95', 'covering', 'hidden']","['fletcher', 'Legolas', 'Fletchling', 'Cupid', 'archer', 'archery']","['fil-a', 'hatch', 'Infant', 'Avian', 'baby', 'baby']","['Paris', 'New-York', 'transatlantic', 'Wings']","['Mountain', 'cat', 'Sexy', 'Elder']","['Cooker', 'station', 'Petrol', 'Unleaded', 'Fuel', 'Fuel']","['Celebratory', 'Wine', 'Dom', 'P\\u00e9rignon']","['Jaune', 'Doliprane', 'Samedi', 'Soir', 'Temp\\u00e9rature', 'Grippe']","['Brettspiel', 'Ride', 'Eintrittskarte', '49\\u20ac', 'Billett', 'Billett']","['carapace', 'lettre', 'Courrier', 'Timbre']","['Water', 'Pane', 'Cup', 'Fragile', 'Stained', 'Blowing']","['clap', 'Boom', 'Atmosphere', 'Thor', 'Thor']","['Bird', 'Wing', 'Mentaal', 'Positief']","['Fellpflege', 'Friseurutensil', 'Klo', 'Haarstriegler', 'Zahn', 'Zahnschrubber']","['S\\u00fc\\u00dfigkeit', 'Karamelle', 'Lutschen', 'Karamell']","['hearing', 'Listen', 'Airpod', 'Spok', 'hear', 'Hear']","['Blooms', 'flowers', 'Cog']","['Astral', 'Betelgeuse', 'Light', 'celeb', 'Twinkle', 'Twinkle']","['Panes', 'Translucent', 'glass', 'view']","['Poinsettia', 'orchid', 'reproduction', 'Wisteria', 'Power', 'patch']","['Suck', 'Teeth', 'helsing', 'strahd', 'Slayer', 'Blood']","['Stradivari', 'Strings', 'strings', 'string', 'String']","['Celestial', 'Shadow', 'New', 'Cheese', 'Cheese']","['Love', 'Emotion', 'Fervor', 'Romance', 'Christ', 'Fruit']","['Evolved', 'mammoth', 'Asian', 'trunk', 'Nose', 'Mammal']","['Arc', 'carquois', 'Notre-Dame', 'indication']","['dengue', 'Annoying', 'Anopheles', 'malaria', 'malaria', 'malaria']","['Iridescent', 'Ariel', 'Dinglehopper', 'Fiji', 'Ursula', 'Fishtail']","['concentric', 'Serpent', 'Snaking', 'Slinky', 'spiral', 'spiral']","['Splinter', 'Rodent', 'Poison', 'Rabies', 'R', 'Wistar']","['Living', 'Dining', 'Laundry', 'Bed', 'ba', 'Interior']","['lettuce', 'Frigid', 'Titanic', 'titanic', 'Titanic']","['Sand', 'Wheat', 'corn', 'corn']","['Rail', 'Point', 'Petticoat', 'coupling', 'Train', 'Pipe']","['building', 'Ward', 'Ambulance', 'tests', 'surgery', 'surgery']","['Sonne', 'Meteorologe', 'Voraussage', 'Nachrichten', 'Vorhersage']","['lamp', 'fire', 'Magma', 'magma']","['Pringles', 'St\\u00fcte', 'Coin', 'Computer...', 'Mikro...']","['Margaritifera', 'Mollusk', 'necklace', 'necklace', 'oyster', 'oyster']","['canned', 'tin', 'Salty', 'packed', 'oily']","['Monseigneur', 'tenaille', 'Linge', 'crabe', 'crabe', 'linge']","['Alladin', 'Paillasson', 'Aladin', 'Volant', 'volant', 'Volant']","['comatose', 'person', 'Carrot', 'Root', 'Broccoli', 'Asparagus']","['Chamomile', 'rosemary', 'Plant', 'Spices', 'Basil', 'basil']","['\\u30d5\\u30a1\\u30f3\\u30bf', '\\u3080\\u3089\\u3055\\u304d', '\\u305f\\u306a', '\\u304d\\u3075', '\\u3075\\u3055', '\\u30a8\\u30e9\\u30e0\\u30c0\\u30ea\\u30fc']","['Igneous', 'Sedimentary', 'And', 'Roll', 'hard', 'stone']","['\\u00c9clairage', 'Photosynth\\u00e8se', 'Aveuglante', 'Candelabre', 'jour', 'jour']","['Fabelwesen', 'schwimmen', 'Sebastian', 'MuschelBH', 'Flosse', 'Flosse']","['Leurre', 'chim\\u00e8re', 'Illusion', 'D\\u00e9sert', 'D\\u00e9sert', 'Desert']","['br\\u00fcten', 'Kuckuck', 'Vogel', 'Eier', 'Vogel', 'Eier']","['Respect', 'tie', 'tie', 'NA']","['support', 'Drag', 'Drop', 'Weight', 'Hyperlink', 'milk']","['Measurement', 'measures', 'Weight', 'Heavy', 'Weighing', 'Weighing']","['Melted', 'Burn', 'Wax', 'Wax']","['Touch', 'Green', 'Television', 'Monitor', 'projection', 'Presenn']","['Tv', 'Ghost', 'Tv', 'Ghost']","['Tylenol', 'Acetaminophen', '101', 'symptom', 'saturday']","['vitis', 'Oynos', 'concord', 'jelly', 'Juice', 'RAISIN']","['tuba', 'RADE', 'Visage', 'Chirurgical', 'Fer']","['Beheading', 'Blade', 'Behead', 'AFrenchShave', 'French.ways', 'Sharp']","['Rebecca', 'Black', '13th', 'Freaky']","['morello', 'black', 'Blossom', 'Yoghurt']","['Biathalon', 'mask', 'balaclava', 'lift']","['Colonel', 'Clue', 'Yellow', 'Vinager']","['Supper', 'News', 'Straightening', 'Smoothing', 'After', 'Afternoon']","['Indigenous', 'cigs', 'cancer', 'cigar', 'Spit']","['cloque', 'baffle', 'tomber', 'acoustique', 'mur', 'bluetooth']","['\\u30df\\u30b9\\u30c6\\u30ea\\u30fc', 'radian', '3.14...', '\\u3069\\u3046\\u3058\\u3093\\u304b\\u3064\\u3069\\u3046', '\\u30c9\\u30eb\\u30a4\\u30c9']","['mountain', 'Lodge', 'Wax', 'cross-country', 'snowboard', 'Aspen']"
Mystery Word,Bone,History,Mask,Arrow,Chick,Flight,Cougar,Gas,Champagne,Fi\u00e8vre,Ticket,Enveloppe,Glass,Thunder,Feather,B\u00fcrste,Bonbon,Ear,Spring,Star,Window,Flower,Vampire,Violin,Moon,Passion,Elephant,Fl\u00e8che,Mosquito,Mermaid,Coil,Rat,Room,Iceberg,Grain,Junction,Hospital,Wetterbericht,Lava,Chip,Pearl,Sardine,Pince,Tapis,Vegetable,Herb,Grape,Rock,Lumi\u00e8re,Meerjungfrau,Mirage,Nest,Bow,Anchor,Scale,Candle,Screen,Ring,Fever,Grape,Masque,Guillotine,Friday,Cherry,Ski,Mustard,Evening,Tobacco,Enceinte,Circle,Ski
Guess,bone,transcript,Mask,Elf,Chick,Flight,Cougar,Gasoline,Champagne,Fi\u00e8vre,Ticket,Enveloppe,Glass,Sonic,Feather,B\u00fcrste,Bonbon,ear,Spring,Star,Window,flower,Vampire,Violin,,passion,Elephant,Fleche,mosquito,Mermaid,coil,Rat,Room,salad,Grain,Junction,Hospital,Wetterbericht,,Chips,oyster,Sardine,Pince,Tapis,vegetable,Herb,,Rock,Lumi\u00e8re,Meerjungfrau,mensonge,,artist,,,,screen,ridiculous,Fever,Wine,masque,Guillotine,Friday,cherry,ski,Mustard,Evening,tobacco,Enceinte,Circle,Ski
