ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53
Table Number,570951902,570426642,570316055,570059062,570126068,569665701,569653565,569664890,569521605,569278700,569185097,569169544,569178978,568999874,568064462,567791456,568237278,568397159,567969300,567979480,568010964,567324587,567516188,567185190,566409377,566462339,566205190,566119944,566137231,565030737,565677534,564865328,564729136,563804996,563728141,562524435,562133986,561337934,557490269,557334313,555376965,551020732,546055893,539412516,521199099,517125895,516738278,484123113,478416865,470247957,420552674,381826421,312552889
Move,['58'],['5'],['7'],['14'],['15'],['6'],['14'],['20'],['8'],['18'],['35'],['28'],['21'],['19'],['6'],['18'],['47'],['27'],['49'],['74'],['12'],['46'],['18'],['9'],['28'],['24'],['54'],['66'],['94'],['38'],['75'],['53'],['53'],['75'],['45'],['17'],['11'],['45'],['49'],['376'],['37'],['51'],['424'],['163'],['766'],['430'],['1308'],['1404'],['1542'],['2491'],['1109'],['1066'],['2514']
Mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode
Speed,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only
Language,English,Français,English,English,English,English,English,English,Deutsch,English,English,English,English,English,Deutsch,English,English,English,English,English,English,English,Deutsch,English,Français,English,English,English,Français,English,English,English,English,English,English,Français,English,Français,English,English,Français,Français,English,English,Français,English,English,English,Français,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Husky-ancestor', 'howl', 'pack', 'Jacob', 'teamjacob']","['Saison', 'No\\u00ebl', 'Neige', 'Neige']","['zipper', 'swatter', 'Goldblum', 'Fishing']","['glucose', 'Sucrose', 'Cane', 'Sweetener']","['rubberband', 'Band', 'Property', 'Rubber']","['chime', 'Alexander', 'Graham', 'pepper', 'ring', 'ring']","['Conception', 'card', 'candles', 'candles']","['calendar', 'Seventh', 'Weekend', 'Church', 'Holiday', 'Saturday']","['graben', 'Bohren', 'stopfen', 'Aussparung', 'Schwarz']","['Tokyo', 'Railway', 'system', 'Subway', 'sexual', 'Train']","['socket', 'Egress', 'power', 'plug']","['Rest', 'Mate', 'Living', 'Living']","['De', 'Kelley', ""Bambi's"", 'home']","['Autumn', 'Maple', 'Tree', 'branch', 'Green', 'Green']","['Temperatur', 'Dengue', 'Grippe', 'Wadenwickel', 'Z\\u00e4pfchen', 'Z\\u00e4pfchen']","['Post', 'Cotton', 'Pin', 'Needle', 'Needle', 'Needle']","['Foot', 'Wheel', 'High', 'Cracked', 'Wedge', 'dog']","['performance', 'Prove', 'see', 'Seen']","['Cork', 'Philips', 'lightbulb', 'Ball', 'Loose']","['token', 'Schilling', 'Made-up', 'Change', 'commemorative']","['stasis', 'pharaoh', 'Daddy', 'Sunny', 'British', 'mama']","['Toothpaste', 'teeth', 'Paint', 'pen', 'Cleaning', 'Hair']","['Motorrad', 'Haube', 'Kopfschutz', 'Kopfschutz', 'Bauarbeiterhut', 'Baustelle']","['y', 'ticket', 'Verb', 'bicycle', 'horse', 'Kamen']","['KGB', 'Mouchard', '007', 'Bonisseur', 'L\\u00e9gandes', 'Agent']","['Sport', 'Alley', 'gutter', 'split', 'Spare', 'Shoes']","['\\u00cdj\\u00e1sz', 'Wow', 'Pusk\\u00e1javan', 'Wowkarakter', 'Fegyver', 'Nyomk\\u00f6vet\\u00e9s']","['Suit', 'neck', 'Bow', 'fighter', 'Even', 'even']","['P\\u00e2ques', 'pont', 'Juilletistes', 'plage', 'farniente', 'farniente']","['RealityTV', 'NewSeason', 'geometry', 'round', 'shape', 'diameter']","['Comforter', 'Bunk', 'bug', 'Mattress', 'sleep', 'Flower']","['Invoice', 'receipt', 'Cosby', 'Note', 'Clinton']","['Fizet', '\\u00c1r', 'fizetend\\u0151', 'fizetend\\u0151']","['Zika', 'Chickenpox', 'infectant', 'Sickness', 'Trojan', 'Hackers']","['Hand', 'Basket', 'Dance', 'Pingpong', 'rolling', 'throw']","['Flaque', 'Ond\\u00e9e', 'Mouill\\u00e9', 'Perturbations', 'nuage']","['Milky', 'Way', 'far', 'away']","['rouge', 'conduire', 'Ford', 'Tamponneuse', 'Kia', 'Volant']","['Pachyderm', 'Animal', 'Dumbo', 'Trunk', 'Dumbo', 'Trunk']","[""Bambi's"", 'skunk', 'Daffodil', 'Chrysanthemum', 'Shitbags', 'Names']","['Pommade', 'Beurre', 'Ecureuil', 'Casse', 'Marron', 'Amande']","['Phobie', 'Parker', 'Toiles', 'Toiles']","['Circulate', 'Blood', 'Body', 'Pump', 'Achey', 'Breaky']","['Soil', 'tool', 'Digging', 'digging']","['Elisabeth', 'Chevalier']","['Water', 'Inflorescence', 'Ming', 'Urn', 'Elegant', 'Pottery']","['Pig', 'Key']","['Dwayne', 'sedimentary', 'paper', 'scissors', 'Stone', 'Pebble']","['Coupon', 'Entr\\u00e9e', 'Billet', 'Contravention', 'Contravention', 'Billet']","['Excrement', 'Fertiliser', 'Beetle', 'Faeces', 'poop', 'Poop']","['juice', 'Fruit', 'color', 'clementine', 'clementine', 'Color']","['puppet', 'fluffy', 'wind', 'Ankle']","['Leaves', 'Cad', 'tool', 'tool', 'cad']"
Mystery Word,Wolf,Hiver,Fly,Sugar,Elastic,Bell,Birthday,Sunday,Loch,Metro,Outlet,Room,Forest,Leaf,Fieber,Thread,Heel,Show,Screw,Coin,Mummy,Brush,Helm,Ride,Espion,Bowling,Hunter,Tie,Vacances,Circle,Bed,Bill,Bill,Virus,Ball,Pluie,Galaxy,Voiture,Elephant,Flower,Noisette,Araign\u00e9e,Heart,Shovel,Princesse,Vase,Ladybug,Rock,Ticket,Dung,Orange,Sock,Rake
Guess,warewolf,hiver,Fly,Sugar,el\u00e1stico,Bell,Birthday,Sunday,Loch,Transport,Electric,Room,Forest,Leaves,Fieber,,,Artist,screw,Coin,mummy,brush,Helm,ride,secret,Bowling,vad\u00e1sz,Tie,Vacances,circle,Bed,Bill,v\u00e1s\u00e1rol,virus,Ball,pluie,galaxy,Auto,,Flower,Noisette,araign\u00e9e,Heart,Shovel,Reine,Vase,Swine,rock,Billet,dung,Orange,sock,Autumn
