ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62
Table Number,503702311,503515855,503470225,503296921,503273217,503083417,503083355,502969756,502037338,503027611,502831991,502681911,502201995,502527562,502159986,502254881,502081542,500876135,501121453,501104416,500811538,500571629,500599453,500560257,499995757,499679877,499439706,499015388,498984679,498403224,498525318,497150159,497091178,495942525,494260387,493675456,493150387,493159831,492435846,490945085,491092635,491305856,490280100,489266717,488379380,484682575,479232973,466086694,466081205,466084294,465731184,465664137,465664206,465668656,444471586,431028987,422619886,420552674,381777020,374138794,348838927,336562502
Move,['7'],['20'],['5'],['6'],['5'],['12'],['12'],['5'],['38'],['37'],['36'],['18'],['19'],['45'],['63'],['36'],['17'],['30'],['68'],['113'],['101'],['99'],['49'],['48'],['74'],['22'],['75'],['103'],['56'],['65'],['85'],['93'],['67'],['63'],['109'],['7'],['61'],['56'],['75'],['56'],['66'],['39'],['37'],['14'],['79'],['98'],['2580'],['57'],['65'],['53'],['53'],['56'],['53'],['55'],['57'],['997'],['662'],['694'],['1325'],['1523'],['1702'],['1747']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode
Speed,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,Deutsch,English,Français,Deutsch,Français,English,English,Français,English,English,English,English,English,English,Deutsch,English,English,English,English,English,English,Français,English,English,English,Français,English,English,English,English,English,English,English,Français,English,English,Français,Deutsch,Deutsch,English,Deutsch,Français,Français,English,Français,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Français,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['-zangenbowle', 'Kamin', 'Hei\\u00df', 'Flammen']","['sundae', 'top', 'Bomb', 'Fruit']","['Ermite', 'Un', 'Seul', 'Cartes']","['Wasser', 'Melitta', 'Moka', 'Bohne', 'Bohnen', 'Koffein']","['Speed', 'Tropical', 'tarzan', 'mowgli']","['Volkswagen', 'Feminine', 'Insect', 'Red', 'Red', 'Insect']","['grass', 'seeds', 'plank', 'pattern', 'of', 'salt']","['ciel', '\\u00c2me', 'enfer', 'Enfer']","['intravenous', 'Prick', 'point', 'haystack', 'haystack', 'Haystack']","['Firkantet', 'Fluffy', 'Godnat', 'Fjer', 'Hoved', 'Hoved']","['Gravedigger', 'Long', 'Dirt', 'Construction', 'Burial', 'Tool']","['Swing', 'ogre', 'david', 'Bunyan', 'attack', 'Beanstalk']","['Priest', ""Scandal's"", 'Olivia', 'catholic', 'Head', 'head']","['dog', 'Moon', 'wood', 'Canine']","['um', 'Regionalbahn', 'TGV', 'Schach', 'Ice', 'Intercity']","['Quick', 'Bread', ""Cinderella's"", 'conveyance', ""Harley's"", 'BF']","['Precious', 'Stone', 'Emerald', 'Topaz']","['polyhedron', 'Wombat', 'Block', 'Die', 'Game', 'Game']","['prickly', 'pear', 'botanical', 'camel', 'Thorny', 'Barrel']","['\\u3042\\u3081\\u304b\\u305c', 'VS', '\\u3057\\u305c\\u3093\\u3055\\u3044\\u304c\\u3044', '\\u30cf\\u30ef\\u30a4\\u3067\\u30c7\\u30d3\\u30e5\\u30fc\\u3057\\u305f', '\\u3059\\u306a', '\\u3059\\u306a']","['Creek', 'Euphrates', 'Thames', 'Volga', 'Styx', 'Nile']","['Affluent', 'Pont', 'Eau', 'Kwa\\u00ef', 'Ruisseau', 'Fleuve']","['cigarette', 'fire', 'alarm', 'cough', 'tobacco', 'air']","['Toad', 'Sugar', 'Stick', 'Walking']","['Raisin', 'Ofrath', 'purple', 'Squishy', 'fox', 'Skin']","['Cuivre', 'Argent', 'Gris', 'Dur']","['Express', 'bamboo', 'Bamboo', 'Bamboo']","['stocking', 'Puppet', 'Foot', 'glove', 'bombas', 'Crew']","['Everest', 'Fuji', 'Gregor', 'Clegane', 'Switzerland', 'Range']","['cards', 'tailored', 'formal', 'birthday', 'Zoot', 'Zoot']","['Board', 'Yoga', 'surf', 'pirates', 'Core', 'Core']","['Monthly', 'Grid', 'Dates', 'Gregorian', 'Gregorian', 'dates']","['Undead', 'Egypt', 'Pyramid', 'Imhotep', 'Bandages', 'Mother']","['Descendre', 'Jeux', 'Pr\\u00e9cieux', 'Karat', 'Bague', 'Facette']","['Guiding', 'mavis', 'Distress', 'Searchlight', 'Lighthouse', 'Lights']","['Thermostat', 'Enforcement', 'Sun', 'Wave']","['cavit\\u00e9', 'Ours', 'Caverne', 'Caverne']","['Bautzner', 'Grillwurst', 'L\\u00f6wen', 'L\\u00f6wen']","['Zielkarten', 'Bahnhof', 'Gleis', 'Brettspiel', 'Lift']","['Tractor', 'Boer', 'Rap', 'Zoekt']","['Fr\\u00fchaufsteher', 'Mettbr\\u00f6tchenkauf', 'Sauerteig', 'Teigverarbeiter']","['Fanons', 'Bleue', 'Pinocchio', 'Jonas', 'Soutien-gorge', 'Poisson']","['RTL', 'd\\u00e9part', 'Sacoche', 'Bagage', 'Bagage', 'Bagage']","['Glass', 'Skylight', 'Open', 'Sill']","['Porcelaine', 'baigneur', 'Corolle', 'vaudou', 'Matriochka']","['pizza', 'half', '15', '15minutes']","['Utensil', 'Blade', 'butter', 'combat']","['barley', 'rye', 'Wheat', 'Sand']","['college', 'lecturer', 'Jones', 'Evil']","['Desktop', 'Laptop', 'Antikythera', 'Mechanism']","['Wingspan', 'spam', 'Arrived', 'Second']","['cha-cha', 'smooth', 'Shutup', 'And']","['investment', 'certificate', 'Take', '-Re-']","['kiddie', '-swimming-', 'Dirty', 'Billiards']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['Thermos', 'Face', 'tankard', 'tea']","['African', 'Lion', 'Dubai', 'Desert']","['oatmeal', 'raisin', 'biscuit', 'macaron', 'Chocolate', 'Chip']","['Wind', 'Jib', 'Schooner', 'Scooner']","['siren', 'clock', 'warning', 'Warning']","['velours', 'Jennyfer', '1989', 'rotation', 'fran\\u00e7aise', 'Danton']","['Accessoire', 'Magicien', 'T\\u00eate', 'Protection', 'Haut-de-forme', 'Melon']"
Mystery Word,Feuer,Cherry,Solitaire,Kaffee,Jungle,Ladybug,Grain,Paradis,Needle,Pillow,Shovel,Giant,Pope,Wolf,Zug,Pumpkin,Jewel,Cube,Cactus,Storm,River,Rivi\u00e8re,Smoke,Cane,Grape,M\u00e9tal,Panda,Sock,Mountain,Suit,Plank,Calendar,Mummy,Diamant,Beacon,Heat,Grotte,Senf,Zug,Farm,B\u00e4cker,Baleine,Valise,Window,Poup\u00e9e,Quarter,Knife,Grain,Professor,Computer,Egg,Dance,Stock,Pool,Vegetable,Mug,Safari,Cookie,Sail,Alarm,R\u00e9volution,Chapeau
Guess,Feuer,cherry,Solitaire,Kaffee,Jungle,Car,Grain,ange,Needle,Pillow,Shovel,Giant,Pope,,Zug,Pumpkin,Gem,Cube,Cactus,Storm,River,Rivi\u00e8re,smoke,cane,Grape,M\u00e9tal,urgent,Sock,Mountain,suit,Sea,Calendar,Mummy,Diamant,Beacon,,Grotte,Senf,Zug,Boerin,Vormittag,Baleine,valise,Windiow,Poup\u00e9e,,Knife,Grain,Professor,Computer,Egg,Dance,Stock,Pool,Vegetable,Pot,Safari,cookie,Sail,alarm,R\u00e9volution,Chapeau
