ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55
Table Number,587236744,587252086,587250313,587257186,586502227,587100856,586986986,586908305,586689237,586808725,586677637,586514631,586399072,586440671,586331830,586164018,586278455,585970944,585700541,584834352,585471535,585222684,584841578,584135448,584770361,584339432,584310648,584037461,582937121,583657818,581915017,582281912,581067387,581767722,581192154,580496854,580454340,579787056,578450103,576920182,577180892,576762350,576413622,575798268,571815545,571195661,570734438,569765107,564468602,555552287,546837128,506189713,420552674,356959263,312552889
Move,['8'],['9'],['29'],['9'],['9'],['18'],['24'],['18'],['15'],['22'],['43'],['27'],['24'],['64'],['6'],['21'],['8'],['43'],['57'],['43'],['40'],['36'],['31'],['50'],['73'],['81'],['92'],['61'],['68'],['75'],['27'],['36'],['76'],['9'],['98'],['83'],['87'],['60'],['36'],['10'],['91'],['26'],['19'],['35'],['89'],['37'],['38'],['226'],['200'],['172'],['456'],['2319'],['1259'],['2331'],['2565']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode
Speed,No time limit • with friends only,Turn-based • 2 moves per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,Français,English,Français,English,English,English,English,English,Deutsch,Français,English,English,Français,English,Français,English,English,English,Français,English,Deutsch,English,Français,English,English,English,Français,Deutsch,English,English,Français,English,English,English,Français,English,English,Deutsch,Français,English,Français,English,Deutsch,English,English,Deutsch,English,Français,English,English,Français,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Mer', '\\u00c2me', 'Surf', 'Surf', 'Surf']","['course', 'Ryder', 'SPORT', 'birdie', 'Putter', 'T-time']","['Poivre', 'Malice', 'Sable', 'Riz', 'Sel', 'Sel']","['fire', 'Acrobat', 'Maximus', 'Tent', 'Showman', 'show']","['rabbit', 'empty', 'Dig', 'Bore', 'Corn', 'Patch']","['MTB', 'Amsterdam', 'pedal', 'Wheels', 'Pedals', 'Pedals']","['Arena', 'Rock', 'Wembley', 'Live', 'Event', 'Music']","['power', 'storage', 'Lead-acid', 'Zinc-carbon', 'Lithium-ion', 'NiMH']","['Nuss', 'Baum', 'Spitze', 'Phallus']","['Enc\\u00e9phale', 'anatomie', 'os', 'bourrichon']","['Industrial', 'Turing', 'time', 'gumball', 'Engineering', 'Metal']","['Macaron', 'Sweetie', 'coffee', 'Pie', 'Pie', 'Pie']","['wild', 'country', 'Sh\\u00e9rif', 'Cin\\u00e9ma']","['manilla', 'Letter', 'Confidential', 'rectangular', 'Lick']","['g\\u00e9ographie', 'moyen-age', 'Mati\\u00e8re', 'Chronologie', 'R\\u00e9cit', 'Antiquit\\u00e9']","['Morgan', 'pirate', 'Ahab', 'Bligh', 'Kirk', 'Hook']","['Soft', 'lija', 'pies', 'Alad\\u00edn', 'Mud']","['Fire', 'Charging', 'train', 'train']","['russe', 'pansement', 'Smell', 'jouet', 'jouet', 'Poupee']","['Where', 'Romulus', 'lupine', 'lone', 'Howl', 'Howl']","['Courtney', 'Love', 'Emmentaler', 'bohren', '\\u00d6ffnung', 'Zahn']","['Rubiks', 'Borg', 'Box', 'Hexahedron', 'Square', 'square']","['Potiron', 'Haloween', 'Orange', 'Fen\\u00eatre', 'Halloween', 'Halloween']","['Ramsay', 'Top', 'kitchen', 'Yes']","['Cut', 'geode', 'pERIODIC6', 'Earrings']","['Swimming', 'Chlorine', 'Billiards', 'Billiards']","['trajan', 'napoleon', 'Tsar', 'Manchot', 'Manchot', 'Manchot']","['Rheinland', 'Kamelle', 'Fasching', 'Verkleidung', 'F\\u00fcnfte', 'Jahreszeit']","['Cooking', 'baking', 'kiln', 'Roasting', 'Heat', 'mitt']","['Stormy', 'ballon', 'Rainy', 'Daily', 'forecast', 'forecast']","['Ti-bas', 'Bobette', 'solitaire', 'Puanteur', 'Mamadou', 'Dobby']","['Sheep', 'Pruning', 'Remove', 'Wool', 'Wool', 'Removers']","['Amelie', 'celluloid', 'Ektachrome', 'record', 'cinema', 'Critic']","['Winner', 'award', 'bronze', 'Olympics', 'Olympic', 'olympic']","['insucc\\u00e8s', 'Fou', 'Dames', 'Ratage', 'Mat', 'Mat']","['Gem', 'Amethyst', 'crystal', 'crown', 'singer', 'Singer']","['PAYMENT', 'admission', 'Entry', 'DUI', 'Speeding', 'voucher']","['Althusius', 'Gymnasium', 'Abend...', 'Lehrer', 'Lehrer']","['Punition', 'Enfant', 'Angle', 'Piece']","['Mug', 'goblet', 'Saucer', 'coffee', 'Jockstrap']","['tuichi', 'George', 'Liane', 'Mowgli']","['kleenex', 'Therapist', 'Soft', 'Mucus', 'Skin', 'Apchi']","['Land', 'Nizza', 'Nachbar', 'Wei\\u00dfbrot', 'Hahn', 'Libert\\u00e9']","['Falls', 'Autumn', 'Lettuce', 'Leave']","['Prick', 'Wasp', 'bee', 'Mosquito']","['Bl\\u00fcte', 'Strauch', 'Titanic', 'Dornen', 'Dornen', 'Dornen']","['Fouton', 'Leather', 'Potato', 'Pull-Out', 'Sofa', 'Sofa']","['Coriandre', 'Assaisonnement', 'Cumin', 'Curry', 'Ay-Caramba']","['Expensive', 'canned', 'extravagant', 'Salty', 'Roe', 'Roe']","['Stone', 'lustrous', 'sapphire', 'Diamond', 'ruby', 'Ruby']","['Assaisonnement', 'safran', 'Paprika', 'paprika']","['Snuff', 'Cigar', 'Chewing', 'snus', 'Nicotine', 'Cigarette']","['of', 'contents', 'Time', 'Chair', 'fourlegged', 'center']","['Bahlsen', 'Ginger', 'Lebkuchen', 'Cookie', 'Gravy', 'tea']","['comb', 'Sticky', 'Badger', 'sweetie', 'Sweet']"
Mystery Word,Vague,Golf,Grain,Circus,Hole,Bicycle,Concert,Battery,Eichel,Cr\u00e2ne,Machine,Dessert,Western,Envelope,Histoire,Captain,Rug,Station,Poup\u00e9e,Wolf,Loch,Cube,Citrouille,Chef,Diamond,Pool,Empereur,Karneval,Oven,Weather,Chaussette,Shears,Film,Medal,\u00c9chec,Jewel,Ticket,Schule,Coin,Cup,Jungle,Tissue,Frankreich,Leaf,Sting,Rose,Couch,\u00c9pice,Caviar,Jewel,\u00c9pice,Tobacco,Table,Biscuit,Honey
Guess,Homme,Golf,Grain,Circus,Hole,bicycle,Concert,Battery,wood,Cr\u00e2ne,Machine,cookie,Western,Envelope,histoire,captain,Alfombra,,Guerre,Wolf,Loch,Cube,Citrouille,Chef,Stone,Pool,Empereur,,oven,weather,Chaussette,shears,Film,medal,\u00e9chec,jewelry,ticket,Schule,Coin,,Jungle,Tissue,Frankreich,leaf,Sting,Rose,Couch,\u00e9pice,Caviar,Gem,epice,tobacco,Table,biscuit,Honey
