ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74
Table Number,483649409,483613305,483171105,482593659,482923355,482797082,482725393,482035856,482466409,482460792,482421951,482440414,481823302,481747388,481685545,480834703,481413511,480460079,481337396,481257042,481205600,480192475,480718657,480791028,480707209,480442221,480225123,479740646,479731613,479040339,479717801,479552937,479243968,478633691,478747392,478409391,478118502,478046635,477997297,476564427,475857014,475763612,475235402,474303583,473319518,473890082,472781352,472630374,470271899,468164131,466086694,466081205,466083684,466084384,465621249,465731184,465664137,465664095,465664206,465664286,465668656,465435499,463714023,461078968,461036696,457064795,451463411,443775902,423771261,422619886,420552674,348838927,338553253,313533300
Move,['22'],['8'],['7'],['5'],['28'],['10'],['31'],['67'],['26'],['9'],['32'],['18'],['18'],['12'],['30'],['32'],['58'],['66'],['77'],['55'],['37'],['55'],['11'],['49'],['82'],['21'],['64'],['35'],['74'],['102'],['75'],['61'],['82'],['38'],['47'],['90'],['57'],['75'],['51'],['44'],['10'],['47'],['89'],['74'],['36'],['9'],['65'],['90'],['108'],['38'],['42'],['48'],['49'],['46'],['70'],['38'],['40'],['44'],['38'],['43'],['40'],['366'],['57'],['59'],['68'],['36'],['40'],['1455'],['1791'],['548'],['558'],['1505'],['1716'],['3672']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode
Speed,Real-time • Normal speed (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,No time limit • with friends only,Fast Turn-based • 24 moves per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only
Language,English,English,English,English,Deutsch,English,Deutsch,English,Français,English,English,English,English,English,Français,English,English,Français,Français,English,English,Français,Français,English,Français,Deutsch,Français,Français,Français,Deutsch,English,English,English,Français,Français,English,English,English,English,English,English,Français,Français,Français,Deutsch,English,English,English,English,English,English,English,English,English,Français,English,English,English,English,English,English,Deutsch,Français,Deutsch,English,English,English,Français,Deutsch,English,English,Français,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['jesus', 'Coptic', 'fit', 'angry']","['Houdini', 'Penn', 'Gillette', 'Mickey', 'illusion']","['Pilot', 'cosmonaut', 'Rocket', 'Space']","['CHEESE', 'Whipped', 'SOUR', 'Sour']","['Fahrgesch\\u00e4ftevent', 'Kettenkarusell', 'Zuckerwatte', 'Trubel', 'Kirmes', 'Kirmes']","['roulette', 'blackjack', 'Vegas', 'Gamble']","['Troph\\u00e4e', 'Gewinn', 'Kelch', 'Sieger']","['fortress', 'Sand', 'Knight', 'king', 'Kingdom', 'Medieval']","['Canid\\u00e9', 'Pmu', 'Facteur', 'Dada', 'Poney', 'Jument']","['Ferrero', 'Witch', 'color', 'Brown', 'eyes', 'Iris']","['Eye', 'Pot', 'Threaded', 'Top', 'Cap', 'container']","['Staite', 'gem', 'Mine', 'Singer', 'singer', 'singer']","['Liquid', ""Bee's"", 'Manuka', 'winnie', 'sweet', 'bear']","['tall', 'building', 'Babel', 'Defense', 'Eiffel', 'Pisa']","['Carnaval', 'Covid', 'Venise', 'Jimcarrey']","['hand', 'Explode', 'Thrown', 'shrapnel', 'Timed']","['Shape', 'Fuzzy', 'rot', 'fungus', 'Aspergillus']","['Pondeuse', 'Copine', 'Cocotte', 'Picore', 'Basse-cour', 'basse-cours']","['tenue', 'Travestissement', 'Manchettes', '\\u00c9l\\u00e9gant', 'tailleur', 'tailleur']","['Royalty', 'Cobra', 'Kong', 'Queen', 'Checkmate', 'Simba']","['Dig', 'Donut', 'cavity', 'black', 'dark', 'grave']","['mygale', 'Toile', '8', 'pholque', 'Phobie', '\\u00e9cumoire']","['reptile', 'gueule', 'caimans', 'vert']","['Inflate', 'Gas', 'Peddal', 'Water', 'Drain']","['Poignet', 'Bracelet', 'Trotteuse', 'heure', 'D\\u00e9signe', 'D\\u00e9signe']","['Idiophone', 'Pling', 'Mehrwinkelschlaginstrument', 'Instrument']","['Aube', 'Lundi', 'Aurore', 't\\u00f4t']","['Cookie', 'Croustillant', 'P\\u00e2tisserie', 'Cookies']","['Wimbledon', 'Cannabis', 'Gazon', 'Joint', 'Pelouse', 'Pelouse']","['Fischer', 'Strahlende', 'Birne', 'Birnensorte', 'Birne', 'Birne']","['Staal', 'Materiaal', 'ijzer', 'Rammstein', 'Erts', 'Roest']","['Calcium', 'Fracture', 'femur', 'spurs', 'Dog', 'White']","['\\u304a\\u3068\\u306a\\u306e\\u304f\\u3046\\u304b\\u3093', 'tmc5', '\\u30d0\\u30ec\\u30a8', '\\u30ab\\u30a6\\u30f3\\u30bf\\u30fc', 'Dining']","['serrure', 'Passe-Partout']","['Bratz', 'Gonflable', 'Barbie', 'Barbie']","['Videography', 'Buff', 'Critic', 'strip', 'Feature', 'Documentary']","['windex', 'Stained', 'Cheers', 'lightbulb', 'Slipper', 'Pane']","['Signals', 'Inhale', 'Cigar', 'Chimney', 'Cigarette', 'Vape']","['burguer', 'Carlos', 'Queen', 'Husband', 'tokyo', 'Tokyo']","['Say', 'Colby', 'Dairy', 'Wisconsin']","['Newton', 'lab', 'biology', 'biology']","['Samedi', 'Jeudi', 'Cruso\\u00e9', 'Saint']","['Lenoir', 'Louboutin', 'Aiguille', 'Achille', 'Achille']","['m\\u00e9rino', 'Tonte', 'Acier', 'Frisoux', 'tricot']","['staubig', 'Pulver']","['fancy', 'gown', 'Flowing', 'Princess', 'Evening', 'Party']","['Binocular', 'Spectacles', 'Site', 'Kurohadol', 'Sun']","['Oak', 'Pine', 'Sycamore', 'Linden', 'Birch']","['pastry', 'Breyers', 'Cake', 'Sundae', 'pie', 'Pie']","['Stenen', 'Hoog', 'Beklimmen', 'Koud']","[""e'rbody"", 'tipsy', 'caveman', 'cudgel']","['dime', 'nickel', 'counter', 'insurgency']","['Drinking', 'Locale', 'limbo', 'stick']","['-sour', 'Band', 'no', '-unturned']","['G\\u00e9om\\u00e9trie', 'sup\\u00e9rieur', 'Boss', 'Couture', 'Couture']","['happy', 'annually', 'another', 'year']","['Container', 'holder', 'Mail', 'mail']","['Mean', 'Girls', 'kardashian', 'face']","['YuGiOh', 'Heart', 'hallmark', 'scam']","['Dish', 'Liquid', 'sudsy', 'clean']","['grind', 'grain', 'walk', 'aimlessly']","['Face', 'Chips', 'Gl\\u00fccksspiel', 'Karten']","['moyen-age', 'Hylien', 'Chevalier', 'chevalier']","['Arzt', 'Krankenhaus', 'Kittel', 'Onkel']","['Sediment', 'Geode', 'granite', 'actor', 'salt', 'Gneiss']","['gumiho', 'Vixen', 'Scully', 'Inari', 'Mulder', 'experiment']","['\\u304b\\u3048\\u308b', '\\u304b\\u3048\\u308b']","['pouet', 'collot', 'Fer', 'New']","['saftig', 'Eistee', 'Hintern', 'Steinfrucht', 'Arsch']","['Gem', 'Treasure', 'Rings', 'Necklace']","['canada', 'sweet', 'maple', 'Maple', 'Honey', 'honeylike']","['Marie-Antoinette', '\\u00c9chafaud', 'tranchante', 'Barbier', 'L\\u00e9tale', 'D\\u00e9capitation']","['crustacean', 'seafood', 'Gumbo', 'puny', 'Brine', 'Brine']","['Thermostat', ""eagle's"", 'birthing', 'Shelter', ""Hornet's"", ""Hornet's""]"
Mystery Word,Cross,Magician,Astronaut,Cream,Rummel,Casino,Pokal,Castle,Cheval,Hazel,Lid,Jewel,Honey,Tower,Masque,Grenade,Mold,Poule,Costume,King,Hole,Araign\u00e9e,Crocodile,Pump,Montre,Triangel,Matin,Biscuit,Herbe,Helene,Metal,Bone,Bar,Cl\u00e9,Poup\u00e9e,Film,Glass,Smoke,King,Cheese,Science,Vendredi,Talon,Laine,Puder,Dress,Glasses,Tree,Dessert,Mountain,Club,Coin,Bar,Stone,Patron,Birthday,Envelope,Plastic,Card,Soap,Mill,Poker,Bouclier,Doktor,Rock,Fox,Ninja,M\u00e9tal,Pfirsich,Jewel,Syrup,Guillotine,Shrimp,Nest
Guess,Man,magic,Astronaut,Whiz,Kirmes,casino,Pokal,castle,Cheval,Hazel,Lid,Gold,Honey,tower,masque,grenade,mold,poule,Costume,king,hole,Araign\u00e9e,crocodile,pump,Montre,Glocke,Matin,Biscuit,Feuilles,Netz,Metal,Bone,Bar,Clef,Poup\u00e9e,movie,glass,smoke,King,Cheese,Science,Vendredi,Talon,laine,Russ,,Glasses,tree,Vanilla,Mountain,Club,Coin,Bar,Stone,Coin,Birthday,Bag,Cosmetics,Card,Soap,Mill,Poker,Chevalier,Doktor,rock,Fox,,metal,Pfirsich,Jewel,,Guillotine,Shrimp,nest
