ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50
Table Number,570426642,570414886,570059062,570126068,569665701,569653565,569943944,569765107,569664890,569521605,568820644,569278700,569043459,569178978,568064462,568237278,568312299,567969300,568010964,567516188,567185190,566945144,566677150,566462339,566557572,565030737,565375712,565605615,564865328,564729136,563804996,562911036,562524435,562133986,561337934,560134917,559608546,557490269,555376965,551020732,546837128,539412516,517125895,508762408,470247957,422619886,387173467,381826421,363390977,312552889
Move,['5'],['11'],['14'],['15'],['6'],['14'],['43'],['25'],['20'],['8'],['9'],['18'],['33'],['21'],['6'],['47'],['54'],['49'],['12'],['18'],['9'],['25'],['40'],['24'],['75'],['38'],['56'],['74'],['53'],['53'],['75'],['35'],['17'],['11'],['45'],['171'],['107'],['49'],['37'],['51'],['303'],['163'],['430'],['841'],['2491'],['915'],['2473'],['1066'],['2610'],['2514']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,Français,English,English,English,English,English,Français,Français,English,Deutsch,English,English,English,English,Deutsch,English,English,English,English,Deutsch,English,Deutsch,Français,English,English,English,English,English,English,English,English,English,Français,English,Français,English,Français,English,Français,Français,Français,English,English,English,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Saison', 'No\\u00ebl', 'Neige', 'Neige']","['Horror', 'introduction', 'Neverland', 'Coat', 'captain', 'Captain']","['glucose', 'Sucrose', 'Cane', 'Sweetener']","['rubberband', 'Band', 'Property', 'Rubber']","['chime', 'Alexander', 'Graham', 'pepper', 'ring', 'ring']","['Conception', 'card', 'candles', 'candles']","['Od\\u00e9sespoir', 'tonnerre', 'D\\u00e9sespoir', 'Foudre']","['Multicolore', 'Camouflage', 'Invisible', 'Jarod', 'Jarod']","['calendar', 'Seventh', 'Weekend', 'Church', 'Holiday', 'Saturday']","['graben', 'Bohren', 'stopfen', 'Aussparung', 'Schwarz']","['rotor', 'Medivac', 'Riley', 'Stabilizer', 'parenting', 'Parent']","['Tokyo', 'Railway', 'system', 'Subway', 'sexual', 'Train']","['ripcord', 'Fall', 'golden...', 'Skydive', 'airborne']","['De', 'Kelley', ""Bambi's"", 'home']","['Temperatur', 'Dengue', 'Grippe', 'Wadenwickel', 'Z\\u00e4pfchen', 'Z\\u00e4pfchen']","['Foot', 'Wheel', 'High', 'Cracked', 'Wedge', 'dog']","['Close', 'cover', 'games', 'top']","['Cork', 'Philips', 'lightbulb', 'Ball', 'Loose']","['stasis', 'pharaoh', 'Daddy', 'Sunny', 'British', 'mama']","['Motorrad', 'Haube', 'Kopfschutz', 'Kopfschutz', 'Bauarbeiterhut', 'Baustelle']","['y', 'ticket', 'Verb', 'bicycle', 'horse', 'Kamen']","['Hinfallen', 'Stolpern', 'Unfall', 'Plumpsen', 'fallen', 'Neigung']","['sentier', 'Fond', 'harfang', 'Poudreuse', 'Poudreuse']","['Sport', 'Alley', 'gutter', 'split', 'Spare', 'Shoes']","['Israeli', 'Pearl', 'semolina', 'Moroccan', 'Moroccan', 'Semolina']","['RealityTV', 'NewSeason', 'geometry', 'round', 'shape', 'diameter']","['Haystack', 'Eye', 'phonograph', 'sewing', 'thread', 'fate']","['Galapagos', 'Turtle', 'ancient', 'porpoise', 'Hare']","['Invoice', 'receipt', 'Cosby', 'Note', 'Clinton']","['Fizet', '\\u00c1r', 'fizetend\\u0151', 'fizetend\\u0151']","['Zika', 'Chickenpox', 'infectant', 'Sickness', 'Trojan', 'Hackers']","['Soap', 'Pub', 'No', 'Name']","['Flaque', 'Ond\\u00e9e', 'Mouill\\u00e9', 'Perturbations', 'nuage']","['Milky', 'Way', 'far', 'away']","['rouge', 'conduire', 'Ford', 'Tamponneuse', 'Kia', 'Volant']","['Rainbow', 'Horn', 'Mythical', 'Mythical']","['prenom', 'asmonstrong', 'javelot', 'militaire']","['Pachyderm', 'Animal', 'Dumbo', 'Trunk', 'Dumbo', 'Trunk']","['Pommade', 'Beurre', 'Ecureuil', 'Casse', 'Marron', 'Amande']","['Phobie', 'Parker', 'Toiles', 'Toiles']","['lacoste', 'Ca\\u00efman', 'alligator', 'alligator']","['Soil', 'tool', 'Digging', 'digging']","['Water', 'Inflorescence', 'Ming', 'Urn', 'Elegant', 'Pottery']","['USB', 'Rotterdam', 'Dock', 'Tawny']","['Excrement', 'Fertiliser', 'Beetle', 'Faeces', 'poop', 'Poop']","['And', 'Key', 'Door', 'Fasten']","['Fix', 'Prisonwarden', 'twist', 'Cork', 'You', 'Driver']","['puppet', 'fluffy', 'wind', 'Ankle']","['Kamala', 'Voting', 'Interference', 'Political', 'Candidates']","['Leaves', 'Cad', 'tool', 'tool', 'cad']"
Mystery Word,Hiver,Hook,Sugar,Elastic,Bell,Birthday,Orage,Cam\u00e9l\u00e9on,Sunday,Loch,Helicopter,Metro,Parachute,Forest,Fieber,Heel,Lid,Screw,Mummy,Helm,Ride,Sturz,Neige,Bowling,Couscous,Circle,Needle,Tortoise,Bill,Bill,Virus,Bar,Pluie,Galaxy,Voiture,Unicorn,Lance,Elephant,Noisette,Araign\u00e9e,Crocodile,Shovel,Vase,Port,Dung,Lock,Screw,Sock,Election,Rake
Guess,hiver,Hook,Sugar,el\u00e1stico,Bell,Birthday,orage,Cam\u00e9l\u00e9on,Sunday,Loch,Helicopter,Transport,Parachute,Forest,Fieber,,lid,screw,mummy,Helm,ride,Sturz,ski,Bowling,,circle,needle,Tortoise,Bill,v\u00e1s\u00e1rol,virus,,pluie,galaxy,Auto,Unicorn,lance,,Noisette,araign\u00e9e,Crocodile,Shovel,Vase,Port,dung,Lock,,sock,Election,Autumn
