ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79
Table Number,497046566,497274140,497135763,497278122,497131918,496882417,496863748,496712411,496532374,496697932,496531476,496595655,496418420,496469143,496416430,496259244,496296277,496205484,495942525,496072801,495708536,495617876,495618838,495407558,495560314,495552382,494567062,494939501,494886767,494801385,494868263,494730835,494412075,494260387,494239717,493953593,492863434,493490598,493675456,493383316,492677863,492473344,492241175,491114338,491657169,490834543,491305856,490280100,489547867,489194416,488975321,487703450,484682575,484435490,484206945,482734999,480055062,479677325,479232973,478910455,471793759,470247957,465730124,465730355,465730615,465732005,465733714,465664095,465664286,465669875,465665695,465435499,464921867,444471586,422619886,405054016,348838927,319065151,314360735
Move,['6'],['7'],['9'],['25'],['32'],['19'],['18'],['37'],['49'],['29'],['25'],['18'],['18'],['37'],['20'],['18'],['38'],['21'],['18'],['89'],['40'],['57'],['65'],['85'],['74'],['32'],['59'],['52'],['48'],['36'],['68'],['95'],['48'],['45'],['71'],['99'],['45'],['32'],['7'],['74'],['50'],['21'],['73'],['64'],['72'],['67'],['39'],['37'],['33'],['157'],['37'],['111'],['98'],['55'],['96'],['43'],['239'],['82'],['2134'],['142'],['74'],['810'],['48'],['43'],['43'],['43'],['48'],['44'],['43'],['42'],['43'],['366'],['51'],['57'],['639'],['1846'],['1638'],['420'],['3172']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode
Speed,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,Français,English,English,English,English,English,English,Français,English,English,English,English,Français,Français,Français,Français,Français,Français,English,English,English,English,Deutsch,Français,English,Français,English,English,Français,English,English,English,English,English,Français,Français,English,English,English,Français,Français,English,English,English,English,Français,Français,Deutsch,Français,English,Français,English,English,English,Deutsch,Deutsch,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Deutsch,English,English,English,English,Français,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Ivory', 'Fuzzy', 'sheep', 'pullover', 'Shear', 'warm']","['Protection', 'Self', 'arm\\u00e9e', 'Arm\\u00e9e']","['Tarragon', 'mint', 'dill', 'Spice', 'marjoram', 'thyme']","['Inhale', 'Exhale', 'fresh', 'air', 'fresh', 'air']","['Pentear', 'Clapton', 'Sorvete', 'Pur\\u00ea', 'Cabelo']","['legend', 'clue', 'unlocks', 'Close', 'Open', 'Open']","['Sperm', 'orca', 'calf', 'Beluga', 'animal', 'baleen']","['Athos', 'Swashbuckler', 'Dumas', 'Porthos', 'Porthos', 'Dumas']","['Plaideur', 'droit', 'Proc\\u00e8s', 'Maitre', 'barreau', 'P\\u00e9nalise']","['The', 'Facial', 'venetian', 'Balaclava']","['airplane', 'flier', 'Captain', 'Aircraft']","['place', 'Bath', 'Space', 'house', 'Compartiment', 'Spacious']","['Magic', 'Shot', 'Mischief', 'Treat', 'Treat', 'Treat']","['ANIMAL', 'SAUVAGE', 'Roux', 'Blanc']","['Macdo', 'belges', 'Huile', 'Patate', 'patates', 'Patates']","['Dejections', 'Salopard', 'Purin', 'paille', 'Engrais', 'engrais']","['Molette', 'Sol', 'Voute', 'Locked', 'Serrure', 'serrure']","['vampire', 'Haleine', 'gousse', 'Gousse']","['Poudre', 'Origan', 'Safran', 'Curi', 'Assaisonnement', 'Recette']","['International', 'Bond', 'gadget', 'Versus', 'Secretive', 'secret']","['Wedding', 'bigamy', 'betrothed', 'contract', 'Common-law', 'union']","['Take', 'album', 'Duvet', 'Under']","['Diving', 'olympic', 'Swim', 'Party', 'Billiards', 'Billiards']","['Menschlich', 'Untoter', 'Apokalypse', 'Nemesis', 'Cranberries', 'Cranberries']","['Classique', 'Tourn\\u00e9e', 'Musique', 'Zenith', 'Spectacle', 'Spectacle']","['Lazuli\\u2019s', 'Daughter', 'irritant', 'enclosure', 'shell', 'gem']","['Bahamas', 'matty', 'Bateau', 'Sparrow', 'Sparrow']","['Linnet', 'Tea', 'ceramic', 'coffee']","['Imaginary', 'Thirsty', 'Hotel', 'Reflection']","['Netflix', 'saison', '\\u00e9pisodes', 'film', 'The', '100']","['Nectarine', 'Geldof', 'Sweet', 'fruit', 'Pink', 'pink']","['\\u3050\\u308b\\u30fc\\u3077', '\\u30a2\\u30b9\\u30c8\\u30e9\\u30e0', '\\u30de\\u30fc\\u30ab\\u30fc', '\\u30a2\\u30d7\\u30ea', 'SNS', 'SNS']","['ankerias', 'Pikatchu', 'Wire', 'Tesla', 'Current', 'Virta']","['Cabinet', 'Tylenol', 'Antibiotics', 'paracetamol', 'Treatment', 'Apothecary']","['Morel', 'fungi', 'Pizza']","['approximatif', '\\u00c9cume', 'Surf', 'D\\u00e9ferlante', 'flot', 'Mer']","['Warrior', 'Naruto', 'Tortue', 'Tortue']","['N\\u00e9zz\\u00fck', 'R6', 'J\\u00e1tsz\\u00e1s', 'K\\u00e9perny\\u0151']","['Thermostat', 'Enforcement', 'Sun', 'Wave']","['Blood', 'Injections', 'intravenous', 'Arya', 'Thread', 'Eye']","['intime', 'Times', 'T\\u00e9l\\u00e9vis\\u00e9', 'Nouvelles', 'Gazette', 'Gazette']","['Collerette', 'gariguette', 'Gariguette']","['Not', 'to', 'Trout', 'Armor', 'reptile', 'skin']","['Claw', 'Time', 'Fist', 'tool', 'Sledge']","['Alarm', 'Sos', 'Ambulance', 'ambulance']","['equine', 'baby', 'Steed', 'Foal', 'Timor']","['Fanons', 'Bleue', 'Pinocchio', 'Jonas', 'Soutien-gorge', 'Poisson']","['RTL', 'd\\u00e9part', 'Sacoche', 'Bagage', 'Bagage', 'Bagage']","['...Ganele', 'Frau', '23', 'Grammy', 'Sengerin', 'S\\u00e4ngerin']","['basket', '3m05', 'Quartier', 'Marseille']","['stinky', 'casserole', 'Sushi', 'Avodcado']","['Noyau', 'd\\u00e9grisement', 'Mitochondrie', 'Cytoplasmique', 'Grise', 'ge\\u00f4le']","['pizza', 'half', '15', '15minutes']","['Beer', 'Tree', 'Anchor', 'Beginning', 'cause', 'ginseng']","['vampire', 'Cooking', 'Italian', 'Bread', 'breath', 'Breath']","['Gleit', 'Styling', 'Haarschmiere', 'Haar-', 'Festigend']","['Ken', 'Wohnwagen', 'Kenpartnerin', 'M\\u00e4dchentraum', 'blond', 'Spielzeug']","['Mouth', 'Policeman', 'block', 'Defend', 'Protect', 'Security']","['Subway', 'Montreal', 'transit', 'beneath']","['basket', 'bouncy', 'roll', 'sphere', 'soccer', 'soccer']","['Free', 'Bird', 'Nicolas', 'Bars', 'actor', 'avoidant']","['Bright', 'Signal', 'visibility', 'Alexandria', 'Hope', 'Pyre']","['Bird', 'KungFu', 'karate', 'kick']","['Titanic', 'ship', 'Killer', 'killer']","['Furry', 'bear', 'Two-toned', 'two-tone']","['Cashew', 'Brazil', 'squirrel', 'treat']","['Crimson', 'and', 'lucky', 'irish']","['Mean', 'Girls', 'kardashian', 'face']","['Dish', 'Liquid', 'sudsy', 'clean']","['Miniature', 'Prep', 'my', 'job']","['Great', 'desire', 'fruit', 'love']","['Face', 'Chips', 'Gl\\u00fccksspiel', 'Karten']","['Engagement', 'gold', 'circus', 'perimeter']","['Carrot', 'pepper', 'Asparagus', 'Celery']","['River', 'Beam', 'eclipse', 'sun']","['Theatre', 'Tenor', 'Phantom', 'Adia']","['Candia', 'R\\u00e9gi', 'Mammif\\u00e8re', 'Chocolat\\u00e9', 'Moche', 'Moche']","['3D', 'square', 'rubik', '^3']","['Ice', 'Double', 'Whipped', 'Clotted', 'cookies', 'and']"
Mystery Word,Wool,D\u00e9fense,Herb,Breath,Cream,Key,Whale,Musketeer,Avocat,Mask,Pilot,Room,Trick,Renard,Frites,Fumier,Cl\u00e9,Ail,\u00c9pice,Spy,Marriage,Cover,Pool,Zombie,Concert,Pearl,Pirate,Mug,Mirage,S\u00e9rie,Peach,Line,Electricity,Medicine,Mushroom,Vague,Ninja,Computer,Heat,Needle,Journal,Fraise,Scale,Hammer,Emergency,Pony,Baleine,Valise,Adele,Panier,Tuna,Cellule,Quarter,Root,Garlic,Gel,Barbie,Guard,Metro,Ball,Cage,Beacon,Crane,Iceberg,Panda,Nut,Clover,Plastic,Soap,Painting,Passion,Poker,Ring,Vegetable,Moon,Opera,Lait,Cube,Cream
Guess,Wool,d\u00e9fense,Herb,Breathe,Cream,,Whale,Musketeer,Avocat,blind,Pilot,Room,Make,Renard,frites,fumier,Cl\u00e9,ail,Epice,Spy,marriage,Cover,Pool,Zombie,Concert,pearl,Croisi\u00e8re,Cup,Mirage,S\u00e9rie,Peach,Line,electricity,Medicine,,Vague,Dessin,Videogame,,Needle,Journal,,Scale,Hammer,Emergency,Colt,Baleine,valise,,Panier,Tuna,Cellule,,,Garlic,Gel,Barbie,guard,Metro,ball,cage,Lighthouse,Crane,Lifeboat,Grizzly,Nut,Clover,Cosmetics,Soap,Paint,Passion,Poker,Ring,Vegetable,Tide,Opera,Lait,Cube,Cream
