ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65
Table Number,463935918,463897552,463727546,463655597,463455949,463420531,463391784,463319274,463249084,463059537,462961262,462908870,462709594,462452055,462227043,461993852,461862402,461819083,461775365,461525906,461483497,461421149,461429339,461271637,461259325,461109837,461004079,460937557,460920121,460397321,460148170,459471977,459279309,459000971,458993207,458774327,458716764,457762341,457589195,457037078,456811549,456727197,456395675,455330446,455303315,454586755,453839362,452704150,451721423,449955800,449727973,449145581,446155644,442523856,441488112,431028987,426921218,402108912,387173467,381777020,357001162,344838144,337138645,324806575,323499397
Move,['10'],['32'],['31'],['27'],['18'],['18'],['38'],['32'],['37'],['6'],['27'],['43'],['25'],['37'],['53'],['46'],['42'],['76'],['71'],['84'],['58'],['57'],['26'],['62'],['90'],['113'],['45'],['46'],['74'],['49'],['72'],['99'],['39'],['94'],['85'],['64'],['19'],['75'],['47'],['28'],['96'],['72'],['48'],['84'],['82'],['11'],['82'],['64'],['259'],['191'],['97'],['72'],['36'],['84'],['102'],['488'],['369'],['871'],['1087'],['981'],['1799'],['1486'],['798'],['1625'],['4715']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Fast Turn-based • 8 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Fast Turn-based • 12 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only
Language,English,Deutsch,English,English,English,English,Deutsch,English,Français,Français,English,English,English,English,English,English,English,English,English,Deutsch,English,English,English,Français,English,English,English,English,Français,Deutsch,Français,Français,Français,English,English,Deutsch,English,English,Français,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Howling', 'Moon', 'canine', 'wild']","['gr\\u00fcn', 'Blumenkohl', 'Nahrung', 'Oberbegriff', 'gesund', 'Gesund']","['Book', 'Amazon', 'George', 'Baloo', 'Mowgli', 'Mowgli']","['bongos', 'Snare', 'derbouka', 'Stick', 'Ear', 'Percussion']","['Chirology', 'coconut', 'Oil', 'Hand', 'tropical', 'Reading']","['shot', 'Magic', 'Treat', 'prestidigitation', 'Illusion', 'illusion']","['englisch', 'Zuckergu\\u00dfverziert', 'Kringelbackware', 'Lochgeb\\u00e4ck', ""Dunkin'"", 'Dunkin']","['Suiker', 'Waterkant', 'Wandel', 'Nordicwalking', 'Tapdans', 'Bejaarde']","['Fiscal', '\\u00e9gide', 'Tarifaire', '\\u00c9p\\u00e9e', 'Pavois', 'Protection']","['MaineCoon', 'minou', 'F\\u00e9lix', 'miaulement', 'Pott\\u00e9', 'Goutti\\u00e8re']","['articles', 'Tribune', 'Tabloid', 'Gazette', 'Tabloid', 'Gazette']","['mane', 'king', 'cowardly', 'share', 'African', 'Roar']","['Spiral', 'Space', 'Samsung', 'Planets']","['Sharon', 'quartz', 'flamel', 'sedimentry', 'Pebble', 'Pebble']","['Broadway', 'Performance', 'Talent', 'Ballet']","['Uppercase', 'envelope', 'K', 'scarlet', 'Alphabet', 'Post']","['Figure', 'Board', 'Roller', 'Roller']","['Paring', 'serrated', 'cutlery', 'jack', 'stabs']","['Marvel', 'Thunder', 'Katrina', 'Cumulonimbus']","['Frucht', 'Steinobst', 'Nektarine', 'Nektarine']","['Princess', 'Momotaro', 'fruit', 'Fuzzy', 'Melba', 'melba']","['jaws', '32', 'Bone', 'Mouth']","['Band', 'Stretchy', 'Rubber', 'Rubber']","['Samu', 'H\\u00f4pital', '15', 'Attente']","['stator', 'generator', 'Wind', 'Wind']","['Hippie', 'disarmament', 'Yoko', 'dove', 'dove', 'Dove']","['Tar', 'Kool', 'inhale', 'Marlboro', 'nicotine', 'nicotine']","['Diogenes', 'biryani', 'Coward', 'Egg', 'cluck', 'cluck']","['bonobo', 'At\\u00e8le', 'Gorille', 'Gorille', 'Chimpanz\\u00e9', 'chimpanz\\u00e9']","['Leder', 'Pille', 'Spielzeug', 'Rund']","['Soprano', 'Pitre', 'Nez', 'Zapatta', '\\u00c7a', 'Pierrot']","['alfa', 'Danse', 'sulitzer', 'Garou', 'Garou', 'Garou']","['groupe', 'Son', 'Bono', 'Copains', 'raidit', 'Gaze']","['Station', 'Stove', 'steam', 'Light', 'Fart', 'fart']","['tool', 'jack', 'MC', 'sledge']","['\\u00d6sterreich', 'Amadeus', 'Sprechgesang', 'Greifvogel', 'Mutter-der-mann-mit-dem-koks', 'Komissar']","['Freshwater', 'Oyster', 'Clam', 'Necklace', 'Necklace', 'Necklace']","['Cardamom', 'curry', 'Dune', 'Myrhh', 'paprika', 'Paprika']","['Encre', 'Ventouses', 'Poulpe', 'Poulpe']","['Bridal', 'tub', 'Meteor', 'golden', 'Rinse', 'Clean']","['Gianduja', 'hair', 'Brown', 'Color', 'Eyes', 'Eyes']","['sycamore', 'Evergreen', 'christmas', 'Arboreal']","['Check', 'BobbyFischer', 'Checkers', 'rook', 'rook']","['Gas', 'Ski', 'Post', 'Montparnasse', 'Rank', 'Railroad']","['round', 'shape', 'Magic', 'Life', 'Ring', 'Ring']","['Sliver', 'sickle', 'Moon', 'Pilsbury', 'Shape']","['Relics', 'building', 'Artifacts']","['Popcorn', 'sea', 'Jumbo', 'tempura', 'decapod', 'Small']","['\\u3046\\u3055\\u304e\\u3068', '\\u308a\\u3085\\u3046\\u3050\\u3046\\u3058\\u3087\\u3046', '\\u3053\\u3046\\u3089', '\\u3053\\u3046\\u3089']","['balls', 'liver', 'swiming', 'Snooker', 'lake', 'Chilling']","['tea', 'Soap', 'suds', 'burst', 'speech']","['castle', 'master', 'Underneath', 'keep']","['Electrical', 'Tesla', 'Life', 'AAA']","['Post', 'alphabet', 'Mail', 'mail']","['support', 'Drag', 'Drop', 'Weight', 'Hyperlink', 'milk']","['beachwear', 'Cossie', 'Lifeguard', 'Bikini']","['amusement', 'park', 'carnival', 'bicycle']","['Donut', ""Frodo's"", ""saturn's"", 'Wedding', 'band', 'pinkie']","['Whistlenflute', 'jump', 'Meghan.Markle', 'Up', 'Fancy', 'Lawyer']","['Implant', 'Teeth', 'Fillings', 'Oral']","['Up', 'prison', 'pad', 'down', 'Smith', 'smith']","['putter', 'association', 'Discotheque', 'Golf']","['Moby', 'Dick', 'Film', 'Gruby', 'Pinokio', 'Po\\u0142kn\\u0105\\u0142']","['Charcuterie', 'Plywood', 'Plank', 'Room', 'Trustees', 'Corrugated']","['Consultant', 'Pediatrician', 'Who', 'Hospital', 'House', 'McCoy']"
Mystery Word,Wolf,Gem\u00fcse,Jungle,Drum,Palm,Trick,Donut,Cane,Bouclier,Chat,Newspaper,Lion,Galaxy,Stone,Show,Letter,Skate,Knife,Storm,Pfirsich,Peach,Tooth,Elastic,Urgence,Turbine,Peace,Cigarette,Chicken,Singe,Ball,Clown,Loup,Bande,Gas,Hammer,Falco,Pearl,Spice,Pieuvre,Shower,Hazel,Tree,Chess,Station,Circle,Crescent,Museum,Shrimp,Tortoise,Pool,Bubble,Dungeon,Battery,Letter,Anchor,Swimsuit,Ride,Ring,Suit,Dentist,Lock,Club,Whale,Board,Doctor
Guess,Wolf,Gem\u00fcse,Jungle,drum,palm,trick,Donut,stok,Bouclier,Chat,News,Lion,Ring,stone,Musical,Letter,Maths,Knife,Hurricane,Kirsche,Peach,Teeth,rubber,Urgence,motor,peace,cigarette,Barrel,Singe,Football,Clown,P\u00f4le,,Gas,Hammer,Falco,mussel,spice,Pieuvre,shower,,Tree,Chess,,circle,Crescent,,Shrimp,turtle,Pool,Bubble,dungeon,Battery,letter,,Swim,Ride,ring,,Dental,Jumpsuit,club,,Board,Doctor
