ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77
Table Number,476094833,475928110,475896597,475763612,475865802,475658998,475672462,475720547,474551305,475514781,475434622,475297037,474780042,475074573,475166463,474293798,473845441,474111019,473733866,473974998,473890082,473282195,473355507,473223554,473006635,473034160,472979883,472679267,472698771,472597677,472630374,472584209,471797234,471123855,471505439,471168377,470986442,471126526,470582954,470733012,470621188,470129046,470059345,469785842,467668952,468063879,467972395,467835944,466955772,467212152,467002741,466842311,466084294,465621249,465485322,463714023,463059537,461078968,459279309,458716764,457064795,455837502,454586755,451463411,449145581,421549329,411382679,402108912,374138794,358827793,348302073,344838144,338553253,337346134,322628136,321888448,319065151
Move,['68'],['8'],['18'],['5'],['7'],['8'],['13'],['45'],['6'],['9'],['14'],['19'],['8'],['55'],['7'],['27'],['28'],['5'],['37'],['42'],['9'],['28'],['64'],['78'],['83'],['28'],['42'],['73'],['24'],['19'],['40'],['49'],['51'],['28'],['35'],['91'],['94'],['100'],['58'],['66'],['74'],['65'],['88'],['49'],['109'],['79'],['53'],['63'],['86'],['96'],['68'],['65'],['22'],['70'],['92'],['57'],['62'],['39'],['40'],['19'],['36'],['427'],['11'],['40'],['73'],['95'],['708'],['1043'],['1306'],['1877'],['2364'],['1486'],['1671'],['3666'],['4328'],['3127'],['360']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode
Speed,Real-time • Normal speed (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,Français,English,Deutsch,Français,Deutsch,English,English,English,English,English,Deutsch,English,Deutsch,English,English,English,English,English,English,English,English,English,English,English,Français,English,Français,English,English,Français,English,Français,English,English,Français,English,English,English,English,Français,English,English,English,English,Français,English,English,Français,Français,English,Deutsch,English,English,Français,English,Français,Français,Deutsch,Français,English,English,Français,English,English,English,English,English,English,English,Français,Français,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['gestation', 'encloqu\\u00e9e', 'Engross\\u00e9e', 'barri\\u00e8re', 'pleine']","['Bob', 'Knives', 'Muah', 'Career', 'Emeril']","['Glasflasche', 'Champagner', 'Stopfen', 'Sekt', 'Verschluss', 'Verschluss']","['Italie', 'Calzone', 'Margherita', 'Margherita']","['Altertumskunde', 'Unendliche', 'Schulfach', 'Schulfach']","['minecraft', 'Pillar', 'Lighthouse', 'lighthouse', 'lighthouse']","['MSAzure', 'Cirrus', 'Nimbus', 'Cumulus', 'Airy', 'Rain']","['5', 'Chicken', 'Thursday', '13th']","['Kisses', 'clarinet', 'Tornado', 'Blow', 'blow', 'Blow']","['Joker', 'Laughter', 'Fool', 'king', 'circus', 'Jester']","['Schokokaramellriegel', 'Vierter', 'Schokoriegel', 'Terraforming']","['wig', 'Alladdin', 'Carpet', 'oriental', 'mat', 'vacuum']","['Wertvoll', 'Mineral', 'Marilyn', 'Karat', 'Karat']","['Derby', 'Power', 'Gallop', 'charlie', 'shadowfax', 'Ed']","['Frost', 'Tall', 'Beanstalk', 'Enormous']","['Reading', 'Tree', 'reader', 'Oil', 'oil', 'oil']","['Bookshelves', 'Public', 'Literature', 'Free', 'Borrow', 'Borrow']","['Coke', 'Pip', 'Blossom', 'Lips']","['Fatal', 'Magnetism', 'Magnetic', 'Exhibition', 'chemistry', 'upcoming']","['somnolent', 'Impossible', 'Aspiration', 'aspiration']","['fancy', 'gown', 'Flowing', 'Princess', 'Evening', 'Party']","['Racquet', 'wimbledon', 'Aldila', 'Forehand', 'Sport', 'Nadal']","['Kfc', 'Soup', 'breast', 'Popeyes', 'Run', 'Run']","['Pond', 'Billard', 'Water', 'Lifeguard', 'Snooker', 'snooker']","['carr\\u00e9e', 'Bob', 'Vaisselle', 'mer', 'Spontex', 'Spontex']","['Hawkeye', 'Tie', 'Ribbon', ""Archer's""]","['Dos', 'Mammif\\u00e8re', 'Peau', 'Bouriquet', 'Shrek', 'Cheval']","['fuller', ""painter's"", 'broom', 'eyelash', 'bristles', 'bristles']","['High', 'Long', 'Trampoline', 'Rope', 'Halen', 'Panama']","['Poltrenesofa', 'Convertible', 'Repos', 'T\\u00e9l\\u00e9', 'Materiel', 'Salon']","['orchestra', 'elastic', 'Pearljam', 'Aid', 'Steppenwolf']","['Recueil', 'Bible', 'Bouquiniste', 'Pages', 'Sterling', 'Sterling']","['siren', 'Tail', 'aquatic', 'Aquatic']","['sixletters', 'sunblock', 'Laptop', 'Shirt', 'JingHongWu', 'HiddenWeapon']","['Sucre', 'Liqueur', 'Boisson', 'Glucose']","['Velveteen', 'Jack', 'Trix', 'Peter', 'Easter', 'skin']","['loud', 'Clock', 'burning', 'siren', 'False', 'Fire']","['Utopia', 'Lost', 'Eden', 'Gangsta', 'heaven', 'Heaven']","['ring', 'church', 'ding', 'dong', 'dong', 'dong']","['Fourrure', 'Terrier', 'F\\u00e9lid\\u00e9', 'Roux', 'Rox', 'Malin']","['adrift', 'glacier', 'Titanic', 'Lettuce', 'lettuce']","['Aslan', 'Simba', 'king', 'Mufasa', 'Roar', 'Mane']","['Seafood', 'lobster', 'Crustacean', 'Mantis', 'Prawn', 'prawn']","['Baked', 'islie', 'carrot', 'yellow', 'Pan-', 'Pie']","['Acier', 'Sid\\u00e9rurgie', 'Fer', 'Lica', 'Alliage', 'Alliage']","['market', 'pillory', 'Nasdac', 'Dow', 'supply', 'inventory']","['Television', 'World', '24', 'Simpson']","['Mickey', 'Lichen', 'Ecume', 'bain']","['cochon', 'Baindesang', 'Abattoir', 'Viande', 'Viandes', 'Viande']","['blackout', 'Menorah', 'wick', 'Elton', 'light', 'Taper']","['Mixtape', 'video', 'Aufnehmen', 'Kasette', '\\u00dcberspielen', 'Mehrspur']","['Head', 'thor', 'Tool', 'sledge', 'smash', 'Smash']","['Roger', 'eminem', 'Jessica', 'jessica']","['G\\u00e9om\\u00e9trie', 'sup\\u00e9rieur', 'Boss', 'Couture', 'Couture']","['secure', 'pad', 'deadbolt', 'Vault']","['moyen-age', 'Hylien', 'Chevalier', 'chevalier']","['Tente', 'Camping', 'poiscaille', 'argent\\u00e9e', 'Boite', 'Poisson']","['Kakao', 'Suchtmittel', 'S\\u00fc\\u00dfes', 'Zartbitter']","['groupe', 'Son', 'Bono', 'Copains', 'raidit', 'Gaze']","['Freshwater', 'Oyster', 'Clam', 'Necklace', 'Necklace', 'Necklace']","['gumiho', 'Vixen', 'Scully', 'Inari', 'Mulder', 'experiment']","['Toulouse', 'Andouille', 'Morteau', 'galette', 'Montb\\u00e9liarde', 'Seche']","['Sliver', 'sickle', 'Moon', 'Pilsbury', 'Shape']","['\\u304b\\u3048\\u308b', '\\u304b\\u3048\\u308b']","['castle', 'master', 'Underneath', 'keep']","['male', 'Annoying', 'Morning', 'chicken', 'Chicken', 'Chicken']","['Aaa', 'Park', 'Lithium', 'rechargeable', 'Rechargeable']","['Frond', 'Rosy', 'pda', 'oasis', 'Exeggutor', 'coconut']","['round', 'pop', 'gum', 'hubble']","['Franck', 'Effet', 'kobe', 'bourguignon']","['titre', 'dumbledore', 'Tintin', 'Enseignant', 'Tournesol', 'Tournesol']","['putter', 'association', 'Discotheque', 'Golf']","['toddler', 'Blue', 'Santa', 'Ruth', 'Tot', 'infant']","['italian', 'capone', 'u', 'Godfather', 'Mob']","['wamu', 'Vault', 'reserve', 'Savings', 'America']","['Illuminating', 'Planet', 'shine', 'block', 'Maui', 'Fished']","['2D', 'Hands', 'stair', 'Stairs']"
Mystery Word,Enceinte,Chef,Korken,Pizza,Geschichte,Beacon,Cloud,Friday,Wind,Clown,Mars,Rug,Diamant,Horse,Giant,Palm,Library,Cherry,Attraction,Dream,Dress,Tennis,Chicken,Pool,\u00c9ponge,Bow,\u00c2ne,Brush,Jump,Canap\u00e9,Band,Livre,Mermaid,Sleeve,Sirop,Rabbit,Alarm,Paradise,Bell,Renard,Iceberg,Lion,Shrimp,Cake,M\u00e9tal,Stock,Series,Mousse,Boucherie,Candle,Rekorder,Hammer,Rabbit,Patron,Lock,Bouclier,Sardine,Schokolade,Bande,Pearl,Fox,Saucisse,Crescent,Ninja,Dungeon,Rooster,Battery,Palm,Bubble,B\u0153uf,Professeur,Club,Baby,Mafia,Bank,Sun,Ladder
Guess,Enceinte,Chef,Korken,Pizza,Geschichte,Stone,Cloud,Friday,blow,Clown,Mars,rug,Diamant,Horse,giant,book,Library,flower,attraction,Dream,,Tennis,Chicken,Pool,Eponge,bow,\u00c2ne,brush,Jump,,band,Livre,Mermaid,sleeve,sirop,rabbit,Alarm,Paradise,Bell,Renard,iceberg,Lion,Shellfish,Cake,m\u00e9tal,Stock,Series,eau,Boucherie,Candle,Recorder,hammer,run,Coin,lock,Chevalier,sardine,Schokolade,,mussel,Fox,saucisse,Crescent,,dungeon,DJ,Car,,bubble,Boeuf,professeur,club,baby,mafia,Bank,Sun,sketch
