ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76
Table Number,517532560,517259470,517098518,517216117,516983554,517003063,516570769,516618897,516738278,516477404,516410262,516358751,516034788,515558776,515518017,515417691,515468244,515340878,514896075,515176359,515102837,515070585,514748186,515037990,514707951,514496319,514503441,514436680,514467387,514352888,513520547,513945485,513879745,513603313,512785830,512715448,513081149,513175456,513180908,513171788,513189022,512980717,512408901,512197315,511473406,512166193,511675551,511013877,511194442,510269410,509897088,508273744,508761165,508130373,508116165,507221262,504783443,505196983,504721368,504876059,503841044,500334503,493769667,488379380,484123113,480055062,478416865,473773078,464921867,443775902,426921218,348838927,343894377,337346134,317609821,314360735
Move,['58'],['7'],['7'],['43'],['6'],['6'],['40'],['6'],['125'],['18'],['18'],['37'],['6'],['28'],['30'],['7'],['36'],['28'],['54'],['18'],['33'],['26'],['34'],['45'],['21'],['28'],['28'],['74'],['63'],['89'],['82'],['120'],['24'],['36'],['24'],['32'],['38'],['55'],['55'],['77'],['56'],['43'],['63'],['36'],['58'],['73'],['64'],['72'],['67'],['33'],['73'],['83'],['126'],['314'],['73'],['46'],['31'],['83'],['67'],['24'],['70'],['140'],['57'],['79'],['489'],['457'],['687'],['730'],['114'],['2505'],['806'],['1866'],['2774'],['4537'],['1954'],['3324']
Mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode
Speed,No time limit • with friends only,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Fast Turn-based • 8 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only
Language,Français,English,English,English,English,English,Deutsch,English,English,English,English,English,Français,Français,Français,English,Français,English,English,English,English,English,Français,English,Français,English,English,Deutsch,Français,English,Français,Français,English,Français,Deutsch,English,English,Deutsch,Deutsch,English,English,Français,English,Français,English,English,English,English,English,English,English,Deutsch,Français,English,English,Français,English,English,Français,English,English,Deutsch,English,Français,English,Deutsch,Français,English,English,Français,English,Français,English,English,Français,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['visqueux', 'fleur', 'C\\u00e9ramique', 'Contenant']","['pecheur', 'wooden', 'surf', 'Plank']","['talker', 'Boss', 'Mono', 'Loud']","['Drink', 'scarecrow', 'paper', 'farm', 'FARM']","['Sun', 'Peony', 'cauli', 'petal', 'Iris', 'Lily']","['Bag', 'Bottle', 'container', 'reuse', 'recycle', 'recycle']","['Datenkrake', 'Markzuckerberg', 'Zuckerberg', 'Meta', 'Meta']","['Bug', 'Dots', 'black', 'spots', 'luck', 'red']","['Wooden', 'Crutches', 'blind', 'stick']","['electives', 'Gymnasium', 'Education', 'classroom', 'Elementary', 'Classes']","['district', 'Back', '0.25', 'Four', 'Fourth', 'fourth']","['Head', 'Rest', 'Fight', 'Pajamas']","['perles', 'batman', 'Bijou', 'Gorge', 'Cou', 'Animaux']","['dentaire', 'Stolon', 'Charlotte', 'Usinage']","['Bebe', 'Diminutive', 'Cire', 'Barbie', 'jouet', 'Jouet']","['cow', 'china', 'bamboo', 'bamboo']","['C\\u00e2ble', 'Fiche', 'Arianne', 'Conducteur']","['Handed', 'Wrong', 'Direction', 'Correct', 'direction', 'Correct']","['Playboy', 'yard', 'comb', 'garden', 'Tool', 'Tool']","['Encyclopedia', 'Brown', 'Sherlock', 'Holmes', 'Story', 'Genre']","['Corn', 'listen', 'Hearing', 'deaf', 'Cochlea']","['sewing', 'adjective', 'rubber', 'band', 'waistband', 'rubber']","['Maringouins', '\\u00c9t\\u00e9', 'OFF', 'gratte', 'Vampire']","['Roofdier', 'Schaapskleren', 'Huil', 'Rome', 'Weer', 'Weer']","['Traversin', 'dormir', 'coussin', 'Coussin']","['Chop', 'Gimli', 'deodorant', 'Guitar']","['rescue', 'Asimov', 'Buscemi', 'Hosepipe', 'Pipe', 'Hero']","['field', 'Gretzkey', 'Chip', 'McDavid', 'puck', 'Ziel']","['Film', 'Cannes', 'Oscars', 'S\\u00e9ance', 'Acteur', 'UGC']","['Catacumba', 'C\\u00e1rcel', 'Presos', 'Crawler', 'Pacheco', 'Castillo']","['Rock', 'Lithium', 'Ringo', 'Cuisine', 'Timbale']","['Djocovic', 'table', 'Chaussures', 'elbow', 'Filet', 'Filet']","['bird', 'skin', 'light', 'pluck', 'Birds', 'White']","['Anduril', 'Narsil', 'arme', 'Sabre', 'excalibur', 'Excalibur']","['Birkenkuchen', 'Allergiefood', 'Fr\\u00fchbl\\u00fcher', 'Zentis', 'Nutella']","['Tahiti', 'Gilligan', 'beach', 'exotic']","['Deep', 'Golf', 'Dig', 'Dig']","['Jeanny', 'Musiker', 'Wien', 'Autounfall', '\\u00d6sterreicher', '\\u00d6sterreicher']","['Winterschlaf', 'Versteck', 'Helm', 'Erkundung', 'Berg', 'Gebirge']","['smoke', 'Bomb', 'Warp', 'Cylinder', 'Mario', 'mario']","['Osten', 'Lacks', 'Sprey', 'AkaRabbit', 'Spray', 'Blonde']","['Ourlet', 'Aiguille', 'Charlely', 'Tricot', 'Rambo', 'A\\u00efe']","['Tate', 'Lyle', 'Glucose', 'broun', 'cane', 'cane']","['\\u00e9chec', 'Piste', 'pise', 'eiffel', 'ch\\u00e2teau', 'Ch\\u00e2teau']","['crab', 'Isolated', 'Solitary', 'Alone', 'alone']","['Hill', 'Fire', 'tower', 'signal', 'light', 'light']","['Slaughter', 'Chop', 'Mutton', 'Mutton']","['nametag', 'Military', 'service', 'same']","['light', 'Mass', 'Wax', 'wax']","['Camoflauge', 'Outdoor', 'Person', 'food', 'Tracking', 'tracking']","['\\u30c9\\u30ea\\u30c3\\u30d7', '\\u307e\\u3081', '\\u3059\\u305f\\u30fc\\u3070\\u3063\\u304f\\u3059', '\\u306b\\u304c\\u3044']","['Kerner', '99', 'Wirrk\\u00f6pfin', '80er', '80er']","['Robotique', '\\u00c9crire', 'Laver', 'Automate']","['flatbread', 'Italian', 'Toppings', 'Tower', 'Chicago', 'Chicago']","['Nutmeg', 'Cinnamon', 'Cinnamon']","['Birdie', 'Caddie', 'Green', 'Swing']","['Cooker', 'Fan', 'Hot', 'Cooking']","['Flight', 'Commander', 'captain', 'license', 'Honda']","['Montb\\u0117liarde', 'Meuh', 'Ruminante', 'G\\u00e9nisse', 'Qui-rit', 'Taureau']","['flowing', 'water', 'Amazon', 'Mississippi', 'Rapids', 'Pocahontas']","['Baseball', 'Sandwich', 'sports', 'organisation', 'Billy', 'Baton']","['binden', 'Plastron', 'Weiberfastnacht', 'Knoten', 'knoten']","['Arachnid', 'Widow', 'Charlotte', 'Charlotte']","['Porcelaine', 'baigneur', 'Corolle', 'vaudou', 'Matriochka']","['pendant', 'locket', 'Pearls', 'Choker', 'choker', 'pearls']","['vierbeinig', 'spitzohrig', 'G\\u00e4nsedieb', 'Reineke', 'Doppelkopf', 'Karo-Ass']","['Tropicale', 'Amazone', 'Bor\\u00e9ale', 'Amazonienne', 'Sentiers', 'Arbres']","['barbecue', 'yellow', 'sausage', 'hot-dog', 'Seed', 'seeds']","['Gun', 'noise', 'Chitty', 'Energy']","['chien', 'louvrechy', 'Dali', 'Pilosit\\u00e9']","['Erupt', 'Hot', 'molten', 'aa']","['Sono', 'Bluetooth', 'Pioneer', 'Accoupl\\u00e9e', 'Gestante', 'gestation']","['oak', 'birch', 'Birch', 'Oak']","['sex', 'gun', 'Gang', 'Explosion', 'explosion']","['marolles', 'latin', 'Voisinage', 'peterbos', 'Pomme', 'Pomme']","['Sound', 'Storm', 'thor', 'lightening', 'Electrifying', 'Boom']"
Mystery Word,Vase,Board,Speaker,Straw,Flower,Plastic,Facebook,Ladybug,Cane,School,Quarter,Pillow,Collier,Fraise,Poup\u00e9e,Panda,Fil,Right,Rake,Detective,Ear,Elastic,Moustique,Wolf,Oreiller,Axe,Firefighter,Hockey,Cin\u00e9ma,Dungeon,Batterie,Tennis,Feather,\u00c9p\u00e9e,Haselnuss,Island,Hole,Falco,H\u00f6hle,Pipe,Hair,Couture,Sugar,Tour,Hermit,Beacon,Lamb,Uniform,Candle,Hunter,Coffee,Nena,Machine,Pizza,Spice,Golf,Oven,Pilot,Vache,River,Club,Krawatte,Spider,Poup\u00e9e,Necklace,Fuchs,For\u00eat,Mustard,Bang,Moustache,Lava,Enceinte,Tree,Bang,Quartier,Thunder
Guess,argile,Board,speaker,straw,Flower,flask,Datenschutz,couleur,Cane,Pupils,quarter,Pillow,Collier,Fraise,Poup\u00e9e,clone,Fil,Right,Rake,Book,Ear,Mechanical,Mouche,Wolf,,axe,firefighter,Hockey,Cinema,Mazmorra,batterie,Tennis,Feather,Epee,Haselnuss,Island,Hole,Falko,H\u00f6hle,Grenade,Hair,couture,Sugar,Tour,Hermit,large,Butcher,Badge,Sun,,coffee,Nena,Machine,pizza,Spice,golf,fry,Pilot,Vache,river,Club,Krawatte,Spider,Poup\u00e9e,necklace,Fuchs,Jungle,Mustard,Bang,Moustache,Lava,Enceinte,Book,pistol,Quartier,Thunder
