ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49
Table Number,512598970,512467489,512115878,511604096,511287549,511199752,511255060,511578558,511427961,511221983,511013877,511071992,510567154,511145771,510522677,510605123,510439731,510466742,510218293,509980948,510187912,510051909,509545345,509853535,509355375,509693967,509135610,509445057,509416152,509310457,508942664,509261737,509154997,509128013,508968080,509022902,508999573,508273744,508161670,508116165,507830160,507221262,506453655,505196983,504721368,504876059,503454797,502033632,500892294
Move,['9'],['24'],['19'],['28'],['33'],['18'],['54'],['25'],['28'],['112'],['22'],['8'],['36'],['58'],['16'],['31'],['45'],['32'],['37'],['46'],['85'],['66'],['51'],['65'],['87'],['30'],['64'],['98'],['45'],['44'],['81'],['83'],['56'],['49'],['36'],['108'],['12'],['33'],['24'],['66'],['51'],['26'],['64'],['82'],['67'],['24'],['33'],['107'],['101']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+
Language,English,English,English,Français,English,English,English,Français,Français,English,English,English,Deutsch,English,English,Français,English,Français,Français,English,Deutsch,English,Deutsch,English,English,Deutsch,English,English,English,English,Deutsch,English,English,Français,English,English,English,Deutsch,Français,English,English,Français,Français,English,Français,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard
Clues,"['Mushu', 'zodiac', 'Scales', 'fly', 'Smaug', 'Smaug']","['LUNASEA', '\\u3051\\u3063\\u3053\\u3046\\u3073\\u3093', 'Monster', '\\u3076\\u3044\\u3048\\u3059\\u3060\\u307e\\u3057\\u3044', '\\u30cb\\u30ce']","['Ruler', 'Queen', 'Theoden', 'Royal', 'Charles', 'Checkmate']","['Repart', 'Ar\\u00e8s', 'Phobos', 'Snack']","['Asp', 'reptile', 'constrictor', 'python', 'eyes']","['Tiny', 'Beers', 'Fight', 'Or', 'First', 'In']","['Soisoisoisoisoisoisoisoi', 'ROFL', 'Parent', 'Airborne', 'Blades', 'Blades']","['braise', 'Saucisse', 'Viande', '\\u00c9t\\u00e9']","['Lumi\\u00e8re', 'h\\u00e9lios', 'Lunettes', 'Temp\\u00eate', 'chaleur', 'Chaleur']","['Krusty', 'Fool', 'Joker', 'Bozo', 'It']","['Weaving', 'Bread', 'Easter', 'container']","['Petting', 'Enclosure', 'keeper', 'Hippos', 'aviary']","['Skyfall', 'Stimmgewaltig', '19', '21', 'Gesang', 'Frau']","['salty', 'McDonald\\u2019s', 'Chips', 'poutine', 'Potatoes', 'Potatoes']","['Range', 'Jumbo', 'Denali', 'Thunder', 'goat']","['Gavarnie', 'Bazard', 'Piste', 'Jongleurs', 'Chapiteau', 'Clown']","['Electricity', 'Internet', 'Pay', 'Dollar', 'William', 'William']","['Avant', 'Caf\\u00e9', 'patisserie', 'repas', 'yaourt', 'tarte']","['Cheval', 'Magique', 'Hyppocampe', '\\u00c9quid\\u00e9', 'Imaginaire', 'Imaginaire']","['Torch', 'Stick', 'scent', 'Paraffine', 'Wick', 'Wick']","['Lianenschaukler', 'Jonny', 'Clayton', 'Wei\\u00dfm\\u00fcller', 'Dschungelheld', 'Dschungelkind']","['Moses', 'ancient', 'Yu-Gi-Oh', 'Luxor', 'Tutankhamon', 'Ramses']","['Tomorrow', 'Lied', 'Beatles', 'Beatles']","['Tonka', 'stop', 'Garbage', 'Dump', 'Logistics']","['Tsar', 'Kuzco', 'Hirohito', 'Hirohito', 'Kuzco']","['Blut', 'Stoker', 'Transsilvanien', 'Knoblauch', 'Sarg', 'Fangz\\u00e4hne']","['Stroke', 'Transfer', 'Warmth', 'Radiator']","['Sous', 'boyardee', 'Bayless', 'Kiss', 'Kiss']","['bacon', 'Guinea', 'Babe', 'Pork', 'Pork']","['Money', 'Plant', 'Onanism', 'Origin']","['Klassenlehrerin', 'Einf\\u00fchrung', 'Sachunterricht', 'ABC-Sch\\u00fctzen', 'Erstkl\\u00e4ssler', 'Erstkl\\u00e4ssler']","['Crimp', 'Pinch', 'Claws', 'tongs', 'Tool', 'Tool']","['Horse', 'donkey', 'Shetland', 'Animal', 'small', 'Mammal']","['Soci\\u00e9t\\u00e9', 'Justone', 'Amusement', 'T\\u00e9l\\u00e9vis\\u00e9', 'Lego', 'Loisir']","['Me', 'dayo', 'minions', 'Belafonte', 'curved', 'yellow']","['Debit', 'Birthday', 'club', 'Solitaire', 'business', 'Business']","['Mormon', 'Burn', 'skedaddle', 'reserve', 'Cook', 'Yellow']","['Alm', 'Wald', 'Unterschlupf', 'ski', 'Garten']","['jardinage', 'Terre', 'Bronzage', 'Galoche', 'creuser', 'Creuser']","['Megan', 'Sourgrapes', 'news', 'Coyote']","['infant', 'newborn', 'Cry', 'New', 'tiny', 'offspring']","['Coca\\u00efne', 'canon', 'Cafe', 'Laver']","['Rat', 'Romain', 'tuyau', 'Drain', 'rejet', 'Bouche']","['Flight', 'Commander', 'captain', 'license', 'Honda']","['Montb\\u0117liarde', 'Meuh', 'Ruminante', 'G\\u00e9nisse', 'Qui-rit', 'Taureau']","['flowing', 'water', 'Amazon', 'Mississippi', 'Rapids', 'Pocahontas']","['Daffodil', 'Tulip', 'Tulip']","['Wrap', 'Spiderling', 'Sticky', 'Metamorphosis', 'Movie']","['Santa', 'butter', 'snickerdoodle', 'Biscuit', 'Oreo', 'Oreo']"
Mystery Word,Dragon,Storm,King,Mars,Snake,Flight,Helicopter,Barbecue,Soleil,Clown,Basket,Zoo,Adele,Fries,Mountain,Cirque,Bill,Dessert,Licorne,Candle,Tarzan,Pharaoh,Yesterday,Truck,Emperor,Dracula,Heat,Chef,Pig,Seed,Grundschule,Pliers,Pony,Jeu,Banana,Card,Book,H\u00fctte,Pelle,Fox,Baby,Poudre,\u00c9go\u00fbt,Pilot,Vache,River,Flower,Cocoon,Cookie
Guess,dragon,storm,King,Mars,Snake,Flight,Helicopter,Barbecue,Soleil,Clown,basket,zoo,Adele,fries,mountain,Cirque,Fast,Dessert,Licorne,Candle,Tarzan,Piramid,Beetles,Truck,Sultan,vampir,Heat,Chef,Pig,,Grundschule,Pliers,Pony,Jeu,Banana,Card,Book,H\u00fctte,pelle,immigrant,Baby,Poudre,\u00c9gout,Pilot,Vache,river,Flower,cocoon,Cookies
