ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55
Table Number,448224578,448202573,448096471,447983429,447878868,447641179,447559020,447438212,447381665,447359043,447349360,447082505,446898438,446514318,446384335,446121135,446115468,445975209,445566166,445529601,445338903,444991324,444821935,444743473,444471586,444324494,444183811,443845349,443360030,443085305,442941057,442379625,442288819,442259612,442217871,441032575,440978972,440701935,440225058,438717097,437000024,436156147,435781132,432865949,430526833,420552674,366888891,363390977,358827793,356959263,336562502,322726720,322628136,319065151,314877288
Move,5,40,6,6,20,18,16,7,29,19,27,49,55,19,40,60,20,9,51,26,55,38,109,57,20,38,54,45,77,45,67,44,62,101,84,15,7,46,106,62,36,99,11,20,18,266,1068,1152,1510,1120,1333,979,3832,277,3314
Clues,"['dead', 'serious', 'Plot', 'Cemetery']","['\\u30d5\\u30a1\\u30f3\\u30bf', '\\u3080\\u3089\\u3055\\u304d', '\\u305f\\u306a', '\\u304d\\u3075', '\\u3075\\u3055', '\\u30a8\\u30e9\\u30e0\\u30c0\\u30ea\\u30fc']","['Soup', 'Shrek', 'Tears', 'Chop', 'Layers', 'Layers']","['Blackbeard', 'Sailor', 'Illegal', 'Swashbuckler', 'Sparrow', 'Holzbein']","['YEAST', 'Culinary', 'Occupation', 'dozen', 'Cake', 'cakes']","['bounty', 'Attack', 'Snikers', 'Plan\\u00e8te', 'Ar\\u00e8s', 'Martien']","['gro\\u00df', 'gleiten', 'majest\\u00e4tisch', 'Polarvogel']","['Painting', 'blank', 'blank', 'blank']","['Informateur', 'Tare', 'Cafteur', 'justice', '\\u00e9quilibre', 'Sagittaire']","['ausgesetzt', '\\u00c4gypten', 'FLuss', 'L\\u00e4ngster', 'Moses', 'Mose']","['roe', 'Russian', 'Delicacy', 'expensive', 'Fancy', 'Fancy']","['Party', 'Tanzhaus', 'Tanzen', 'Pulp', 'Musik', 'Tanzclub']","['Fairy', 'Ollivander', 'Magic', 'phoenix', 'wizard']","['Fabelwesen', 'schwimmen', 'Sebastian', 'MuschelBH', 'Flosse', 'Flosse']","['Shelter', 'Bower', 'Cover', 'Pitch', 'Camping', 'Camping']","['Escopeta', 'Catiusques', 'Escopetades', 'Persona', 'Caputxeta', 'Llop']","['Muscle-building', 'hardwood', 'videos', 'Lumber', 'Board', 'board']","['fart', 'AC', 'Inlet', 'Electrical', 'plug', 'Plug']","['Earhart', 'Captain', 'Pontius', 'Yeager']","[""Cane's"", 'Chik-fil-a', 'Farmyard', 'Poultry', 'Nutmeg', 'Nugget']","['Animal', 'horns', 'DODGE', 'CPU', 'Male', 'Aries']","['.', 'menstruation', 'Era', 'Timespan', 'Menstruate', 'Bloodloss']","['Mage', 'sorcerer', 'Illusionist', 'Wizard', 'Illusionist', 'Wizard']","['anniversary', 'Board', 'Master', 'Debit']","['Beverage', 'Box', 'Apple', 'Apple']","['Schooner', 'Pirate', 'vessel', 'Sail', 'boat', 'Frigate']","['Wilbur', 'Babe', 'treyf', 'livestodk', 'Sty', 'Swine']","['X-Men', 'Weather', 'Cyclone', 'Overcast', 'hurricane', 'huge']","['Mariage', 'vieillir', 'Bon', 'Naissance', 'Naissance', 'Naissance']","['S\\u00fcdpol', 'Happy', 'Feet', 'Kaiser', 'Vogel', 'Vogel']","['Respect', 'tie', 'tie', 'NA']","['Cube', 'paper', 'Upper', 'Cut', 'Package', 'package']","['Factory', 'Pipeline', 'Powered', 'Object', 'Lawnmower', 'Robot']","['bread', 'Barnum', 'tent', 'Soleil', 'Maximus', 'clowns']","['Peach', 'toadstool', 'Diana', 'zelda', 'Bride', 'bed']","['Measurement', 'measures', 'Weight', 'Heavy', 'Weighing', 'Weighing']","['Melted', 'Burn', 'Wax', 'Wax']","['Richter', 'escabeau', 'Pompier']","['cloth', 'Square', 'Bib', 'Wipe', 'towelette', 'Towelette']","['Lonely', 'Meditation', 'Secluded', 'Loner', 'remote', 'Living']","['Harkonnen', 'Roxanne', 'Musician', 'Prick', 'Ouch', 'Ray']","['Gabelung', 'Ampeln', 'Abzweigung', 'Ampel', 'Ampel', 'Ampel']","['Repousse', 'Nu', 'pinceau', 'Crin', 'Incarn\\u00e9', 'Incarn\\u00e9']","['mutton', 'chops', 'animal', 'child', 'young', 'Gamey']","['0', 'X', 'browser', 'Browser']","['healing', 'drug', 'doctor', 'hospital', 'cure', 'paliative']","['Website', 'Browser', 'Gingerman', 'jar', 'monster', 'Monster']","['Sopranos', 'Gang', 'Godfather', 'Hoffa', 'Goodfellas']","['maison', 'oiseau', 'Habitat', 'Volatile']","['Morning', 'Cockerel', 'Red', 'Insult-Women', 'cockadoodledoo', 'Leghorn']","['\\u00e9pice', 'piquant', 'assaisonnement', '\\u00e9pices', 'Grains', 'Piment']","['Chronical', 'Broadsheet', 'Tabloid', 'Mail', 'Sun', 'Sun']","['Backing', 'Aid', 'Brass', 'ensemble', 'Nirvana']","['Garrotxa', 'Pompeii', 'Peak', ""Dante's""]","['\\u30df\\u30b9\\u30c6\\u30ea\\u30fc', 'radian', '3.14...', '\\u3069\\u3046\\u3058\\u3093\\u304b\\u3064\\u3069\\u3046', '\\u30c9\\u30eb\\u30a4\\u30c9']"
Mystery Word,Grave,Grape,Onion,Pirate,Baker,Mars,Kaiserpinguin,Canvas,Balance,Nil,Caviar,Disco,Wand,Meerjungfrau,Tent,Hunter,Plank,Outlet,Pilot,Chicken,Ram,Period,Magician,Card,Juice,Ship,Pig,Storm,Anniversaire,Pinguin,Bow,Box,Machine,Circus,Princess,Scale,Candle,\u00c9chelle,Napkin,Hermit,Sting,Kreuzung,Poil,Lamb,Safari,Medicine,Cookie,Mafia,Nid,Rooster,Poivre,Newspaper,Band,Volcano,Circle
Guess,Grave,,onion,pirate,chef,Mars,Pinguin,Brush,Balance,Nil,Caviar,Diskothek,Mystical,Meerjungfrau,Canopy,ca\u00e7ador,Plank,outlet,pilot,Chicken,ram,Period,Wizard,Card,wine,ship,Pig,tornado,Vin,,artist,Punch,Machine,circus,Princess,,,\u00c9chelle,,Alone,Sting,Kreuzung,Poil,,,Medicine,honey,Mafia,Nid,rooster,Poivre,Newspaper,band,Volcano,Circle
