ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56
Table Number,583485750,583596310,583332262,582850705,582806135,582305792,582637562,582631433,581764072,582078573,582181955,581745281,581343883,581767722,581134916,581134697,580703909,580765948,580421125,580430263,580454340,580082226,580059879,579950206,579875312,579683076,578349815,579264441,579215113,578998654,578883648,577852826,576920182,577548956,577180892,575705821,576415268,576413622,575798268,571815545,571302579,571195661,570734438,569665701,566662988,559608546,546837128,543879156,542849457,539412516,528822756,527775627,517125895,466081205,464921867,363390977
Move,['9'],['7'],['18'],['18'],['29'],['18'],['28'],['15'],['9'],['25'],['27'],['36'],['15'],['9'],['58'],['92'],['38'],['60'],['57'],['61'],['19'],['45'],['95'],['53'],['68'],['36'],['48'],['46'],['25'],['101'],['74'],['25'],['10'],['63'],['91'],['33'],['38'],['19'],['20'],['89'],['42'],['37'],['38'],['62'],['56'],['202'],['386'],['261'],['1160'],['230'],['390'],['880'],['478'],['770'],['773'],['2685']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Fast Turn-based • 8 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+
Language,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Français,English,Français,English,English,Français,English,English,English,English,English,Français,English,English,Français,Français,Français,Français,English,English,Français,English,English,Deutsch,English,English,English,Deutsch,English,English,English,Français,Français,Français,English,English,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['kingdom', 'Crystal', 'Buckingham', 'Kensington', 'castle', 'Castle']","['Camembert', 'Grated', 'Stilton', 'Strings']","['Necromancer', 'Reanimated', 'Undead', 'Undead', 'brain', 'brains']","['mercury', 'Prescription', 'cough', 'Herbal', 'Pills', 'Pills']","['Ariel', 'Nereid', 'Ocean', 'Copenhagen', 'Siren', 'Siren']","['Strange', 'Dolittle', 'physician', 'professor', 'Who', 'Who']","['Manifest', 'beertasting', 'airfare', 'birds', 'Plane', 'Airplane']","['Cobbler', 'Fuzzy', 'Georgia', 'Princess']","['Russia', 'Were', 'Balto', 'awooo', 'howl', 'howl']","['Traverse', 'Irate', 'angry', 'jesus']","['N95', 'JimCarrey', 'Disguise', 'Conceal', 'costume', 'Cover']","['Candles', 'yearly', 'Labor', 'cake', 'Present', 'Aging']","['American', '1776', 'Rebel', 'Guillotine']","['Winner', 'award', 'bronze', 'Olympics', 'Olympic', 'olympic']","['Organisation', 'italie', 'Sicilienne', 'Corleone']","['testicle', 'soccer', 'state', 'bocce']","['Basketball', 'But', 'courses', 'amazon']","['Scented', 'Birthday', 'Wax', 'Flame']","['Criar', 'Caballeriza', 'padrillo', 'Met\\u00e1lico', 'Reproduccion', 'Reproducci\\u00f3n']","['chaud', 'cuire', 'Cuisine', '\\u00e9lectro', 'cuisine', '\\u00e9l\\u00e9ctrom\\u00e9nager']","['Snow', 'hibernation', 'snowboard', 'Season', 'Season', 'Season']","['Spark', 'Kindling', 'Ignite', 'Wood', 'London', 'Burning']","['overfished', 'bluefin', 'Fish', 'yellowfin', 'Salad', 'Canned']","['hypothesis', 'knowledge', 'Chemistry', 'Biology']","['cigarette', 'BIC', 'Overboard', 'Feather', 'Match', 'Smoker']","['Bague', 'contrat', 'Mariage', 'mariage', 'badge', 'mariage']","['malaria', 'Culicoidea', 'Wooden-Wonder', 'Vector-borneDisease', 'annoying', 'vampire']","['Vapor', 'Storage', 'weather', 'nimbus', 'icloud', 'Sky']","['Mickey', 'gris', 'Chat', 'chat']","['Pilier', 'taverne', 'Cocktails', 'Troquet', 'Poisson', 'Estaminet']","['Bain', 'jaune', 'Foot', 'Dossard', 'pois', 'Deux-pi\\u00e8ces']","['Natte', 'Tresse', 'Dodo', 'Duvet', 'Queue', 'Cheval']","['Mug', 'goblet', 'Saucer', 'coffee', 'Jockstrap']","['Measuring', 'chalice', 'Sippy', 'Plastic', 'eight', 'Container']","['tuichi', 'George', 'Liane', 'Mowgli']","['Fifth-wheel', 'Truck', 'Movie', 'Hitch', 'hitch']","['Alarm', 'Rising', 'Glory', 'early', 'sunrise', 'sunrise']","['Land', 'Nizza', 'Nachbar', 'Wei\\u00dfbrot', 'Hahn', 'Libert\\u00e9']","['Jesus', 'Jewelery', 'Easter', 'Redemption']","['Prick', 'Wasp', 'bee', 'Mosquito']","['ecklig', 'Esgoto', 'Beetle', 'Bug', 'Insekt', 'Inseto']","['Bl\\u00fcte', 'Strauch', 'Titanic', 'Dornen', 'Dornen', 'Dornen']","['Fouton', 'Leather', 'Potato', 'Pull-Out', 'Sofa', 'Sofa']","['Cork', 'grapes', 'vineyard', 'moscato', 'Merlot', 'merlot']","['Internet', 'Deacon', 'restaurant', 'computer', 'waitress', 'waiter']","['Sauter', 'Avion', 'Protection', 'H\\u00e9licopt\\u00e8re']","['\\u00c9picerie', 'Boomin', 'STM', 'STM']","['Saucisse', 'Charbon', 'Plancha', 'Ext\\u00e9rieur', 'Weber', 'Grillades']","['Geometric', 'Six', 'Ice', '3d', 'Square', 'Squares']","['Snus', 'Ingredient', 'plant', 'cigarette']","['Drink', 'Vessel', 'Hope', 'Water']","['hit', 'hands', 'time', 'Knockout', 'ticktock']","['Winter', 'Vine', 'Boob', 'Cucumber', 'Baller', 'Water']","['Film', 'House', 'fancy', 'theater']","['for', 'less', 'to', 'impress']","['AllDay', 'Thorn', 'Thorned', 'Blush', 'Belle']"
Mystery Word,Palace,Cheese,Zombie,Medicine,Mermaid,Doctor,Flight,Peach,Wolf,Cross,Mask,Birthday,Revolution,Medal,Mafia,Ball,Panier,Candle,Stud,Four,Winter,Fire,Tuna,Science,Lighter,Alliance,Mosquito,Cloud,Souris,Bar,Maillot,Couette,Cup,Cup,Jungle,Trailer,Morning,Frankreich,Cross,Sting,Cockroach,Rose,Couch,Wine,Server,Parachute,M\u00e9tro,Barbecue,Cube,Tobacco,Cup,Clock,Melon,Cinema,Dress,Rose
Guess,Palace,Cheese,skeleton,medicine,Sea,Doctor,flight,Peach,wolf,cross,mask,birthday,Revolution,medal,Mafia,ball,Panier,Candle,Potro,feu,Winter,Fire,tuna,Science,light,Mariage,mosquito,Cloud,Souris,bar,Maillot,Coiffe,,Cup,Jungle,Monster,Morning,Frankreich,cross,Sting,Cockroach,Rose,Couch,Wine,,parachute,metro,Barbecue,Cube,Tobacco,Cup,clock,Globe,Studio,Dress,Rose
