ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62
Table Number,452895295,452867998,452661904,452441387,452306141,452288262,452098399,452069583,452024828,451909063,451792945,451572236,451301859,451128793,451102160,450927588,450891673,450870955,450692964,450637328,450632937,450371919,450311858,450251399,450053806,449833405,449822899,449727973,449639325,449548085,449496845,449425569,449210818,449145581,448781326,448673935,448611183,448503521,448202573,448161194,448065407,447985392,447143013,446753981,446514318,446503684,446256228,446102639,445975209,443958521,442941057,441488112,441032575,440978972,440676504,437000024,430526833,426921218,363390977,348302073,337346134,314877288
Move,7,20,8,19,29,50,32,43,18,38,86,41,63,43,31,56,73,73,65,66,71,120,65,65,47,51,77,16,37,63,73,104,28,44,86,60,117,53,40,59,100,56,101,103,20,46,106,64,55,75,67,102,15,7,100,60,18,243,1220,2125,3288,3314
Clues,"['rook', 'Grayskull', 'Building', 'Moat']","['backen', 'Marmor', 'Torte', 'Geburtstag']","['Shutter', 'Phone', 'Tripod', 'Click', 'Click']","['facial', 'Unshaven', 'Goatee', 'Scruff', 'Hair', 'Hair']","['Sunny', 'cover', 'sunblock', 'Bumbershoot', 'shade', 'beach']","['Pirate', 'jamaican', 'Daiquiri', 'Booze']","['Love', 'Table', 'Court', 'McEnroe', 'McEnroe']","['Happy', 'Pregnancy', 'Wish', 'Anniversary']","['Kost\\u00fcm', 'Rio', 'Fasching', 'Fasching', 'Alaaf', 'Alaaf']","['Barbie', 'Aramis', 'Richelieu', 'Athos', 'three', 'three']","['Fruit', 'Marchand', 'Cl\\u00e9mentine', 'Maltaise', 'Op\\u00e9rateur', 'Agrume']","['Hell', 'Licht', 'Meister', 'Birne', 'Leuchte']","['Pattern', 'raining', 'forecast', 'conditions', 'Rain', 'report']","['Corona', 'Computer', 'Pandemic', 'COVID-19', 'Respiratory', 'Syncytial']","['Rhythm', 'Sound', 'Ska', 'Rock', 'Pop', 'Pop']","['Gottfried', 'Lagerraum', 'Gegenteil', 'Dachboden', 'Untergeschoss', 'Untergeschoss']","['blau', 'Wei\\u00df', 'Urlaubsland', 'Rhodos', 'Kreta', 'Olymp']","['M\\u00e9tier', 'Pourboire', 'Informatique', 'barman', 'Restaurant', 'Restaurant']","['Vestiaire', 'Metro', 'Tombola', 'mod\\u00e9rateur', 'Entr\\u00e9e', 'Entr\\u00e9e']","['bow', 'Bind', 'windsor', 'shoelaces', 'knot', 'Knot']","['dusk', 'sundown', 'primetime', 'dark', 'twilight', 'dinnertime']","['Raiponce', 'Leia', 'Mononok\\u00e9', 'Jasmine', 'Monaco', 'Tr\\u00f4ne']","['anime', 'eyes', 'Comic', 'Storyboard', 'Japanese', 'Japanese']","['kipper', 'fish', 'anchovy', 'canned', 'Crackers', 'Packed']","['Green', 'strudel', 'fuji', 'candied', 'Fruit', 'Core']","['Visa', 'lead', 'DC', 'battery', 'battery']","['hotel', 'Griswold', '2-week', 'PTO', 'PTO']","['hair', 'lettuce', 'Dome', 'cranium', 'cranium']","['Holland', 'Fondue', 'L\\u00f6chrig', 'Tilsiter']","['Air', 'Airport', 'Soar', 'Wings']","['D\\u00e9m\\u00ealer', 'Cheveux', 'Peigne', 'coiffure', 'Nettoyage', 'Balai']","['powder', 'lift', 'Aspen', 'slalom', 'Slalom', 'Slalom']","['Leader', 'Pugwash', 'Ey\\u2019', 'Ey\\u2019']","['krakatoa', 'Vesuvius', 'eruption', 'Eruption']","['lightning', 'Ticket', 'Knight', 'rollercoaster', 'Wild']","['Friedensnobelpreistr\\u00e4ger', 'Salzmarsch', 'Pazifist', 'Indien', 'Kingsley', 'Glatzkopf']","['Profession', 'counselor', 'lawyer', 'Solicitor', 'Bar', 'educated']","['Eiffelturm', 'Nachbarland', 'Marseillaise', 'Napoleon']","['\\u30d5\\u30a1\\u30f3\\u30bf', '\\u3080\\u3089\\u3055\\u304d', '\\u305f\\u306a', '\\u304d\\u3075', '\\u3075\\u3055', '\\u30a8\\u30e9\\u30e0\\u30c0\\u30ea\\u30fc']","['tarte', 'Marbr\\u00e9', 'Charlotte', 'P\\u00e2tisserie']","['Haussmann', 'LaRedoute', 'narcisse', 'fleurs', 'Saison', 'Saison']","['Kosewort', 'Pirat', 'kiste', 'Verm\\u00f6gen', 'Liebling', 'Kostbarkeit']","['By', 'hockey', 'Wheeled', 'board', 'Ice', 'Ice']","['Fire', 'Mack', 'dump', 'Highway', 'lorry', 'Lorry']","['Fabelwesen', 'schwimmen', 'Sebastian', 'MuschelBH', 'Flosse', 'Flosse']","['Toy', 'miniature', 'Barbie', 'Barbie']","['Innie', 'Annapolis', 'umbilical', 'Tummy', 'Belly', 'Belly']","['French', 'rotation', 'rotation', 'Rotation', 'Rotation']","['Peppa', 'Wilbur', 'pork', 'Messy', 'swine', 'Swine']","['br\\u00fcten', 'Kuckuck', 'Vogel', 'Eier', 'Vogel', 'Eier']","['Respect', 'tie', 'tie', 'NA']","['support', 'Drag', 'Drop', 'Weight', 'Hyperlink', 'milk']","['Measurement', 'measures', 'Weight', 'Heavy', 'Weighing', 'Weighing']","['Melted', 'Burn', 'Wax', 'Wax']","['Mast', 'catamaran', 'Drift', 'wind', 'fabric', 'Linen']","['Lollapalooza', 'Eras', 'musical', 'rock', 'orchestra', 'choir']","['0', 'X', 'browser', 'Browser']","['Space', 'Stars', 'Andromeda', 'Milky']","['Siberian', 'Balm', 'Shere-khan', 'Detroit', 'Golf']","['Cavalier', 'Pied', 'Lancelot', 'Perceval', 'Eon', 'Bayard']","['Spade', 'bury', 'knight', 'Dig', 'weapon']","['\\u30df\\u30b9\\u30c6\\u30ea\\u30fc', 'radian', '3.14...', '\\u3069\\u3046\\u3058\\u3093\\u304b\\u3064\\u3069\\u3046', '\\u30c9\\u30eb\\u30a4\\u30c9']"
Mystery Word,Castle,Kuchen,Camera,Beard,Parasol,Rum,Tennis,Birthday,Karneval,Musketeer,Orange,Lampe,Weather,Virus,Music,Keller,Griechenland,Serveur,Ticket,Tie,Evening,Princesse,Manga,Sardine,Apple,Charge,Vacation,Head,K\u00e4se,Flight,Brosse,Ski,Captain,Volcano,Ride,Gandhi,Attorney,Frankreich,Grape,G\u00e2teau,Printemps,Schatz,Skate,Truck,Meerjungfrau,Doll,Navel,Revolution,Pig,Nest,Bow,Anchor,Scale,Candle,Sail,Concert,Safari,Galaxy,Tiger,Chevalier,Shovel,Circle
Guess,castle,Kuchen,Camera,Beard,,Rum,tennis,birthday,Karneval,monk,Orange,Lampe,weather,Virus,music,Keller,Griechenland,Serveur,Ticket,Tie,dawn,princesse,Cartoon,sardine,apple,,Vacation,Head,K\u00e4se,Airplane,brosse,ski,world,volcano,Ride,Gandhi,Attorney,Paris,,g\u00e2teaux,,Schatz,skate,Truck,Meerjungfrau,Game,belly,Revolution,pig,,artist,,,,Sail,Concert,,Galaxy,Husky,Chevalier,Shovel,Circle
