ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66
Table Number,463574742,463361213,463344252,463190359,463027594,462944157,462932474,462847589,462759956,462615354,462619024,462214466,462138297,461483497,461429339,461131092,461078968,461042734,460971733,460836511,460427655,460262622,460148170,459737750,459714052,459341737,459349513,459307884,459279309,459042782,459026042,458716764,458102665,458068629,457749670,457564681,457075501,457037078,457036000,456811549,456808852,456769561,456729797,456222316,455042660,454848205,454586755,454507210,454190406,453839362,453329629,449145581,446155644,445628197,443775902,441488112,431028987,423771261,422619886,358827793,357001162,356959263,344838144,322726720,321888448,313533300
Move,['9'],['15'],['19'],['12'],['18'],['34'],['14'],['25'],['19'],['18'],['38'],['38'],['27'],['47'],['21'],['64'],['4'],['37'],['87'],['18'],['33'],['91'],['63'],['57'],['28'],['70'],['24'],['66'],['39'],['68'],['58'],['19'],['68'],['50'],['64'],['92'],['34'],['28'],['37'],['87'],['54'],['96'],['66'],['120'],['57'],['93'],['11'],['49'],['110'],['82'],['91'],['72'],['36'],['44'],['882'],['102'],['480'],['1302'],['394'],['1664'],['1799'],['1232'],['1485'],['1084'],['2953'],['3282']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 3 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,English,English,Français,English,English,English,Deutsch,English,English,Français,Français,Français,English,English,English,Français,Deutsch,English,English,English,Deutsch,English,Français,Français,Deutsch,English,English,English,Français,Français,Deutsch,English,English,English,Deutsch,English,English,English,English,English,English,Français,English,English,Français,English,English,English,English,English,English,English,English,Deutsch,Français,English,English,Deutsch,English,Français,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Fruit', 'Turtle', 'Shriken', 'Naruto', 'Stealth', 'stealthy']","['silence', 'buttons', 'Music', 'Station']","['boum', 'artifice', 'mouill\\u00e9', 'explosion', 'papillote', 'papillote']","['Notch', 'Straight', 'Merida', 'Ammunition', 'Legolas', 'Weapon']","['Valuta', 'bank', 'rubel', 'JPY', 'v\\u00e1lt\\u00f3', 'GBP']","['Alumnos', 'Deberes', 'Estudiar', 'Pupitre', 'concertado']","['Ohrwurm', 'Klangreihe', 'Tonfolge', 'h\\u00f6ren']","['Papel', 'Piedra', 'cortar', 'jardiner\\u00eda', 'Peluquera', 'Podar']","['Clock', 'Observe', 'Rolex', 'apple', 'Wrist', 'wrist']","['Diplomatique', 'mallette', 'Carton', 'Voyage', 'Voyage', 'Carton']","['Bouteille', 'Bertrand', 'fantastique', 'fantastique']","['S\\u00e9pulture', 'Keops', 'T\\u00e9tra\\u00e8dre', 'gizeh', 'Triangle', 'Triangle']","['X', 'Einstein', 'Calculus', 'Quirrell', 'Branestawm', 'boffin']","['Insulate', 'Metapod', 'casing', 'butterfly', 'Metamorphosis', 'Metamorphosis']","['NASTY', 'MORNING', 'Lungs', 'Air']","['carte', 'Diamant', 'Hermite', 'isol\\u00e9']","['Dreieck', 'Instrument', 'Dreieck', 'Instrument']","['robbery', 'savings', 'holdup', 'Heist', 'Lehman', 'deposit']","['frying', 'Prawn', 'arthropod', 'tails', 'Seafood', 'food']","['Eden', 'Eve', 'Heavenly', 'Sublime', 'Bird', 'Hawaii']","['Holzkohle', 'Sommer', 'Zirpen', 'Verb', 'Zikaden']","['lanolin', 'Shetland', 'alpaca', 'Merino', 'scarf', 'itchy']","['Tremplin', 'Ange', 'Perche', 'Bond', 'Parachute', 'Parachute']","['House', 'Maboul', 'Strange', 'Who', 'Etudes', 'Metier']","['Rosen', 'Fl\\u00fcssig', 'Chypre', 'Buchtitel', 'herznote', 'S\\u00fc\\u00dfkind']","['Denali', 'Baker', 'everest', 'Kilimanjaro']","['man', 'law', 'Lawyer', 'Solicitor', 'Occupation', 'District']","['Ball', 'round', 'attack', 'trebuchet', 'artillery', 'artillery']","['groupe', 'Son', 'Bono', 'Copains', 'raidit', 'Gaze']","['roux', 'turquie', 'Fris\\u00e9s', 'Coiffure', 'perruque', 'perruque']","['Gef\\u00e4ngnis', 'knast', 'Geb\\u00e4ube', 'Insel']","['Freshwater', 'Oyster', 'Clam', 'Necklace', 'Necklace', 'Necklace']","['plaything', 'baby', 'House', 'Ken', 'Ken']","['Attack', 'bowl', 'One', 'Judy', 'Judy']","['Bauernhof', 'Tropfen', 'Korb', 'Huhn', 'Gockel', 'Gockel']","['Restaurant', 'Key', 'Kunai', 'Django', 'Link', 'link']","['Therianthrope', 'FISH', 'cryptid', 'Trident', 'dinglehopper']","['Bridal', 'tub', 'Meteor', 'golden', 'Rinse', 'Clean']","['ville', 'Ranch', 'chicken', 'Homestead', 'Animal', 'Animals']","['huge', 'Sperm', 'Muktuk', 'Krill', 'Blowhole', 'Baleen']","['fm', 'frequency', 'Railway', 'Police', 'Assigned', 'Post']","['Matraque', 'Violence', 'Munitions', 'Poing', 'Arc', 'Hallebarde']","['Cinema', 'Negative', 'camera', 'bacterial', 'Reel', 'reel']","['Tibia', 'Femur', 'Dog', 'Skull', 'Dinosaurfossil', 'T-']","['Condiment', 'Amora', 'Mayonnaise', 'jaune', 'savora', 'Dijon']","['Mouth', 'fairy', 'shiny', 'Pick', 'Cavity', 'Cavity']","['Sliver', 'sickle', 'Moon', 'Pilsbury', 'Shape']","['Verlichting', 'Avond', 'Licht', 'Warm']","['Pencil', 'lip', 'Pringles', 'Facial', 'groucho', 'porno']","['Relics', 'building', 'Artifacts']","['Mahal', 'royal', 'Kensington', 'Royalty', ""Cinderella's"", 'lord']","['castle', 'master', 'Underneath', 'keep']","['Electrical', 'Tesla', 'Life', 'AAA']","['Anziehungskraft', 'Metall', 'Pluspol', 'Minuspol', 'anziehen', 'absto\\u00dfen']","['comique', 'cirque', '\\u00c7a', 'Pitre']","['support', 'Drag', 'Drop', 'Weight', 'Hyperlink', 'milk']","['intonation', 'Voice', 'Foreign', 'foreign']","['K\\u00e4nguru', 'stopp', 'Pakete', 'Sennheiser', 'Tyson']","['Colour', 'Reptiles', 'Hare', 'Loser']","['taille', 'fine', 'Fin', 'Elanc\\u00e9']","['Up', 'prison', 'pad', 'down', 'Smith', 'smith']","['.', 'nome', 'Megacity', 'Paris', 'Police', 'RAIL']","['putter', 'association', 'Discotheque', 'Golf']","['Clay', 'Silicone', 'Black', 'Fungi', 'Damp', 'Damp']","['Depp', 'Character', 'Somalian', 'Seafarer', 'Parrot', 'Plank']","['Fries', 'expensive', 'bonbon', 'pigs', 'Shuffle', 'Shuffle']"
Mystery Word,Ninja,Radio,P\u00e9tard,Arrow,Currency,School,Melodie,Shears,Watch,Valise,Plastique,Pyramide,Professor,Cocoon,Breath,Solitaire,Triangel,Bank,Shrimp,Paradise,Grillen,Wool,Saut,Docteur,Parfum,Mountain,Attorney,Cannon,Bande,Cheveux,Alcatraz,Pearl,Doll,Punch,Hahn,Chain,Mermaid,Shower,Farm,Whale,Station,Arme,Film,Bone,Moutarde,Tooth,Crescent,Lamp,Mustache,Museum,Palace,Dungeon,Battery,Magnet,Clown,Anchor,Accent,Boxen,Tortoise,Menu,Lock,Metro,Club,Mold,Pirate,Truffle
Guess,ninja,mute,Bombe,Arrow,Money,Colegio,Melodie,Tijeras,watch,Attach\u00e9,Plastique,Pyramide,Professor,Cocoon,Breath,tr\u00e9sor,,Bank,Shrimp,Paradise,grillen,Wool,Saut,Docteur,Parf\u00fcm,Mount,attorney,Cannon,,Cheveux,Alkatras,mussel,Doll,Punch,Ei,chain,mermaid,shower,Prarie,Whale,Station,arme,film,Bone,Moutarde,Tooth,Crescent,Candle,mustache,,castle,dungeon,Battery,Magnet,Clown,,Sing,Boxen,Tortoise,svelte,Jumpsuit,metropolitan,club,Mould,Pirate,truffle
