ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58
Table Number,513171372,512972594,512776292,512339260,511473406,511546171,511199752,511792637,510920367,511753504,511733177,511578558,511427961,511359376,510734812,510824814,510522677,510779723,509984871,509979754,509880783,509853535,509531723,509693967,509509203,508968080,508999573,508632568,508908555,508740938,508761165,508116165,508053280,507789430,507221262,507052086,505741993,506435502,505623552,504783443,505178592,505196983,504721368,504876059,502033632,500334503,497475123,496712411,493769667,493662581,488379380,481212678,422619886,420552674,363390977,343894377,338553253,312552889
Move,['5'],['8'],['6'],['27'],['16'],['19'],['24'],['38'],['12'],['42'],['28'],['41'],['37'],['31'],['74'],['41'],['16'],['93'],['82'],['38'],['100'],['81'],['64'],['30'],['37'],['36'],['12'],['63'],['56'],['36'],['83'],['66'],['60'],['62'],['26'],['81'],['65'],['76'],['66'],['26'],['53'],['82'],['67'],['24'],['107'],['98'],['384'],['265'],['57'],['49'],['79'],['149'],['687'],['763'],['1841'],['2728'],['1921'],['2304']
Mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 24 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,No time limit • with friends only
Language,English,English,Deutsch,English,English,English,English,English,English,English,Français,Français,Français,English,Français,English,English,English,English,Deutsch,English,English,English,Deutsch,English,English,English,English,Deutsch,English,Français,English,Deutsch,English,Français,English,English,English,English,English,English,English,Français,English,English,Deutsch,English,English,English,English,Français,English,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Stretch', 'Rubber', 'Stretchy', 'Waistband']","['Eyebolt', 'motif', 'captain', 'vaudeville', 'Pointy']","['Salat', 'Sauce', 'Ketchup', 'Mark', 'Tana', 'Suppe']","['Glacial', 'Thin', 'Frozen', 'Cream', 'Drinks', 'breaker']","['Floe', 'Titanic', 'frozen', 'lettuce', 'Polar']","['Avambracci', 'Fitness', 'Esercizio', 'Addominali', 'Braccia', 'Palestra']","['Pipe', 'Filling', 'Cigars', 'Nicotine', 'Marlboro', 'Marlboro']","['sore', 'Esophagus', 'Laryngitis', 'strep', 'swallow', 'Trachea']","['bypass', 'Surgery', 'Game', 'game', 'surgery', 'Game']","['Sirloin', 'Mignon', 'roast', 'cow']","['Cervelets', 'os', 'T\\u00eate', 'T\\u00eate']","['Muscade', 'Juglans', 'Cajou', 'Huile']","['Poudre-blanche', 'Bl\\u00e9', 'Francine', 'Blanchie', 'G\\u00e2teau', 'Sarrasin']","['Swedish', 'Hibachi', 'compliments', 'restaurant', 'Wolfgang', 'Puck']","['Belgique', 'Milka', 'Pralin\\u00e9', 'Lindt', 'cacao', 'P\\u00e2tissier']","['Mysterious', 'bug', 'Insect', 'Insect', 'Insect']","['Range', 'Jumbo', 'Denali', 'Thunder', 'goat']","['roe', 'minnows', 'Nemo', 'gill', 'Swimming', 'Net']","['monument', 'Egypt', 'Cheops', 'Tut', 'Triangle', 'Scheme']","['Floh...', 'Wiener', 'Ball', 'F\\u00fcnfundsiebzigprozentschwof']","['Floris', 'cake', 'floor', 'igneous', 'Flow', 'Flow']","['Ramen', 'Cup', 'Pool', 'Udon', 'Gorillaz']","['Mutiny', 'Bastille', 'Guillotines', 'Russian', 'Protest']","['Blut', 'Stoker', 'Transsilvanien', 'Knoblauch', 'Sarg', 'Fangz\\u00e4hne']","['Nurses', 'Clinic']","['Me', 'dayo', 'minions', 'Belafonte', 'curved', 'yellow']","['Mormon', 'Burn', 'skedaddle', 'reserve', 'Cook', 'Yellow']","['Joker', 'Dance', 'Hallmark', 'Magic', 'Tarot', 'TAROT']","['Nasenfahrrad', 'Doppelmonokel', 'Optiker', 'Konvex', 'Lesen', 'Nasenaufsatz']","['Saturday', 'Night', 'Hot', 'Infection', 'rush', 'pyrexia']","['Chenipan', 'chrysalide', 'Urticante', 'red\\u00e9marre']","['Megan', 'Sourgrapes', 'news', 'Coyote']","['Ausgehen', 'Party']","['lower', 'Storage', 'Brief', 'enclosure', 'Sherlock', 'Attach\\u00e9']","['Coca\\u00efne', 'canon', 'Cafe', 'Laver']","['pace', 'bob', 'Slobbery', 'Shell', 'Shell']","['Chantrel', 'porcini', 'Fungi', 'cap', 'Chanterelle', 'chanterelle']","['Stone', 'Liberty', 'Commemorating']","['cat', 'stripes', 'striped', 'lion', 'Tigger', 'tigger']","['undead', 'braaaains', 'Dead', 'Walking']","['water', 'splash', 'tide', 'Kanagawa']","['Flight', 'Commander', 'captain', 'license', 'Honda']","['Montb\\u0117liarde', 'Meuh', 'Ruminante', 'G\\u00e9nisse', 'Qui-rit', 'Taureau']","['flowing', 'water', 'Amazon', 'Mississippi', 'Rapids', 'Pocahontas']","['Wrap', 'Spiderling', 'Sticky', 'Metamorphosis', 'Movie']","['Schafsbock', 'Horn', 'Tier', 'Sternzeichen', 'Sternzeichen']","['point', ""Queen's"", 'dog', 'protect', 'PROTECTION', 'Protector']","['Beluga', 'Pilot', 'humpback', 'killer', 'Brendan', 'Fraser']","['Arachnid', 'Widow', 'Charlotte', 'Charlotte']","['Computer', 'LCD', 'Fly', 'Genetic', 'Oled', 'Spf50']","['Porcelaine', 'baigneur', 'Corolle', 'vaudou', 'Matriochka']","['bronze', 'Gold', 'winner', 'valor', 'silver', 'Silver']","['Magic', 'Stick', 'hat', 'Hand']","['bikini', 'beach', 'burkini', 'clothing', 'fastskin', 'outfit']","['Blood', 'Bloodsucker', 'Garlic', 'Jacob', 'Twilight']","['Backyard', 'Book', 'Tinkerbell', 'Godmother']","['Hogwarts', 'Moat', 'Neuschwanstein', 'palace', 'Fortress']","['Lethal', 'phaser', 'Dagger', 'concealed', 'Flail']"
Mystery Word,Elastic,Hook,Tomate,Ice,Iceberg,Plank,Tobacco,Throat,Operation,Beef,Cr\u00e2ne,Noix,Farine,Chef,Chocolat,Ladybug,Mountain,Fish,Pyramid,Walzer,Lava,Noodle,Revolution,Dracula,Hospital,Banana,Book,Card,Brille,Fever,Chenille,Fox,Disco,Case,Poudre,Snail,Mushroom,Statue,Tiger,Zombie,Wave,Pilot,Vache,River,Cocoon,Widder,Guard,Whale,Spider,Screen,Poup\u00e9e,Medal,Wand,Swimsuit,Vampire,Fairy,Castle,Weapon
Guess,Elastic,Hook,Tomate,ice,iceburg,Pesi,Tobacco,throat,heart,beef,Crane,Noix,Farine,Chef,Chocolat,lady,mountain,Fish,pyramid,Walzer,Garden,Noodle,Revolution,vampir,Hospital,Banana,Book,card,Brille,fever,Chenille,immigrant,,Case,Poudre,ice,Mushroom,,Tiger,Zombie,Sea,Pilot,Vache,river,cocoon,Geweih,Guard,Whale,Spider,Screen,Poup\u00e9e,Medal,Wand,Swimsuit,Vampire,Fairy,Castle,weapon
