ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52
Table Number,467359828,467212152,467145665,467108244,467070249,466983819,466960698,466961807,466789661,466596573,466559268,466105020,466084294,466000816,465925449,465921149,465830557,465613095,465557655,465271721,464829747,464528531,464501269,464319488,464150236,464040748,463974258,463614863,463172184,463080062,463089471,462571609,461818753,461504647,460427655,459645657,459279309,458716764,457761732,457762341,457064795,455837502,455115775,454586755,453839362,449145581,446155644,431028987,421549329,405054016,344838144,319065151
Move,['9'],['9'],['9'],['18'],['16'],['30'],['9'],['18'],['12'],['49'],['19'],['20'],['5'],['46'],['30'],['36'],['46'],['45'],['27'],['55'],['18'],['76'],['47'],['37'],['29'],['82'],['114'],['54'],['36'],['92'],['105'],['117'],['91'],['52'],['82'],['60'],['39'],['19'],['113'],['111'],['27'],['262'],['52'],['11'],['82'],['72'],['36'],['526'],['95'],['1243'],['1486'],['308']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode
Speed,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only
Language,English,English,Français,English,Deutsch,English,English,English,English,English,English,English,English,Français,English,English,Français,Deutsch,Français,English,English,English,English,English,Français,English,English,English,English,English,Français,English,English,English,Deutsch,Deutsch,Français,English,English,English,English,Français,Deutsch,English,English,English,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Medieval', 'Architecture', 'Sand', 'Moat', 'fortification', 'Stone']","['Seiko', 'Timex', 'timepiece', 'Monitor', 'Pocket', 'Pocket']","['Gout', 'Incendie', 'langue', 'egout', '\\u00c9gout', 'Egout']","['Warehouse', 'Power', 'exit', 'Mitsui', 'Socket', 'cheap']","['Gaius', 'Julius', 'Imperator', 'Asterix']","['Dobby', 'Knee', 'Puppet', 'Puppet']","['snip', 'Stylist', 'Clippers', 'trimming', 'Pinking', 'pinking']","['Clowns', 'Tent', '3', 'Barnum', 'Barnham', 'Barnum']","['Shell', 'shelled', 'Slow', 'Slimy', 'Slug', 'slug']","['Smoking', 'Ashtray', 'Camels', 'Camels']","['water', 'summer', '8', 'cue', 'Swimming', 'Spa']","['Comfort', 'silk', 'larvae', 'larva']","['wall', 'board', 'nail', 'into']","['di\\u00e9t\\u00e9ticienne', 'totalitaire', 'maigrir', 'Alimentation']","['small', 'Tail', 'horse', 'Horse']","['Petals', 'Crocus', 'staimen', 'Stamen']","['essuyer', 'table', 'tissu', 'douche']",['Fracktier'],"['Niaise', 'Jaune', 'bain', 'epilation', 'Epilation', 'Epilation']","['Restaurant', 'Order', 'bill', 'fare', 'Entree', 'list']","['Sea', 'crab', 'Oil', 'She', 'Conch', 'gas']","['April', 'Season', 'coil', 'flowers', 'Slinky', 'Bounce']","['Cloth', 'Serviette', 'Paper', 'Tissue', 'Tissue', 'tissue']","['battle', 'bombing', 'not', 'peace', ""Peace's"", 'Opposite']","['aile', ""D'Aix"", 'CLOCHETTE', 'clochette']","['Vase', 'tumbler', 'crystal', 'Stained', 'chihuly', 'Window']","['anniversary', 'grow', 'age', 'Candles', 'candles', 'candles']","['Loan', 'Fish', 'Jaws', 'Bl\\u00e5haj', 'fin', 'Mako']","['Golden', 'skydive', 'Plane', 'Falling']","['Animal', 'Lucas', 'redback', 'creepy', 'Tarantula', 'Tarantula']","['Alchimiste', 'Hurlant', 'fer', 'alliage', 'Soudure', '\\u00c9tain']","['Episode', 'rollerball', 'Pen', 'Earhardt', 'Sullenberger', 'Sullenberger']","['scope', 'aphids', 'Economies', 'Libra', 'justice', 'map']","['Small', 'Overshadow', 'tunnelling', 'Miner']","['Bergloch', 'Spechtloch', 'Tropfstein', 'Urzeitmalereien', 'Gleichnis']","['Mogwai', '1984', 'Horrorfilm', 'Zweif\\u00e4ltig']","['groupe', 'Son', 'Bono', 'Copains', 'raidit', 'Gaze']","['Freshwater', 'Oyster', 'Clam', 'Necklace', 'Necklace', 'Necklace']","['rabbit', 'Baby', 'Crunchy', 'bunny', 'Snowman', 'Snowman']","['Make-up', 'Pierrot', 'Pipo', 'Creepy', 'funny', 'Circus']","['Hurled', 'Skewer', 'Mint', 'pointy', 'Fishing', 'Brittany']","['riposte', 'Bataille', 'Paris', 'Attaque', '\\u00c9l\\u00e9phant', 'muraille']","['Dose', 'Blauflossen', 'Pizzabelag']","['Sliver', 'sickle', 'Moon', 'Pilsbury', 'Shape']","['Relics', 'building', 'Artifacts']","['castle', 'master', 'Underneath', 'keep']","['Electrical', 'Tesla', 'Life', 'AAA']","['Hair', 'honcho', 'Fore', 'Cranium']","['male', 'Annoying', 'Morning', 'chicken', 'Chicken', 'Chicken']","['AWS', 'nimbus', 'cumulus', 'cumulous']","['putter', 'association', 'Discotheque', 'Golf']","['Shark', 'diapers', 'kid', 'toothless']"
Mystery Word,Castle,Watch,Bouche,Outlet,Caesar,Sock,Shears,Circus,Snail,Cigarette,Pool,Cocoon,Stud,R\u00e9gime,Pony,Flower,Serviette,Pinguin,Maillot,Menu,Shell,Spring,Napkin,War,F\u00e9e,Glass,Birthday,Shark,Parachute,Spider,M\u00e9tal,Pilot,Scale,Dwarf,H\u00f6hle,Gremlins,Bande,Pearl,Carrot,Clown,Spear,D\u00e9fense,Thunfisch,Crescent,Museum,Dungeon,Battery,Head,Rooster,Cloud,Club,Baby
Guess,Castle,Watch,Bouche,Outlet,C\u00e4sar,Sock,scissors,Circus,Snail,cigarette,pool,Pillow,Stud,nutritionniste,Bunny,Flower,Serviette,Pinguin,blond,menu,Shell,spring,napkin,War,Montgolfi\u00e8re,Glass,Birthday,Shark,parachute,Spider,M\u00e9tal,Ink,scales,Dwarf,H\u00f6hle,Gremlins,,mussel,Carrot,Clown,Spear,Invasion,Thunfisch,Crescent,,dungeon,Battery,Head,DJ,Cloud,club,baby
