ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60
Table Number,596561233,596116406,595971493,595746563,595902710,595639777,595167095,595018694,594773153,594753401,594911349,594519233,593505125,594367665,594450966,594173814,593854001,594056750,593896549,594036515,593509888,593000155,592252001,592487382,592616952,591616850,590894606,590950647,590663709,590604519,589741275,589377842,589780936,588554150,588217302,588191479,582545566,581767722,579934037,577852826,576920182,577180892,576873341,576762350,575798268,574192970,571815545,569169544,567406997,563368518,546728758,546263681,536949914,528022855,527775627,517095134,508130373,422619886,420552674,417255169
Move,['6'],['5'],['7'],['32'],['9'],['6'],['18'],['28'],['19'],['6'],['50'],['24'],['19'],['37'],['29'],['15'],['19'],['82'],['24'],['49'],['37'],['57'],['75'],['36'],['59'],['25'],['31'],['57'],['35'],['17'],['50'],['82'],['47'],['37'],['103'],['67'],['90'],['9'],['126'],['50'],['10'],['91'],['73'],['26'],['65'],['73'],['90'],['282'],['401'],['187'],['650'],['346'],['202'],['399'],['1126'],['907'],['2415'],['1009'],['1336'],['3281']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode
Speed,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+
Language,English,English,Français,Français,English,English,Français,Français,English,English,Français,Français,English,English,English,English,Français,Français,English,English,English,English,Français,Français,English,Français,English,English,English,Français,English,English,Français,English,English,English,Deutsch,English,English,Français,English,Français,English,English,English,Français,English,English,Français,Français,English,English,English,Français,English,Français,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Blahop\\u0159\\u00e1n\\u00ed', 'V\\u011bk', 'Porod', 'Dort', 'Dort', 'Dort']","['Snotty', 'Paper', 'paper', 'snot']","['prise', 'Mont\\u00e9e', 'Baudrier', 'Incrementation']","['saute', 'poussi\\u00e8re', 'B\\u00e9lier', 'Troupeau']","['Dark', 'Rocky', 'CAve', 'Cave', 'Cave', 'Cave']","['parmalat', 'ketchup', 'You', 'Say', 'Vegetable', 'Fruit']","['Mochasse', 'Antillais', 'Pommes', 'Nourriture', 'Eug\\u00e8ne', 'Charcuterie']","['volt', 'lux', 'statique', 'Facture', 'foudre', 'douille']","['rolling', 'Rock', 'Granite', 'Fossil', 'pebble', 'Pebble']","['carribean', 'sweet', 'cake', 'drunk', 'runner', 'raisin']","['Hibernation', 'Froid', 'Neige', 'Saison', 'Saison']","['Tornado', 'Cheval', 'R\\u00e9f\\u00e9rence', 'Or', 'jollyjumper']","['weeds', 'Irish', 'Crimson', 'Bee', 'Clamp', 'groundcover']","['push', 'cuff', 'Fastener', 'Red', 'Press', 'Knob']","['climbing', 'Climb', 'rung', 'Rungs', 'top', 'Steps']","['gollum', 'Cock', 'Wraith', 'Sauron']","['\\u00c9trier', 'Faucille', 'Maillet', 'Thor', 'clou', 'botteur']","['Cocotte', 'Volaille', 'froussard', 'M\\u00e8re', 'mouill\\u00e9e', 'Oeuf']","['Zurg', 'Augustus', 'Napoleon', 'Japan', 'Penguin']","['Jelly', 'Hiss', 'Nokia', 'Game', 'Skin', 'Oil']","['Sweet', 'milkshake', 'red', 'shortcake', 'Shortcake', 'shortcake']","['Pizza', 'dessert', '...crust', 'Crust', 'crust']","['Menstruation', 'D\\u00e9cim\\u00e8tre', 'Loi', 'Lois', '\\u00c9querre', '\\u00c9querre']","['R\\u00e9cipient', 'Gobelet', 'Vitre', 'Liquide', 'Boire', 'Boire']","['muscat', 'fruit', 'green', 'red', 'Raisins', 'Vineyard']","['Agricole', 'Animaux', 'Maison', 'Paysan', 'Travail', 'Agriculteur']","['Table', 'Edison', 'Light', 'Disco', 'Pixar', 'IKEA']","['savant', 'Tesla', 'Apple', 'Shop', 'mensa', 'Mensa']","['Beatles', 'Music', 'Guitar']","['Prison', 'Animal', 'Oiseau', 'Oiseau']","['Coffee', 'Cocoa', 'Ceramic', 'Ceramic']","['Food', 'Anchovy', 'Pepperoni', 'Pineapple', 'slice']","['Magasin', 'Cher', 'Citi', 'Rompoyn']","['Master', 'Washington', 'Fourth', '25', 'Forth', 'twenty-five']","['Camembert', 'Parmesan', 'Say', 'SMILE', 'Stilton', 'Swiss']","['Circus', 'tragic', 'Bozo.', 'makeup', 'harliquin', 'Balloons']","['Noten', 'Tonfolge', 'Singsang', 'Tonfolge', 'Gesang']","['Winner', 'award', 'bronze', 'Olympics', 'Olympic', 'olympic']","['Flour', 'grain', 'Field', 'Germ', 'gluten']","['Cochon', 'Th\\u00e9', 'Abri', 'Maison', 'Bateaux', 'Bateau']","['Mug', 'goblet', 'Saucer', 'coffee', 'Jockstrap']","['tuichi', 'George', 'Liane', 'Mowgli']","['Treat', 'Prank', 'Count', '13', 'Spaids', 'spades']","['kleenex', 'Therapist', 'Soft', 'Mucus', 'Skin', 'Apchi']","['Floss', 'Tales', 'Pixie', 'Godmother']","['Botte', 'Cocktails', 'Fourche', 'Tige']","['Prick', 'Wasp', 'bee', 'Mosquito']","['Three', 'Bermuda', 'Isosceles', 'isosceles']","['Calzone', 'Regina', 'Ananas', 'Ananas']","['biblio', 'grimoire', '16', 'onces']","['Loving', 'Spring', 'Vacation', 'Scott', 'Olaf', 'Season']","['roar', 'Mufasa', 'Mane', 'Den', 'Judah']","['Hoist', 'Tower', 'Bird', 'tall', 'Construction', 'construction']","['sac', 'chat', 'parasites', 'parasite']","['quiver', 'straight', 'knee', 'to.the.knee', 'knee']","['Nuisible', 'tristesse', 'Insecte', 'insecte']","['Rough', 'Clarity', 'bestfriend', 'Baseball', 'baseball', 'Baseball']","['internal', 'combustion', 'Oil', 'Engine']","['cloth', 'ship', 'drift', 'boat', 'wind', 'catcher']","['Hand', 'Dummy', 'Marionette', 'Marionette', 'Kermit', 'Kermit']"
Mystery Word,Birthday,Tissue,Escalade,Mouton,Grotto,Tomato,Boudin,\u00c9lectricit\u00e9,Stone,Rum,Hiver,\u00c9talon,Clover,Button,Ladder,Ring,Marteau,Poule,Emperor,Snake,Strawberry,Pie,R\u00e8gle,Verre,Grape,Ferme,Lamp,Genius,Band,Cage,Mug,Pizza,Carrefour,Quarter,Cheese,Clown,Melodie,Medal,Wheat,Port,Cup,Jungle,Trick,Tissue,Fairy,Paille,Sting,Triangle,Pizza,Livre,Summer,Lion,Crane,Puce,Arrow,Cafard,Diamond,Motor,Sail,Puppet
Guess,birthday,,escalade,MOUTON,,Food,Porc,\u00c9lectricit\u00e9,Stones,Rum,Polaire,Zorro,Clover,button,Mountain,Ring,Marteau,Poule,Emperor,snake,Strawberry,Pie,R\u00e8gle,verre,wine,Ferme,lamp,create,Band,cage,Drink,Pizza,Carrefou,President,cheese,Clown,Schule,medal,wheat,cabane,,Jungle,,Tissue,fairy,paille,Sting,triangle,Pizza,Livre,Summer,Lion,Crane,Boite,arrow,Emotion,Memory,car,Sail,Puppet
