ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58
Table Number,598724728,598488163,598275438,597911119,597716069,597809227,597327929,597521381,597333033,597133448,597198425,597176906,597012961,596932263,596369943,596943685,596641377,596521920,596365430,596457980,596199709,596100982,595688088,595278050,594316217,594812396,594702668,594252673,594379119,594556786,594520795,594336293,593509888,593123954,592935423,592616952,589780936,588872448,587616272,588217302,588191479,586331830,581508232,581767722,577852826,577180892,576762350,571815545,569765107,563368518,546263681,536949914,534335856,528022855,509348231,480055062,470247957,336562502
Move,['6'],['6'],['15'],['38'],['18'],['76'],['27'],['74'],['37'],['6'],['42'],['36'],['21'],['59'],['49'],['55'],['57'],['12'],['38'],['50'],['68'],['58'],['20'],['26'],['43'],['39'],['33'],['56'],['65'],['30'],['75'],['33'],['68'],['82'],['59'],['59'],['47'],['48'],['37'],['121'],['94'],['54'],['70'],['9'],['50'],['91'],['26'],['90'],['307'],['187'],['370'],['202'],['2116'],['433'],['2070'],['1097'],['3036'],['2464']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode
Speed,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only
Language,English,English,English,English,English,English,English,English,English,English,English,English,Français,English,English,English,English,Deutsch,English,English,Deutsch,Français,Français,Français,English,English,Deutsch,English,English,English,English,English,English,English,Français,English,Français,English,English,English,English,Français,English,English,Français,Français,English,English,Français,Français,English,English,English,Français,English,Deutsch,English,Français
End,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Bangle', 'Adornment', 'wrist', 'charm', 'charm', 'wrist']","['ACDC', 'Current', 'volt', 'ampere', 'zap', 'lightning']","['London', 'Crossing', 'Pinochle', 'ford']","['espumosa', 'Quilmes', 'bebida', 'Bebida']","['cows', 'menagerie', 'Clarkson', 'Tractor', 'animal', 'Animal']","['Abdomen', 'Body', 'Nut', 'Breath', 'treasure', 'Treasure']","['spore', 'sculpt', 'Penicillin', 'mildew', 'mildew', 'Mildew']","['Ice', 'Color', 'Irish', 'Shaving', 'moisturizing']","['Currier', 'Ives', 'Australian', 'July', 'two', 'weeks']","['ATFCU', ""isn't"", 'Heist', 'Loan', 'Withdrawals', 'Deposits']","['Oyster', 'nut', 'Front', 'Conch', 'Conch']","['Server', 'Bonus', 'just', 'the']","['Aiguille', 'Mordre', 'Injection', 'Rappel']","['cold-pressed', 'tasty', 'Cleanse', 'Pulp', 'Smoothie', 'tomato']","['loofah', 'Precipitate', 'april', 'Curtain']","['fake', 'vision', 'Wishful', 'Hoax', 'French', 'Fighter']","['Captain', 'Shot', 'Harpoon', 'crochet', 'Hanger', 'Fishing']","['Weininhalt', 'G\\u00e4rprozess', 'Abh\\u00e4ngigkeit', 'Gr\\u00f6nemeyersong', 'beschwipst', 'Getr\\u00e4nk']","['Krusty', 'Joker', 'Smile', 'juggling', 'Hupe', 'Traurig']","['armor', 'Chess', 'Princess', 'Darkness', 'horse', 'Horse']","['S\\u00fc\\u00dfwasser', 'Tegern', 'Ungeheuer', 'Tief', 'Inlandst\\u00fcmpel', 'Starnberger']","['coquillage', 'Mollusque', 'Bouchot', 'Bouchot']","['Kruger', 'Namibie', 'Afrique', 'Animaux']","['Carosse', 'Cendrillon', 'Halloween', 'Potimaron']","['tulip', 'seedling', 'Watt', 'Flower', 'Light', 'Light']","['Tandem', 'Recumbent', 'Bike', 'Trails', 'Pedal', 'Kickstand']","['13.', 'Crusoe', 'F\\u00fcnfter', 'Quizolymp', 'Fisch']","['Flesh', 'criminal', 'Sleeve', 'Sleeve', 'Ink', 'Ink']","['Evergreen', 'Family', 'Willow', 'Rings', 'Ent', 'Ginkobaloba']","['Asian', 'macaron', 'dumpling', 'Rigatoni', 'Pasta', 'Pasta']","['Belt', 'Okinawa', 'Kid', 'Judo', 'Dojo', 'Miyagi']","['leave', 'overseas', ""Go-Go's"", 'Holiday', 'home']","['Charlie', 'Godiva', 'brown', 'fondue', 'kisses', 'Cocoa']","['Broadway', 'Tunes', 'display', 'pony', 'Peep']","['Rasoir', '\\u00c9t\\u00eateuse', 'Revolution', 'Robespierre']","['muscat', 'fruit', 'green', 'red', 'Raisins', 'Vineyard']","['Magasin', 'Cher', 'Citi', 'Rompoyn']","['Dish', 'wash', 'Soapy', 'absorb', 'absorb']","['curve', 'Islamic', 'Turkish', 'flag', 'moon', 'Moon']","['little', 'bean', 'Germination', 'Seedling', 'alfalfa', 'alfalfa']","['chord', 'Less', 'major', 'League', 'Semitone', 'Inconsequential']","['H\\u00f4tes', 'Pot', 'd\\u00e9put\\u00e9s', 'dormir', 'Rouge', 'Commerce']","['Colmeia', 'Voc\\u00ea', 'Mel', 'Mel']","['Winner', 'award', 'bronze', 'Olympics', 'Olympic', 'olympic']","['Cochon', 'Th\\u00e9', 'Abri', 'Maison', 'Bateaux', 'Bateau']","['tuichi', 'George', 'Liane', 'Mowgli']","['kleenex', 'Therapist', 'Soft', 'Mucus', 'Skin', 'Apchi']","['Prick', 'Wasp', 'bee', 'Mosquito']","['Rouge', 'Hobbie', 'Fruit', 'Fruit', 'Hobbie']","['biblio', 'grimoire', '16', 'onces']","['Crab', 'Recluse', 'loner', 'Sea', 'Salinger']","['Hoist', 'Tower', 'Bird', 'tall', 'Construction', 'construction']","['granade', 'Fire', 'Pipe', 'Fireman', 'inhalation', 'alarm']","['Bengal', 'Uppercut', 'woods', 'ShereKhan']","['vaquero', 'four-strikeout', 'Mexican', 'Mexican']","['TorstensLieblingsfarbe', 'Sonnig', 'Violettantagonist', 'Cadmium-', 'Sonne', 'Zitrone']","['Amazon', 'match', 'tyson', 'carton', 'Khelif', 'cutter']","['Lune', 'Petit-d\\u00e9jeuner', 'viennoiserie', 'feuillet\\u00e9e', 'Grandissant', 'Augmentant']"
Mystery Word,Bracelet,Electricity,Bridge,Beer,Farm,Chest,Mold,Cream,Winter,Bank,Shell,Tip,Piq\u00fbre,Juice,Shower,Mirage,Hook,Alkohol,Clown,Knight,See,Moule,Safari,Citrouille,Bulb,Bicycle,Freitag,Tattoo,Tree,Noodle,Karate,Vacation,Chocolate,Show,Guillotine,Grape,Carrefour,Sponge,Crescent,Sprout,Minor,Chambre,Bee,Medal,Port,Jungle,Tissue,Sting,Passion,Livre,Hermit,Crane,Smoke,Tigre,Sombrero,Gelb,Box,Croissant
Guess,Jewellery,thunder,River,Beer,farm,chest,Mold,Cream,winter,Bank,Shell,Tip,vaccin,Juice,Shower,Mirage,hook,Alkohol,clown,Queen,see,Huitre,safari,f\u00e9e,Bulb,Bicycle,Freitag,detective,Tree,noodle,Karate,Vacation,Chocolate,Show,Guillotine,wine,Carrefou,detergent,Crescent,sprout,minor,Chambre,,medal,cabane,Jungle,Tissue,Sting,Manteau,Livre,Hermit,Crane,smoke,Tigre,Cowboy,gelb,Box,Croissant
