ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73
Table Number,537515857,538017273,537615580,537675646,537725271,537337453,537222427,537170637,537181363,536949914,536682617,536782973,536792863,536420443,536490552,536429447,536326956,536271177,536093541,535879777,536026307,535952433,536018568,535089794,535456426,535503121,535437353,535380893,535253586,535095330,534694628,534528798,534470434,534271855,534603395,534511092,534298279,533771081,533395511,534141449,533587121,532809666,531294042,530819309,528362447,528744596,528624330,528596751,527754035,528244412,527004996,526405578,526272417,524585021,523793465,522857720,522327882,521791242,521679955,521576994,521199099,520583929,517095134,508761165,496712411,494728196,473773078,470247957,465728930,431028987,420552674,417255169,324381970
Move,['5'],['9'],['27'],['6'],['63'],['21'],['27'],['27'],['18'],['12'],['36'],['42'],['31'],['18'],['16'],['37'],['25'],['47'],['56'],['37'],['49'],['74'],['47'],['46'],['74'],['57'],['20'],['11'],['86'],['56'],['79'],['25'],['37'],['45'],['44'],['68'],['99'],['69'],['40'],['30'],['62'],['73'],['13'],['49'],['67'],['73'],['52'],['63'],['66'],['44'],['87'],['153'],['24'],['309'],['85'],['56'],['261'],['38'],['74'],['11'],['291'],['63'],['291'],['251'],['557'],['235'],['879'],['1827'],['603'],['1444'],['912'],['2392'],['1937']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 4 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 3 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 4 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+
Language,English,English,Français,English,Français,English,Français,English,English,English,English,English,Deutsch,Deutsch,Deutsch,English,English,English,English,English,Français,English,English,Deutsch,English,English,English,Français,English,English,English,Deutsch,Français,English,English,English,Français,Français,English,English,Français,Français,Français,English,Français,English,English,English,English,English,English,Français,Français,English,English,English,Français,English,Français,English,Français,English,Français,Français,English,English,English,English,English,English,English,English,Français
End,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Standard,Infinite,Standard,Standard,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Railway', 'station', 'Subway', 'Subway']","['winged', 'flutter', 'Effect', 'Mariah', 'Moth', 'metamorphosis']","['Colossal', 'lilliputien', 'Gargantua', 'Goliath', 'titan', 'titan']","['gnat', 'proboscis', 'annoying', 'ouch', 'Swat', 'Bite']","['course', 'textile', 'sol', 'sol']","['Box', 'Amazon', 'Milk', 'Boxesformoving']","['Enjeu', 'Mise', 'Risque', 'Ench\\u00e8re', 'Turf', 'Clandestins']","['Disney', 'diaries', 'Monarchy', 'Peach', 'peach', 'Peach']","['Irish', 'Eclair', 'Whipped', 'Moisturizer', 'dairy', 'sweet']","['Shaker', 'Martini', 'Fancy', 'Drink', 'alcohol', 'sweet']","['Sew', 'missile', 'Plastic', 'Sewing', 'Elevator', 'Shirt']","['grow', 'fresh', 'cauliflower', 'gardening', 'Leafy', 'Greens']","['...enschiff', 'Vollhorst', '...enkappe', 'Kappe']","['sex', 'Daft', 'Pistols', 'Musikstil', 'pistols', 'Musikrichtung']","['Ozymandias', 'zweiter', 'Pharao', 'Nubia']","['booze', 'Wine', 'baby', 'Baby']","['Hookean', 'Stretchy', 'drawstring', 'bounce', 'rubber', 'rubber']","['Digel', 'Birthday', 'Cards', 'Bathing', 'formal', 'formal']","['Cocktail', 'Prawn', 'Seafood', 'Crustacean', 'Seafood', 'Crustacean']","['amber', 'Triceratops', 'Paleontology', 'Fossils', 'Fossilized', 'Island']","['tacle', 'Dentelle', 'Capitaine', 'Capitaine']","['Polaroid', 'Shot', 'Photo', 'Dark', 'obscura', 'snap']","['Arm', 'Wrist', 'Jewelry', 'Jewelry']","['Tauben', 'Bibbidibobbidiboo', '...-Story', 'Stiefschwestern', 'Zauberhaft', 'Prinzessin']","['burning', 'Hazard', 'combustion', 'heart-throb', 'Candle', 'eternal']","['hurricane', 'shelter', 'violent', 'Kansas', 'twister', 'Twister']","['Food', 'diss-', 'angus', 'steak', 'A5', 'A5']","['Collier', 'Doom', 'Bijou', 'Brillant', 'Hu\\u00eetre']","['board', 'Elements', 'surface', 'chair', 'dining', 'Dining']","['Bacardi', 'spirit', 'drink', 'alcohol', 'Buccaneer', 'Beverage']","['Antoinette', 'beheading', 'France', 'Decapitator']","['Religion', 'Sanctuary', 'Indiana', 'Kerkelijk', 'prey']","['train', 'Cat\\u00e9naire', 'Fr\\u00eat', 'Traverse', 'coke', 'Coke']","['Arch', 'Icabod', 'peer', 'lift', 'skyscraper', 'origami']","['Istore\\u2019s', 'Bar', 'Girl', 'Agatha', '185', 'MENSA']","['dog', 'boxing', 'wedding', 'diamond', 'Wedding', 'Diamond']","['Desert', 'attrape', 'Tomates', 'funny', 'Tour', 'Dr\\u00f4le']","['Cookie', 'Speculoos', 'G\\u00e2teau', 'Baiochi']","['Civil', 'SHOOTING', 'Conflict', 'Thermonuclear']","['Trash', 'Asian', 'Pied', 'bamboo']","['mauvaise', 'odeur', 'F\\u00e9tide', 'Chewing-gum']","['Anne', 'Rice', 'Ail', 'crocs', 'Assoiff\\u00e9', 'Sang']","['Restaurant', 'Maigre', 'Service', 'Choix', 'Carte', 'Carte']","['It', 'Bozo', 'Funny', 'Smaldini', 'circus', 'makeup']","['Canne', 'Poisson', 'Insect', 'Appartenir', 'Poissons', 'Insectes']","['Cir', 'cle', '2pair', 'paid']","['toothpaste', 'container', 'pipe', 'soft', 'you', 'inner']","['Movie', 'Trio', 'three', 'frenchmen', 'Chocolate', ""D'Artagnan""]","['Inch', 'Shai\\u2019hulud', 'Maggot', 'wriggle', 'Limbless']","['tuxedo', 'garfield', 'Nip', 'meow', 'meow', 'Meow']","['babylon', 'Eden', 'Vegetables', 'Madison', 'Savage']","['Gardien', 'Mac\\u00e9o', 'Dieu', 'Aur\\u00e9ole']","['Concert', 'Notes', 'note', 'm\\u00e9lodie']","['leaves', 'gather']","['Paste', 'off', 'Hair', 'bristle', 'groom', 'paint']","['Hall', 'indoor', 'large', 'Place', 'Waltz', 'Waltz']","['Enveloppe', 'Bluenose', 'Lettre', 'Philat\\u00e9lie', 'poste', 'poste']","['wool', 'mehhhh', 'Count', 'grass', 'soft', 'Animal']","['Langue', 'Egout', 'Mange', 'L\\u00e8vres', '\\u00c9gout']","['Rail', 'watch', 'Protect', 'protect']","['P\\u00e9nitencier', 'Chambre', 'Souche', 'Sanguines', 'Piece', 'grise']","['Ring', 'Life', 'Zirkel', 'Rund', 'rund']","['noeud', 'Costume', 'cou', 'Cou']","['Prison', 'Paix', 'But', 'Prot\\u00e8ge']","['Sturgeon', 'Puffer', 'salmon', 'trout', 'Salmon', 'Trout']","['light', 'Song', 'edison', 'invention', 'Stephy', 'Stephy']","['pages', 'Knowledge', 'shelf', 'reading', 'novel', 'Novel']","['Strike', 'cricket', 'Columbine', 'Muralitharan', 'Lillee', 'Warnie']","['Color', 'Citrus', 'Florida']","['Chocolate', 'Pub', 'Drinks', 'stool']","['prickly', 'shape', 'teardrop', 'yellow', 'fruit', 'fruit']","['Forest', 'Black', 'Pig', 'mushroom', 'Delicacy', 'Delicacy']","['Yeah', 'D\\u00e9', 'char', 'navigation', 'Bateau', 'Transate']"
Mystery Word,Metro,Butterfly,G\u00e9ant,Mosquito,Tapis,Carton,Pari,Princess,Cream,Cocktail,Button,Vegetable,Narr,Punk,Ramses,Bottle,Elastic,Suit,Shrimp,Dinosaur,Crochet,Camera,Bracelet,Cinderella,Flame,Tornado,Beef,Perle,Table,Rum,Guillotine,Tempel,Rail,Crane,Genius,Ring,Farce,Biscuit,War,Panda,Haleine,Vampire,Menu,Clown,Thon,Circle,Tube,Musketeer,Worm,Cat,Garden,Ange,Musique,Rake,Brush,Ballroom,Timbre,Sheep,Bouche,Guard,Cellule,Circle,Cravate,Gardien,Fish,Bulb,Book,Bowling,Orange,Bar,Pear,Truffle,Voile
Guess,central,Butterfly,gigantesque,Mosquito,tapis,Delivery,Pari,Cindarella,Cream,Cocktail,Button,Spinach,Narr,Punk,Ramses,sangria,yoyo,,Shrimp,Jurassic,Cr\u00eape,camera,Watch,,fire,Tornado,Beef,Perle,Table,Rum,Guillotine,,wagon,Crane,Genius,,Farce,Biscuit,War,Panda,haleine,Vampire,Menu,clown,P\u00eache,circle,toothbrush,Musketeers,Worm,cat,Garden,,Musique,Rake,,Theater,Timbre,sheep,Haleine,,Cellule,Kreis,Cravate,Gardien,Fish,Bulb,Book,Bowler,Orange,Bar,Pineapple,Truffle,voile
