ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70
Table Number,462177378,461993852,461863604,461863322,461775365,461574032,461514671,461387732,461373227,461125011,460920121,460836511,460811997,460765031,460501327,460443220,460397321,460334417,460137613,459892081,459628715,459470730,459458671,459234347,459003927,458993207,458938717,458716764,458595887,458478243,458063347,457962610,457761732,457752555,457589195,457037078,456908720,456810278,456729797,456395675,456191515,455963409,455837502,455460040,455330446,455143990,455042660,454604526,454586755,453839362,450455144,450259336,449955800,449145581,448202573,446514318,446155644,445297184,441488112,421549329,411382679,357001162,348838927,348302073,343894377,341401520,336562502,330741642,323499397,321888448
Move,['6'],['9'],['9'],['5'],['28'],['31'],['19'],['6'],['20'],['9'],['38'],['6'],['18'],['16'],['56'],['64'],['21'],['38'],['57'],['40'],['38'],['6'],['28'],['66'],['16'],['63'],['35'],['18'],['39'],['26'],['21'],['49'],['47'],['16'],['37'],['19'],['24'],['55'],['47'],['31'],['55'],['105'],['161'],['72'],['65'],['45'],['57'],['92'],['11'],['82'],['74'],['66'],['153'],['72'],['40'],['20'],['36'],['20'],['102'],['89'],['634'],['1799'],['1403'],['2222'],['2104'],['2351'],['1436'],['2613'],['4651'],['2929']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 12 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per 2 days (+
Language,English,English,English,English,English,English,Français,English,English,Deutsch,Français,English,English,English,Français,Français,Deutsch,English,English,Deutsch,English,English,Deutsch,English,English,English,English,English,Deutsch,English,English,English,English,Français,Français,English,English,English,English,English,English,English,Français,Français,English,Français,Français,Français,English,English,Deutsch,English,English,English,English,Deutsch,English,Deutsch,English,English,English,English,Français,Français,English,English,Français,Français,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['bean', 'Baby', 'Plant', 'Vegetable', 'Brussels', 'Brussels']","['uprising', 'Riot', 'Xinhai', 'Record', 'french', 'french']","['Apple', ""Shepherd's"", '3.14', 'Dish', 'slice', 'cobbler']","['Crystal', 'Sea', 'Oyster', 'Jewelry']","['Stitch', 'Ripper', 'Joined', 'Joining']","['Top', 'Second', 'Belefonte', 'Tallyman']","['chiche', 'b\\u00fbche', 'Outil', 'Tron\\u00e7onneuse', 'bucheron', 'Bucheron']","['Debit', 'Forex', 'Birthday', 'Baseball', 'Game', 'ID']","['chimera', 'King', 'Dandy', 'Cathar', 'Cowardly', 'Nala']","['Oskar', 'movie', 'Neytiri', 'Kinderserie', 'Blauwesen', 'Blau']","['Maestro', 'miette', 'Symbole', 'Tambour', 'Pain', 'Pain']","['shine', 'star', 'Hidrogen', 'Helium', 'Helios', 'Amun-r']","['Stitch', 'Tailor', 'Dressmaking', 'Hem', 'connect', 'Joint']","['robot', 'mechanical', 'Automatic', 'Mechanism', 'turing']","['Plage', 'Cailloux', 'Ricochets', 'Sable']","['Mer', 'absorbe', 'vaisselle', 'Vaisselle', 'BOB', 'Bob']","['Torwart', 'Abwehr', 'Abblocken', 'Strategie']","['2-wheel', 'DoaWheelie', 'Pedal', 'Twowheels']","['chain', 'Stop', 'Navymen', 'Symbol', 'ship', 'Ship']","['Kettenhemd', 'Mittelalter', 'Blechgewand', 'Kreuzz\\u00fcge', 'Pferd', 'Lanze']","['Tranquility', 'War', 'Harmony', 'Truce', 'dove', 'Dove']","['Week', 'Game', 'Worlds', 'Death', 'Aftiteling', 'Afgrond']","['STRG', 'ESC', 'Dr\\u00fccken', 'Knopf']","['pocket', 'Kick', 'Wall', 'football', 'Shop']","['Feist', 'Illusions', 'Wizard', 'midkemia', 'Levitation']","['Catholic', 'infallible', 'Pontiff', 'Chosen']","['Michelin', 'dining', 'Mexican', 'Waitstaff', 'Specials']","['Freshwater', 'Oyster', 'Clam', 'Necklace', 'Necklace', 'Necklace']","['Huhn', 'Dotter', 'Henne', 'legen']","['Shape', 'galaxy', 'twinkle', 'sparkle', 'Sun', 'Sun']","['Partnership', 'Purplebelly', 'Pact', 'Pact']","['Mortal', 'Kombat', 'Drizzle', 'Cloud', 'Forest', 'Precipitation']","['Shiitake', 'topping', 'Niscalo', 'enoki', 'Magic', 'Vegetable']","['Voiture', 'Banane', 'Payer', 'Enregistreuse', 'Enregistreuse']","['lieu', 'enterr\\u00e9s', 'Tombe', 'Endroit']","['luck', 'Trifolium', 'sprout', 'Irish', 'Shamrock', 'Shamrock']","['piccolo', 'woodwind', 'silver', 'toot', 'instument', 'instrument']","['Rotating', 'Saw', 'Ball', 'And', 'Mail', 'Armor']","['mask', 'slope', 'slopes', 'mountain', 'downhill', 'Rossignol']","['dhelmise', 'Naval', 'Newscaster', 'Aweigh', 'Aweigh']","['Silvered', 'universe', 'wall', 'Imitate', 'scrying', 'reflects']","['Services', 'Sos', 'alarm', 'meeting', 'Firstaid', 'hospital']","['traviata', 'Verdi', 'Garnier', 'castafiore', 'Pavarotti', 'Libretto']","['Bond', 'Parachute', 'Corde', 'Hauteur']","['Map', 'riches', 'Loot', 'X', 'Buccaneers', 'Mimic']","['Caverne', 'Lascaut']","['Condiment', 'Amora', 'Mayonnaise', 'jaune', 'savora', 'Dijon']","['Corde', 'Bouldering', 'Varappe', 'Magn\\u00e9sine', 'Edlinger', 'Mousqueton']","['Sliver', 'sickle', 'Moon', 'Pilsbury', 'Shape']","['Relics', 'building', 'Artifacts']","['Stadtvogel', 'Nichth\\u00f6rend', 'Brief', 'Frieden']","['Shear', 'Cashmere', 'warm', 'Marino', 'sheep', 'Sheep']","['-shot', 'Tea', 'beer', 'copper', 'drink', 'coffee']","['castle', 'master', 'Underneath', 'keep']","['\\u30d5\\u30a1\\u30f3\\u30bf', '\\u3080\\u3089\\u3055\\u304d', '\\u305f\\u306a', '\\u304d\\u3075', '\\u3075\\u3055', '\\u30a8\\u30e9\\u30e0\\u30c0\\u30ea\\u30fc']","['Fabelwesen', 'schwimmen', 'Sebastian', 'MuschelBH', 'Flosse', 'Flosse']","['Electrical', 'Tesla', 'Life', 'AAA']","['Tonfolge', 'Musik', 'Haase', 'singen']","['support', 'Drag', 'Drop', 'Weight', 'Hyperlink', 'milk']","['imaginary', 'magical', 'Rainbow', 'Horn', 'horse', 'horse']","['Francis', 'Religious', 'Vatican', 'Vatican', 'vatican']","['Up', 'prison', 'pad', 'down', 'Smith', 'smith']","['Porte', 'Abba', '\\u00c9change', 'Deutschemark', 'Pi\\u00e9cettes', 'Funny']","['sofa', 'Assis', 'Psychologue', 'Long', 'fauteuil', 'Fauteuil']","['Swine', 'Pork', 'Berkshire', 'Landrace']","['Lukewarm', 'Disappointing', 'England', 'Spring', 'Bubble', 'Tub']","['margharita', 'Capricciosa', 'Trapizzino', 'Italie', 'calzone', 'Calzone']","['Seringue', 'Abeille', 'Dard', 'Vaccin']","['Extinction', 'Giant', 'Diplodocus', 'Ankylosaurus', 'triceratops', 'triceratops']","['Paste', 'Fishy', 'mini', 'lobster', 'See', 'Through']"
Mystery Word,Sprout,Revolution,Pie,Pearl,Seam,Banana,Hache,Card,Lion,Avatar,Baguette,Sun,Seam,Machine,Galet,\u00c9ponge,Verteidigung,Bicycle,Anchor,Ritter,Peace,End,Taste,Corner,Magician,Pope,Restaurant,Pearl,Ei,Star,Alliance,Rain,Mushroom,Caisse,Cimeti\u00e8re,Clover,Flute,Chain,Ski,Anchor,Mirror,Emergency,Op\u00e9ra,Saut,Treasure,Grotte,Moutarde,Escalade,Crescent,Museum,Taube,Wool,Mug,Dungeon,Grape,Meerjungfrau,Battery,Melodie,Anchor,Unicorn,Pope,Lock,Monnaie,Canap\u00e9,Pig,Bath,Pizza,Piq\u00fbre,Dinosaur,Shrimp
Guess,sprout,Revolution,Pie,Pearl,Seam,Count,Hache,Card,lion,,Baguette,Sun,sewing,,galet,\u00e9ponge,Verteidigen,Bike,amulet,R\u00fcstung,peace,End,Tastatur,goal,Magic,priest,Restaurant,mussel,Ei,star,Symbiote,Rain,Mushroom,Caisse,Cimeti\u00e8re,Clover,flute,Chainsaw,Ski,Anchor,mirror,Emergency,opera,saut,treasure,Grotte,Moutarde,Escalade,Crescent,,Taube,wool,Cup,dungeon,,Meerjungfrau,Battery,Lied,,Unicorn,Pope,Jumpsuit,Money,Canap\u00e9,pig,Bath,pizza,Aiguille,Dinosaur,
