ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59
Table Number,468209096,467886376,467760849,467736014,467638450,467470842,467029829,466885385,466724110,466705809,466570074,466562253,466559268,466190211,466036389,465729657,465669186,465655189,465621249,465619295,465569986,465383522,465275593,465197257,465169443,465055432,464931325,464729630,464654046,464650611,464528531,464150236,464084175,464033097,464011319,463741503,463614863,462892733,460427655,459714052,459279309,459200060,458716764,458068629,455837502,454586755,453839362,452704150,449145581,446155644,443775902,422619886,421549329,405054016,374138794,358827793,344838144,337346134,319065151
Move,['109'],['5'],['8'],['9'],['6'],['9'],['20'],['15'],['9'],['42'],['27'],['76'],['19'],['30'],['30'],['68'],['55'],['55'],['29'],['12'],['54'],['51'],['72'],['49'],['56'],['36'],['73'],['72'],['85'],['63'],['85'],['29'],['82'],['73'],['84'],['100'],['54'],['85'],['82'],['56'],['39'],['62'],['19'],['84'],['272'],['11'],['82'],['82'],['72'],['36'],['982'],['431'],['95'],['1248'],['1230'],['1722'],['1486'],['3509'],['308']
Mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Friendly mode
Speed,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Fast Turn-based • 12 moves per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only
Language,English,English,English,English,Deutsch,Français,English,English,Français,English,English,English,English,English,English,English,English,Français,Français,English,Français,English,English,English,English,English,Français,Français,English,English,English,Français,Français,English,English,English,English,Français,Deutsch,Deutsch,Français,English,English,English,Français,English,English,English,English,English,Français,English,English,English,English,Français,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Caerbannog', 'bugs', 'Usagi', 'Foot', 'hare']","['Boat', 'Lock', 'Captain', 'Fish']","['Crystal', 'residence', 'Xanadu', 'Castle', 'Castle']","['Onion', 'Beginnings', 'Bloom', 'green', 'Slinky', 'Slinky']","['Kette', 'Meeresgrund', 'Boot', 'Maritim', 'Befestigung', 'Schiffsbefestigung']","['perruque', 'Indices', 'Inspecteur', 'inspecteur', 'Sherlock', 'Sherlock']","['Burn', 'Lighter', 'Alarm', 'Place']","['Gown', 'sundown', 'Owl', 'late']","['Porcelaine', 'Noyade', 'Contenant', 'Soucoupe', 'Th\\u00e9', 'th\\u00e9']","['Platter', 'Waitress', 'Linux', 'Waiter', 'Waiter', 'Waiter']","['Greatest', 'Case', 'Display', 'Oprah', 'Tell', 'Jeopardy']","['approve', 'envelope', 'foot', 'extinguishing', 'mail', 'payment']","['water', 'summer', '8', 'cue', 'Swimming', 'Spa']","['Taylor', 'Loud', 'Rogers', 'Blink-182', 'performance', 'live']","['Flash', 'Thunderbolt', 'Strike', 'Thunder', 'Bolt', 'Storm']","['Honey', 'Sting', 'Honeycomb', 'Queen', 'Bumble', 'Bumble']","['tempo', 'Thunderstruck', 'Sing', 'beattles', 'Lyrics', 'Lyrics']","['Theatre', 'acte', 'planches', 'Th\\u00e9\\u00e2tre', 'Endroit', 'Humoriste']","['Pass', 'Bus', 'Poin\\u00e7onneur', 'Metro', 'Caisse', 'billet']","['Mexico', 'hombre', 'speedy', 'Mexican', 'Hat', 'Hat']","['diplodocus', 'Pr\\u00e9histoire', 'Velociratops', 'Jurassic', 'Denver', 'Denver']","['Beetle', 'Manure', '#2', 'Cow']","['bird', 'Whooping', 'Hook', 'balldozer', 'Origami', 'Building']","['Trampoline', 'hop', 'Halen', 'leap', 'Leap']","['tie', 'blazer', 'Costume', 'Lawyer', 'Clothes', 'Dramaserie']","['Priest', 'Shirley', 'egyptian', ""Baha'i"", 'Holy', 'holy']","['Durandal', 'Excalibur', 'Damocl\\u00e8s', 'Sabre', 'Damocl\\u00e9s', 'Sabre']","['plaisir', 'ruban', 'Surprise', 'bonux', 'Offrande', 'Offrande']","['Brooklyn', 'river', 'Verrazano', 'Heights', 'London', 'London']","['rockband', 'Spirit', 'haunted', 'Sheet', 'busters', 'holy']","['isosceles', 'Pyramid', 'shape', 'Geometry', 'three', '3']","['aile', ""D'Aix"", 'CLOCHETTE', 'clochette']","['semoule', 'bl\\u00e9', 'Mais', 'Folie', 'Orge', 'Gravillon']","['Clay', 'Black', 'Mildew', 'Form', 'spoilage', 'walls']","['Drinking', 'pipe', 'Tube', 'plastic', 'yellowish', 'Cylinder']","['poirot', '70s', 'handlebar', 'Chaplin', 'man', 'Lip']","['Loan', 'Fish', 'Jaws', 'Bl\\u00e5haj', 'fin', 'Mako']","['pompier', 'Eboueurs', 'Gr\\u00e9gorien', ""L'avent""]","['Bergloch', 'Spechtloch', 'Tropfstein', 'Urzeitmalereien', 'Gleichnis']","['Nicole', 'Olivenzweig', 'Vers\\u00f6hnung', 'Taube', 'Taube', 'Taube']","['groupe', 'Son', 'Bono', 'Copains', 'raidit', 'Gaze']","['Testicle', 'Almond', 'Cashew', 'Pistachio']","['Freshwater', 'Oyster', 'Clam', 'Necklace', 'Necklace', 'Necklace']","['seeded', 'Ciabatta', 'Gluten', 'Toast', 'Dough']","['Renault', 'Attelage', 'Laguna', 'automobile', 'Lamborghini', 'Lamborghini']","['Sliver', 'sickle', 'Moon', 'Pilsbury', 'Shape']","['Relics', 'building', 'Artifacts']","['Burn', 'Safety', 'Rigging', 'Colonel', 'Braided', 'Braided']","['castle', 'master', 'Underneath', 'keep']","['Electrical', 'Tesla', 'Life', 'AAA']","['t\\u00eate', 'catch', 'judo', 'emprunt\\u00e9e']","['Stinging', 'Arachnid', 'small', 'bug']","['male', 'Annoying', 'Morning', 'chicken', 'Chicken', 'Chicken']","['Drink', 'Grail', 'tea', 'measurement']","['cone', 'nuts', 'Scots', 'needle']","['-gear-solid', 'heavy-', 'Acier', 'Heavy']","['putter', 'association', 'Discotheque', 'Golf']","['Wrist', 'seiko', 'voyeur', 'Goon', 'ingoonwetrust']","['Shark', 'diapers', 'kid', 'toothless']"
Mystery Word,Rabbit,Hook,Palace,Spring,Anker,D\u00e9tective,Fire,Evening,Tasse,Server,Show,Stamp,Pool,Concert,Lightning,Bee,Song,Sc\u00e8ne,Ticket,Sombrero,Dinosaure,Dung,Crane,Jump,Suit,Temple,\u00c9p\u00e9e,Cadeau,Bridge,Ghost,Triangle,F\u00e9e,Grain,Mold,Straw,Mustache,Shark,Calendrier,H\u00f6hle,Frieden,Bande,Nut,Pearl,Bread,Voiture,Crescent,Museum,Rope,Dungeon,Battery,Prise,Scorpion,Rooster,Cup,Pine,M\u00e9tal,Club,Watch,Baby
Guess,bunny,Ship,Greenhouse,scallion,Anker,,fire,Night,Tasse,Server,show,Stamp,pool,Concert,Lightning,Bee,Song,Scene,Ticket,Sombrero,Dinosaure,dung,Crane,jump,Suit,Temple,Sword,Cadeau,Bridge,Soul,triangle,Montgolfi\u00e8re,Grain,Mold,straw,Mustache,Shark,Calendrier,H\u00f6hle,frieden,,Nut,mussel,Bread,Voiture,Crescent,,rope,dungeon,Battery,Prise,mosquitos,DJ,Cup,pine,M\u00e9tal,club,watch,baby
