ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51
Table Number,564548365,563853523,564325409,564259863,563964286,564032154,563862419,563841938,563627140,563164570,563118576,563422650,563422455,563343971,562221476,562717810,562737570,562524435,561750919,561960544,561922230,561759056,561648372,561005391,560847963,560215188,559745939,559165548,559052537,558983329,558627264,558559854,557419238,558274604,558172660,558084150,557196012,557334313,555376965,554160523,552904963,552511060,551739848,551312356,550187728,546837128,496712411,493972187,431028877,381777020,317609821
Move,['22'],['19'],['6'],['36'],['27'],['31'],['26'],['24'],['19'],['37'],['50'],['43'],['30'],['47'],['47'],['17'],['51'],['17'],['67'],['21'],['50'],['50'],['57'],['73'],['67'],['122'],['46'],['68'],['72'],['10'],['82'],['64'],['27'],['54'],['48'],['103'],['54'],['231'],['37'],['79'],['78'],['78'],['83'],['223'],['157'],['231'],['884'],['664'],['1505'],['1774'],['2364']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Friendly mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 4 moves per day (+,Fast Turn-based • 8 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 4 moves per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only
Language,Français,English,English,English,English,English,English,English,English,Deutsch,Deutsch,English,Deutsch,Français,Français,Français,English,Français,Deutsch,English,Deutsch,Français,English,English,English,English,English,English,English,English,English,English,Français,Deutsch,Deutsch,English,Français,English,Français,English,English,English,English,Français,Français,Français,English,English,English,English,Français
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Standard,Standard,Standard,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Intelligence', 'T\\u00eate', 'Neurones', 'Cr\\u00e2ne']","['Kool', 'Tobacco', 'Cigarillo', 'Camels', 'Carcinogen']","['Volleyball', 'Bikinis', 'Bum', 'Sand', 'Body', 'Life']","['Feather', 'Sun', 'Beacon', 'Year', 'Bulb', 'bulb']","['Back', 'Fraction', '25%', 'fourth', 'century', 'Half']","['Dough', 'Flour', 'occupation', 'croissant']","['Spread', 'Healthy', 'Salted', 'Snack']","['Tasty', 'Pretzels', 'Yellow', ""French's"", ""Colman's"", 'seed']","['battering', 'Male', 'Collide', 'Sheep', 'horns', 'Horns']","['Winnetou', 'Saloon', 'Wayne', 'Showdown', 'Film', 'Filmgenre']","['Londonerin', 'Hello', 'Abschiedsgru\\u00df', 'Konzert']","['Sugar', 'Snickerdoodle', 'Fortune', 'Dessert']","['Tischspiel', 'Snooker', 'Queque', 'Queue']","['Huit', 'Tarentule', 'Gipsy', 'Veuve', 'phobie', 'velue']","['prix', 'manger', 'argenterie', 'dents']","['Noah', 'Djokovick', 'Wimbledon', 'Agassi']","['locomotive', 'rail', 'Ticket', 'Preparing', 'Choochoo']","['Flaque', 'Ond\\u00e9e', 'Mouill\\u00e9', 'Perturbations', 'nuage']","['Luftwirbel', 'Zerst\\u00f6rung', 'Wetterereignis', 'schnell']","['Figure', 'Rushmore', 'Limitations', 'Liberty']","['S\\u00fcddeutsche', 'Bild', 'Journalist', 'Artikel', 'Tagesblatt', 'Gedruckt']","['Artifice', 'Asiatique', 'son', 'brusque']","['Package', 'cubo', 'Se7en', 'Cat']","['brussel', 'grow', 'Bell', 'Child', 'Herbology', 'Professor']","['Offence', 'Army', 'Armour', 'Attack']","['High', 'Hurdle', 'Rope', 'leap', 'Leap', 'Rope']","['legume', 'allergy', ""Planter's"", 'sharecropper']","['burning', 'infantry', ""pyromaniac's"", 'opposite', 'flame', 'waterer']","['Bounce', 'masquerade', 'Base', 'Catch', 'Bouncy', 'Sports']","['Alv\\u00e1s', '\\u00c1lom', 'K\\u00e9s\\u0151n', 'Vacsi']","['Splinter', 'sanitary', 'Waste', 'Pipes', 'tunnel', 'Below']","['tandem', 'Road', 'raindrops', 'vechile', 'Pump']","['Faraday', 'Amp\\u00e8res', 'panne', 'Tarif', 'Statique', 'statique']","['fliegen', 'Feuer', 'pingpong', 'freshenball']","['Franz', 'Herrschertitel', 'Wilhelm', 'morgens', 'Fu\\u00dfball']",['Usinger'],"['perruche', 'Rio', 'imitateur', 'R\\u00e9p\\u00e9tition', 'oiseau', 'Oiseau']","['X-Men', 'Halle', 'Sh#t', 'Trooper', 'Horrible', 'Atmosphere']","['Pommade', 'Beurre', 'Ecureuil', 'Casse', 'Marron', 'Amande']","['waist', 'Buckle', 'tighten', 'orion']","['caddy', 'tee', 'Four', 'Club']","['Manicotti', 'Pool', 'Ramyeon', 'Rigatoni', 'Spaghetti', 'Spaghetti']","['Furniture', 'Sheets', 'Sleep', 'Sheets', 'Sleep']","['Tomber', '\\u00c9croulement', 'Tais', 'Toi', 'Avalenche', 'Gamelle']","['B\\u00eate', 'Dieu', 'Insecte', 'Points', 'Petite', 'Rouge']","['bague', 'Minecraft', 'Pr\\u00e9cieux', 'Pr\\u00e9cieux']","['Canape', 'Crudite', 'small', 'food', 'before', 'dinner']","['Notice', 'undercover', 'observant', 'Bourne', 'CIA', 'secret']","['gallagher', 'brothers', 'Mirage', 'Water', 'mirage', 'water']","['Package', 'Crate', 'Gift', 'Cube']","['Batman', 'oiseau', 'kinder', 'DeVito', 'Costard', 'Icecool']"
Mystery Word,Cerveau,Cigarette,Beach,Light,Quarter,Baker,Peanut,Mustard,Ram,Western,Adele,Cookie,Billard,Araign\u00e9e,Fourchette,Tennis,Train,Pluie,Tornado,Statue,Zeitung,P\u00e9tard,Box,Sprout,Defense,Jump,Peanut,Firefighter,Ball,Evening,Sewer,Bicycle,\u00c9lectricit\u00e9,Rakete,Kaiser,Sausage,Perroquet,Storm,Noisette,Belt,Golf,Noodle,Bed,Chute,Coccinelle,Diamant,Appetizer,Spy,Oasis,Box,Pingouin
Guess,Cerveau,Cigarette,Beach,Light,quarter,Baker,Peanuts,Mustard,Ram,Western,Adele,Cookie,Billard,Araign\u00e9e,,Tennis,train,pluie,Tornado,Statue,Zeitung,P\u00e9tard,box,Sprout,weapon,,Peanut,Fireman,ball,Night,,Bike,\u00c9lectrique,Rakete,Kaiser,sausage,perroquet,storm,Noisette,belt,golf,Noodle,Couch,Chute,Coccinelle,Diamant,Appetizer,Spy,twins,Box,Pingouin
