ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68
Table Number,464450775,464429204,464362385,464358493,464181527,464138744,464040283,463974258,463727546,463560368,463522901,463377479,463374846,463190359,463059537,462933673,462908870,462612268,462437977,461863604,461774721,461359677,461120814,460836511,460820116,460412871,460163577,460052824,460047866,459892081,459860093,459628715,459311164,459279309,458993207,458774327,458716764,458631532,458478243,458296038,458150207,458063347,458018463,456811549,455303315,454586755,454507210,453839362,451721423,450455144,449955800,449145581,446155644,444471586,443775902,443300228,442523856,441488112,431028987,423771261,374138794,357001162,344838144,337346134,337138645,328236739,322628136,314360735
Move,['9'],['7'],['16'],['6'],['18'],['13'],['6'],['36'],['31'],['58'],['30'],['40'],['25'],['36'],['6'],['55'],['43'],['64'],['37'],['37'],['99'],['46'],['91'],['24'],['22'],['91'],['63'],['102'],['72'],['71'],['99'],['65'],['42'],['39'],['85'],['64'],['19'],['88'],['56'],['63'],['77'],['50'],['93'],['105'],['82'],['11'],['55'],['82'],['267'],['86'],['191'],['72'],['36'],['41'],['897'],['74'],['84'],['102'],['488'],['1348'],['1192'],['1799'],['1486'],['3459'],['798'],['3118'],['4183'],['2868']
Mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Friendly mode,Friendly mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode,Normal mode
Speed,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per 2 days (+,No time limit • with friends only,Turn-based • 3 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Fast Turn-based • 24 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 3 moves per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per 2 days (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 2 moves per day (+,No time limit • with friends only,Fast Turn-based • 12 moves per day (+,No time limit • with friends only,Turn-based • 1 move per 2 days (+,Turn-based • 2 moves per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,Turn-based • 1 move per day (+,Turn-based • 2 moves per day (+,No time limit • with friends only,No time limit • with friends only,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,Turn-based • 1 move per day (+,No time limit • with friends only,No time limit • with friends only
Language,Français,English,English,Français,English,English,Français,English,English,English,Français,English,English,English,Français,English,English,Français,Français,English,English,Français,Français,English,Français,English,English,Français,English,Deutsch,Français,English,Deutsch,Français,English,Deutsch,English,English,English,English,English,English,English,English,English,English,English,English,English,Deutsch,English,English,English,English,Français,English,English,English,English,Deutsch,English,English,English,English,English,English,English,English
End,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Standard,Standard,Infinite,Standard,Infinite,Standard,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite,Infinite
Clues,"['Patte', 'Bunny', 'Moutarde', 'Panpan', 'Cr\\u00e9tin', 'Cr\\u00e9tin']","['whiskey', 'Erlenmeyer', 'Portable', 'Bottle']","['Sauce', 'Fry', 'Peter', 'Peter']","['Br\\u00e9sil', 'Robusta', 'Expresso', 'Ristretto', 'Noir', 'Cuill\\u00e8re']","['Backyard', 'allotment', 'secret', 'Covent', 'Babylon', ""octopus'""]","['puce', 'flea', 'Tasty', 'Snack', 'Poker', 'Frito']","['Pied', 'Chaud', 'Pilou', 'Blanche', 'chemin\\u00e9e', 'No\\u00ebl']","['ta-da', 'Blaine', 'conjurer', 'illusionist', 'prestidigitator', 'Copperfield']","['Book', 'Amazon', 'George', 'Baloo', 'Mowgli', 'Mowgli']","['Chief', 'Biden', 'head', 'government']","['protection', 'parasol', 'Rihanna', 'Imperm\\u00e9able', 'Poppins', 'Poppins']","['Swing', 'Happygilmore', 'Ping', 'Birdie']","['Pruning', 'pinking', 'scissors', 'scissors']","['Gregorian', 'Aztec', 'Vinny', 'Firefighter', 'Personalized', 'Months']","['MaineCoon', 'minou', 'F\\u00e9lix', 'miaulement', 'Pott\\u00e9', 'Goutti\\u00e8re']","['Flint', 'moon', 'Spark', 'Heavier', 'Butane', 'Butane']","['mane', 'king', 'cowardly', 'share', 'African', 'Roar']","['D\\u00e9tenu', 'Jugement', 'Perp\\u00e9tuit\\u00e9', 'cellule', 'Barreaux', 'Taule']","['Humour', 'Dr\\u00f4le', 'Film', 'Film']","['talker', 'Sonos', 'loud', 'Lectern', 'subwoofer', 'Subwoofer']","['mattress', 'Boing', 'Xidit', 'Slinky', 'Rolls', 'Summer']","['flou', '\\u00c9cume', 'Surf', 'ocean', 'Oc\\u00e9an', 'Surf']","['biberon', 'couches', 'Naissance', 'Layette']","['slots', 'Tables', 'Royale', 'Roulette', 'royale', 'Roulette']","['Outil', 'Anctil', 'Feuilles', 'Feuille']","['saw', 'ulna', 'Ivory', 'broth', 'Metatarsal', 'Tibia']","['Green', 'Bartlett', 'Bulbous', 'Fruit', 'Apple', 'Bosc']","['allocution', 'CAC', 'Bourbon', 'Testicule', 'Testicule', 'Testicule']","['Thor', 'Tempesta', 'Tormenta', 'Llamp', 'Renou', 'Renou']","['Minimensch', 'Nase', 'M\\u00fctze', 'Garten', 'Zipfelm\\u00fctze', 'KeinRie\\u00dfe']","['Caranbar', 'Roudoudou', 'Haribo', 'Tagada', 'Sucette', 'Sucette']","['Liverpool', 'Starboard', 'royal', 'Tawny', 'Drink', 'Dock']","['Amt', 'Reagan', 'nixon', 'clinton', 'Erdogan', 'Orban']","['groupe', 'Son', 'Bono', 'Copains', 'raidit', 'Gaze']","['tool', 'jack', 'MC', 'sledge']","['\\u00d6sterreich', 'Amadeus', 'Sprechgesang', 'Greifvogel', 'Mutter-der-mann-mit-dem-koks', 'Komissar']","['Freshwater', 'Oyster', 'Clam', 'Necklace', 'Necklace', 'Necklace']","['soup', 'candle', 'carve', 'Smashing', 'Melon', 'Halloween']","['cattle', 'fields', 'Agriculture', 'Land', 'Sheep', 'Crops']","['forest', 'jungle', 'deer', 'catcher', 'Irwin', 'Crocodile']","['surface', 'coffee', 'Desk', 'chairs', 'Chair']","['Fungi', 'porcini', 'Toadstool', 'Toadstool']","['espionage', 'double', 'Infiltrator', 'Peek', 'Secret', 'Secret']","['doll', 'Henson', 'Ventriloquist', 'Marionette', 'Marionette', 'Marionette']","['round', 'shape', 'Magic', 'Life', 'Ring', 'Ring']","['Sliver', 'sickle', 'Moon', 'Pilsbury', 'Shape']","['Snel', 'Moto', 'Spel', 'Auto']","['Relics', 'building', 'Artifacts']","['\\u3076\\u304d', '\\u30a8\\u30af\\u30b9\\u30ab\\u30ea\\u30d0\\u30fc', '\\u30b9\\u30da\\u30fc\\u30c9', '\\u30b9\\u30da\\u30fc\\u30c9']","['Fisch', 'Verschlucken', 'verschlucken']","['balls', 'liver', 'swiming', 'Snooker', 'lake', 'Chilling']","['castle', 'master', 'Underneath', 'keep']","['Electrical', 'Tesla', 'Life', 'AAA']","['worst', 'bug', 'Pest', 'Beetle']","['Verre', 'Vue', 'Binocle', 'Vision']","['gang', 'Pirates', 'Board', 'walk', 'Walk', 'Walk']","['Post', 'alphabet', 'Mail', 'mail']","['support', 'Drag', 'Drop', 'Weight', 'Hyperlink', 'milk']","['beachwear', 'Cossie', 'Lifeguard', 'Bikini']","['Birne', 'Troja', 'Vorname', 'ATEMLOS', 'Atemlos']","['Garrick', 'Aldwych', 'Stage', 'curtain']","['Up', 'prison', 'pad', 'down', 'Smith', 'smith']","['putter', 'association', 'Discotheque', 'Golf']","['boullion', 'inventory', 'gamestop', 'investment', 'chicken']","['Moby', 'Dick', 'Film', 'Gruby', 'Pinokio', 'Po\\u0142kn\\u0105\\u0142']","['Cerebellum', 'thinking', 'thoughts', 'Head', 'intellect']","['fabric', 'Sailcloth', 'Oil', 'paint', 'Surface']","['Seedless', 'Wine', 'bunch', 'fruit', 'Vine', 'Vine']"
Mystery Word,Lapin,Flask,Pan,Caf\u00e9,Garden,Chip,Chaussette,Magician,Jungle,President,Parapluie,Golf,Shears,Calendar,Chat,Lighter,Lion,Prison,Com\u00e9die,Speaker,Spring,Vague,B\u00e9b\u00e9,Casino,R\u00e2teau,Bone,Pear,Bourse,Thunder,Zwerg,Bonbon,Port,Pr\u00e4sident,Bande,Hammer,Falco,Pearl,Pumpkin,Farm,Hunter,Table,Mushroom,Spy,Puppet,Circle,Crescent,Race,Museum,Sword,Gr\u00e4te,Pool,Dungeon,Battery,Cockroach,Lunettes,Plank,Letter,Anchor,Swimsuit,Helene,Theater,Lock,Club,Stock,Whale,Brain,Canvas,Grape
Guess,Lapin,Glass,Saute,caf\u00e9,Garden,Chip,Chausette,magician,Jungle,President,Parapluie,Golf,Shears,Calendar,Chat,Rock,Lion,Prison,com\u00e9die,Speaker,spring,Vague,B\u00e9b\u00e9,Casino,Rateau,Tusk,pear,Cotation,Thunder,Zwerg,bonbon,Port,Pr\u00e4sident,,Hammer,Falco,mussel,Pumpkin,Farm,Hunter,table,Mushroom,Spy,Puppet,circle,Crescent,Race,,Sword,Gold,Pool,dungeon,Battery,Roach,Lunette,Plank,letter,,Swim,Helena,theatre,Jumpsuit,club,Stock,,Brain,canvas,Grapes
